"type","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"pass_comp","R. Tannehill","QB","TEN","NO","2021-11-14T18:00:00Z","21.5","over","-106","-0.058214563106796124","undefined","undefined","under","-124","-0.009926785714285957","undefined","undefined"
"rush_yd","L. Fournette","RB","TB","WAS","2021-11-14T18:00:00Z","60.5","over","-115","-0.059831017024194355","undefined","undefined","under","-115","-0.009945270744925905","undefined","undefined"
"rush_att","J. Jacobs","RB","LV","KC","2021-11-15T01:20:00Z","13.5","over","-130","-0.055060760426087096","undefined","undefined","under","100","-0.010150125509999997","undefined","undefined"
"pass_yd","M. White","QB","NYJ","BUF","2021-11-14T18:00:00Z","241.5","over","-115","-0.059562283501628066","undefined","undefined","under","-115","-0.010164190211627844","undefined","undefined"
"rush_yd","E. Mitchell","RB","SF","LA","2021-11-16T01:15:00Z","63.5","over","-115","-0.010211648127432582","undefined","undefined","under","-115","-0.05952289539435435","undefined","undefined"
"recv_yd","J. Williams","RB","DEN","PHI","2021-11-14T21:25:00Z","14.5","over","-117","-0.01025353650176164","undefined","undefined","under","-114","-0.061583103458851374","undefined","undefined"
"rush_recv_yd","J. Williams","RB","DEN","PHI","2021-11-14T21:25:00Z","67.5","over","-115","-0.0524829802571628","undefined","undefined","under","-112","-0.010648441870316994","undefined","undefined"
"rush_att","J. Taylor","RB","IND","JAX","2021-11-14T18:00:00Z","17.5","over","-125","-0.010888888888888837","undefined","undefined","under","-105","-0.05684146341463414","undefined","undefined"
"pass_comp","P. Mahomes","QB","KC","LV","2021-11-15T01:20:00Z","26.5","over","-104","-0.011252941176470521","undefined","undefined","under","-128","-0.05994736842105264","undefined","undefined"
"pass_td","A. Rodgers","QB","GB","SEA","2021-11-14T21:25:00Z","2.5","over","154","-0.011300787401574808","undefined","undefined","under","-202","-0.0512741721854304","undefined","undefined"
"recv_yd","J. Landry","WR","CLV","NE","2021-11-14T18:00:00Z","51.5","over","-117","-0.06007681137475751","undefined","undefined","under","-114","-0.011818902862225533","undefined","undefined"
"recv_rec","Q. Watkins","WR","PHI","DEN","2021-11-14T21:25:00Z","2.5","over","124","-0.05288126284821432","undefined","undefined","under","-162","-0.011861756148854874","undefined","undefined"
"recv_rec","A. Firkser","TE","TEN","NO","2021-11-14T18:00:00Z","1.5","over","115","-0.01191397039930231","undefined","undefined","under","-151","-0.0547962221024304","undefined","undefined"
"rush_yd","J. McNichols","RB","TEN","NO","2021-11-14T18:00:00Z","19.5","over","-115","-0.011984364015361071","undefined","undefined","under","-115","-0.05772298138233495","undefined","undefined"
"recv_yd","D. Samuel","WR","SF","LA","2021-11-16T01:15:00Z","70.5","over","-115","-0.012089790948958012","undefined","undefined","under","-115","-0.05767848611295828","undefined","undefined"
"rush_yd","M. Ingram II","RB","NO","TEN","2021-11-14T18:00:00Z","55.5","over","-115","-0.012184766722116547","undefined","undefined","under","-113","-0.05323020363942549","undefined","undefined"
"pass_comp","R. Wilson","QB","SEA","GB","2021-11-14T21:25:00Z","22.5","over","-106","-0.05576310679611646","undefined","undefined","under","-124","-0.012371428571428589","undefined","undefined"
"rush_recv_yd","M. Gordon III","RB","DEN","PHI","2021-11-14T21:25:00Z","67.5","over","-112","-0.050384496174764204","undefined","undefined","under","-115","-0.01281689606273717","undefined","undefined"
"recv_yd","H. Hurst","TE","ATL","DAL","2021-11-14T18:00:00Z","25.5","over","-114","-0.05896327825049302","undefined","undefined","under","-117","-0.01289397415503013","undefined","undefined"
"recv_yd","C. Kupp","WR","LA","SF","2021-11-16T01:15:00Z","97.5","over","-115","-0.012950336313993449","undefined","undefined","under","-115","-0.05685356380087553","undefined","undefined"
"pass_td","M. Jones","QB","NE","CLV","2021-11-14T18:00:00Z","1.5","over","-101","-0.05463731343283579","undefined","undefined","under","-130","-0.013060869565217459","undefined","undefined"
"recv_yd","C. Sutton","WR","DEN","PHI","2021-11-14T21:25:00Z","48.5","over","-117","-0.05877050500693409","undefined","undefined","under","-114","-0.013110810027358033","undefined","undefined"
"recv_yd","J. Reagor","WR","PHI","DEN","2021-11-14T21:25:00Z","22.5","over","-117","-0.05872269177514433","undefined","undefined","under","-114","-0.013134357517125106","undefined","undefined"
"rush_yd","M. Gordon III","RB","DEN","PHI","2021-11-14T21:25:00Z","48.5","over","-112","-0.056463624374632815","undefined","undefined","under","-118","-0.013158457129725853","undefined","undefined"
"rush_yd","D. Johnson","RB","CLV","NE","2021-11-14T18:00:00Z","79.5","over","-117","-0.013274646378154897","undefined","undefined","under","-114","-0.058608097595918784","undefined","undefined"
"pass_yd","M. Stafford","QB","LA","SF","2021-11-16T01:15:00Z","283.5","over","-115","-0.05609200398842912","undefined","undefined","under","-115","-0.013650431314409572","undefined","undefined"
"recv_yd","J. Taylor","RB","IND","JAX","2021-11-14T18:00:00Z","18.5","over","-118","-0.05795846493787937","undefined","undefined","under","-113","-0.013768167827243105","undefined","undefined"
"rush_recv_yd","D. Cook","RB","MIN","LAC","2021-11-14T21:05:00Z","113.5","over","-115","-0.04924834542788337","undefined","undefined","under","-112","-0.013916122054983937","undefined","undefined"
"recv_yd","K. Bourne","WR","NE","CLV","2021-11-14T18:00:00Z","27.5","over","-113","-0.04689068000518576","undefined","undefined","under","-113","-0.014145531594139782","undefined","undefined"
"rush_recv_yd","J. McKissic","RB","WAS","TB","2021-11-14T18:00:00Z","49.5","over","-111","-0.014188937419826186","undefined","undefined","under","-116","-0.048898128134830354","undefined","undefined"
"pass_yd","M. Jones","QB","NE","CLV","2021-11-14T18:00:00Z","243.5","over","-113","-0.0464629021969013","undefined","undefined","under","-113","-0.014461375916901442","undefined","undefined"
"recv_yd","A. Lazard","WR","GB","SEA","2021-11-14T21:25:00Z","30.5","over","-113","-0.054872865310101104","undefined","undefined","under","-117","-0.014776010304468845","undefined","undefined"
"pass_att","J. Goff","QB","DET","PIT","2021-11-14T18:00:00Z","34.5","over","-127","-0.05637175171387587","undefined","undefined","under","-105","-0.015294785331093463","undefined","undefined"
"recv_yd","M. Valdes-Scantling","WR","GB","SEA","2021-11-14T21:25:00Z","29.5","over","-114","-0.05651596892336225","undefined","undefined","under","-117","-0.015317795856997773","undefined","undefined"
"recv_yd","J. Meyers","WR","NE","CLV","2021-11-14T18:00:00Z","48.5","over","-115","-0.052190543307846116","undefined","undefined","under","-114","-0.01541747163185947","undefined","undefined"
"pass_td","M. White","QB","NYJ","BUF","2021-11-14T18:00:00Z","1.5","over","149","-0.015606425702811177","undefined","undefined","under","-193","-0.04470307167235488","undefined","undefined"
"recv_rec","J. Reagor","WR","PHI","DEN","2021-11-14T21:25:00Z","2.5","over","129","-0.04787865921266371","undefined","undefined","under","-168","-0.01566852431940291","undefined","undefined"
"recv_yd","A. Hooper","TE","CLV","NE","2021-11-14T18:00:00Z","21.5","over","-114","-0.055936451017620736","undefined","undefined","under","-117","-0.015955693060867082","undefined","undefined"
"recv_yd","Q. Watkins","WR","PHI","DEN","2021-11-14T21:25:00Z","27.5","over","-114","-0.04933797743041546","undefined","undefined","under","-114","-0.016092705729326306","undefined","undefined"
"pass_yd","B. Mayfield","QB","CLV","NE","2021-11-14T18:00:00Z","228.5","over","-115","-0.016139721923023265","undefined","undefined","under","-115","-0.053650713593023314","undefined","undefined"
"pass_att","B. Roethlisberger","QB","PIT","DET","2021-11-14T18:00:00Z","32.5","over","-120","-0.016146716243272907","undefined","undefined","under","-111","-0.0553600411788307","undefined","undefined"
"recv_rec","V. Jefferson","WR","LA","SF","2021-11-16T01:15:00Z","4.5","over","119","-0.049775342465753436","undefined","undefined","under","-156","-0.016214062500000015","undefined","undefined"
"pass_att","T. Heinicke","QB","WAS","TB","2021-11-14T18:00:00Z","37.5","over","-105","-0.0550488301543578","undefined","undefined","under","-127","-0.016639164331263556","undefined","undefined"
"rush_yd","R. Wilson","QB","SEA","GB","2021-11-14T21:25:00Z","19.5","over","-116","-0.017013248481734133","undefined","undefined","under","-113","-0.0505291000496636","undefined","undefined"
"pass_yd","T. Brady","QB","TB","WAS","2021-11-14T18:00:00Z","302.5","over","-115","-0.052652396688314396","undefined","undefined","under","-115","-0.01713704635798763","undefined","undefined"
"pass_int","C. Wentz","QB","IND","JAX","2021-11-14T18:00:00Z","0.5","over","113","-0.05218356807511737","undefined","undefined","under","-150","-0.017300000000000093","undefined","undefined"
"recv_yd","D. Metcalf","WR","SEA","GB","2021-11-14T21:25:00Z","70.5","over","-114","-0.01750490667581961","undefined","undefined","under","-114","-0.04790274933581967","undefined","undefined"
"recv_yd","D. Cook","RB","MIN","LAC","2021-11-14T21:05:00Z","18.5","over","-116","-0.04996796958219385","undefined","undefined","under","-113","-0.01752261964496782","undefined","undefined"
"recv_yd","A. Cooper","WR","DAL","ATL","2021-11-14T18:00:00Z","60.5","over","-114","-0.017534876937593258","undefined","undefined","under","-114","-0.04792555176746355","undefined","undefined"
"pass_att","D. Prescott","QB","DAL","ATL","2021-11-14T18:00:00Z","35.5","over","-123","-0.017659270767434565","undefined","undefined","under","-108","-0.05312685513939214","undefined","undefined"
"recv_yd","E. Mitchell","RB","SF","LA","2021-11-16T01:15:00Z","13.5","over","-114","-0.017731679770150888","undefined","undefined","under","-116","-0.051967665804897034","undefined","undefined"
"recv_yd","J. Guyton","WR","LAC","MIN","2021-11-14T21:05:00Z","16.5","over","-115","-0.017817587830496695","undefined","undefined","under","-116","-0.0540360814586765","undefined","undefined"
"recv_yd","R. Higgins","WR","CLV","NE","2021-11-14T18:00:00Z","18.5","over","-108","-0.018346941303543196","undefined","undefined","under","-123","-0.05243622662287656","undefined","undefined"
"pass_att","T. Brady","QB","TB","WAS","2021-11-14T18:00:00Z","38.5","over","-122","-0.01869460017362179","undefined","undefined","under","-108","-0.0500788412730766","undefined","undefined"
"recv_yd","K. Osborn","WR","MIN","LAC","2021-11-14T21:05:00Z","28.5","over","-111","-0.046543044070657125","undefined","undefined","under","-117","-0.018710786683303615","undefined","undefined"
"pass_att","P. Walker","QB","CAR","ARZ","2021-11-14T21:05:00Z","32.5","over","-115","-0.019078270272943954","undefined","undefined","under","-117","-0.05496135800968566","undefined","undefined"
"pass_comp","T. Brady","QB","TB","WAS","2021-11-14T18:00:00Z","25.5","over","-113","-0.019110328638497598","undefined","undefined","under","-117","-0.05056267281105997","undefined","undefined"
"recv_yd","D. Njoku","TE","CLV","NE","2021-11-14T18:00:00Z","17.5","over","-120","-0.019189201838743286","undefined","undefined","under","-111","-0.05227903749279089","undefined","undefined"
"recv_yd","O. Zaccheaus","WR","ATL","DAL","2021-11-14T18:00:00Z","25.5","over","-117","-0.05048786414494605","undefined","undefined","under","-113","-0.019196449920271252","undefined","undefined"
"pass_td","T. Lawrence","QB","JAX","IND","2021-11-14T18:00:00Z","1.5","over","129","-0.019581222707423573","undefined","undefined","under","-168","-0.04396567164179099","undefined","undefined"
"recv_yd","H. Henry","TE","NE","CLV","2021-11-14T18:00:00Z","26.5","over","-115","-0.052317450708527447","undefined","undefined","under","-116","-0.019629017561543005","undefined","undefined"
"recv_rec","M. Davis","RB","ATL","DAL","2021-11-14T18:00:00Z","2.5","over","133","-0.01988125489484982","undefined","undefined","under","-173","-0.043003291097069796","undefined","undefined"
"rush_yd","A. Gibson","RB","WAS","TB","2021-11-14T18:00:00Z","44.5","over","-116","-0.04977291279475543","undefined","undefined","under","-114","-0.019985216494348923","undefined","undefined"
"rush_att","A. Ekeler","RB","LAC","MIN","2021-11-14T21:05:00Z","13.5","over","-133","-0.04825822993562234","undefined","undefined","under","101","-0.020062847885572166","undefined","undefined"
"recv_yd","N. Harris","RB","PIT","DET","2021-11-14T18:00:00Z","24.5","over","-116","-0.04944939097035417","undefined","undefined","under","-114","-0.020296065268504693","undefined","undefined"
"recv_yd","T. Kelce","TE","KC","LV","2021-11-15T01:20:00Z","74.5","over","-116","-0.05161851601792766","undefined","undefined","under","-115","-0.020353381531023396","undefined","undefined"
"pass_yd","B. Roethlisberger","QB","PIT","DET","2021-11-14T18:00:00Z","244.5","over","-115","-0.04937502104302338","undefined","undefined","under","-115","-0.020365199093023256","undefined","undefined"
"pass_comp","B. Roethlisberger","QB","PIT","DET","2021-11-14T18:00:00Z","21.5","over","-131","-0.02039956709956714","undefined","undefined","under","-101","-0.049187562189054734","undefined","undefined"
"pass_yd","M. Rudolph","QB","PIT","DET","2021-11-14T18:00:00Z","216.5","over","-115","-0.020491655455814217","undefined","undefined","under","-115","-0.04927488425581389","undefined","undefined"
"recv_yd","D. Adams","WR","GB","SEA","2021-11-14T21:25:00Z","94.5","over","-115","-0.048387666966272724","undefined","undefined","under","-115","-0.021382132052371605","undefined","undefined"
"recv_yd","B. Pringle","WR","KC","LV","2021-11-15T01:20:00Z","16.5","over","-111","-0.021666325606007675","undefined","undefined","under","-120","-0.049824392529812855","undefined","undefined"
"pass_int","M. Stafford","QB","LA","SF","2021-11-16T01:15:00Z","0.5","over","103","-0.04896009852216743","undefined","undefined","under","-137","-0.021716877637130816","undefined","undefined"
"pass_att","P. Mahomes","QB","KC","LV","2021-11-15T01:20:00Z","37.5","over","-122","-0.02174956163909114","undefined","undefined","under","-108","-0.04703075865432593","undefined","undefined"
"rush_recv_yd","A. Dillon","RB","GB","SEA","2021-11-14T21:25:00Z","53.5","over","-117","-0.02179535608528238","undefined","undefined","under","-110","-0.04116867888672898","undefined","undefined"
"pass_comp","M. Jones","QB","NE","CLV","2021-11-14T18:00:00Z","22.5","over","-103","-0.021836945812807984","undefined","undefined","under","-129","-0.04884978165938858","undefined","undefined"
"pass_comp","J. Allen","QB","BUF","NYJ","2021-11-14T18:00:00Z","24.5","over","-107","-0.04655990338164245","undefined","undefined","under","-123","-0.021924663677129974","undefined","undefined"
"rush_att","A. Jones","RB","GB","SEA","2021-11-14T21:25:00Z","14.5","over","-105","-0.02209490684390253","undefined","undefined","under","-127","-0.049571612348854766","undefined","undefined"
"pass_att","K. Cousins","QB","MIN","LAC","2021-11-14T21:05:00Z","35.5","over","-112","-0.047349273730815766","undefined","undefined","under","-118","-0.022230086701617968","undefined","undefined"
"rush_att","D. Swift","RB","DET","PIT","2021-11-14T18:00:00Z","13.5","over","-131","-0.022369478675324683","undefined","undefined","under","-102","-0.049702234824356484","undefined","undefined"
"pass_att","D. Carr","QB","LV","KC","2021-11-15T01:20:00Z","36.5","over","-122","-0.046269422398170335","undefined","undefined","under","-108","-0.02253841514661936","undefined","undefined"
"rush_yd","J. Jacobs","RB","LV","KC","2021-11-15T01:20:00Z","56.5","over","-114","-0.049235152603571086","undefined","undefined","under","-117","-0.022704886011505665","undefined","undefined"
"pass_comp","J. Herbert","QB","LAC","MIN","2021-11-14T21:05:00Z","25.5","over","-113","-0.04695727699530522","undefined","undefined","under","-117","-0.02270875576036857","undefined","undefined"
"rush_yd","N. Harris","RB","PIT","DET","2021-11-14T18:00:00Z","91.5","over","-115","-0.022827636637816617","undefined","undefined","under","-115","-0.04690690667152786","undefined","undefined"
"pass_int","R. Wilson","QB","SEA","GB","2021-11-14T21:25:00Z","0.5","over","118","-0.022869724770642308","undefined","undefined","under","-156","-0.04521406249999993","undefined","undefined"
"recv_yd","M. Gordon III","RB","DEN","PHI","2021-11-14T21:25:00Z","14.5","over","-117","-0.022888079399478678","undefined","undefined","under","-111","-0.04228966500022546","undefined","undefined"
"pass_att","C. Wentz","QB","IND","JAX","2021-11-14T18:00:00Z","32.5","over","-118","-0.04634065558783296","undefined","undefined","under","-112","-0.023252866492854296","undefined","undefined"
"pass_int","J. Herbert","QB","LAC","MIN","2021-11-14T21:05:00Z","0.5","over","113","-0.02363661971830988","undefined","undefined","under","-146","-0.039336585365853605","undefined","undefined"
"recv_rec","A. Hooper","TE","CLV","NE","2021-11-14T18:00:00Z","2.5","over","137","-0.039838495566244636","undefined","undefined","under","-179","-0.02367976094480284","undefined","undefined"
"recv_yd","R. Anderson","WR","CAR","ARZ","2021-11-14T21:05:00Z","28.5","over","-116","-0.024242686976150174","undefined","undefined","under","-114","-0.045548975509312084","undefined","undefined"
"recv_yd","C. Davis","WR","NYJ","BUF","2021-11-14T18:00:00Z","45.5","over","-109","-0.044741745862195814","undefined","undefined","under","-121","-0.024328892588236672","undefined","undefined"
"rush_recv_yd","M. Ingram II","RB","NO","TEN","2021-11-14T18:00:00Z","86.5","over","-112","-0.024367731054822817","undefined","undefined","under","-115","-0.03878345357004648","undefined","undefined"
"recv_yd","J. Jefferson","WR","MIN","LAC","2021-11-14T21:05:00Z","76.5","over","-113","-0.02437871009673853","undefined","undefined","under","-115","-0.04104154912200009","undefined","undefined"
"pass_yd","K. Cousins","QB","MIN","LAC","2021-11-14T21:05:00Z","268.5","over","-112","-0.04726495269455877","undefined","undefined","under","-119","-0.024397350084611524","undefined","undefined"
"rush_att","A. Peterson","RB","TEN","NO","2021-11-14T18:00:00Z","11.5","over","-124","-0.02452554799995532","undefined","undefined","under","-107","-0.04596133649937528","undefined","undefined"
"pass_yd","J. Goff","QB","DET","PIT","2021-11-14T18:00:00Z","237.5","over","-108","-0.02457031182019226","undefined","undefined","under","-123","-0.046210327195515766","undefined","undefined"
"rush_yd","J. Taylor","RB","IND","JAX","2021-11-14T18:00:00Z","90.5","over","-113","-0.04282759960702398","undefined","undefined","under","-116","-0.024727598360675507","undefined","undefined"
"recv_rec","M. Pruitt","TE","TEN","NO","2021-11-14T18:00:00Z","1.5","over","125","-0.03653042133333334","undefined","undefined","under","-161","-0.02477380803678164","undefined","undefined"
"pass_att","J. Herbert","QB","LAC","MIN","2021-11-14T21:05:00Z","36.5","over","-126","-0.04444340666370239","undefined","undefined","under","-105","-0.025238986039501643","undefined","undefined"
"recv_yd","K. Allen","WR","LAC","MIN","2021-11-14T21:05:00Z","78.5","over","-115","-0.046700772077774344","undefined","undefined","under","-116","-0.02524928365302781","undefined","undefined"
"pass_att","R. Wilson","QB","SEA","GB","2021-11-14T21:25:00Z","33.5","over","-111","-0.044072859479555915","undefined","undefined","under","-119","-0.025386546751465233","undefined","undefined"
"pass_att","T. Bridgewater","QB","DEN","PHI","2021-11-14T21:25:00Z","31.5","over","-113","-0.046214907241316217","undefined","undefined","under","-118","-0.02557218786067883","undefined","undefined"
"pass_comp","K. Cousins","QB","MIN","LAC","2021-11-14T21:05:00Z","24.5","over","-102","-0.025800990099009824","undefined","undefined","under","-130","-0.044373913043478264","undefined","undefined"
"pass_comp","M. Ryan","QB","ATL","DAL","2021-11-14T18:00:00Z","24.5","over","-134","-0.026177777777777855","undefined","undefined","under","101","-0.04396318407960198","undefined","undefined"
"recv_rec","D. Smith","WR","PHI","DEN","2021-11-14T21:25:00Z","4.5","over","104","-0.026296078431372494","undefined","undefined","under","-134","-0.036549572649572704","undefined","undefined"
"pass_td","R. Tannehill","QB","TEN","NO","2021-11-14T18:00:00Z","1.5","over","-107","-0.040108212560386436","undefined","undefined","under","-122","-0.02634954954954949","undefined","undefined"
"pass_comp","J. Goff","QB","DET","PIT","2021-11-14T18:00:00Z","22.5","over","101","-0.026462686567164273","undefined","undefined","under","-132","-0.04000862068965527","undefined","undefined"
"recv_rec","M. Evans","WR","TB","WAS","2021-11-14T18:00:00Z","5.5","over","104","-0.04354705882352938","undefined","undefined","under","-138","-0.026473949579831846","undefined","undefined"
"pass_yd","P. Mahomes","QB","KC","LV","2021-11-15T01:20:00Z","284.5","over","-116","-0.02653591864820981","undefined","undefined","under","-115","-0.04535790526057221","undefined","undefined"
"recv_yd","M. Alie-Cox","TE","IND","JAX","2021-11-14T18:00:00Z","19.5","over","-117","-0.0430592382903936","undefined","undefined","under","-113","-0.026568916332453507","undefined","undefined"
"recv_yd","K. Raymond","WR","DET","PIT","2021-11-14T18:00:00Z","33.5","over","-114","-0.03870297028769604","undefined","undefined","under","-114","-0.026705970192026363","undefined","undefined"
"rush_yd","D. Swift","RB","DET","PIT","2021-11-14T18:00:00Z","51.5","over","-114","-0.026793537322517547","undefined","undefined","under","-116","-0.042926662087452994","undefined","undefined"
"pass_yd","D. Prescott","QB","DAL","ATL","2021-11-14T18:00:00Z","304.5","over","-115","-0.04278984127118046","undefined","undefined","under","-115","-0.026952311938104212","undefined","undefined"
"rush_att","C. McCaffrey","RB","CAR","ARZ","2021-11-14T21:05:00Z","15.5","over","-116","-0.04253656874999995","undefined","undefined","under","-114","-0.027210819210280235","undefined","undefined"
"recv_yd","M. Williams","WR","LAC","MIN","2021-11-14T21:05:00Z","62.5","over","-115","-0.02783416490979085","undefined","undefined","under","-115","-0.04192682099409062","undefined","undefined"
"recv_rec","D. Moore","WR","CAR","ARZ","2021-11-14T21:05:00Z","4.5","over","-135","-0.027853191489361828","undefined","undefined","under","101","-0.04411293532338312","undefined","undefined"
"recv_rec","D. Goedert","TE","PHI","DEN","2021-11-14T21:25:00Z","4.5","over","124","-0.03371785714285708","undefined","undefined","under","-160","-0.02810769230769239","undefined","undefined"
"pass_comp","M. Stafford","QB","LA","SF","2021-11-16T01:15:00Z","24.5","over","-122","-0.04289459459459444","undefined","undefined","under","-109","-0.028178947368421026","undefined","undefined"
"pass_yd","J. Herbert","QB","LAC","MIN","2021-11-14T21:05:00Z","293.5","over","-113","-0.04101214871600761","undefined","undefined","under","-117","-0.028634820453857346","undefined","undefined"
"rush_yd","A. Ekeler","RB","LAC","MIN","2021-11-14T21:05:00Z","60.5","over","-115","-0.028672447686448832","undefined","undefined","under","-113","-0.03672984955155145","undefined","undefined"
"pass_comp","T. Bridgewater","QB","DEN","PHI","2021-11-14T21:25:00Z","22.5","over","-103","-0.03983842364532025","undefined","undefined","under","-128","-0.02894736842105261","undefined","undefined"
"rush_recv_yd","J. Taylor","RB","IND","JAX","2021-11-14T18:00:00Z","113.5","over","-114","-0.02899025034082514","undefined","undefined","under","-114","-0.03643530269225842","undefined","undefined"
"pass_yd","R. Wilson","QB","SEA","GB","2021-11-14T21:25:00Z","246.5","over","-115","-0.040720181420395685","undefined","undefined","under","-115","-0.029012885721395265","undefined","undefined"
"pass_int","M. Jones","QB","NE","CLV","2021-11-14T18:00:00Z","0.5","over","-102","-0.02905049504950491","undefined","undefined","under","-130","-0.04111739130434788","undefined","undefined"
"recv_yd","T. Patrick","WR","DEN","PHI","2021-11-14T21:25:00Z","36.5","over","-115","-0.04062618545952312","undefined","undefined","under","-115","-0.029121818286548473","undefined","undefined"
"recv_yd","D. Smith","WR","PHI","DEN","2021-11-14T21:25:00Z","59.5","over","-112","-0.04013229840006616","undefined","undefined","under","-118","-0.029405313951356704","undefined","undefined"
"recv_yd","D. Henderson","RB","LA","SF","2021-11-16T01:15:00Z","17.5","over","-114","-0.029458634351658186","undefined","undefined","under","-116","-0.040251613928446284","undefined","undefined"
"rush_recv_yd","E. Mitchell","RB","SF","LA","2021-11-16T01:15:00Z","80.5","over","-115","-0.029513060028883764","undefined","undefined","under","-112","-0.03365614047173582","undefined","undefined"
"pass_comp","T. Heinicke","QB","WAS","TB","2021-11-14T18:00:00Z","23.5","over","-104","-0.04150588235294106","undefined","undefined","under","-128","-0.02971578947368414","undefined","undefined"
"pass_att","M. Stafford","QB","LA","SF","2021-11-16T01:15:00Z","36.5","over","-120","-0.04174550676947142","undefined","undefined","under","-111","-0.02976109206444022","undefined","undefined"
"rush_yd","J. Allen","QB","BUF","NYJ","2021-11-14T18:00:00Z","33.5","over","-114","-0.03975593325379345","undefined","undefined","under","-116","-0.029910239214510637","undefined","undefined"
"recv_yd","A. Brown","WR","TEN","NO","2021-11-14T18:00:00Z","83.5","over","-115","-0.039837930094089646","undefined","undefined","under","-115","-0.029936884534139563","undefined","undefined"
"recv_yd","C. Lamb","WR","DAL","ATL","2021-11-14T18:00:00Z","72.5","over","-115","-0.030022203159795313","undefined","undefined","under","-115","-0.039711172788795435","undefined","undefined"
"rush_att","E. Elliott","RB","DAL","ATL","2021-11-14T18:00:00Z","17.5","over","-118","-0.04143027522935766","undefined","undefined","under","-113","-0.030363380281690167","undefined","undefined"
"rush_yd","D. Prescott","QB","DAL","ATL","2021-11-14T18:00:00Z","13.5","over","-118","-0.03895564163792564","undefined","undefined","under","-112","-0.030604672347566364","undefined","undefined"
"rush_recv_yd","T. Pollard","RB","DAL","ATL","2021-11-14T18:00:00Z","56.5","over","-115","-0.0368924063915288","undefined","undefined","under","-114","-0.030643241421384526","undefined","undefined"
"recv_rec","R. Gage","WR","ATL","DAL","2021-11-14T18:00:00Z","4.5","over","100","-0.03639999999999999","undefined","undefined","under","-131","-0.03071298701298708","undefined","undefined"
"recv_yd","T. Sharpe","WR","ATL","DAL","2021-11-14T18:00:00Z","29.5","over","-112","-0.04026068507655711","undefined","undefined","under","-119","-0.03138086926432038","undefined","undefined"
"rush_recv_yd","A. Ekeler","RB","LAC","MIN","2021-11-14T21:05:00Z","101.5","over","-114","-0.034018828632783715","undefined","undefined","under","-114","-0.03144334860194398","undefined","undefined"
"recv_yd","M. Jones Jr.","WR","JAX","IND","2021-11-14T18:00:00Z","45.5","over","-114","-0.033470968273664914","undefined","undefined","under","-114","-0.03196972494022199","undefined","undefined"
"pass_int","D. Prescott","QB","DAL","ATL","2021-11-14T18:00:00Z","0.5","over","121","-0.03418868778280543","undefined","undefined","under","-159","-0.03219961389961401","undefined","undefined"
"pass_yd","T. Bridgewater","QB","DEN","PHI","2021-11-14T21:25:00Z","253.5","over","-109","-0.03240340757245935","undefined","undefined","under","-119","-0.032540579855707685","undefined","undefined"
"rush_recv_yd","M. Carter","RB","NYJ","BUF","2021-11-14T18:00:00Z","72.5","over","-114","-0.03254306880037372","undefined","undefined","under","-114","-0.03287291139207399","undefined","undefined"
"recv_yd","T. Lockett","WR","SEA","GB","2021-11-14T21:25:00Z","68.5","over","-114","-0.03706576737039058","undefined","undefined","under","-116","-0.03268883243120746","undefined","undefined"
"recv_yd","J. Jacobs","RB","LV","KC","2021-11-15T01:20:00Z","17.5","over","-114","-0.0389655172166537","undefined","undefined","under","-117","-0.03290677326863711","undefined","undefined"
"recv_yd","T. McLaurin","WR","WAS","TB","2021-11-14T18:00:00Z","72.5","over","-114","-0.036611444242122426","undefined","undefined","under","-116","-0.03313606397909841","undefined","undefined"
"pass_comp","D. Carr","QB","LV","KC","2021-11-15T01:20:00Z","25.5","over","-116","-0.033390740740740776","undefined","undefined","under","-115","-0.03853720930232574","undefined","undefined"
"pass_yd","M. Ryan","QB","ATL","DAL","2021-11-14T18:00:00Z","294.5","over","-108","-0.03733693397977361","undefined","undefined","under","-123","-0.03343691136109905","undefined","undefined"
"rush_att","D. Henderson","RB","LA","SF","2021-11-16T01:15:00Z","15.5","over","-135","-0.033524594000000074","undefined","undefined","under","102","-0.03600010103960399","undefined","undefined"
"recv_yd","J. Cook","TE","LAC","MIN","2021-11-14T21:05:00Z","30.5","over","-115","-0.033596010198991944","undefined","undefined","under","-115","-0.03613958827115943","undefined","undefined"
"pass_att","M. Jones","QB","NE","CLV","2021-11-14T18:00:00Z","32.5","over","-117","-0.03552627823910892","undefined","undefined","under","-113","-0.03416786895434931","undefined","undefined"
"recv_yd","K. Pitts","TE","ATL","DAL","2021-11-14T18:00:00Z","71.5","over","-114","-0.037658435157747694","undefined","undefined","under","-117","-0.03421538794192491","undefined","undefined"
"pass_yd","T. Siemian","QB","NO","TEN","2021-11-14T18:00:00Z","205.5","over","-113","-0.03635118625821593","undefined","undefined","under","-118","-0.03544433415532111","undefined","undefined"
"recv_rec","D. Waller","TE","LV","KC","2021-11-15T01:20:00Z","5.5","over","-134","-0.035449572649572714","undefined","undefined","under","100","-0.037199999999999955","undefined","undefined"
