player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Cooper Kupp,11824,WR,LA,9,101,0,26,11.8,5,73.1,66.7,2,3,0.0,0,18,0,83.2,92.5,1,59,0.0,0,87,19,95.4,83,138.6,26,25.7,4,328,106,5.6,17.3,3.95,0,7.0,5,72.2,50.0,3,6,9.3,4,20,0,56.9,75.4,3,52,1.0,2,195,39,94.9,185,75.6,54,53.5,0,473,264,6.8,12.1,2.56
Tyreek Hill,10799,WR,KC,9,99,0,16,11.1,0,61.5,20.0,1,5,11.1,2,13,1,55.6,75.7,1,18,0.0,0,96,16,88.5,85,76.8,26,26.3,1,166,35,2.2,10.4,1.95,0,12.3,6,68.5,0.0,0,3,7.5,3,24,0,63.6,79.2,0,75,0.0,0,202,37,95.0,192,108.2,54,54.5,2,475,174,4.7,12.8,2.47
Davante Adams,8688,WR,GB,8,86,0,12,10.8,1,55.2,40.0,2,5,0.0,0,11,0,81.7,79.1,1,50,0.0,0,90,16,92.2,83,73.6,29,33.7,1,198,44,2.8,12.4,2.39,0,12.1,3,73.5,50.0,4,8,0.0,0,24,0,89.7,92.6,2,59,0.0,0,147,36,96.6,142,96.0,49,57.0,1,505,188,5.2,14.0,3.56
D.J. Moore,48267,WR,CAR,9,85,0,5,8.7,0,60.0,44.4,4,9,0.0,0,10,0,81.1,72.9,2,39,0.0,0,102,15,94.1,96,58.8,25,29.4,1,160,92,6.1,10.7,1.67,0,14.2,4,62.2,40.0,2,5,9.7,3,20,1,57.8,72.1,1,29,0.0,0,207,28,95.7,198,82.5,45,52.9,0,409,122,4.4,14.6,2.07
Jaylen Waddle,84088,WR,MIA,10,82,0,17,7.1,5,77.8,75.0,3,4,4.5,1,18,0,71.3,80.3,0,36,0.0,0,131,21,93.1,122,139.4,27,32.9,3,231,102,4.9,11.0,1.89,0,6.5,4,69.4,60.0,3,5,8.1,3,15,1,62.7,68.0,5,19,0.0,0,234,34,95.3,223,43.3,49,59.8,0,270,129,3.8,7.9,1.21
Brandin Cooks,8655,WR,HST,9,81,0,13,10.8,2,60.7,66.7,4,6,10.5,2,8,0,54.3,63.1,1,40,0.0,0,115,17,93.0,107,74.1,28,34.6,1,164,40,2.4,9.6,1.53,0,13.2,1,75.0,42.9,3,7,0.0,0,15,0,88.7,75.0,0,52,0.0,0,181,33,92.8,168,109.5,44,54.3,1,394,82,2.5,11.9,2.35
Marquise Brown,61568,WR,BLT,9,79,0,3,6.1,1,66.7,100.0,1,1,0.0,0,3,1,79.4,56.6,1,42,0.0,0,87,10,90.8,79,81.0,15,19.0,1,104,63,6.3,10.4,1.32,0,16.5,4,63.5,33.3,2,6,5.7,2,18,0,69.6,78.5,1,49,0.0,0,224,33,96.9,217,105.6,52,65.8,3,492,171,5.2,14.9,2.27
Keenan Allen,7857,WR,LAC,8,79,0,27,8.8,1,71.9,55.6,5,9,11.5,3,15,1,51.6,78.7,1,42,0.0,0,107,23,91.6,98,84.2,32,40.5,0,271,73,3.2,11.8,2.77,0,8.2,2,73.2,33.3,2,6,9.1,3,14,0,60.4,70.0,0,41,0.0,0,204,30,96.1,196,94.4,41,51.9,0,308,138,4.6,10.3,1.57
Travis Kelce,7844,TE,KC,9,78,0,16,10.8,1,45.5,100.0,2,2,9.1,1,7,0,60.2,71.3,2,28,3.0,3,100,10,85.0,85,38.1,22,28.2,1,110,45,4.5,11.0,1.29,0,7.1,9,74.4,50.0,1,2,3.3,1,18,1,67.3,73.6,2,46,3.0,7,231,29,90.9,210,90.3,39,50.0,1,366,209,7.2,12.6,1.74
Deebo Samuel,48274,WR,SF,8,75,0,28,11.3,0,46.2,33.3,2,6,33.3,3,4,0,26.7,54.5,0,79,0.0,0,72,6,88.9,64,106.9,13,17.3,1,127,65,10.8,21.2,1.98,0,7.3,6,74.0,71.4,5,7,7.5,3,24,2,65.7,90.4,2,83,0.0,0,163,37,95.7,156,112.5,50,66.7,2,641,375,10.1,17.3,4.11
