playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8469455,2021,Jason Spezza,TOR,C,other,26,318.0,8.0,3.04,0.53,0.72,0.9,0.77,0.89,0.76,45.0,0.68,0.13,0.05,0.1,0.02,0.31,0.38,0.1,0.13,0.1,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.02,0.0,0.0,0.15,0.15,0.11,8.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,965.0,0.0,0.0,0.0,0.0,5.62,0.91,0.86,0.91,0.86,3.0,5.0,1.0,9.0,1.0,0.0,0.0,5.0,2.0,1.0,0.18,0.22,0.51,0.0,0.0,1.0,9.0,8.0,8.0,0.18,0.0,0.0,1.09,1.09,1.02,0.72,0.81,0.81,0.81,0.81,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.81,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.82,0.82,0.82,3.58,1.43,33.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8469455,2021,Jason Spezza,TOR,C,all,26,18679.0,445.0,11.81,0.59,0.55,0.57,0.53,0.55,0.52,244.0,44.31,5.12,2.86,9.41,1.36,24.09,17.15,4.53,5.13,4.54,3.0,1.0,43.0,17.0,22.0,82.0,11.0,7.0,2.0,2.0,12.0,0.0,16.0,23.0,36.0,53.0,6.0,12.0,121.0,11.0,14.0,14.0,43.0,8.0,9.0,1.09,0.83,3.2,1.0,0.0,6.0,82.92,60.0,60.39,8.0,0.66,0.38,0.62,5.16,5.19,4.58,445.0,81.0,47.0,52.0,265.0,57.0,53.0,66.0,269.0,121.0,112.0,75882.0,12.0,8.0,4.0,13.0,181.6,19.47,18.4,19.42,18.35,187.0,61.0,86.0,334.0,15.0,8.0,2.0,166.0,59.0,23.0,4.66,7.23,7.59,3.0,1.0,11.0,334.67,248.0,247.76,3.26,1.54,1.68,21.04,21.03,19.9,147.21,13.56,13.18,13.55,13.17,152.0,52.0,52.0,256.0,9.0,8.0,1.0,151.0,42.0,11.0,4.55,5.05,3.95,1.0,4.0,4.0,253.23,204.0,202.24,2.04,1.9,1.97,13.63,13.57,13.32,75.67,61.16,1308.0,1163.0,0.0,0.0,0.0,0.0,0.0,0.0
8469455,2021,Jason Spezza,TOR,C,5on5,26,15437.0,364.0,11.81,0.53,0.55,0.5,0.53,0.48,0.52,252.0,32.48,2.57,2.03,7.19,1.0,17.44,13.78,2.46,2.58,2.48,0.0,1.0,31.0,13.0,15.0,59.0,5.0,4.0,2.0,2.0,7.0,0.0,9.0,22.0,27.0,40.0,5.0,10.0,91.0,11.0,14.0,12.0,34.0,6.0,4.0,0.88,0.61,1.08,1.0,0.0,3.0,59.92,44.0,44.39,8.0,0.42,0.38,0.62,2.36,2.39,2.31,364.0,56.0,26.0,44.0,238.0,53.0,48.0,49.0,214.0,91.0,88.0,62376.0,10.0,6.0,3.0,13.0,125.85,12.56,12.18,12.51,12.13,135.0,35.0,66.0,236.0,8.0,8.0,2.0,109.0,48.0,13.0,3.43,5.84,3.28,3.0,1.0,4.0,236.67,170.0,169.76,1.91,1.54,1.68,12.79,12.77,12.43,134.48,11.01,10.66,11.0,10.64,141.0,46.0,50.0,237.0,6.0,8.0,1.0,142.0,36.0,9.0,4.31,4.27,2.43,1.0,3.0,2.0,234.23,187.0,185.24,1.83,1.9,1.97,10.87,10.8,10.59,54.96,44.26,1067.0,933.0,0.34,0.47,8.0,12.0,7.0,11.0
8469455,2021,Jason Spezza,TOR,C,4on5,26,351.0,23.0,7.66,0.12,0.12,0.18,0.13,0.11,0.14,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,21.0,1.0,1.0,1.0,1.0,4.0,17.0,8.0,6.0,4064.0,0.0,0.0,0.0,0.0,0.77,0.15,0.15,0.15,0.15,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.01,0.0,0.0,0.16,0.16,0.16,5.7,1.12,1.1,1.12,1.1,3.0,5.0,1.0,9.0,2.0,0.0,0.0,4.0,3.0,1.0,0.02,0.4,0.71,0.0,1.0,1.0,9.0,8.0,8.0,0.13,0.0,0.0,1.25,1.25,1.23,0.95,6.94,14.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
8469455,2021,Jason Spezza,TOR,C,5on4,26,2573.0,50.0,10.37,0.92,0.92,0.92,0.88,0.91,0.87,127.0,11.15,2.43,0.78,2.12,0.34,6.34,2.99,1.97,2.43,1.97,3.0,0.0,12.0,3.0,5.0,20.0,6.0,3.0,0.0,0.0,5.0,0.0,7.0,0.0,9.0,12.0,1.0,2.0,21.0,0.0,0.0,2.0,9.0,1.0,5.0,0.21,0.09,2.12,0.0,0.0,3.0,20.0,15.0,15.0,0.0,0.22,0.0,0.0,2.65,2.65,2.16,50.0,22.0,0.0,6.0,22.0,3.0,4.0,9.0,34.0,21.0,13.0,3717.0,2.0,0.0,0.0,0.0,49.35,5.85,5.21,5.85,5.21,48.0,21.0,18.0,87.0,6.0,0.0,0.0,52.0,8.0,9.0,1.04,1.02,3.8,0.0,0.0,6.0,87.0,69.0,69.0,1.16,0.0,0.0,7.01,7.01,6.28,5.41,0.48,0.48,0.48,0.48,6.0,1.0,1.0,8.0,0.0,0.0,0.0,5.0,2.0,0.0,0.22,0.26,0.0,0.0,0.0,0.0,8.0,7.0,7.0,0.06,0.0,0.0,0.54,0.54,0.53,8.89,0.82,118.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8475842,2021,Sam Carrick,ANA,C,other,23,298.0,9.0,5.15,0.77,0.68,0.21,0.37,0.33,0.42,46.0,1.07,0.57,0.04,0.08,0.04,0.54,0.73,0.57,0.57,0.57,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.57,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.01,0.0,0.0,0.58,0.58,0.58,9.0,0.0,2.0,1.0,6.0,0.0,3.0,1.0,5.0,0.0,1.0,1057.0,0.0,0.0,0.0,1.0,1.6,1.15,1.15,1.15,1.15,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.15,0.0,0.0,2.0,3.0,3.0,3.0,0.01,0.0,0.0,1.17,1.17,1.17,3.93,0.34,0.33,0.34,0.33,4.0,2.0,5.0,11.0,0.0,0.0,0.0,5.0,1.0,0.0,0.25,0.09,0.0,0.0,0.0,0.0,11.0,6.0,6.0,0.11,0.0,0.0,0.45,0.45,0.43,4.99,2.35,19.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
8475842,2021,Sam Carrick,ANA,C,all,23,14598.0,338.0,9.07,0.54,0.52,0.5,0.5,0.51,0.5,252.0,31.87,2.8,1.92,7.12,1.04,17.18,14.96,2.7,2.88,2.77,0.0,2.0,36.0,9.0,11.0,56.0,8.0,6.0,0.0,0.0,8.0,1.0,11.0,19.0,30.0,39.0,6.0,15.0,52.0,41.0,8.0,5.0,34.0,8.0,3.0,0.87,1.02,0.9,3.0,1.0,2.0,58.8,45.0,46.36,4.0,0.41,0.0,0.48,2.72,2.79,2.77,338.0,52.0,36.0,40.0,210.0,44.0,53.0,40.0,201.0,52.0,40.0,70126.0,15.0,13.0,5.0,7.0,115.48,9.52,9.27,9.7,9.44,124.0,36.0,55.0,215.0,8.0,11.0,1.0,123.0,29.0,8.0,3.25,3.58,2.69,3.0,2.0,3.0,222.03,160.0,163.4,1.46,1.98,1.9,9.09,9.21,9.13,104.51,8.04,7.88,8.03,7.86,110.0,41.0,68.0,219.0,7.0,4.0,1.0,120.0,28.0,3.0,3.5,3.2,1.34,3.0,2.0,2.0,216.17,151.0,149.67,1.46,1.15,1.15,8.35,8.25,8.13,53.07,48.38,1057.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0
8475842,2021,Sam Carrick,ANA,C,5on5,23,13581.0,307.0,9.07,0.54,0.52,0.51,0.5,0.52,0.51,237.0,28.63,2.18,1.78,6.7,0.94,15.71,12.7,2.08,2.26,2.15,0.0,2.0,32.0,8.0,11.0,51.0,6.0,4.0,0.0,0.0,7.0,1.0,10.0,18.0,28.0,36.0,5.0,13.0,47.0,39.0,8.0,4.0,31.0,8.0,1.0,0.82,1.02,0.33,3.0,1.0,0.0,53.8,40.0,41.36,3.0,0.37,0.0,0.48,2.06,2.13,2.12,307.0,48.0,30.0,38.0,191.0,43.0,46.0,35.0,183.0,47.0,38.0,57339.0,13.0,13.0,5.0,6.0,110.94,8.33,8.07,8.5,8.24,119.0,34.0,55.0,208.0,6.0,11.0,1.0,119.0,29.0,5.0,3.2,3.58,1.54,3.0,2.0,1.0,215.03,153.0,156.4,1.41,1.98,1.9,7.84,7.96,7.88,96.1,7.07,6.92,7.05,6.9,100.0,39.0,60.0,199.0,6.0,4.0,1.0,110.0,27.0,2.0,3.13,3.11,0.83,3.0,2.0,1.0,196.17,139.0,137.67,1.28,1.15,1.15,7.2,7.1,7.0,36.94,33.8,840.0,843.0,0.09,0.22,5.0,8.0,4.0,8.0
8475842,2021,Sam Carrick,ANA,C,4on5,23,542.0,16.0,0.86,0.02,0.14,0.1,0.15,0.14,0.16,39.0,0.67,0.01,0.03,0.11,0.02,0.22,0.62,0.01,0.01,0.01,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.01,0.0,0.0,0.02,0.02,0.02,16.0,0.0,4.0,0.0,12.0,0.0,3.0,2.0,11.0,2.0,0.0,2016.0,0.0,0.0,0.0,0.0,0.67,0.01,0.01,0.01,0.01,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.02,0.02,0.02,4.49,0.63,0.63,0.63,0.63,6.0,0.0,3.0,9.0,1.0,0.0,0.0,5.0,0.0,1.0,0.12,0.0,0.51,0.0,0.0,1.0,9.0,6.0,6.0,0.07,0.0,0.0,0.7,0.7,0.7,0.52,3.14,10.0,57.0,0.0,0.01,0.0,1.0,0.0,1.0
8475842,2021,Sam Carrick,ANA,C,5on4,23,177.0,6.0,2.95,1.0,0.88,1.0,0.81,1.0,0.78,34.0,0.73,0.01,0.06,0.15,0.02,0.52,0.24,0.01,0.01,0.01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.02,0.02,0.02,6.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1179.0,2.0,0.0,0.0,0.0,1.49,0.01,0.01,0.01,0.01,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.02,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.18,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
