"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Dawson Knox","464","14","0.33","71","1.16","61.5","12","Willie Gay Jr.","176","15","0.25","81","1.32","54.3"
"C.J. Uzomah","461","13","0.28","79","1.07","62.4","26","Jayon Brown","240","10","0.22","88","1.05","47.3"
"Josiah Deguara","197","14","0.23","79","0.91","52.2","-11","Dre Greenlaw","25","20","0.31","100","1.12","58.6"
"Travis Kelce","570","22","0.43","70","1.91","82.7","46","Tremaine Edmunds","412","15","0.27","82","1.24","47.6"
"Tyler Higbee","466","16","0.27","73","1.08","64.4","35","Devin White","533","15","0.24","80","1.02","35"
"George Kittle","358","24","0.54","77","2.53","91.3","27","Krys Barnes","256","18","0.31","87","1.32","57.5"
"Rob Gronkowski","348","22","0.43","62","1.91","76.4","39","Travin Howard","32","19","0.24","67","1.16","69.3"
"Anthony Firkser","253","15","0.26","77","0.93","50.5","-12","Germaine Pratt","337","15","0.28","80","1.18","49.9"
