team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
ANA,2021,ANA,ANA,Team Level,other,30,0.48,0.48,0.49,3781.0,59.1,11.14,3.63,10.63,1.97,31.78,24.85,11.0,11.14,11.0,65.0,19.0,25.0,109.0,13.0,2.0,0.0,8.0,1.0,27.0,33.0,52.0,71.0,6.0,12.0,51.0,12.0,7.0,10.0,47.0,23.0,14.0,1.79,2.71,6.63,3.0,4.0,6.0,109.0,84.0,84.0,4.0,1.05,0.06,0.06,12.14,12.14,11.97,64.71,12.18,4.54,11.03,1.93,34.18,25.15,11.97,12.18,11.97,70.0,19.0,28.0,117.0,12.0,2.0,0.0,9.0,2.0,30.0,34.0,58.0,77.0,2.0,2.0,54.0,13.0,14.0,8.0,52.0,24.0,13.0,2.15,2.75,7.28,4.0,2.0,6.0,117.0,89.0,89.0,3.0,1.25,0.66,0.66,12.77,12.77,12.59
ANA,2021,ANA,ANA,Team Level,all,30,0.5,0.49,0.49,110973.0,917.33,83.75,61.44,212.11,30.54,511.23,383.92,81.27,84.35,81.85,955.0,328.0,393.0,1676.0,92.0,73.0,14.0,185.0,30.0,405.0,498.0,863.0,1191.0,94.0,216.0,839.0,612.0,187.0,260.0,952.0,255.0,76.0,28.04,30.19,25.52,30.0,37.0,25.0,1695.99,1283.0,1293.7,122.0,13.55,13.71,13.97,83.33,83.8,82.24,944.64,82.6,65.24,220.21,31.81,538.19,396.94,80.35,82.66,80.4,969.0,366.0,421.0,1756.0,79.0,73.0,5.0,248.0,34.0,392.0,509.0,890.0,1256.0,97.0,227.0,824.0,592.0,193.0,289.0,1026.0,248.0,61.0,30.08,29.32,23.19,32.0,31.0,16.0,1750.88,1335.0,1333.72,138.0,14.27,13.81,13.81,83.06,83.03,81.65
ANA,2021,ANA,ANA,Team Level,5on5,30,0.51,0.49,0.49,92152.0,725.98,58.86,47.23,173.71,24.17,402.02,308.01,56.98,59.46,57.55,758.0,256.0,316.0,1330.0,59.0,63.0,13.0,152.0,21.0,311.0,408.0,699.0,955.0,81.0,187.0,637.0,567.0,164.0,214.0,767.0,198.0,49.0,21.96,23.48,13.42,24.0,24.0,11.0,1350.0,1014.0,1024.7,105.0,9.76,12.26,12.52,56.11,56.59,55.73,738.56,57.16,49.44,179.41,25.3,422.3,315.4,55.59,57.22,55.64,744.0,305.0,352.0,1401.0,58.0,62.0,5.0,202.0,29.0,300.0,398.0,686.0,991.0,85.0,202.0,640.0,548.0,163.0,244.0,820.0,192.0,37.0,23.6,22.72,10.84,27.0,26.0,5.0,1395.88,1049.0,1047.72,122.0,10.16,11.77,11.77,55.54,55.51,54.73
ANA,2021,ANA,ANA,Team Level,4on5,30,0.11,0.12,0.13,7377.0,17.88,1.51,0.9,2.22,0.51,5.93,13.92,1.51,1.51,1.51,24.0,1.0,4.0,29.0,1.0,0.0,0.0,2.0,0.0,4.0,18.0,23.0,24.0,2.0,7.0,62.0,22.0,9.0,13.0,20.0,4.0,1.0,0.67,0.49,0.35,0.0,1.0,0.0,29.0,25.0,25.0,13.0,0.21,0.0,0.0,1.72,1.72,1.72,120.82,12.02,10.43,26.69,3.99,75.05,40.81,11.56,12.02,11.56,132.0,37.0,39.0,208.0,7.0,9.0,0.0,33.0,2.0,58.0,60.0,125.0,162.0,8.0,19.0,72.0,5.0,3.0,23.0,131.0,27.0,11.0,3.73,3.21,5.08,1.0,1.0,5.0,208.0,169.0,169.0,1.0,2.65,1.39,1.39,13.29,13.29,12.89
ANA,2021,ANA,ANA,Team Level,5on4,30,0.91,0.87,0.85,7663.0,114.37,12.24,9.68,25.55,3.89,71.5,37.15,11.78,12.24,11.78,108.0,52.0,48.0,208.0,19.0,8.0,1.0,23.0,8.0,63.0,39.0,89.0,141.0,5.0,10.0,89.0,11.0,7.0,23.0,118.0,30.0,12.0,3.63,3.5,5.11,3.0,8.0,8.0,208.0,160.0,160.0,0.0,2.53,1.4,1.4,13.36,13.36,12.82,20.56,1.25,0.83,3.08,0.59,6.67,15.59,1.24,1.25,1.24,23.0,5.0,2.0,30.0,2.0,0.0,0.0,4.0,1.0,4.0,17.0,21.0,26.0,2.0,4.0,58.0,26.0,13.0,14.0,23.0,5.0,0.0,0.61,0.65,0.0,0.0,2.0,0.0,30.0,28.0,28.0,12.0,0.2,0.0,0.0,1.46,1.46,1.44
ARI,2021,ARI,ARI,Team Level,other,27,0.23,0.46,0.45,3687.0,30.76,2.52,2.28,6.07,1.02,17.8,13.3,2.48,2.52,2.48,35.0,8.0,15.0,58.0,2.0,1.0,0.0,5.0,0.0,13.0,22.0,33.0,41.0,3.0,6.0,34.0,16.0,8.0,7.0,33.0,10.0,0.0,1.36,1.16,0.0,1.0,1.0,0.0,58.0,43.0,43.0,2.0,0.63,0.13,0.13,3.01,3.01,2.96,38.44,8.6,2.4,7.21,1.3,18.66,14.83,8.54,8.6,8.54,33.0,20.0,14.0,67.0,9.0,3.0,0.0,6.0,2.0,18.0,15.0,24.0,44.0,1.0,2.0,46.0,6.0,10.0,6.0,29.0,14.0,10.0,1.2,1.83,5.56,3.0,0.0,6.0,67.0,53.0,53.0,3.0,0.67,0.61,0.61,8.66,8.66,8.63
ARI,2021,ARI,ARI,Team Level,all,27,0.39,0.45,0.44,98029.0,682.56,52.64,45.38,159.47,22.38,392.99,289.14,51.6,52.03,51.01,688.0,274.0,292.0,1254.0,48.0,36.0,4.0,154.0,28.0,300.0,396.0,640.0,914.0,115.0,271.0,712.0,571.0,170.0,190.0,756.0,168.0,38.0,20.88,20.03,11.72,19.0,17.0,12.0,1208.79,962.0,935.24,102.0,9.78,6.01,6.01,56.41,55.68,54.87,865.71,81.13,60.77,196.52,27.52,483.59,351.46,78.75,82.49,80.08,892.0,309.0,361.0,1562.0,99.0,64.0,12.0,218.0,39.0,363.0,418.0,793.0,1102.0,91.0,232.0,760.0,512.0,181.0,213.0,884.0,247.0,70.0,25.7,29.94,25.5,37.0,29.0,33.0,1620.31,1201.0,1236.27,100.0,13.38,13.49,13.49,81.02,82.27,80.9
ARI,2021,ARI,ARI,Team Level,5on5,27,0.44,0.46,0.46,79753.0,560.49,40.54,35.94,134.87,18.18,321.01,238.45,39.71,39.93,39.11,561.0,228.0,241.0,1030.0,38.0,29.0,3.0,130.0,27.0,248.0,317.0,523.0,751.0,103.0,247.0,546.0,527.0,146.0,160.0,623.0,140.0,26.0,16.92,16.56,7.06,16.0,16.0,6.0,984.79,789.0,762.24,86.0,7.36,5.22,5.22,42.68,41.96,41.36,658.39,52.45,43.6,155.9,20.83,366.8,272.41,50.86,53.8,52.19,690.0,222.0,292.0,1204.0,64.0,47.0,8.0,181.0,34.0,264.0,322.0,626.0,848.0,82.0,214.0,585.0,482.0,151.0,181.0,686.0,186.0,40.0,19.21,22.25,10.99,26.0,26.0,12.0,1262.31,912.0,947.27,87.0,9.01,9.96,9.96,51.5,52.74,51.94
ARI,2021,ARI,ARI,Team Level,4on5,27,0.08,0.09,0.1,8094.0,18.3,1.61,0.86,2.38,0.47,5.56,13.12,1.56,1.61,1.56,15.0,9.0,3.0,27.0,0.0,0.0,0.0,3.0,0.0,6.0,15.0,15.0,24.0,4.0,8.0,68.0,20.0,12.0,10.0,17.0,5.0,2.0,0.4,0.58,0.62,0.0,0.0,0.0,27.0,24.0,24.0,8.0,0.2,0.0,0.0,1.81,1.81,1.75,147.76,18.45,13.75,30.36,4.76,91.35,48.33,17.73,18.45,17.73,145.0,62.0,52.0,259.0,24.0,14.0,4.0,27.0,2.0,73.0,67.0,121.0,183.0,4.0,8.0,77.0,7.0,4.0,15.0,146.0,41.0,20.0,4.53,4.99,8.95,6.0,3.0,15.0,259.0,207.0,207.0,0.0,3.47,2.92,2.92,19.01,19.01,18.48
ARI,2021,ARI,ARI,Team Level,5on4,27,0.83,0.81,0.79,6495.0,73.01,7.97,6.29,16.14,2.7,48.62,24.28,7.86,7.97,7.86,77.0,29.0,33.0,139.0,8.0,6.0,1.0,16.0,1.0,33.0,42.0,69.0,98.0,5.0,10.0,64.0,8.0,4.0,13.0,83.0,13.0,10.0,2.19,1.73,4.04,2.0,0.0,6.0,139.0,106.0,106.0,6.0,1.59,0.66,0.66,8.9,8.9,8.79,21.13,1.63,1.02,3.05,0.62,6.78,15.9,1.63,1.63,1.63,24.0,5.0,3.0,32.0,2.0,0.0,0.0,4.0,1.0,8.0,14.0,22.0,27.0,4.0,8.0,52.0,17.0,16.0,11.0,23.0,6.0,0.0,0.76,0.87,0.0,2.0,0.0,0.0,32.0,29.0,29.0,10.0,0.24,0.0,0.0,1.86,1.86,1.86
