datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Zalatoris, Will","Will Zalatoris",150,23516794,10900,36.423,7:56 am,1,78.2,6.1,0,84.3,0.37,100,14.0444465522305,
"Simpson, Webb","Webb Simpson",150,23516795,10700,35.353,7:45 am,1,70.5,4.2,0,74.7,-0.17,100,12.9428379413397,
"Lowry, Shane","Shane Lowry",150,23516796,10600,36.197,1:00 pm,0,80.3,6.7,0,87,0.67,100,15.2534894725834,
"Im, Sungjae","Sungjae Im",150,23516797,10500,36.585,7:56 am,1,81.8,7,0,88.8,0.84,100,19.8150483799581,
"Horschel, Billy","Billy Horschel",150,23516798,10300,36.250,1:00 pm,0,78.4,6.1,0,84.5,0.62,100,17.2066899816183,
"Henley, Russell","Russell Henley",150,23516799,9800,35.598,1:22 pm,0,75.4,5.3,0,80.6,0.55,100,19.7812602067038,
"Conners, Corey","Corey Conners",150,23516800,9600,35.890,12:38 pm,0,76.3,5.6,0,81.9,0.72,100,14.9043106116008,
"Hatton, Tyrrell","Tyrrell Hatton",150,23516801,9400,34.579,7:34 am,1,66,3.3,0,69.3,-0.06,100,8.98163284973803,
"Scott, Adam","Adam Scott",150,23516802,9200,33.722,1:11 pm,0,63.4,2.8,0,66.2,-0.17,100,10.8157013696842,
"Varner III, Harold","Harold Varner III",150,23516803,9000,35.763,12:27 pm,0,71.7,4.5,0,76.1,0.55,100,12.9396928512439,
"McCarthy, Denny","Denny McCarthy",150,23516804,8900,34.410,12:16 pm,0,68.7,3.8,0,72.5,0.34,100,15.1931596424666,
"Kim, Si Woo","Si Woo Kim",150,23516805,8800,35.832,1:11 pm,0,73.3,4.8,0,78.1,0.76,100,21.0548924590922,
"Kisner, Kevin","Kevin Kisner",150,23516806,8700,34.585,7:45 am,1,65.9,3.3,0,69.2,0.19,100,12.7514663601579,
"Kim, Joohyung","Joohyung Kim",150,23516807,8600,34.969,12:38 pm,0,68.1,3.7,0,71.7,0.41,100,13.9775956065694,
"Pendrith, Taylor","Taylor Pendrith",150,23516808,8500,34.602,12:27 pm,0,67.1,3.5,0,70.6,0.37,100,9.30015140957973,
"Bezuidenhout, Christiaan","Christiaan Bezuidenhout",150,23516809,8400,34.008,12:16 pm,0,66.2,3.3,0,69.5,0.33,100,10.6046162218691,
