date,event_name,player_name,make_cut,first_round_lead,top_30,top_20,top_10,top_5,top_3,win,observed_finish
"Aug 7, 2022","Wyndham Championship","Im, Sungjae",0.797175,0.03625,0.6078,0.49735,0.339075,0.218725,0.153575,0.065825,T2
"Aug 7, 2022","Wyndham Championship","Lowry, Shane",0.79285,0.024325,0.59855,0.48655,0.32595,0.204025,0.138925,0.0587,T83
"Aug 7, 2022","Wyndham Championship","Horschel, Billy",0.77835,0.02325,0.566075,0.456525,0.297975,0.18555,0.126625,0.049825,T27
"Aug 7, 2022","Wyndham Championship","Zalatoris, Will",0.77705,0.0276,0.564625,0.4533,0.291825,0.175,0.116775,0.047675,T21
"Aug 7, 2022","Wyndham Championship","Conners, Corey",0.762225,0.018675,0.536625,0.422175,0.261075,0.1551,0.10255,0.03875,T21
"Aug 7, 2022","Wyndham Championship","Henley, Russell",0.7366,0.01725,0.4961,0.383125,0.23365,0.13615,0.0883,0.03355,T5
"Aug 7, 2022","Wyndham Championship","Harman, Brian",0.72455,0.02025,0.4808,0.36665,0.2212,0.1261,0.080425,0.031075,T71
"Aug 7, 2022","Wyndham Championship","Wise, Aaron",0.7111,0.019825,0.45225,0.344525,0.206875,0.117425,0.075175,0.027675,T13
"Aug 7, 2022","Wyndham Championship","Kim, Si Woo",0.7128,0.01635,0.463475,0.353075,0.2085,0.1176,0.07425,0.02645,WD
"Aug 7, 2022","Wyndham Championship","Varner III, Harold",0.6987,0.0144,0.4398,0.328425,0.192825,0.10655,0.06655,0.023875,CUT
"Aug 7, 2022","Wyndham Championship","Simpson, Webb",0.691525,0.01635,0.4274,0.318575,0.185275,0.100675,0.064025,0.0232,WD
"Aug 7, 2022","Wyndham Championship","Munoz, Sebastian",0.668975,0.013425,0.39175,0.287275,0.1595,0.084775,0.0535,0.019225,CUT
"Aug 7, 2022","Wyndham Championship","McCarthy, Denny",0.67665,0.012425,0.400325,0.293425,0.159625,0.084225,0.050775,0.017,CUT
"Aug 7, 2022","Wyndham Championship","Kim, Joohyung",0.649125,0.0122,0.367775,0.264825,0.14505,0.076775,0.046725,0.015575,1
"Aug 7, 2022","Wyndham Championship","Mitchell, Keith",0.646875,0.01405,0.363775,0.26,0.138725,0.072825,0.045,0.015325,T54
"Aug 7, 2022","Wyndham Championship","Pendrith, Taylor",0.65485,0.010425,0.368,0.263775,0.139325,0.071625,0.043225,0.01465,T13
"Aug 7, 2022","Wyndham Championship","Kisner, Kevin",0.632675,0.01435,0.3408,0.242725,0.128625,0.06875,0.042325,0.014375,WD
"Aug 7, 2022","Wyndham Championship","Laird, Martin",0.643825,0.013025,0.353525,0.2507,0.130975,0.067775,0.042575,0.01425,T47
