tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw
pga,2022,2022,Wyndham Championship,13,"Griffin, Ben",24968,4,1,Sedgefield Country Club,752,70,69,0.232,0.546,1.457,-1.748,0.255,0.487,297.8,0.429,0.722,0.833,36.008,32.075
pga,2022,2022,Wyndham Championship,13,"Griffin, Ben",24968,4,2,Sedgefield Country Club,752,70,69,-0.126,-0.667,0.675,0.984,0.993,0.867,301.6,0.643,0.778,0.667,33.183,32.267
pga,2022,2022,Wyndham Championship,13,"Griffin, Ben",24968,4,3,Sedgefield Country Club,752,70,64,3.883,1.875,0.11,-0.892,1.094,4.977,285.5,0.5,0.667,0.833,62.219,25.696
pga,2022,2022,Wyndham Championship,13,"Griffin, Ben",24968,4,4,Sedgefield Country Club,752,70,64,-0.434,1.61,1.348,1.535,4.494,4.06,295.1,0.714,0.833,0.667,46.735,19.306
pga,2022,2022,Wyndham Championship,13,"Henley, Russell",14578,T5,1,Sedgefield Country Club,752,70,67,-0.798,-0.158,2.027,1.416,3.285,2.487,294.0,0.857,0.833,0.75,64.803,21.691
pga,2022,2022,Wyndham Championship,13,"Henley, Russell",14578,T5,2,Sedgefield Country Club,752,70,65,2.042,0.226,1.781,0.817,2.825,4.867,290.2,0.786,0.889,0.5,12.316,20.429
pga,2022,2022,Wyndham Championship,13,"Henley, Russell",14578,T5,3,Sedgefield Country Club,752,70,69,-0.002,-0.736,1.009,-0.295,-0.021,-0.023,284.3,0.786,0.722,0.4,68.821,24.931
pga,2022,2022,Wyndham Championship,13,"Henley, Russell",14578,T5,4,Sedgefield Country Club,752,70,66,-1.59,-0.231,3.003,0.877,3.65,2.06,277.8,0.857,0.889,0.0,83.352,20.098
pga,2022,2022,Wyndham Championship,13,"Moore, Taylor",21944,T5,1,Sedgefield Country Club,752,70,69,1.145,0.844,-2.43,0.928,-0.658,0.487,298.8,0.643,0.667,0.625,66.219,32.398
pga,2022,2022,Wyndham Championship,13,"Moore, Taylor",21944,T5,2,Sedgefield Country Club,752,70,67,-3.008,1.745,2.63,1.499,5.875,2.867,298.0,0.857,0.944,1.0,30.061,30.54
pga,2022,2022,Wyndham Championship,13,"Moore, Taylor",21944,T5,3,Sedgefield Country Club,752,70,64,1.879,-0.056,1.7,1.453,3.098,4.977,291.5,0.857,1.0,1.0,49.587,23.956
pga,2022,2022,Wyndham Championship,13,"Moore, Taylor",21944,T5,4,Sedgefield Country Club,752,70,67,0.71,-0.482,-0.47,1.301,0.35,1.06,287.6,0.786,0.778,0.667,26.799,24.959
pga,2022,2022,Wyndham Championship,13,"McGreevy, Max",23505,T5,1,Sedgefield Country Club,752,70,68,-1.065,1.648,0.557,0.347,2.552,1.487,292.7,0.714,0.778,0.6,71.839,25.291
pga,2022,2022,Wyndham Championship,13,"McGreevy, Max",23505,T5,2,Sedgefield Country Club,752,70,67,-0.676,1.02,2.529,-0.007,3.543,2.867,289.5,0.786,0.889,1.0,39.519,26.011
pga,2022,2022,Wyndham Championship,13,"McGreevy, Max",23505,T5,3,Sedgefield Country Club,752,70,67,1.978,-0.745,0.255,0.488,-0.001,1.977,277.5,0.857,0.667,0.429,83.357,27.698
pga,2022,2022,Wyndham Championship,13,"McGreevy, Max",23505,T5,4,Sedgefield Country Club,752,70,65,1.528,0.183,0.453,0.895,1.532,3.06,274.0,0.929,0.889,0.6,5.813,32.739
pga,2022,2022,Wyndham Championship,13,"Lahiri, Anirban",12669,T8,1,Sedgefield Country Club,752,70,66,-0.859,0.483,2.511,1.352,4.346,3.487,303.2,0.714,0.889,0.0,35.546,20.883
pga,2022,2022,Wyndham Championship,13,"Lahiri, Anirban",12669,T8,2,Sedgefield Country Club,752,70,67,-0.544,-0.486,2.553,1.343,3.411,2.867,304.9,0.714,0.778,0.6,35.363,21.2
pga,2022,2022,Wyndham Championship,13,"Lahiri, Anirban",12669,T8,3,Sedgefield Country Club,752,70,68,-2.068,0.794,0.975,1.275,3.045,0.977,300.4,0.714,0.722,0.6,47.991,23.442
pga,2022,2022,Wyndham Championship,13,"Lahiri, Anirban",12669,T8,4,Sedgefield Country Club,752,70,68,-0.994,-0.781,0.715,1.119,1.054,0.06,289.4,0.786,0.889,1.0,58.36,23.354
pga,2022,2022,Wyndham Championship,13,"Hatton, Tyrrell",14796,T8,1,Sedgefield Country Club,752,70,68,-0.176,-0.434,0.319,1.778,1.663,1.487,296.1,0.929,0.889,0.333,90.256,25.879
pga,2022,2022,Wyndham Championship,13,"Hatton, Tyrrell",14796,T8,2,Sedgefield Country Club,752,70,67,1.216,0.855,1.832,-1.037,1.651,2.867,287.2,0.5,0.556,0.75,64.067,20.864
pga,2022,2022,Wyndham Championship,13,"Hatton, Tyrrell",14796,T8,3,Sedgefield Country Club,752,70,70,-1.173,0.494,0.377,-0.722,0.15,-1.023,287.2,0.643,0.778,0.75,31.299,27.057
pga,2022,2022,Wyndham Championship,13,"Hatton, Tyrrell",14796,T8,4,Sedgefield Country Club,752,70,64,0.451,0.097,2.794,0.717,3.609,4.06,282.1,0.857,0.889,0.5,53.399,19.921
pga,2022,2022,Wyndham Championship,13,"Hadley, Chesson",14967,T8,1,Sedgefield Country Club,752,70,69,-1.43,-0.332,0.724,1.525,1.917,0.487,297.7,0.786,0.889,0.0,55.195,20.459
pga,2022,2022,Wyndham Championship,13,"Hadley, Chesson",14967,T8,2,Sedgefield Country Club,752,70,66,-0.277,0.133,4.188,-0.178,4.144,3.867,285.6,0.571,0.944,1.0,36.463,19.305
pga,2022,2022,Wyndham Championship,13,"Hadley, Chesson",14967,T8,3,Sedgefield Country Club,752,70,70,1.721,-0.368,0.111,-2.488,-2.744,-1.023,281.3,0.643,0.778,0.25,45.672,35.31
pga,2022,2022,Wyndham Championship,13,"Hadley, Chesson",14967,T8,4,Sedgefield Country Club,752,70,64,2.899,-0.243,0.564,0.839,1.161,4.06,278.0,0.857,0.889,1.0,41.337,25.605
pga,2022,2022,Wyndham Championship,13,"Wu, Brandon",25213,T8,1,Sedgefield Country Club,752,70,64,1.989,1.845,1.142,0.511,3.498,5.487,288.8,0.643,0.833,1.0,61.232,24.201
pga,2022,2022,Wyndham Championship,13,"Wu, Brandon",25213,T8,2,Sedgefield Country Club,752,70,67,3.117,-0.845,0.096,0.498,-0.25,2.867,280.7,0.857,0.889,0.5,29.991,30.13
pga,2022,2022,Wyndham Championship,13,"Wu, Brandon",25213,T8,3,Sedgefield Country Club,752,70,68,-0.37,0.166,0.152,1.028,1.347,0.977,285.7,0.857,0.611,0.833,24.725,31.754
pga,2022,2022,Wyndham Championship,13,"Wu, Brandon",25213,T8,4,Sedgefield Country Club,752,70,70,-3.881,0.3,0.935,0.705,1.941,-1.94,286.8,0.714,0.944,1.0,24.203,32.882
pga,2022,2022,Wyndham Championship,13,"Percy, Cameron",5874,T8,1,Sedgefield Country Club,752,70,65,-0.116,0.374,2.563,1.666,4.603,4.487,301.0,0.857,0.944,1.0,26.685,21.931
pga,2022,2022,Wyndham Championship,13,"Percy, Cameron",5874,T8,2,Sedgefield Country Club,752,70,70,-0.611,-0.661,2.365,-1.227,0.478,-0.133,295.2,0.429,0.833,0.5,36.553,18.484
pga,2022,2022,Wyndham Championship,13,"Percy, Cameron",5874,T8,3,Sedgefield Country Club,752,70,68,-0.875,1.092,-0.239,0.998,1.852,0.977,289.2,0.786,0.722,0.833,50.316,29.691
pga,2022,2022,Wyndham Championship,13,"Percy, Cameron",5874,T8,4,Sedgefield Country Club,752,70,66,-0.967,-0.103,2.399,0.73,3.027,2.06,281.6,0.786,0.778,0.0,39.731,24.435
pga,2022,2022,Wyndham Championship,13,"Aphibarnrat, Kiradech",12321,T13,1,Sedgefield Country Club,752,70,72,-0.657,0.479,-3.292,0.957,-1.856,-2.513,294.4,0.786,0.611,0.429,44.854,32.732
pga,2022,2022,Wyndham Championship,13,"Aphibarnrat, Kiradech",12321,T13,2,Sedgefield Country Club,752,70,65,1.295,0.922,0.842,1.807,3.572,4.867,300.0,0.929,0.833,1.0,38.839,26.053
pga,2022,2022,Wyndham Championship,13,"Aphibarnrat, Kiradech",12321,T13,3,Sedgefield Country Club,752,70,63,2.82,-0.22,2.138,1.238,3.157,5.977,290.7,0.857,0.944,0.333,35.682,23.506
pga,2022,2022,Wyndham Championship,13,"Aphibarnrat, Kiradech",12321,T13,4,Sedgefield Country Club,752,70,70,-0.939,-0.181,-0.963,0.142,-1.001,-1.94,279.8,0.786,0.722,0.2,63.639,27.268
pga,2022,2022,Wyndham Championship,13,"Stallings, Scott",12359,T13,1,Sedgefield Country Club,752,70,67,-0.507,0.235,2.549,0.21,2.994,2.487,292.8,0.714,0.833,0.333,45.806,20.421
pga,2022,2022,Wyndham Championship,13,"Stallings, Scott",12359,T13,2,Sedgefield Country Club,752,70,71,-1.687,0.899,-0.46,0.114,0.554,-1.133,285.9,0.786,0.722,0.4,47.889,31.555
pga,2022,2022,Wyndham Championship,13,"Stallings, Scott",12359,T13,3,Sedgefield Country Club,752,70,67,1.544,0.425,0.468,-0.461,0.433,1.977,285.0,0.571,0.833,0.5,45.367,23.801
pga,2022,2022,Wyndham Championship,13,"Stallings, Scott",12359,T13,4,Sedgefield Country Club,752,70,65,0.608,1.836,1.156,-0.541,2.452,3.06,286.1,0.857,0.833,1.0,51.384,21.064
pga,2022,2022,Wyndham Championship,13,"Jaeger, Stephan",16394,T13,1,Sedgefield Country Club,752,70,69,0.881,-0.548,2.426,-2.272,-0.394,0.487,288.9,0.5,0.667,0.429,55.498,18.632
pga,2022,2022,Wyndham Championship,13,"Jaeger, Stephan",16394,T13,2,Sedgefield Country Club,752,70,70,1.175,-1.452,-1.379,1.522,-1.308,-0.133,301.1,0.786,0.611,0.5,67.801,27.077
pga,2022,2022,Wyndham Championship,13,"Jaeger, Stephan",16394,T13,3,Sedgefield Country Club,752,70,69,-1.043,0.172,0.694,0.153,1.02,-0.023,290.2,0.5,0.722,0.4,42.565,25.448
pga,2022,2022,Wyndham Championship,13,"Jaeger, Stephan",16394,T13,4,Sedgefield Country Club,752,70,62,0.392,0.722,3.667,1.278,5.668,6.06,286.7,0.857,0.889,0.667,53.868,18.476
pga,2022,2022,Wyndham Championship,13,"Pendrith, Taylor",17780,T13,1,Sedgefield Country Club,752,70,71,-1.645,0.605,1.359,-1.832,0.132,-1.513,297.2,0.571,0.778,0.667,31.365,21.72
pga,2022,2022,Wyndham Championship,13,"Pendrith, Taylor",17780,T13,2,Sedgefield Country Club,752,70,67,-0.312,0.559,0.038,2.581,3.179,2.867,307.9,1.0,0.778,0.8,,26.463
pga,2022,2022,Wyndham Championship,13,"Pendrith, Taylor",17780,T13,3,Sedgefield Country Club,752,70,65,0.109,-0.388,3.24,1.015,3.868,3.977,305.0,0.643,0.944,0.5,25.568,17.837
pga,2022,2022,Wyndham Championship,13,"Pendrith, Taylor",17780,T13,4,Sedgefield Country Club,752,70,67,1.198,0.58,-1.12,0.401,-0.138,1.06,282.0,0.786,0.778,1.0,30.489,29.599
pga,2022,2022,Wyndham Championship,13,"Smalley, Alex",18474,T13,1,Sedgefield Country Club,752,70,65,2.212,1.699,-1.082,1.658,2.275,4.487,303.6,0.714,0.667,0.857,23.59,33.112
pga,2022,2022,Wyndham Championship,13,"Smalley, Alex",18474,T13,2,Sedgefield Country Club,752,70,70,-2.102,1.176,0.063,0.729,1.969,-0.133,295.9,0.643,0.778,0.4,57.298,22.052
pga,2022,2022,Wyndham Championship,13,"Smalley, Alex",18474,T13,3,Sedgefield Country Club,752,70,71,0.906,0.245,-1.234,-1.941,-2.929,-2.023,292.1,0.643,0.667,0.6,40.763,28.382
pga,2022,2022,Wyndham Championship,13,"Smalley, Alex",18474,T13,4,Sedgefield Country Club,752,70,64,0.67,-1.2,2.651,1.938,3.39,4.06,292.3,0.929,0.889,0.333,41.865,19.584
pga,2022,2022,Wyndham Championship,13,"Werenski, Richy",19364,T13,1,Sedgefield Country Club,752,70,70,0.524,0.52,-1.352,-0.205,-1.037,-0.513,293.7,0.429,0.556,0.571,64.487,29.139
pga,2022,2022,Wyndham Championship,13,"Werenski, Richy",19364,T13,2,Sedgefield Country Club,752,70,65,2.942,1.014,0.31,0.6,1.925,4.867,282.3,0.714,0.778,0.5,52.811,30.45
pga,2022,2022,Wyndham Championship,13,"Werenski, Richy",19364,T13,3,Sedgefield Country Club,752,70,67,1.993,0.946,1.319,-2.282,-0.016,1.977,275.7,0.429,0.667,0.714,43.033,26.842
pga,2022,2022,Wyndham Championship,13,"Werenski, Richy",19364,T13,4,Sedgefield Country Club,752,70,68,1.418,-0.583,0.768,-1.544,-1.358,0.06,275.6,0.571,0.778,0.333,37.638,27.535
pga,2022,2022,Wyndham Championship,13,"Riley, Davis",19872,T13,1,Sedgefield Country Club,752,70,67,-0.709,-0.085,2.91,0.371,3.196,2.487,297.0,0.643,0.889,0.0,39.818,18.311
pga,2022,2022,Wyndham Championship,13,"Riley, Davis",19872,T13,2,Sedgefield Country Club,752,70,66,0.765,1.752,-0.078,1.427,3.102,3.867,297.7,0.786,0.778,0.75,25.708,28.005
pga,2022,2022,Wyndham Championship,13,"Riley, Davis",19872,T13,3,Sedgefield Country Club,752,70,68,1.911,-0.706,-0.37,0.141,-0.934,0.977,297.9,0.643,0.611,0.375,53.577,26.872
pga,2022,2022,Wyndham Championship,13,"Riley, Davis",19872,T13,4,Sedgefield Country Club,752,70,69,-0.405,-0.003,0.13,-0.663,-0.535,-0.94,286.8,0.571,0.778,0.25,37.504,21.351
pga,2022,2022,Wyndham Championship,13,"Wise, Aaron",22051,T13,1,Sedgefield Country Club,752,70,65,2.757,0.371,0.101,1.258,1.73,4.487,296.6,0.786,0.833,0.5,57.217,26.624
pga,2022,2022,Wyndham Championship,13,"Wise, Aaron",22051,T13,2,Sedgefield Country Club,752,70,70,-0.553,-0.38,-0.352,1.151,0.42,-0.133,300.5,0.714,0.722,0.667,47.993,25.551
pga,2022,2022,Wyndham Championship,13,"Wise, Aaron",22051,T13,3,Sedgefield Country Club,752,70,67,0.116,1.488,-0.805,1.177,1.861,1.977,296.8,0.786,0.833,1.0,44.409,32.272
pga,2022,2022,Wyndham Championship,13,"Wise, Aaron",22051,T13,4,Sedgefield Country Club,752,70,68,-0.201,0.538,-2.339,2.061,0.261,0.06,296.5,0.857,0.833,0.667,55.344,29.332
pga,2022,2022,Wyndham Championship,13,"Knox, Russell",13831,T21,1,Sedgefield Country Club,752,70,70,-0.989,-0.925,1.402,-0.001,0.476,-0.513,283.0,0.786,0.722,0.5,36.238,26.523
pga,2022,2022,Wyndham Championship,13,"Knox, Russell",13831,T21,2,Sedgefield Country Club,752,70,69,0.112,0.319,0.081,0.354,0.755,0.867,283.1,0.714,0.889,0.333,47.698,26.366
pga,2022,2022,Wyndham Championship,13,"Knox, Russell",13831,T21,3,Sedgefield Country Club,752,70,64,3.317,0.052,0.175,1.432,1.66,4.977,288.3,0.929,0.889,1.0,73.988,30.047
pga,2022,2022,Wyndham Championship,13,"Knox, Russell",13831,T21,4,Sedgefield Country Club,752,70,68,2.333,-0.558,1.716,-3.432,-2.273,0.06,260.8,0.571,0.778,0.667,45.895,25.601
pga,2022,2022,Wyndham Championship,13,"Conners, Corey",17576,T21,1,Sedgefield Country Club,752,70,70,-0.765,-0.45,0.072,0.63,0.252,-0.513,301.0,0.643,0.778,0.5,48.736,25.558
pga,2022,2022,Wyndham Championship,13,"Conners, Corey",17576,T21,2,Sedgefield Country Club,752,70,69,0.17,1.097,0.458,-0.859,0.697,0.867,297.4,0.5,0.667,0.5,40.099,29.897
pga,2022,2022,Wyndham Championship,13,"Conners, Corey",17576,T21,3,Sedgefield Country Club,752,70,66,-0.774,-0.247,2.056,1.941,3.751,2.977,303.6,0.857,0.889,0.0,6.025,22.101
pga,2022,2022,Wyndham Championship,13,"Conners, Corey",17576,T21,4,Sedgefield Country Club,752,70,66,-1.61,-0.184,1.905,1.948,3.67,2.06,295.8,0.857,0.944,0.0,31.63,19.73
pga,2022,2022,Wyndham Championship,13,"Zalatoris, Will",19428,T21,1,Sedgefield Country Club,752,70,71,-1.174,0.62,-0.447,-0.512,-0.339,-1.513,302.7,0.643,0.722,0.667,38.986,23.534
pga,2022,2022,Wyndham Championship,13,"Zalatoris, Will",19428,T21,2,Sedgefield Country Club,752,70,66,0.207,0.575,1.939,1.145,3.66,3.867,296.5,0.714,0.944,0.0,40.255,24.693
pga,2022,2022,Wyndham Championship,13,"Zalatoris, Will",19428,T21,3,Sedgefield Country Club,752,70,66,1.992,1.125,0.457,-0.598,0.985,2.977,292.1,0.714,0.667,0.5,53.203,22.44
pga,2022,2022,Wyndham Championship,13,"Zalatoris, Will",19428,T21,4,Sedgefield Country Club,752,70,68,-0.202,-0.126,0.798,-0.411,0.262,0.06,283.0,0.786,0.778,0.667,10.659,26.59
pga,2022,2022,Wyndham Championship,13,"Poston, J.T.",21554,T21,1,Sedgefield Country Club,752,70,66,1.11,0.213,3.184,-1.02,2.377,3.487,282.6,0.5,0.722,0.6,37.673,25.76
pga,2022,2022,Wyndham Championship,13,"Poston, J.T.",21554,T21,2,Sedgefield Country Club,752,70,70,-0.238,0.54,-0.992,0.556,0.105,-0.133,290.8,0.643,0.722,0.667,50.375,32.884
pga,2022,2022,Wyndham Championship,13,"Poston, J.T.",21554,T21,3,Sedgefield Country Club,752,70,69,-1.52,1.326,-0.148,0.318,1.497,-0.023,282.1,0.643,0.667,0.667,27.732,32.295
pga,2022,2022,Wyndham Championship,13,"Poston, J.T.",21554,T21,4,Sedgefield Country Club,752,70,66,0.729,-0.01,1.292,0.048,1.331,2.06,279.6,0.714,0.944,1.0,63.812,22.901
pga,2022,2022,Wyndham Championship,13,"Redman, Doc",24481,T21,1,Sedgefield Country Club,752,70,68,2.139,0.856,0.078,-1.586,-0.652,1.487,290.0,0.929,0.778,0.667,,28.03
pga,2022,2022,Wyndham Championship,13,"Redman, Doc",24481,T21,2,Sedgefield Country Club,752,70,71,-0.155,-0.012,-0.35,-0.617,-0.978,-1.133,281.0,0.5,0.722,0.6,45.909,29.394
pga,2022,2022,Wyndham Championship,13,"Redman, Doc",24481,T21,3,Sedgefield Country Club,752,70,68,0.63,-0.615,0.873,0.088,0.347,0.977,286.6,0.643,0.611,0.5,47.838,26.388
pga,2022,2022,Wyndham Championship,13,"Redman, Doc",24481,T21,4,Sedgefield Country Club,752,70,64,0.401,1.24,1.209,1.209,3.659,4.06,282.6,0.929,0.944,1.0,61.561,23.196
pga,2022,2022,Wyndham Championship,13,"Moore, Ryan",7489,T21,1,Sedgefield Country Club,752,70,65,2.175,-1.498,2.842,0.968,2.312,4.487,292.6,0.786,0.833,0.25,22.365,27.082
pga,2022,2022,Wyndham Championship,13,"Moore, Ryan",7489,T21,2,Sedgefield Country Club,752,70,66,3.174,0.28,0.877,-0.465,0.693,3.867,283.5,0.786,0.833,0.667,17.235,25.989
pga,2022,2022,Wyndham Championship,13,"Moore, Ryan",7489,T21,3,Sedgefield Country Club,752,70,72,-1.573,0.213,-1.887,0.223,-1.45,-3.023,281.1,0.714,0.611,0.375,58.304,34.84
pga,2022,2022,Wyndham Championship,13,"Moore, Ryan",7489,T21,4,Sedgefield Country Club,752,70,68,-0.743,0.52,-0.419,0.701,0.803,0.06,283.4,0.929,0.778,0.8,,28.64
pga,2022,2022,Wyndham Championship,13,"Horschel, Billy",11276,T27,1,Sedgefield Country Club,752,70,67,-0.028,0.463,0.91,1.142,2.515,2.487,297.4,0.786,0.778,0.667,51.456,25.028
pga,2022,2022,Wyndham Championship,13,"Horschel, Billy",11276,T27,2,Sedgefield Country Club,752,70,69,0.537,1.917,-1.449,-0.139,0.33,0.867,299.9,0.571,0.667,0.6,27.556,31.241
pga,2022,2022,Wyndham Championship,13,"Horschel, Billy",11276,T27,3,Sedgefield Country Club,752,70,68,0.374,-0.857,-0.314,1.773,0.603,0.977,297.4,0.929,0.889,0.75,,25.091
pga,2022,2022,Wyndham Championship,13,"Horschel, Billy",11276,T27,4,Sedgefield Country Club,752,70,68,2.948,-1.766,-0.34,-0.783,-2.888,0.06,291.5,0.714,0.667,0.6,12.171,26.985
pga,2022,2022,Wyndham Championship,13,"Stuard, Brian",13022,T27,1,Sedgefield Country Club,752,70,65,0.231,0.281,3.306,0.669,4.256,4.487,289.7,0.714,0.889,0.667,19.677,27.451
pga,2022,2022,Wyndham Championship,13,"Stuard, Brian",13022,T27,2,Sedgefield Country Club,752,70,68,0.819,0.627,0.158,0.262,1.048,1.867,287.4,0.643,0.833,0.667,42.958,23.685
pga,2022,2022,Wyndham Championship,13,"Stuard, Brian",13022,T27,3,Sedgefield Country Club,752,70,68,0.05,0.481,0.829,-0.384,0.927,0.977,279.4,0.786,0.778,0.571,38.121,30.436
pga,2022,2022,Wyndham Championship,13,"Stuard, Brian",13022,T27,4,Sedgefield Country Club,752,70,71,-0.568,-0.441,-1.906,-0.026,-2.372,-2.94,269.3,0.786,0.778,0.5,26.854,35.878
pga,2022,2022,Wyndham Championship,13,"Tway, Kevin",13127,T27,1,Sedgefield Country Club,752,70,67,0.9,0.649,0.429,0.509,1.587,2.487,291.3,0.857,0.833,0.667,76.363,25.105
pga,2022,2022,Wyndham Championship,13,"Tway, Kevin",13127,T27,2,Sedgefield Country Club,752,70,69,1.177,0.382,0.345,-1.038,-0.31,0.867,295.3,0.5,0.667,0.667,30.831,26.89
pga,2022,2022,Wyndham Championship,13,"Tway, Kevin",13127,T27,3,Sedgefield Country Club,752,70,68,0.168,-0.809,0.31,1.307,0.809,0.977,299.2,0.714,1.0,0.333,30.382,33.991
pga,2022,2022,Wyndham Championship,13,"Tway, Kevin",13127,T27,4,Sedgefield Country Club,752,70,68,0.273,0.548,0.459,-1.221,-0.213,0.06,287.5,0.643,0.722,0.667,61.519,22.564
pga,2022,2022,Wyndham Championship,13,"Putnam, Andrew",14704,T27,1,Sedgefield Country Club,752,70,70,-2.187,-0.067,0.697,1.044,1.674,-0.513,291.8,0.786,0.778,0.333,39.055,24.235
pga,2022,2022,Wyndham Championship,13,"Putnam, Andrew",14704,T27,2,Sedgefield Country Club,752,70,64,2.256,1.69,1.662,0.258,3.611,5.867,279.3,0.786,0.944,1.0,86.982,21.407
pga,2022,2022,Wyndham Championship,13,"Putnam, Andrew",14704,T27,3,Sedgefield Country Club,752,70,69,-0.472,1.08,-0.535,-0.097,0.449,-0.023,268.8,0.857,0.889,1.0,56.207,31.11
pga,2022,2022,Wyndham Championship,13,"Putnam, Andrew",14704,T27,4,Sedgefield Country Club,752,70,69,1.166,0.719,-2.099,-0.727,-2.106,-0.94,269.8,0.714,0.722,1.0,42.717,35.648
pga,2022,2022,Wyndham Championship,13,"Malnati, Peter",14926,T27,1,Sedgefield Country Club,752,70,64,2.315,-0.05,1.403,1.819,3.172,5.487,303.1,0.857,0.833,0.75,38.17,22.085
pga,2022,2022,Wyndham Championship,13,"Malnati, Peter",14926,T27,2,Sedgefield Country Club,752,70,72,0.077,-0.725,0.137,-1.623,-2.21,-2.133,296.6,0.714,0.722,0.25,43.64,27.283
pga,2022,2022,Wyndham Championship,13,"Malnati, Peter",14926,T27,3,Sedgefield Country Club,752,70,69,1.881,0.461,-2.328,-0.038,-1.904,-0.023,294.8,0.429,0.611,0.556,39.08,35.031
pga,2022,2022,Wyndham Championship,13,"Malnati, Peter",14926,T27,4,Sedgefield Country Club,752,70,67,1.63,1.126,0.256,-1.953,-0.57,1.06,289.8,0.5,0.667,1.0,56.446,22.891
pga,2022,2022,Wyndham Championship,13,"Lipsky, David",15980,T27,1,Sedgefield Country Club,752,70,68,-0.057,-0.965,1.804,0.705,1.544,1.487,293.9,0.643,0.778,0.5,32.004,28.466
pga,2022,2022,Wyndham Championship,13,"Lipsky, David",15980,T27,2,Sedgefield Country Club,752,70,69,-0.837,-0.453,1.707,0.449,1.704,0.867,286.6,0.714,0.833,0.333,49.244,28.508
pga,2022,2022,Wyndham Championship,13,"Lipsky, David",15980,T27,3,Sedgefield Country Club,752,70,69,-1.214,-0.476,1.48,0.186,1.191,-0.023,288.7,0.714,0.889,0.5,45.875,24.793
pga,2022,2022,Wyndham Championship,13,"Lipsky, David",15980,T27,4,Sedgefield Country Club,752,70,66,0.577,2.452,-1.194,0.224,1.483,2.06,280.2,0.643,0.778,0.8,47.062,28.689
pga,2022,2022,Wyndham Championship,13,"Tarren, Callum",20519,T27,1,Sedgefield Country Club,752,70,70,-0.292,-0.467,0.03,0.216,-0.221,-0.513,320.3,0.571,0.611,0.571,53.769,25.304
pga,2022,2022,Wyndham Championship,13,"Tarren, Callum",20519,T27,2,Sedgefield Country Club,752,70,69,2.546,1.263,-1.332,-1.611,-1.679,0.867,308.7,0.571,0.556,1.0,28.922,32.337
pga,2022,2022,Wyndham Championship,13,"Tarren, Callum",20519,T27,3,Sedgefield Country Club,752,70,69,1.646,0.295,-1.4,-0.565,-1.669,-0.023,284.6,0.5,0.667,0.857,56.713,35.505
