player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Sam Howell,97599,QB,WAS,2,-6.67,0,85,32,80.0,50,60,9.1,3.07,4,2,3.1,61.7,37,27,7.5,75,88.2,3,19,,42.3,66.4,81.7,64.2,,66.6,0,1,86,37.0,90.8,13.3,10,4,0,6,3,2,2.3,398,6.6,86.3,51,60,6.7,2.79,4,1,1.6,66.7,40,23,9.1,71,83.5,4,20,,39.1,66.8,81.5,62.9,,75.9,0,0,79,34.8,99.9,11.3,8,2,0,5,2,2,2.5,449,7.5,66.7,9,10,7.3,3.65,0,1,8.3,60.0,6,5,0.0,14,16.5,0,2,,74.5,63.8,74.3,68.8,,51.9,0,1,18,40.0,67.5,14.3,2,2,0,1,1,0,0.0,52,5.2,0,100.0,10,10,-4.8,1.9,0,0,0.0,90.0,9,1,10.0,10,11.8,1,3,,71.9,65.7,72.6,65.2,,,0,0,11,0.0,109.6,0.0,0,0,0,0,0,0,0.0,103,10.3,-2.28
Kenny Pickett,60515,QB,PIT,2,16.18,0,84,25,66.2,65,69,8.1,2.93,1,0,0.0,58.0,40,37,7.0,77,91.7,3,15,,83.8,41.2,81.0,42.5,,52.3,1,3,79,18.9,67.2,9.1,7,1,1,1,2,4,5.1,419,6.1,66.7,63,68,7.2,2.8,2,0,0.0,58.8,40,34,4.8,76,90.5,2,13,,83.7,38.2,81.0,39.7,,52.3,1,3,78,20.6,59.4,9.2,7,1,1,1,1,4,5.1,356,5.2,87.5,8,8,6.6,3.01,0,0,0.0,75.0,6,4,14.3,8,9.5,1,2,,70.3,74.8,71.5,73.5,,,0,0,8,0.0,155.2,0.0,0,0,0,0,1,0,0.0,98,12.3,0,100.0,6,7,-3.8,1.6,1,0,0.0,85.7,6,1,0.0,7,8.3,0,0,,69.6,63.4,71.1,63.0,,,0,0,7,0.0,87.5,0.0,0,0,0,0,0,0,0.0,35,5.0,7.01
Deshaun Watson,11767,QB,CLV,2,11.16,0,84,8,63.8,58,64,11.5,3.17,2,2,3.1,51.6,33,32,10.8,78,92.9,4,22,,28.0,61.9,0.0,62.0,,63.5,3,2,82,25.0,61.3,10.3,8,6,0,1,1,2,2.4,370,5.8,64.4,45,50,9.5,3.02,2,1,2.0,52.0,26,24,10.3,61,72.6,3,15,,44.3,56.3,0.0,58.8,,56.6,2,1,64,25.0,62.1,9.8,6,5,0,1,1,1,1.6,220,4.4,72.2,18,19,12.8,3.53,0,1,5.3,63.2,12,9,7.7,23,27.4,1,9,,24.6,78.1,75.6,73.0,,71.9,1,1,24,22.2,87.4,8.7,2,2,0,0,1,1,4.2,169,8.9,0,100.0,5,5,-1.8,3.05,0,0,0.0,100.0,5,1,0.0,6,7.1,0,2,,68.9,72.5,70.6,75.8,,58.3,0,0,6,0.0,122.1,0.0,0,1,0,0,1,0,0.0,19,3.8,4.49
Trevor Lawrence,77632,QB,JAX,2,2.74,0,84,15,67.3,55,58,10.2,2.76,2,8,13.1,56.9,33,23,10.8,67,79.8,4,22,,48.0,82.5,13.5,81.8,,67.1,0,1,70,26.1,81.2,9.0,6,3,0,1,2,2,2.9,381,6.6,70.6,51,53,7.7,2.42,2,5,9.1,62.3,33,16,8.3,63,75.0,3,16,,45.4,76.7,11.6,76.9,60.0,65.2,0,0,65,31.3,90.1,7.9,5,4,0,0,2,1,1.5,299,5.6,83.3,18,20,7.3,2.54,1,3,14.3,65.0,13,7,13.3,21,25.0,2,10,,75.6,81.3,75.0,79.5,,,0,1,22,14.3,68.3,4.8,1,0,0,1,0,1,4.5,158,7.9,0,100.0,14,15,-2.4,1.24,1,0,0.0,86.7,13,0,7.1,17,20.2,1,4,,73.9,63.2,74.3,65.3,60.0,58.3,0,0,17,,87.8,0.0,0,1,0,0,0,0,0.0,76,5.1,2.26
Bryce Young,123943,QB,CAR,2,26.82,0,81,5,68.5,54,64,8.5,3.36,0,1,1.4,56.3,36,38,2.7,74,91.4,1,17,,22.7,39.5,18.0,38.7,,65.0,2,2,81,15.8,64.1,8.1,6,4,0,8,2,5,6.2,273,4.3,68.0,50,60,7.7,3.12,0,1,1.5,55.0,33,31,2.9,68,84.0,1,13,,22.1,35.6,15.4,36.5,,57.7,1,2,75,16.1,55.4,7.4,5,3,0,9,1,5,6.7,228,3.8,90.0,10,11,5.4,3.63,0,0,0.0,81.8,9,7,0.0,13,16.0,0,6,,72.8,71.9,73.2,65.7,,65.6,1,0,13,14.3,123.9,7.7,1,1,0,0,1,0,0.0,71,6.5,0,100.0,6,7,-3.5,1.53,0,0,0.0,85.7,6,0,0.0,7,8.6,0,2,,69.6,63.3,71.1,62.9,,,0,0,7,,82.1,0.0,0,0,0,1,0,0,0.0,26,3.7,2.65
Tua Tagovailoa,60326,QB,MIA,2,4.14,0,79,17,72.1,68,71,11.8,2.35,2,8,11.0,63.4,45,20,8.2,75,94.9,4,37,,48.6,90.9,81.5,91.5,,42.5,0,2,77,5.0,101.2,1.3,1,2,0,1,4,2,2.6,669,9.4,72.2,54,56,10.1,2.11,2,6,10.7,64.3,36,16,7.7,58,73.4,3,28,,39.7,91.0,80.9,91.9,,37.3,0,1,58,6.3,105.2,1.7,1,0,0,0,3,1,1.7,526,9.4,77.8,18,19,13.2,2.75,0,2,9.5,68.4,13,4,7.1,21,26.6,1,11,,75.9,77.1,75.2,75.8,,61.8,0,1,23,0.0,96.2,0.0,0,2,0,1,1,1,4.3,189,9.9,0,100.0,4,4,-3.8,1.1,0,0,0.0,100.0,4,0,0.0,4,5.1,0,2,,66.9,64.8,69.2,64.3,,,0,0,4,,114.6,0.0,0,0,0,0,0,0,0.0,46,11.5,0.56
Russell Wilson,7077,QB,DEN,2,-4.68,0,79,10,79.2,53,60,9.0,3.18,1,3,4.5,68.3,41,29,2.4,73,92.4,1,22,,27.3,65.5,81.4,63.6,,64.9,1,1,81,31.0,113.4,12.3,9,4,2,3,5,3,3.7,483,8.1,81.4,43,49,8.2,2.95,1,1,1.9,69.4,34,24,2.9,58,73.4,1,16,,41.2,66.3,80.8,63.6,,67.1,1,1,62,25.0,94.4,10.3,6,3,2,2,2,2,3.2,346,7.1,78.6,14,17,7.6,3.55,0,2,9.5,64.7,11,6,0.0,21,26.6,0,6,,24.6,60.5,75.5,61.4,,58.3,0,0,25,50.0,129.7,14.3,3,1,0,3,3,1,4.0,139,8.2,0,100.0,4,6,-4.3,2.32,0,0,0.0,66.7,4,1,0.0,6,7.6,0,0,,68.9,59.6,70.6,59.5,,,0,0,6,0.0,70.1,0.0,0,0,0,2,0,0,0.0,2,0.3,1.12
Derek Carr,8671,QB,NO,2,-29.71,0,78,20,65.5,58,62,12.3,2.73,2,4,6.2,61.3,38,27,0.0,71,91.0,0,23,,83.5,65.5,81.5,64.9,,58.7,1,2,74,29.6,79.8,11.3,8,1,0,1,1,2,2.7,516,8.3,70.7,58,61,11.1,2.56,1,4,6.3,67.2,41,24,0.0,68,87.2,0,22,,83.3,67.5,81.4,66.2,,61.3,1,2,71,29.2,85.2,10.3,7,0,0,1,1,2,2.8,517,8.5,50.0,6,8,9.0,2.93,1,0,0.0,37.5,3,3,0.0,10,12.8,0,1,,71.4,55.4,72.3,57.3,,58.3,0,0,10,33.3,45.8,10.0,1,1,0,1,0,0,0.0,16,2.0,0,100.0,6,7,-2.5,1.46,0,0,0.0,85.7,6,0,0.0,7,9.0,0,0,,69.6,63.7,71.1,63.3,,,0,0,7,,79.2,0.0,0,0,0,1,0,0,0.0,17,2.4,-6.48
Joe Burrow,28022,QB,CIN,2,-24.29,0,76,7,64.9,57,64,8.4,2.43,1,2,2.9,51.6,33,20,10.8,68,89.5,4,16,,82.8,55.9,4.2,57.0,,57.8,3,1,72,15.0,66.1,4.4,3,1,0,3,2,1,1.4,264,4.1,70.2,57,61,6.7,2.3,1,2,3.1,60.7,37,15,7.5,65,85.5,3,12,,82.5,57.8,1.6,58.9,,57.8,2,1,68,20.0,73.1,4.6,3,1,0,1,2,1,1.5,240,3.9,62.5,8,11,8.9,2.36,0,0,0.0,36.4,4,5,20.0,11,14.5,1,4,,72.4,56.6,72.9,56.7,,,1,0,12,0.0,56.6,0.0,0,0,0,2,0,0,0.0,64,5.8,0,100.0,8,8,-3.3,1.24,0,0,0.0,100.0,8,0,0.0,8,10.5,0,0,,70.3,66.7,71.5,66.1,,,0,0,8,,87.5,0.0,0,0,0,0,0,0,0.0,40,5.0,1.89
Baker Mayfield,46518,QB,TB,2,-8.27,0,75,30,76.4,55,62,9.0,2.95,3,3,4.8,66.1,41,26,2.4,69,92.0,1,18,,83.5,82.6,81.7,80.3,,69.2,0,0,70,3.8,105.2,1.4,1,6,0,4,3,1,1.4,474,7.6,78.3,46,49,8.2,2.65,1,2,4.1,71.4,35,14,2.8,53,70.7,1,13,,82.0,77.3,81.2,75.6,,65.6,0,0,53,7.1,108.9,1.9,1,3,0,2,3,1,1.9,316,6.4,80.0,15,19,6.4,3.31,2,1,5.0,63.2,12,13,0.0,22,29.3,0,7,,75.9,83.3,75.2,80.2,,67.8,0,0,23,0.0,95.3,0.0,0,3,0,2,0,0,0.0,185,9.7,0,100.0,6,6,-3.7,1.67,0,0,0.0,100.0,6,1,0.0,6,8.0,0,2,,68.9,65.7,70.6,65.1,,,0,0,6,0.0,85.4,0.0,0,0,0,0,0,0,0.0,27,4.5,3.29
Geno Smith,7820,QB,SEA,2,13.56,0,74,29,86.8,53,61,7.9,3.08,0,1,1.5,72.1,44,27,4.3,68,91.9,2,25,,83.1,74.4,81.2,73.3,,61.9,1,0,76,11.1,108.7,4.4,3,4,1,6,3,2,2.6,441,7.2,86.8,38,46,7.6,2.9,0,0,0.0,67.4,31,20,6.1,51,68.9,2,16,,81.3,67.2,80.6,64.6,,67.4,1,0,58,15.0,95.1,5.9,3,2,1,6,2,2,3.4,247,5.4,89.5,19,21,6.2,3.13,1,1,4.5,81.0,17,8,0.0,23,31.1,0,10,,76.1,80.6,75.4,82.5,,54.5,0,0,24,0.0,120.8,0.0,0,2,0,1,1,0,0.0,193,9.2,0,100.0,4,6,-4.0,1.82,1,0,0.0,66.7,4,1,0.0,6,8.1,0,1,,68.9,59.8,70.6,59.7,,,0,0,6,0.0,70.1,0.0,0,0,0,1,0,0,0.0,-1,-0.2,3.82
Jared Goff,10635,QB,DET,2,-6.06,0,73,11,82.1,56,62,8.9,2.66,2,4,6.3,71.0,44,23,4.3,65,89.0,2,25,,82.8,82.7,81.5,80.3,,66.5,0,1,67,13.0,112.8,4.6,3,0,1,3,4,1,1.5,547,8.8,85.7,49,55,6.8,2.33,3,4,7.0,72.7,40,18,4.8,57,78.1,2,21,,82.0,80.4,81.3,78.0,,66.5,0,1,59,11.1,103.9,3.5,2,0,1,2,3,1,1.7,404,7.3,78.6,14,15,10.4,3.09,0,0,0.0,66.7,10,5,9.1,16,21.9,1,7,,74.2,75.3,74.1,73.9,,,0,0,17,20.0,127.4,6.3,1,0,0,1,1,0,0.0,171,11.4,0,100.0,7,8,-3.0,1.11,1,0,0.0,75.0,6,0,14.3,8,11.0,1,3,,70.9,64.4,71.9,64.0,,,0,0,9,,79.2,0.0,0,0,0,0,0,0,0.0,28,3.5,4.05
Jalen Hurts,40291,QB,PHI,2,7.16,0,69,24,80.9,47,52,10.6,3.36,0,2,3.7,69.2,36,27,5.3,65,94.2,2,14,,28.1,66.1,81.9,75.0,,44.6,1,1,69,25.9,93.4,10.8,7,6,0,4,2,3,4.3,360,6.9,82.1,39,43,8.8,3.04,0,2,4.4,69.8,30,18,6.3,50,72.5,2,10,,26.5,62.8,81.4,71.4,,45.7,1,1,54,16.7,88.4,6.0,3,4,0,3,2,3,5.6,231,5.4,83.3,12,13,12.2,3.82,0,0,0.0,76.9,10,9,0.0,19,27.5,0,4,,75.1,72.9,74.7,75.3,,54.5,0,0,20,44.4,108.5,21.1,4,2,0,1,0,0,0.0,132,10.2,0,100.0,4,4,-2.3,1.5,0,0,0.0,100.0,4,0,0.0,4,5.8,0,0,,68.0,65.3,69.9,64.7,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,3,0.8,4.78
