player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Daniel Jones,39395,QB,NYG,3,12.14,0,120,21,72.9,85,91,8.1,2.95,1,2,2.1,63.7,58,55,6.5,114,95.0,4,30,,63.4,67.6,82.8,62.1,,74.8,1,4,123,21.8,70.1,10.5,12,11,0,4,2,3,2.4,565,6.2,69.2,65,67,7.3,2.9,0,0,0.0,61.2,41,41,8.9,84,70.0,4,19,,56.8,54.5,82.0,48.2,,70.6,0,4,92,19.5,56.3,9.5,8,9,0,2,2,3,3.3,292,4.4,84.6,26,30,7.3,2.82,1,2,6.7,73.3,22,15,0.0,36,30.0,0,11,,78.6,91.4,76.9,88.6,,74.7,1,0,37,26.7,101.8,11.1,4,2,0,2,0,0,0.0,278,9.3,0,83.3,6,6,-3.7,1.57,0,0,0.0,83.3,5,1,0.0,6,5.0,0,0,,68.9,59.2,70.6,59.1,,,0,0,6,0.0,79.2,0.0,0,0,0,0,0,0,0.0,5,0.8,4.91
C.J. Stroud,129759,QB,HST,2,-12.46,0,109,13,70.9,79,84,9.2,2.83,0,1,1.1,61.9,52,43,7.1,100,91.7,4,32,,29.8,60.5,82.2,60.0,,59.2,0,0,107,25.6,91.2,11.0,11,5,3,2,2,3,2.8,597,7.1,74.0,73,76,8.0,2.52,0,0,0.0,65.8,50,32,7.4,87,79.8,4,28,,28.4,65.2,81.8,63.2,,67.5,0,0,93,21.9,95.2,8.0,7,3,3,0,2,2,2.2,539,7.1,69.2,13,15,9.1,3.37,0,1,6.3,53.3,8,12,11.1,22,20.2,1,4,,75.6,45.3,75.2,49.6,,50.0,0,0,23,33.3,70.7,18.2,4,2,0,2,0,1,4.3,87,5.8,0,100.0,7,7,-3.7,1.14,0,0,0.0,85.7,6,1,14.3,9,8.3,1,0,,70.3,61.7,71.9,61.5,,,0,0,9,0.0,83.9,0.0,0,0,0,0,0,0,0.0,29,4.1,-1.29
Mac Jones,60323,QB,NE,2,19.86,0,105,19,69.3,75,77,11.6,2.55,0,4,5.0,63.6,49,35,5.8,86,81.9,3,28,,84.7,75.1,20.5,72.2,,74.4,2,2,91,17.1,87.5,7.0,6,3,0,0,4,3,3.3,479,6.2,71.3,80,82,9.7,2.4,0,4,4.7,65.9,54,33,5.3,91,86.7,3,24,,85.0,72.9,22.0,69.6,,77.2,2,2,95,18.2,82.4,6.6,6,3,0,0,3,3,3.2,461,5.6,92.3,13,14,2.5,1.93,1,0,0.0,85.7,12,2,0.0,14,13.3,0,6,,73.5,68.3,73.7,69.5,,58.3,0,0,15,0.0,116.1,0.0,0,0,0,0,1,1,6.7,86,6.1,0,94.4,18,19,-3.6,1.36,1,0,0.0,89.5,17,0,0.0,19,18.1,0,2,,74.8,58.8,74.5,58.7,,,0,0,19,,81.6,0.0,0,0,0,0,0,1,5.3,68,3.6,0.52
Brock Purdy,77672,QB,SF,3,1.75,0,101,28,72.9,70,78,9.5,2.68,3,2,2.4,62.8,49,41,3.9,86,85.1,2,35,,29.0,67.9,83.0,63.7,,77.3,0,0,92,14.6,105.9,7.0,6,2,0,5,4,4,4.3,643,8.2,76.1,67,72,7.5,2.33,2,2,2.6,66.7,48,35,5.9,80,79.2,3,30,,28.3,70.3,82.8,65.3,,81.0,0,0,85,14.3,104.7,6.3,5,1,0,3,3,3,3.5,573,8.0,81.3,16,19,7.2,2.96,1,0,0.0,68.4,13,6,0.0,21,20.8,0,8,,75.6,58.1,75.0,59.2,,58.3,0,0,22,16.7,112.4,4.8,1,1,0,2,1,1,4.5,163,8.6,0,100.0,13,13,-3.5,1.21,0,0,0.0,92.3,12,0,7.7,15,14.9,1,3,,73.5,65.3,73.7,64.8,,,0,0,15,,96.5,0.0,0,0,0,0,0,0,0.0,93,7.2,0.62
Matthew Stafford,4924,QB,LA,2,-8.44,0,99,26,75.0,80,88,9.4,2.63,2,7,7.7,60.2,53,30,11.7,94,94.9,7,34,,84.9,80.5,28.0,79.8,,64.2,0,2,97,3.3,72.2,1.1,1,5,1,5,0,2,2.1,621,7.1,77.1,70,75,8.2,2.42,1,3,3.9,64.0,48,24,11.1,79,79.8,6,28,,83.6,71.7,22.4,69.8,,71.3,0,2,80,4.2,76.9,1.3,1,3,1,3,1,2,2.5,507,6.8,73.3,15,18,11.0,3.23,1,4,20.0,55.6,10,7,9.1,20,20.2,1,7,,75.6,91.4,75.0,92.1,,52.3,0,0,22,0.0,80.8,0.0,0,2,0,2,0,0,0.0,140,7.8,0,100.0,5,5,-2.6,1.64,0,0,0.0,100.0,5,1,0.0,5,5.1,0,1,,68.0,65.4,69.9,64.8,,,0,0,5,0.0,127.9,0.0,0,0,0,0,1,0,0.0,26,5.2,1.02
Kirk Cousins,7102,QB,MIN,2,10.16,0,93,18,79.7,79,82,9.0,2.65,0,2,2.3,70.7,58,30,7.9,87,93.5,5,33,,28.2,76.9,81.2,76.2,,56.5,2,1,91,13.3,115.2,4.6,4,1,0,1,6,2,2.2,687,8.4,77.4,62,63,9.0,2.45,0,2,3.0,69.8,44,22,8.3,65,69.9,4,22,,25.8,70.8,80.4,69.9,,59.1,1,1,69,9.1,110.2,3.1,2,0,0,0,4,2,2.9,534,8.5,91.3,23,25,5.6,2.99,0,0,0.0,80.0,20,8,4.8,28,30.1,1,12,,77.0,83.0,75.9,82.7,,58.3,1,0,28,25.0,122.3,7.1,2,1,0,1,2,0,0.0,174,7.0,0,100.0,6,6,-3.8,2.12,0,0,0.0,100.0,6,0,0.0,6,6.5,0,1,,68.9,66.0,70.6,65.4,,,0,0,6,,81.3,0.0,0,0,0,0,0,0,0.0,21,3.5,-1.52
Patrick Mahomes,11765,QB,KC,2,-10.55,0,90,16,64.7,68,70,9.6,3.22,0,3,4.0,57.1,40,29,9.1,80,88.9,4,25,,84.3,83.3,81.4,74.7,,90.1,0,2,86,3.4,85.8,1.3,1,9,0,2,4,3,3.5,487,7.0,69.4,62,63,8.6,2.98,0,3,4.5,63.5,40,25,7.0,70,77.8,3,23,,83.5,86.3,81.1,79.8,,83.4,0,2,75,0.0,93.4,0.0,0,7,0,1,4,3,4.0,460,7.3,66.7,15,17,6.3,3.31,0,0,0.0,52.9,9,6,10.0,20,22.2,1,5,,75.4,62.7,75.2,54.8,,78.3,0,0,21,16.7,63.8,5.0,1,2,0,2,0,0,0.0,72,4.2,0,100.0,9,10,-3.0,1.7,0,0,0.0,90.0,9,2,0.0,10,11.1,0,3,,71.4,65.3,72.8,64.6,,,0,0,10,0.0,85.4,0.0,0,0,0,1,0,0,0.0,45,4.5,-3.06
Josh Allen,46601,QB,BUF,2,12.06,0,89,4,81.8,66,69,7.8,3.0,0,3,4.2,75.4,52,29,3.7,80,89.9,2,28,,44.8,65.9,81.7,65.3,,60.0,0,3,84,24.1,94.6,8.8,7,4,1,2,4,4,4.8,472,6.8,81.4,59,63,7.4,2.89,0,2,3.0,74.6,47,27,2.1,72,80.9,1,22,,41.5,62.1,81.5,61.4,,60.0,0,3,76,18.5,84.8,6.9,5,4,1,3,3,4,5.3,371,5.9,93.3,15,15,3.5,2.69,0,1,6.7,86.7,13,3,7.1,17,19.1,1,8,,74.2,76.8,74.1,75.4,,,0,0,17,66.7,127.5,11.8,2,0,0,0,1,0,0.0,139,9.3,0,100.0,8,9,-3.5,1.57,0,0,0.0,88.9,8,1,0.0,9,10.1,0,2,,70.9,65.1,71.9,64.6,,,0,0,9,0.0,84.3,0.0,0,0,0,1,0,0,0.0,38,4.2,3.38
Justin Herbert,28237,QB,LAC,2,3.33,0,86,27,71.0,62,67,10.8,2.83,0,3,4.1,64.2,43,24,2.3,77,89.5,1,25,,84.0,72.4,81.8,69.5,,70.3,0,0,84,25.0,101.3,7.8,6,4,0,5,3,1,1.2,496,7.4,72.0,50,54,10.6,2.63,0,3,5.2,66.7,36,20,0.0,63,73.3,0,19,,82.5,73.7,81.3,72.0,,63.4,0,0,67,30.0,101.1,9.5,6,2,0,4,2,1,1.5,403,7.5,78.9,19,20,6.4,2.62,0,0,0.0,70.0,14,4,6.7,23,26.7,1,8,,76.6,63.3,75.6,59.1,,70.1,0,0,26,0.0,104.2,0.0,0,2,0,1,1,0,0.0,130,6.5,0,100.0,7,7,-2.4,0.87,0,0,0.0,100.0,7,0,0.0,9,10.5,0,2,,70.9,62.5,71.9,62.2,,,0,0,9,,88.7,0.0,0,0,0,0,0,0,0.0,37,5.3,-0.96
Justin Fields,82118,QB,CHI,2,12.11,0,85,6,70.8,48,55,7.1,3.37,2,2,3.6,60.0,33,40,2.9,73,85.9,1,21,,26.8,56.0,81.1,45.2,,86.0,3,2,75,25.0,76.9,13.7,10,8,0,2,2,4,5.3,368,6.7,71.7,53,59,4.7,3.03,2,2,3.3,59.3,35,29,7.9,71,83.5,3,20,,26.6,46.7,81.1,40.2,,75.7,3,3,73,20.7,66.2,8.5,6,5,0,1,2,4,5.5,348,5.9,83.3,6,7,11.3,3.94,0,0,0.0,71.4,5,11,0.0,14,16.5,0,4,,73.9,86.1,73.9,76.1,,78.8,0,0,16,36.4,108.6,28.6,4,3,0,1,0,0,0.0,79,11.3,0,81.8,11,11,-2.2,2.01,0,0,0.0,63.6,7,0,22.2,12,14.1,2,3,,73.2,59.7,73.5,61.4,,58.3,0,1,14,,39.6,0.0,0,0,0,0,0,0,0.0,59,5.4,5.39
