player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,ED,ATL,2,0,0,2,58.9,1,3,45,94.1,11.1,5,0,4.4,0,51,48,4,0,54.7,1,2,27,93.5,11.1,3,5.6,0,31,29,3
Brandon Graham,5538,ED,PHI,2,0,0,24,63.7,1,0,27,93.8,3.7,1,0,1.9,0,32,30,1,0,66.4,1,0,13,100.0,0.0,0,3.8,0,15,15,1
Jerry Hughes,5556,ED,HST,2,0,0,13,51.4,0,3,24,96.3,4.2,1,0,6.3,0,27,26,3,0,54.5,0,1,14,100.0,7.1,1,3.6,0,15,15,1
Al Woods,5646,DI,NYJ,2,0,0,22,56.1,0,0,29,100.0,0.0,0,0,3.4,1,29,29,1,0,53.4,0,0,8,100.0,0.0,0,0.0,0,8,8,0
Cameron Jordan,6176,ED,NO,2,2,0,20,69.6,1,9,62,97.1,11.3,7,0,9.7,1,69,67,11,0,76.8,1,4,28,100.0,21.4,6,12.5,1,31,31,6
Cameron Heyward,6183,DI,PIT,1,0,0,25,62.2,1,0,9,100.0,11.1,1,0,5.6,0,9,9,1,0,55.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Justin Houston,6222,ED,CAR,2,1,0,5,65.7,0,4,40,82.4,10.0,4,0,7.5,1,51,42,5,0,65.4,0,3,16,76.2,18.8,3,15.6,1,21,16,4
Lawrence Guy Sr.,6385,DI,NE,2,0,0,19,50.0,0,0,27,100.0,0.0,0,0,0.0,0,31,31,0,0,52.7,0,0,7,100.0,0.0,0,0.0,0,9,9,0
Fletcher Cox,7018,DI,PHI,2,0,0,24,64.7,4,2,71,100.0,12.7,9,1,4.2,0,73,73,6,0,68.4,4,1,35,100.0,17.1,6,7.1,0,36,36,5
Bobby Wagner,7050,LB,SEA,2,0,0,29,61.9,0,1,12,16.3,16.7,2,0,4.2,0,80,13,1,0,58.9,0,0,7,16.7,14.3,1,0.0,0,42,7,0
Lavonte David,7060,LB,TB,2,0,0,30,52.9,0,0,7,8.4,0.0,0,0,0.0,0,83,7,0,0,54.3,0,0,4,11.1,0.0,0,0.0,0,36,4,0
Demario Davis,7079,LB,NO,2,0,0,20,66.7,0,3,14,17.6,7.1,1,0,17.9,1,85,15,4,0,69.9,0,3,10,28.2,10.0,1,25.0,1,39,11,4
Tashaun Gipson Sr.,7288,S,SF,3,0,0,28,54.5,0,2,3,1.9,0.0,0,0,33.3,0,154,3,2,0,54.5,0,2,3,3.3,0.0,0,33.3,0,90,3,2
Harrison Smith,7641,S,MIN,2,0,0,18,52.0,0,0,7,10.3,0.0,0,0,0.0,0,68,7,0,0,55.9,0,0,2,14.3,0.0,0,0.0,0,14,2,0
Justin Bethel,7654,S,MIA,2,0,0,17,88.9,0,1,2,11.8,0.0,0,0,75.0,1,17,2,2,0,88.9,0,1,2,16.7,0.0,0,75.0,1,12,2,2
Johnathan Hankins,7830,DI,DAL,2,0,0,9,52.2,0,0,14,100.0,0.0,0,0,0.0,0,14,14,0,0,54.1,0,0,7,100.0,0.0,0,0.0,0,7,7,0
Tyrann Mathieu,7850,S,NO,2,0,0,20,60.0,0,1,1,1.2,0.0,0,0,50.0,0,85,1,1,0,,0,1,0,0.0,,0,,0,39,0,1
John Jenkins,7863,DI,LV,2,0,0,23,66.5,0,0,23,100.0,13.0,3,0,0.0,0,26,26,0,0,67.1,0,0,3,100.0,33.3,1,0.0,0,4,4,0
William Gholston,7908,DI,TB,2,0,0,30,61.2,0,1,11,100.0,9.1,1,0,4.5,0,11,11,1,0,57.5,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Micah Hyde,7941,S,BUF,2,0,0,4,60.0,0,0,1,2.0,0.0,0,0,0.0,0,51,1,0,0,,0,0,0,0.0,,0,,0,29,0,0
Jordan Poyer,8000,S,BUF,2,0,0,4,57.9,0,0,1,3.9,0.0,0,0,0.0,0,51,2,0,0,59.1,0,0,0,3.4,,0,,0,29,1,0
Nick Williams,8006,DI,LAC,2,0,0,27,60.0,0,0,31,100.0,6.5,2,0,0.0,0,31,31,0,0,72.0,0,0,8,100.0,25.0,2,0.0,0,8,8,0
Mike Purcell,8530,DI,DEN,2,0,0,10,71.1,2,0,19,100.0,15.8,3,0,5.3,0,21,21,2,0,64.4,0,0,7,100.0,14.3,1,0.0,0,7,7,0
Jadeveon Clowney,8636,ED,BLT,2,0,0,3,57.2,2,4,62,93.1,9.7,6,0,6.5,1,72,67,7,0,61.6,1,2,28,90.9,14.3,4,8.9,1,33,30,4
Khalil Mack,8640,ED,LAC,2,1,0,27,60.6,0,6,57,90.9,7.0,4,0,7.0,1,66,60,7,0,72.5,0,4,19,90.9,21.1,4,15.8,1,22,20,5
