player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Thomas Morstead,5088,P,NYJ,2,9,9,4.54,45.67,46.11,4.0,0,0,0,6,22,69.4,3,58,2,0,11.1,4,1,9,40.86,411,0,415
Bryan Anger,7072,P,DAL,2,6,6,4.33,44.5,50.17,7.0,0,0,1,2,9,61.1,2,56,0,0,33.3,14,2,6,25.97,267,1,301
Johnny Hekker,7252,P,CAR,2,10,10,4.49,48.5,50.5,6.7,0,0,2,4,5,66.5,3,69,1,0,30.0,20,3,10,44.87,485,0,505
Sam Martin,7947,P,BUF,2,4,4,4.34,32.25,48.75,33.0,0,0,0,1,4,66.7,2,54,1,0,50.0,66,2,4,17.36,129,0,195
Tress Way,8358,P,WAS,2,9,9,4.27,40.56,48.22,13.8,0,0,2,2,32,61.9,5,66,0,0,55.6,69,5,9,38.43,365,0,434
Bradley Pinion,9598,P,ATL,2,8,8,4.67,46.0,47.75,4.7,0,0,1,2,2,76.9,3,60,2,0,37.5,14,3,8,37.33,368,0,382
Riley Dixon,10862,P,DEN,2,5,5,4.41,41.0,42.8,4.5,0,0,1,1,10,63.9,1,46,1,0,40.0,9,2,5,22.07,205,0,214
Rigoberto Sanchez,12130,P,IND,2,10,10,4.23,35.0,42.8,19.5,0,0,2,2,14,64.9,2,51,2,0,40.0,78,4,10,42.28,350,0,428
Corey Bojorquez,27626,P,CLV,2,12,12,4.39,42.58,47.42,9.5,0,0,0,3,8,69.5,4,66,4,0,33.3,38,4,12,52.65,511,1,569
Logan Cooke,29214,P,JAX,2,10,10,4.28,43.8,46.6,5.6,0,0,1,3,15,66.3,6,57,1,0,50.0,28,5,10,42.8,438,0,466
Tommy Townsend,33007,P,KC,2,9,9,4.61,46.56,48.89,7.0,0,0,3,3,16,66.3,4,58,0,0,33.3,21,3,9,41.51,419,0,440
Jake Bailey,33963,P,MIA,2,4,4,4.57,41.75,45.5,5.0,0,0,0,1,17,66.5,0,55,0,0,75.0,15,3,4,18.28,167,0,182
Jack Fox,34735,P,DET,2,6,6,4.6,43.17,45.83,5.3,0,0,1,2,11,57.7,3,61,0,0,50.0,16,3,6,27.62,259,0,275
Michael Dickson,35381,P,SEA,2,7,7,4.68,46.29,55.43,8.0,0,0,1,0,29,82.4,2,73,1,0,42.9,24,3,7,32.76,324,2,388
AJ Cole,36038,P,LV,2,4,4,4.37,49.5,49.5,,0,0,1,3,23,62.8,2,53,0,0,0.0,0,0,4,17.46,198,0,198
JK Scott,38809,P,LAC,2,9,9,4.72,38.67,42.11,5.5,0,0,1,5,27,64.0,4,62,0,0,22.2,11,2,9,42.48,348,1,379
Mitch Wishnowsky,44663,P,SF,3,10,10,4.51,42.3,45.9,5.3,0,0,1,3,28,79.7,7,67,2,0,30.0,16,3,10,45.09,423,1,459
Nolan Cooney,44995,P,ARZ,2,8,8,4.61,42.25,47.63,5.8,0,0,0,2,1,63.7,2,56,1,0,50.0,23,4,8,36.86,338,1,381
Ryan Stonehouse,52045,P,TEN,2,8,8,3.91,40.5,51.63,11.5,0,0,0,0,31,62.8,1,63,1,0,75.0,69,6,8,31.27,324,1,413
Daniel Whelan,57639,P,GB,2,9,9,4.66,39.11,49.78,9.0,0,0,0,2,12,69.9,1,68,0,0,44.4,36,4,9,41.9,352,3,448
Jordan Stout,57649,P,BLT,2,7,7,4.21,34.43,52.29,35.0,0,0,0,3,3,58.9,4,67,0,0,42.9,105,3,7,29.47,241,1,366
Bryce Baringer,60274,P,NE,2,9,9,4.29,37.89,46.44,14.3,0,0,0,4,19,64.2,6,65,0,0,44.4,57,4,9,38.59,341,1,418
Brad Robbins,60291,P,CIN,2,13,13,4.25,37.85,40.69,4.3,0,0,0,6,7,56.7,3,54,2,0,30.8,17,4,13,55.19,492,1,529
Trenton Gill,60295,P,CHI,2,9,9,4.48,42.56,49.33,12.2,0,0,2,0,6,67.9,3,55,2,0,55.6,61,5,9,40.32,383,0,444
Pressley Harvin III,62973,P,PIT,2,13,13,4.44,37.92,44.15,13.7,0,0,3,2,25,50.9,5,61,3,0,23.1,41,3,13,57.77,493,2,574
Jamie Gillan,63303,P,NYG,3,12,12,4.4,45.67,48.92,6.5,0,0,1,5,21,69.5,4,62,0,0,50.0,39,6,12,52.79,548,0,587
Ryan Wright,77591,P,MIN,2,8,8,4.41,47.88,51.75,6.2,0,0,1,1,18,61.8,3,58,1,0,62.5,31,5,8,35.29,383,0,414
Arryn Siposs,82019,P,PHI,2,8,8,4.32,38.5,43.38,7.8,0,0,1,2,24,59.1,2,54,0,0,62.5,39,5,8,34.59,308,0,347
Jake Camarda,82636,P,TB,2,10,10,4.55,47.9,53.7,4.5,0,0,2,1,30,71.1,5,72,1,0,40.0,18,4,10,45.52,479,2,537
Lou Hedley,98796,P,NO,2,10,10,3.89,37.9,45.1,8.7,0,0,0,1,20,53.0,3,52,2,0,60.0,52,6,10,38.93,379,1,451
Ty Zentner,99465,P,HST,2,7,7,4.29,37.57,43.29,0.0,0,0,0,2,13,59.4,0,51,2,0,14.3,0,1,7,30.04,263,2,303
Ethan Evans,112090,P,LA,2,3,3,4.52,40.67,51.0,15.5,0,0,0,1,26,63.0,1,72,0,0,66.7,31,2,3,13.56,122,0,153
