player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Puka Nacua,100632,WR,LA,2,33,0,26,5.0,0,66.7,0.0,0,2,0.0,0,3,0,72.1,81.9,0,20,0.0,0,16,4,100.0,16,84.7,6,18.2,0,39,29,7.3,9.8,2.44,0,9.0,0,79.2,,0,0,9.5,2,9,0,56.9,81.8,0,21,1.5,1,66,19,93.9,62,103.6,24,72.7,0,213,83,4.4,11.2,3.44
Deebo Samuel,48274,WR,SF,3,26,0,28,13.5,1,33.3,50.0,1,2,0.0,0,2,0,68.3,67.0,0,27,0.0,0,39,2,92.3,36,101.4,6,23.1,1,46,15,7.5,23.0,1.28,0,4.9,7,82.4,0.0,0,1,0.0,0,8,1,81.1,86.1,0,40,1.9,1,54,14,94.4,51,113.5,17,65.4,0,191,120,8.6,13.6,3.75
Justin Jefferson,61398,WR,MIN,2,25,0,18,15.3,1,100.0,,0,0,0.0,0,3,1,72.1,86.7,0,42,0.0,0,11,4,100.0,11,118.8,4,16.0,0,98,37,9.3,24.5,8.91,0,8.5,0,84.6,0.0,0,1,0.0,0,7,0,78.7,76.5,0,30,0.0,0,62,11,96.8,60,108.7,13,52.0,0,131,39,3.5,11.9,2.18
Tyreek Hill,10799,WR,MIA,2,24,0,17,21.8,0,80.0,,0,0,0.0,0,4,0,72.1,87.6,0,47,0.0,0,22,4,100.0,22,158.3,5,20.8,1,86,16,4.0,21.5,3.91,0,13.8,1,60.0,33.3,1,3,0.0,0,5,0,74.6,80.7,1,28,0.0,0,30,6,96.7,29,41.7,10,41.7,0,70,24,4.0,11.7,2.41
Michael Pittman Jr.,29049,WR,IND,2,21,0,14,7.7,0,66.7,0.0,0,1,0.0,0,2,1,72.1,55.4,0,12,0.0,0,19,4,100.0,19,79.9,6,28.6,0,32,18,4.5,8.0,1.68,0,5.0,0,80.0,66.7,2,3,7.7,1,6,0,63.2,66.4,0,39,0.0,0,64,12,95.3,61,122.5,15,71.4,1,121,62,5.2,10.1,1.98
Chris Olave,84355,WR,NO,2,21,0,20,13.8,0,60.0,,0,0,0.0,0,3,0,70.5,78.5,0,45,0.0,0,17,3,100.0,17,104.2,5,23.8,0,73,35,11.7,24.3,4.29,0,12.7,0,71.4,33.3,1,3,0.0,0,6,0,78.0,87.0,1,42,0.0,0,42,10,92.9,39,66.7,14,66.7,0,117,45,4.5,11.7,3.0
Stefon Diggs,9579,WR,BUF,2,20,0,4,9.1,0,85.7,66.7,2,3,0.0,0,2,0,75.6,68.0,0,17,0.0,0,31,6,93.5,29,103.0,7,35.0,0,61,9,1.5,10.2,2.1,0,6.0,0,87.5,,0,0,0.0,0,4,0,75.6,66.9,0,16,0.0,0,39,7,94.9,37,104.7,8,40.0,0,73,31,4.4,10.4,1.97
Nico Collins,61441,WR,HST,2,20,0,13,7.8,2,100.0,,0,0,0.0,0,3,0,72.1,90.7,0,32,0.0,0,12,4,100.0,12,118.8,4,20.0,0,77,46,11.5,19.3,6.42,0,16.5,2,53.8,0.0,0,1,0.0,0,5,0,76.5,80.5,0,28,0.0,0,58,7,94.8,55,111.1,13,65.0,1,120,29,4.1,17.1,2.18
Kendrick Bourne,12270,WR,NE,2,20,0,19,20.3,0,33.3,0.0,0,3,0.0,0,2,0,68.3,71.8,0,19,0.0,0,19,2,100.0,19,91.7,6,30.0,1,32,8,4.0,16.0,1.68,0,11.9,0,58.3,0.0,0,1,0.0,0,1,0,75.6,61.5,1,11,0.0,0,37,7,94.6,35,58.7,12,60.0,1,43,10,1.4,6.1,1.23
Keenan Allen,7857,WR,LAC,2,19,0,27,13.6,0,80.0,100.0,2,2,0.0,0,3,0,72.1,72.6,0,14,3.7,1,27,4,81.5,22,140.4,5,26.3,2,41,10,2.5,10.3,1.86,0,12.3,0,72.7,0.0,0,1,0.0,0,3,0,76.5,79.0,0,42,2.3,1,43,8,93.0,40,111.6,11,57.9,0,129,33,4.1,16.1,3.23
