player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Cameron Sutton,11850,CB,DET,2,3,,3.0,11,0,39.6,0,1,0,0,0,0.0
Jaquan Brisker,101665,S,CHI,2,7,,7.0,6,0,39.6,0,1,0,0,0,0.0
Terrell Edmunds,51334,S,PHI,2,2,,2.0,24,0,39.6,0,1,0,0,0,0.0
Jordyn Brooks,50851,LB,SEA,2,3,,3.0,29,0,39.6,0,1,0,0,0,0.0
Ugo Amadi,49352,CB,NO,1,3,,3.0,20,0,39.6,0,1,0,0,0,0.0
Alex Singleton,9994,LB,DEN,2,6,,6.0,10,0,39.6,0,1,0,0,0,0.0
Carlton Davis III,49335,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Josh Woods,49023,LB,ARZ,1,3,,3.0,1,0,39.6,0,1,0,0,0,0.0
Innis Gaines,44443,CB,GB,1,5,,2.5,12,0,39.6,0,2,0,0,0,0.0
Jalen Mills,10867,S,NE,2,6,,6.0,19,0,39.6,0,1,0,0,0,0.0
Alex Highsmith,43507,ED,PIT,2,4,,4.0,25,1,0.0,0,1,0,0,0,0.0
Nick Niemann,43500,LB,LAC,1,1,,1.0,27,0,39.6,0,1,0,0,0,0.0
Devin Bush,27375,LB,SEA,1,3,,3.0,29,0,39.6,0,1,0,0,0,0.0
Xavier Woods,11946,S,CAR,2,16,,16.0,5,0,39.6,0,1,0,0,0,0.0
Damontae Kazee,11904,S,PIT,2,4,,4.0,25,0,39.6,0,1,0,0,0,0.0
Jourdan Lewis,11846,CB,DAL,1,7,,7.0,9,0,39.6,0,1,0,0,0,0.0
Pat Surtain II,83119,CB,DEN,1,2,,2.0,10,0,39.6,0,1,0,0,0,0.0
Juanyeh Thomas,76655,S,DAL,2,4,,4.0,9,0,39.6,0,1,0,0,0,0.0
Willie Gay,57987,LB,KC,2,4,,4.0,16,0,39.6,0,1,0,0,0,0.0
Jamin Davis,57905,LB,WAS,2,8,,8.0,32,0,39.6,0,1,0,0,0,0.0
Russ Yeast,55629,S,LA,2,15,,15.0,26,0,39.6,0,1,0,0,0,0.0
Paulson Adebo,52280,CB,NO,2,6,,6.0,20,0,39.6,0,1,0,0,0,0.0
Dre Greenlaw,51503,LB,SF,3,13,,6.5,28,0,39.6,0,2,0,0,0,0.0
Jordan Whitehead,49196,S,NYJ,2,23,23.0,11.5,22,1,27.1,1,2,0,11,15,0.48
De'Vondre Campbell,10749,LB,GB,2,21,21.0,10.5,12,0,56.3,1,2,0,5,5,0.24
Jevon Holland,83873,S,MIA,2,21,21.0,10.5,17,0,60.4,1,2,0,8,2,0.38
