player_id,team,opp,pos,name,fpts,proj_own,smash,value_percent,ceil,floor,min_exposure,max_exposure,rg_value,salary,custom,rg_id,partner_id
741785,NYJ,NE,QB,Mike White,,0,,,,,0,0,-15.55,4900,,328578,741785
878911,BAL,CAR,WR,Andy Isabella,,0,,,,,0,0,-8.75,3000,,982789,878911
875523,NE,NYJ,WR,Kristian Wilkerson,,0,,,,,0,0,-8.75,3000,,1844548,875523
689689,CLE,BUF,TE,Pharaoh Brown,0.69,0.02,,1.52,1.37,0.01,0,0,-7.06,2500,,37028,689689
1071823,ATL,CHI,WR,Josh Ali,,0,,,,,0,0,-8.75,3000,,-1071823,1071823
843733,DEN,LV,TE,Mitchell Fraboni,,0,,,,,0,0,-7.75,2500,,-843733,843733
861278,NYJ,NE,TE,Tyler Conklin,6.41,1.22,5.28,23.93,13.83,2.29,0,0,-3.14,3400,,328304,861278
877745,BAL,CAR,QB,Lamar Jackson,24.37,6.7,13.64,61.83,34.26,16.52,0,0,1.82,8400,,328097,877745
613866,WAS,HOU,QB,Carson Wentz,,0,,,,,0,0,-15.75,5000,,35558,613866
744425,NE,NYJ,TE,Hunter Henry,6.63,1.59,5.97,25.1,14.74,2.15,0,0,-2.72,3300,,35634,744425
820435,LAR,NO,WR,Brandon Powell,4.41,0.5,0.51,16,9.72,1.37,0,0,-4.34,3000,,328242,820435
921965,NE,NYJ,WR,Raleigh Webb,0.07,0.06,,,0.14,,0,0,-8.68,3000,,3515278,921965
820699,BAL,CAR,TE,Mark Andrews,17,6.2,22.75,46.3,29.19,9.16,0,0,0.65,6800,,328096,820699
944636,WAS,HOU,TE,Armani Rogers,0.82,0.03,0.04,3.28,1.63,0.01,0,0,-6.93,2500,,3491895,944636
944416,LV,DEN,RB,Josh Jacobs,20.89,14.93,24.62,70.35,29.29,13.56,0,0,3.14,7500,,973101,944416
933537,NE,NYJ,RB,J.J. Taylor,0.68,0.05,,0.18,1.35,0.01,0,0,-10.07,4000,,1844398,933537
727837,DET,NYG,QB,Jared Goff,15.59,2.79,3.54,38.27,24.41,9.1,0,0,-0.96,5400,,35673,727837
835417,LV,DEN,WR,Chris Lacy,,0,,,,,0,0,-8.75,3000,,471650,835417
946748,MIN,DAL,RB,Kene Nwangwu,,0,,,,,0,0,-10.75,4000,,2861721,946748
824428,DEN,LV,TE,Andrew Beck,,0,,,,,0,0,-7.75,2500,,982262,824428
822008,DET,NYG,WR,DJ Chark Jr.,,0,,,,,0,0,-11.15,4200,,328522,822008
652520,WAS,HOU,WR,Alex Erickson,,0,,,,,0,0,-8.75,3000,,35425,652520
885940,CAR,BAL,TE,Giovanni Ricci,2.95,0.04,0.06,9.56,7.19,0.03,0,0,-4.80,2500,,1844743,885940
880022,NO,LAR,WR,Kirk Merritt,,0,,,,,0,0,-8.75,3000,,1844366,880022
923109,BAL,CAR,RB,Justice Hill,2.65,0.01,,1.75,6.84,0.07,0,0,-9.10,4500,,981965,923109
401534,DEN,LV,QB,Russell Wilson,18.06,8.11,6.76,47.49,27.13,11.22,0,0,0.71,5800,,13560,401534
865844,CIN,PIT,QB,Jake Browning,,0,,,,,0,0,-13.75,4000,,982172,865844
820601,LV,DEN,RB,Jakob Johnson,,0,,,,,0,0,-10.75,4000,,963120,820601
830523,DAL,MIN,TE,Dalton Schultz,11.44,9.9,14.55,44.33,19.96,5.7,0,0,0.09,4300,,328583,830523
851225,CHI,ATL,TE,Sammis Reyes,,0,,,,,0,0,-7.75,2500,,-851225,851225
975503,IND,PHI,TE,Jelani Woods,3.07,0.02,0.82,12.76,10.38,,0,0,-4.68,2500,,3491721,975503
692660,DET,NYG,WR,Kalif Raymond,8.19,1.81,3.06,21.35,16.64,2.96,0,0,-3.56,4500,,35608,692660
920756,BAL,CAR,WR,Devin Duvernay,8.91,2.51,3.86,23.61,17.92,3.23,0,0,-3.84,5000,,1844099,920756
923814,LV,DEN,WR,DJ Turner,1.09,0.03,0.02,2.47,2.17,0.01,0,0,-7.66,3000,,2862308,923814
465752,LV,DEN,RB,Brandon Bolden,,0,,,,,0,0,-10.75,4000,,13620,465752
944428,MIN,DAL,TE,Irv Smith Jr.,,0,,,,,0,0,-8.35,2800,,982176,944428
913826,CHI,ATL,WR,Byron Pringle,2.4,0.2,0.25,6.28,4.78,0.02,0,0,-6.35,3000,,328853,913826
695311,DET,NYG,RB,Jamaal Williams,12.2,8.73,4.72,29.29,21.83,6.17,0,0,-2.55,6000,,36872,695311
748309,MIN,DAL,QB,Nick Mullens,,0,,,,,0,0,-15.35,4800,,37067,748309
552586,ATL,CHI,TE,MyCole Pruitt,0.55,0,,0.92,1.09,0.01,0,0,-7.20,2500,,21627,552586
911219,DAL,MIN,TE,Seth Green,,0,,,,,0,0,-7.75,2500,,-911219,911219
883312,NYJ,NE,WR,Irvin Charles,,0,,,,,0,0,-8.75,3000,,3515611,883312
881058,MIN,DAL,WR,K.J. Osborn,6.65,1.06,2.65,21.33,14.7,2.3,0,0,-4.10,4000,,1844304,881058
653699,NO,LAR,WR,Michael Thomas,,0,,,,,0,0,-8.75,3000,,35596,653699
698227,LAR,NO,WR,Cooper Kupp,,0,,,,,0,0,-20.55,8900,,37050,698227
832900,DEN,LV,RB,Chase Edmonds,4.99,0.15,0.75,10.36,10.95,1.96,0,0,-6.56,4400,,328948,832900
820734,CIN,PIT,RB,Samaje Perine,5.87,0.38,0.16,6.81,11.95,2.52,0,0,-7.08,5100,,36977,820734
820866,NYJ,NE,WR,Braxton Berrios,2.81,0.13,0.12,7.45,8.46,,0,0,-6.14,3100,,328392,820866
920944,LAR,NO,WR,Ben Skowronek,9.08,5.44,4.79,30.75,17.03,4.06,0,0,-1.47,3900,,2862398,920944
885029,PHI,IND,TE,Noah Togiai,,0,,,,,0,0,-7.75,2500,,1844649,885029
691583,BUF,CLE,RB,Duke Johnson,,0,,,,,0,0,-10.75,4000,,21581,691583
822857,CLE,BUF,RB,Nick Chubb,16.53,1.57,10.51,40.02,25.39,9.44,0,0,-2.62,8200,,328152,822857
