,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Central Michigan,3/10/2022 11:00,1000,200,17.5,16.67,146,18.18,8.7,64.3,81.8
Toledo,3/10/2022 11:00,-2000,1,-17.5,20,146,18.18,91.3,81.8,64.3
Indiana,3/10/2022 11:30,130,26,3,18.18,136.5,20,42,66.8,69.8
Michigan,3/10/2022 11:30,-150,13.33,-3,18.18,136.5,16.67,58,69.8,66.8
George Mason,3/10/2022 12:00,-275,7.27,-6.5,18.18,129.5,16.67,70.1,68,61.5
Fordham,3/10/2022 12:00,220,44,6.5,18.18,129.5,20,29.9,61.5,68
Syracuse,3/10/2022 12:00,800,160,15,18.18,149,18.18,10.6,67,82
Duke,3/10/2022 12:00,-1375,1.45,-15,18.18,149,18.18,89.4,82,67
Butler,3/10/2022 12:00,260,52,7.5,18.18,127.5,19.05,26.5,60,67.5
Providence,3/10/2022 12:00,-335,5.97,-7.5,18.18,127.5,17.39,73.5,67.5,60
Florida,3/10/2022 12:00,-135,14.81,-2.5,18.18,135,19.05,55.3,68.8,66.3
Texas A&M,3/10/2022 12:00,115,23,2.5,18.18,135,17.39,44.7,66.3,68.8
TCU,3/10/2022 12:30,195,39,5.5,20,125.5,16.67,32.4,60,65.5
Texas,3/10/2022 12:30,-240,8.33,-5.5,16.67,125.5,20,67.6,65.5,60
East Carolina,3/10/2022 13:00,170,34,4.5,21,135.5,16.67,35.7,65.5,70
Cincinnati,3/10/2022 13:00,-200,10,-4.5,16,135.5,20,64.3,70,65.5
Buffalo,3/10/2022 13:30,-145,13.79,-2.5,18.18,140.5,17.39,57.1,71.5,69
Akron,3/10/2022 13:30,125,25,2.5,18.18,140.5,19.05,42.9,69,71.5
Sacramento State,3/10/2022 14:00,360,72,9.5,18.18,133.5,18.18,20.7,62,71.5
Montana State,3/10/2022 14:00,-490,4.08,-9.5,18.18,133.5,18.18,79.3,71.5,62
Northwestern,3/10/2022 14:00,,,8.5,,147.5,,,,
Iowa,3/10/2022 14:00,,,-8.5,,147.5,,,,
La Salle,3/10/2022 14:30,475,95,11,18.18,139.5,18.18,16.6,64.3,75.3
Saint Louis,3/10/2022 14:30,-675,2.96,-11,18.18,139.5,18.18,83.4,75.3,64.3
Boston College,3/10/2022 14:30,270,54,7.5,18.18,138.5,18.18,25.8,65.5,73
Miami,3/10/2022 14:30,-350,5.71,-7.5,18.18,138.5,18.18,74.2,73,65.5
Marquette,3/10/2022 14:30,-140,14.29,-2.5,18.18,140.5,17.39,56.2,71.5,69
Creighton,3/10/2022 14:30,120,24,2.5,18.18,140.5,19.05,43.8,69,71.5
Missouri,3/10/2022 14:30,425,85,11.5,19.05,132.5,17.39,18.2,60.5,72
Louisiana State,3/10/2022 14:30,-590,3.39,-11.5,17.39,132.5,19.05,81.8,72,60.5
Grambling,3/10/2022 15:00,190,38,5.5,20,136.5,19.05,33,65.5,71
Southern,3/10/2022 15:00,-235,8.51,-5.5,16.67,136.5,17.39,67,71,65.5
West Virginia,3/10/2022 15:00,360,72,10,18.18,146.5,18.18,20.7,68.3,78.3
Kansas,3/10/2022 15:00,-490,4.08,-10,18.18,146.5,18.18,79.3,78.3,68.3
Stanford,3/10/2022 15:00,850,170,16.5,18.18,144.5,19.05,10.1,64,80.5
Arizona,3/10/2022 15:00,-1500,1.33,-16.5,18.18,144.5,17.39,89.9,80.5,64
Nevada,3/10/2022 15:00,205,41,6.5,19.05,136.5,18.18,31.3,65,71.5
Boise State,3/10/2022 15:00,-255,7.84,-6.5,17.39,136.5,18.18,68.7,71.5,65
Cal State Bakersfield,3/10/2022 15:00,175,35,5,18.18,135.5,19.05,34.9,65.3,70.3
Long Beach State,3/10/2022 15:00,-210,9.52,-5,18.18,135.5,17.39,65.1,70.3,65.3
Tulsa,3/10/2022 15:00,195,39,5.5,21,132.5,17.39,32.4,63.5,69
Wichita State,3/10/2022 15:00,-240,8.33,-5.5,16,132.5,19.05,67.6,69,63.5
Miami (OH),3/10/2022 16:00,225,45,7,18.18,139.5,18.18,29.5,66.3,73.3
Kent State,3/10/2022 16:00,-280,7.14,-7,18.18,139.5,18.18,70.5,73.3,66.3
Montana,3/10/2022 16:30,150,30,3.5,20,140.5,18.18,38.8,68.5,72
Weber State,3/10/2022 16:30,-170,11.76,-3.5,16.67,140.5,18.18,61.2,72,68.5
Oregon,3/10/2022 17:30,-115,17.39,-1,19.05,138.5,17.39,51.1,69.8,68.8
Colorado,3/10/2022 17:30,-105,19.05,1,17.39,138.5,19.05,48.9,68.8,69.8
Wyoming,3/10/2022 17:30,-115,17.39,1.5,16.67,136.5,19.05,51.1,67.5,69
UNLV,3/10/2022 17:30,-105,19.05,-1.5,20,136.5,17.39,48.9,69,67.5
Cal-Santa Barbara,3/10/2022 17:30,-105,19.05,1,18.18,125.5,18.18,48.9,62.3,63.3
UC Irvine,3/10/2022 17:30,-115,17.39,-1,18.18,125.5,18.18,51.1,63.3,62.3
South Carolina State,3/10/2022 18:00,155,31,3.5,21,143.5,18.18,37.9,70,73.5
Morgan State,3/10/2022 18:00,-180,11.11,-3.5,16,143.5,18.18,62.1,73.5,70
Massachusetts,3/10/2022 18:00,-145,13.79,-3,18.18,146.5,18.18,57.1,74.8,71.8
George Washington,3/10/2022 18:00,125,25,3,18.18,146.5,18.18,42.9,71.8,74.8
Houston Baptist,3/10/2022 18:00,210,42,5.5,20,143.5,17.39,30.9,69,74.5
Texas A&M-Corpus Christi,3/10/2022 18:00,-260,7.69,-5.5,16.67,143.5,19.05,69.1,74.5,69
Mississippi State,3/10/2022 18:00,-210,9.52,-5,17.39,137.5,17.39,65.1,71.3,66.3
South Carolina,3/10/2022 18:00,175,35,5,19.05,137.5,19.05,34.9,66.3,71.3
Ball State,3/10/2022 18:30,260,52,8,18.18,146.5,19.05,26.5,69.3,77.3
Ohio,3/10/2022 18:30,-335,5.97,-8,18.18,146.5,17.39,73.5,77.3,69.3
Rice,3/10/2022 18:30,425,85,10.5,19.05,126.5,18.18,18.2,58,68.5
North Texas,3/10/2022 18:30,-590,3.39,-10.5,17.39,126.5,18.18,81.8,68.5,58
Maryland,3/10/2022 18:30,125,25,2.5,19.05,139.5,17.39,42.9,68.5,71
Michigan State,3/10/2022 18:30,-145,13.79,-2.5,17.39,139.5,19.05,57.1,71,68.5
Virginia Tech,3/10/2022 19:00,-125,16,-1.5,18.18,130.5,18.18,53.2,66,64.5
Notre Dame,3/10/2022 19:00,105,21,1.5,18.18,130.5,18.18,46.8,64.5,66
Quinnipiac,3/10/2022 19:00,-115,17.39,-1.5,20,139.5,18.18,51.1,70.5,69
Siena,3/10/2022 19:00,-105,19.05,1.5,16.67,139.5,18.18,48.9,69,70.5
Louisiana Tech,3/10/2022 19:00,-105,19.05,1,18.18,146.5,18.18,48.9,72.8,73.8
Western Kentucky,3/10/2022 19:00,-115,17.39,-1,18.18,146.5,18.18,51.1,73.8,72.8
Oklahoma,3/10/2022 19:00,270,54,7.5,21,135.5,18.18,25.8,64,71.5
Baylor,3/10/2022 19:00,-350,5.71,-7.5,16,135.5,18.18,74.2,71.5,64
St. John's,3/10/2022 19:00,230,46,7,18.18,148.5,18.18,29,70.8,77.8
Villanova,3/10/2022 19:00,-290,6.9,-7,18.18,148.5,18.18,71,77.8,70.8
South Florida,3/10/2022 19:00,330,66,8.5,20,126.5,17.39,22.2,59,67.5
Central Florida,3/10/2022 19:00,-435,4.6,-8.5,16.67,126.5,19.05,77.8,67.5,59
Portland State,3/10/2022 19:30,185,37,4.5,21,147,17.39,33.6,71.3,75.8
Southern Utah,3/10/2022 19:30,-225,8.89,-4.5,16,147,19.05,66.4,75.8,71.3
Maryland-Eastern Shore,3/10/2022 20:00,115,23,2,19.05,131.5,18.18,44.7,64.8,66.8
North Carolina Central,3/10/2022 20:00,-135,14.81,-2,17.39,131.5,18.18,55.3,66.8,64.8
Rhode Island,3/10/2022 20:30,215,43,6.5,18.18,134,18.18,30.4,63.8,70.3
Richmond,3/10/2022 20:30,-265,7.55,-6.5,18.18,134,18.18,69.6,70.3,63.8
McNeese State,3/10/2022 20:30,170,34,5.5,18.18,150,18.18,35.7,72.3,77.8
New Orleans,3/10/2022 20:30,-200,10,-5.5,18.18,150,18.18,64.3,77.8,72.3
Vanderbilt,3/10/2022 20:30,185,37,5.5,18.18,149,19.05,33.6,71.8,77.3
