,,Win,,Cover,,Total Points,,Implied,Implied Score,
Alabama,3/10/2022 20:30,-225,8.89,-5.5,18.18,149,17.39,66.4,77.3,71.8
UTEP,3/10/2022 21:00,130,26,3,18.18,135.5,18.18,42,66.3,69.3
Middle Tennessee St.,3/10/2022 21:00,-150,13.33,-3,18.18,135.5,18.18,58,69.3,66.3
Washington State,3/10/2022 21:00,260,52,8.5,18.18,132.5,18.18,26.5,62,70.5
UCLA,3/10/2022 21:00,-335,5.97,-8.5,18.18,132.5,18.18,73.5,70.5,62
Utah State,3/10/2022 21:00,135,27,3,18.18,138.5,19.05,41.2,67.8,70.8
Colorado State,3/10/2022 21:00,-155,12.9,-3,18.18,138.5,17.39,58.8,70.8,67.8
UC Davis,3/10/2022 21:00,135,27,3,20,134.5,16.67,41.2,65.8,68.8
Cal State-Fullerton,3/10/2022 21:00,-155,12.9,-3,16.67,134.5,20,58.8,68.8,65.8
Sam Houston,3/10/2022 21:00,165,33,4.5,18.18,123,18.18,36.3,59.3,63.8
Grand Canyon,3/10/2022 21:00,-195,10.26,-4.5,18.18,123,18.18,63.7,63.8,59.3
Penn State,3/10/2022 21:00,175,35,5,18.18,129.5,18.18,34.9,62.3,67.3
Ohio State,3/10/2022 21:00,-210,9.52,-5,18.18,129.5,18.18,65.1,67.3,62.3
Virginia,3/10/2022 21:30,165,33,4.5,18.18,130.5,18.18,36.3,63,67.5
North Carolina,3/10/2022 21:30,-195,10.26,-4.5,18.18,130.5,18.18,63.7,67.5,63
Niagara,3/10/2022 21:30,115,23,1.5,22,127.5,16.67,44.7,63,64.5
Monmouth,3/10/2022 21:30,-135,14.81,-1.5,15.38,127.5,20,55.3,64.5,63
Florida Atlantic,3/10/2022 21:30,205,41,6,18.18,141.5,18.18,31.3,67.8,73.8
UAB,3/10/2022 21:30,-255,7.84,-6,18.18,141.5,18.18,68.7,73.8,67.8
Alabama A&M,3/10/2022 21:30,115,23,1.5,21,124.5,20,44.7,61.5,63
Florida A&M,3/10/2022 21:30,-135,14.81,-1.5,16,124.5,16.67,55.3,63,61.5
Iowa State,3/10/2022 21:30,250,50,8,17.39,125.5,17.39,27.3,58.8,66.8
Texas Tech,3/10/2022 21:30,-320,6.25,-8,19.05,125.5,19.05,72.7,66.8,58.8
Seton Hall,3/10/2022 21:30,165,33,5,17.39,134.5,18.18,36.3,64.8,69.8
Connecticut,3/10/2022 21:30,-195,10.26,-5,19.05,134.5,18.18,63.7,69.8,64.8
Eastern Washington,3/10/2022 22:00,135,27,3.5,18.18,158.5,20,41.2,77.5,81
Northern Colorado,3/10/2022 22:00,-155,12.9,-3.5,18.18,158.5,16.67,58.8,81,77.5
Washington,3/10/2022 23:30,215,43,6.5,18.18,141.5,18.18,30.4,67.5,74
USC,3/10/2022 23:30,-265,7.55,-6.5,18.18,141.5,18.18,69.6,74,67.5
Fresno State,3/10/2022 23:30,175,35,5,18.18,114,18.18,34.9,54.5,59.5
San Diego State,3/10/2022 23:30,-210,9.52,-5,18.18,114,18.18,65.1,59.5,54.5
UC Riverside,3/10/2022 23:30,-135,14.81,-1.5,17.39,126.5,19.05,55.3,64,62.5
Hawaii,3/10/2022 23:30,115,23,1.5,19.05,126.5,17.39,44.7,62.5,64
Abilene Christian,3/10/2022 23:30,110,22,2,18.18,141.5,18.18,45.7,69.8,71.8
Stephen F. Austin,3/10/2022 23:30,-130,15.38,-2,18.18,141.5,18.18,54.3,71.8,69.8
