player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Chase Brown,77787,HB,ILLINOIS,2,56,15,8,53.6,184,0,343,0,0,15,223,99.6,12,18,187,2,15,40.6,75.1,0.0,74.3,58.0,59.1,75.7,60.0,38,1,22,4,45,58,0,0,4,60,2,343,223,3.98,6.1,0.49,39
Calvin Tyler Jr.,52133,HB,UTAH ST,2,45,9,2,22.4,39,0,174,0,0,9,106,44.2,4,8,329,1,17,57.1,70.1,78.2,,60.5,39.4,72.6,60.1,22,0,21,3,18,51,0,0,3,48,0,174,106,2.36,3.9,1.17,28
Nathan Carter,147376,HB,UCONN,2,42,11,5,47.8,150,0,314,0,0,11,157,93.5,12,17,146,1,23,54.7,80.5,80.0,,65.6,61.3,80.3,57.0,52,0,28,2,23,56,0,0,3,44,1,314,157,3.74,7.5,1.22,19
Anthony Grant,77701,HB,NEBRASKA,2,40,9,5,51.2,144,0,281,1,2,9,149,97.6,7,15,238,0,14,80.9,82.9,78.7,,67.2,53.4,86.5,59.1,46,0,16,2,41,44,0,0,3,42,4,281,149,3.73,7.0,0.39,25
Toa Taua,83722,HB,NEVADA,2,37,10,2,26.9,39,0,145,1,0,10,97,62.4,4,8,239,0,13,80.3,60.4,79.4,,54.5,50.2,63.0,58.2,24,0,16,5,32,47,0,0,6,42,2,145,97,2.62,3.9,0.5,24
Frank Gore Jr.,121457,HB,SO MISS,1,31,7,2,42.0,74,0,176,0,0,7,98,71.4,2,7,296,0,20,79.2,67.9,78.6,63.2,,53.5,66.8,59.3,46,0,0,0,6,37,0,0,0,31,2,176,98,3.16,5.7,0.0,11
Treshaun Ward,99619,HB,FLORIDA ST,2,30,16,2,23.3,41,0,176,0,0,16,81,139.4,6,11,167,1,19,47.2,79.8,78.4,,77.6,57.1,78.7,58.9,21,0,6,1,16,37,0,0,1,31,2,176,81,2.7,5.9,0.38,10
Ray Davis,101072,HB,VANDERBILT,2,29,12,4,58.8,107,0,182,0,2,12,144,210.7,5,6,333,0,11,78.9,77.8,79.9,,35.8,68.5,78.9,71.2,39,0,25,4,39,50,0,0,4,33,1,182,144,4.97,6.3,0.64,18
Titus Swen,97314,HB,WYOMING,2,28,6,1,18.1,25,0,138,2,0,6,82,60.6,6,8,351,2,4,24.1,55.1,79.0,,75.7,29.8,61.0,56.7,25,0,2,1,25,39,0,0,3,29,0,138,82,2.93,4.9,0.08,24
Larry McCammon III,97309,HB,FAU,2,28,10,2,42.1,75,0,178,0,1,10,100,122.8,5,6,165,0,14,78.9,85.1,79.2,,82.2,81.5,84.2,48.5,52,0,52,4,21,35,0,0,5,32,1,178,100,3.57,6.4,2.48,14
Dedrick Parson,78572,HB,HAWAII,2,28,5,1,33.3,37,0,111,0,1,5,57,35.9,2,7,180,2,8,25.9,61.9,79.1,,86.0,55.5,63.0,38.8,37,0,32,6,38,30,0,0,7,34,2,111,57,2.04,4.0,0.84,18
Ayo Adeyi,145320,HB,N TEXAS,2,27,7,2,27.9,34,0,122,0,0,7,95,91.2,5,7,251,0,13,78.5,66.4,75.2,,78.5,48.8,65.7,60.0,18,0,0,0,5,28,0,0,0,27,0,122,95,3.52,4.5,0.0,14
Shadrick Byrd,101661,HB,CHARLOTTE,2,27,3,1,17.6,18,0,102,0,0,3,91,32.6,2,5,136,0,7,78.8,65.7,78.7,,28.7,63.1,67.6,59.9,18,0,14,4,30,33,0,0,4,31,0,102,91,3.37,3.8,0.47,20
Lew Nichols III,97187,HB,C MICHIGAN,1,26,3,1,20.8,15,0,72,0,1,3,68,32.7,3,6,134,0,7,78.5,64.6,78.5,,78.6,60.3,64.8,60.0,15,0,26,6,36,28,0,0,6,32,2,72,68,2.62,2.8,0.72,19
Oscar Adaway III,100835,HB,N TEXAS,2,26,14,4,57.9,81,0,140,1,0,14,122,252.7,6,8,251,0,9,78.2,64.5,76.0,,33.7,31.0,68.5,60.0,35,0,0,0,16,28,0,0,1,26,2,140,122,4.69,5.4,0.0,17
Davion Ervin-Poindexter,101653,HB,W KENTUCKY,2,24,5,0,0.0,0,0,91,1,0,5,58,48.3,1,6,346,0,18,77.8,69.4,77.1,,81.0,39.8,72.9,57.3,13,0,19,1,17,29,0,0,2,25,1,91,58,2.42,3.8,1.12,6
Leshon Williams,129487,HB,IOWA,1,24,8,0,0.0,0,0,72,0,1,8,55,79.3,1,4,192,1,7,39.5,58.8,78.4,,70.5,65.0,57.8,60.0,10,0,23,2,20,29,0,0,3,26,0,72,55,2.29,3.0,1.15,15
Mike Wright,124366,QB,VANDERBILT,2,16,3,3,59.4,151,0,203,0,0,2,40,31.3,6,11,333,1,4,74.7,84.6,79.0,71.1,,,83.3,60.0,87,2,0,0,0,57,51,7,0,16,4,254,53,2.3,11.0,,8
Tavion Thomas,77732,HB,UTAH,1,23,3,1,19.1,22,0,115,0,0,3,55,31.2,2,7,328,0,19,77.8,76.8,77.7,,14.7,54.4,77.5,,22,0,0,0,12,24,0,0,0,23,1,115,55,2.39,5.0,0.0,4
Sieh Bangura,145886,HB,OHIO,1,23,9,2,28.1,32,0,114,0,2,9,62,123.6,5,4,259,0,4,77.5,75.2,79.6,,84.8,70.3,72.9,56.4,16,0,5,1,18,32,0,0,2,24,0,114,62,2.7,5.0,0.28,19
Evan Hull,97302,HB,NWESTERN,1,22,6,3,43.7,52,0,119,0,1,6,83,97.8,5,7,256,0,14,77.6,77.0,77.7,,0.0,86.0,71.8,60.0,21,0,55,5,23,27,0,0,5,27,1,119,83,3.77,5.4,2.39,8
Omarion Hampton,162750,HB,N CAROLINA,2,22,3,2,36.4,43,0,118,0,0,3,53,32.9,6,8,245,0,5,77.7,67.1,74.3,,67.5,55.4,67.0,59.0,25,0,0,0,10,25,0,0,0,22,3,118,53,2.41,5.4,0.0,15
Isaiah Bowser,66123,HB,UCF,1,22,4,0,0.0,0,0,74,0,0,4,56,40.7,1,6,323,0,9,77.3,71.0,76.9,,61.5,70.7,70.4,58.4,11,0,26,3,23,30,0,0,3,25,2,74,56,2.55,3.4,1.13,11
Sean Tucker,123056,HB,SYRACUSE,1,21,6,0,0.0,0,0,98,0,1,6,67,82.7,3,8,304,0,6,77.3,80.9,78.8,,75.3,79.0,77.6,57.7,12,0,85,6,21,31,0,0,6,27,1,98,67,3.19,4.7,4.05,15
Zach Charbonnet,97630,HB,UCLA,1,21,11,1,14.4,16,0,111,0,3,11,71,182.1,4,8,324,0,10,77.0,79.1,76.4,,72.6,70.5,79.6,,16,0,36,5,27,21,0,0,5,26,1,111,71,3.38,5.3,1.33,11
Reese White,97197,HB,COAST CAR,1,21,5,3,36.8,49,0,133,0,0,5,71,73.5,7,10,141,0,19,77.5,73.5,78.9,,78.1,70.9,71.1,57.0,18,0,20,2,11,28,0,0,2,23,1,133,71,3.38,6.3,1.82,2
Cam Wiley,101646,HB,AKRON,1,21,2,0,0.0,0,0,85,0,0,2,60,24.8,3,7,102,0,7,77.0,73.0,76.6,,53.9,62.5,73.6,78.0,13,0,15,2,24,23,0,0,3,23,2,85,60,2.86,4.0,0.63,14
Mohamed Ibrahim,55226,HB,MINNESOTA,1,21,7,2,23.5,31,0,132,0,0,7,96,145.5,4,12,225,0,7,77.3,84.6,74.8,,70.0,72.5,80.5,60.0,16,0,8,1,6,23,0,0,1,22,2,132,96,4.57,6.3,1.33,14
Ronald Awatt,57461,HB,UTEP,2,21,4,0,0.0,0,0,73,0,1,4,53,54.9,0,3,330,0,7,77.0,69.5,78.0,,74.1,61.3,69.8,60.0,8,0,12,2,29,22,0,0,3,23,1,73,53,2.52,3.5,0.41,14
Zach Evans,123072,HB,OLE MISS,1,20,7,3,61.5,80,0,130,0,1,7,63,114.5,4,6,226,1,2,33.8,65.1,74.9,,,68.3,64.0,59.4,46,0,22,2,14,22,0,0,2,22,0,130,63,3.15,6.5,1.57,18
Raheim Sanders,146626,HB,ARKANSAS,1,20,6,3,65.0,76,0,117,0,0,6,94,122.6,3,3,111,0,1,77.0,67.1,77.1,,76.7,57.9,68.2,59.1,37,0,12,3,24,30,0,0,4,23,0,117,94,4.7,5.9,0.5,19
Andrew Peasley,83581,QB,WYOMING,2,16,1,1,31.9,37,0,84,0,0,1,15,5.9,4,5,351,3,4,74.0,52.3,79.3,47.3,,,64.0,60.0,37,0,0,0,0,66,32,4,0,16,0,116,16,0.8,5.8,,9
Robert Briggs,163425,HB,UTAH ST,2,20,5,2,33.6,38,0,113,0,0,5,43,51.2,3,7,329,0,8,77.0,84.2,74.5,,67.7,74.5,80.8,58.3,23,0,16,1,4,25,0,0,1,21,1,113,43,2.15,5.7,4.0,12
Cam Porter,129732,HB,NWESTERN,1,19,3,1,20.7,19,0,92,0,0,3,60,47.4,2,5,256,1,5,31.0,60.9,76.2,,,53.7,62.2,60.0,19,1,5,1,19,20,0,0,1,20,1,92,60,3.16,4.8,0.26,13
Keshawn King,99612,HB,VA TECH,1,19,8,2,42.3,47,0,111,0,3,8,93,244.7,3,3,337,0,12,76.5,72.5,0.0,,19.4,68.5,75.9,56.6,32,1,22,3,16,22,0,0,3,22,0,111,93,4.89,5.8,1.38,7
CJ Beasley,122317,HB,COAST CAR,1,19,3,0,0.0,0,0,91,0,0,3,37,30.7,2,3,141,0,10,76.2,73.3,78.4,,71.2,55.3,73.1,59.7,12,0,0,0,8,35,0,0,0,19,0,91,37,1.95,4.8,0.0,9
Perris Jones,77721,HB,VIRGINIA,1,19,10,2,30.8,32,0,104,0,1,10,79,217.8,3,6,335,0,0,76.7,83.0,77.5,,48.8,65.9,83.2,60.0,17,0,14,2,12,22,0,0,2,21,1,104,79,4.16,5.5,1.17,19
Blake Watson,84363,HB,DOMINION,1,19,3,0,0.0,0,0,60,0,2,3,56,70.2,1,5,263,0,6,76.5,70.8,75.7,,61.2,68.2,69.8,60.0,13,0,9,2,14,20,0,0,3,21,1,60,56,2.95,3.2,0.64,13
Nakia Watson,83807,HB,WASH STATE,1,18,4,1,20.7,24,0,116,0,0,4,59,65.6,3,6,341,1,7,30.4,60.0,77.1,,13.3,55.4,64.6,60.0,24,0,17,2,41,19,0,0,3,20,0,116,59,3.28,6.4,0.41,11
Gino Campiotti,78504,QB,UMASS,1,16,4,0,0.0,0,0,58,0,0,3,41,48.0,1,4,216,0,15,75.0,46.7,75.4,26.5,,,62.5,60.0,12,0,0,0,0,39,8,2,0,16,1,66,52,2.89,3.7,,1
Tai Lavatai,121854,QB,NAVY,1,17,2,0,0.0,0,0,38,0,0,2,28,19.4,2,7,237,3,7,17.5,52.7,77.3,66.8,,,46.7,60.0,14,0,0,0,0,62,5,1,0,17,1,43,30,1.67,2.4,,4
Devonte Lee,83721,HB,NEVADA,2,18,6,2,58.0,47,0,81,0,0,6,61,107.0,3,9,239,0,2,76.7,72.9,75.8,,,58.3,72.8,59.8,32,0,1,1,12,23,0,0,1,19,3,81,61,3.39,4.5,0.08,15
Devon Achane,124305,HB,TEXAS A&M,1,18,1,0,0.0,0,0,42,1,0,1,27,7.9,1,4,312,0,5,77.1,62.7,77.3,,32.7,43.5,67.4,58.3,12,0,9,1,26,27,0,0,2,19,1,42,27,1.5,2.3,0.35,13
La'Damian Webb,122423,HB,S ALABAMA,1,18,8,2,39.8,39,0,98,1,0,8,57,126.7,2,7,288,0,5,76.5,67.0,76.5,,13.2,54.8,67.9,73.4,24,0,18,2,16,20,0,0,3,20,2,98,57,3.17,5.4,1.13,13
Kyle Monangai,129891,HB,RUTGERS,1,18,1,0,0.0,0,0,64,0,0,1,35,9.7,0,3,278,0,3,76.7,67.1,76.6,,83.9,62.1,66.9,52.8,9,0,4,2,10,29,0,0,3,20,1,64,35,1.94,3.6,0.4,15
Deuce Vaughn,122624,HB,KANSAS ST,1,17,0,2,48.9,64,0,131,0,0,0,38,0.0,3,5,199,0,9,75.9,73.9,76.5,,,59.7,73.8,66.4,39,0,-3,2,13,26,0,0,2,19,1,131,38,2.24,7.7,-0.23,8
Trey Benson,131705,HB,FLORIDA ST,2,17,18,2,49.2,59,0,120,0,0,18,90,560.6,4,5,167,0,13,75.8,75.6,76.7,,30.7,53.7,78.3,59.3,43,0,0,0,16,20,0,0,0,17,1,120,90,5.29,7.1,0.0,4
KJ Jefferson,99129,QB,ARKANSAS,1,15,8,2,36.9,31,0,68,0,0,5,58,128.9,3,5,111,3,1,27.3,69.8,77.1,73.6,,60.0,59.0,60.2,16,0,0,0,1,40,16,2,0,15,1,84,84,4.94,4.9,0.0,11
Jaydn Ott,158325,HB,CAL,1,17,7,1,17.3,18,0,104,0,2,7,58,161.6,3,4,130,0,8,75.9,74.0,76.5,,76.0,67.8,72.7,,18,0,26,2,18,17,0,0,3,19,0,104,58,3.41,6.1,1.44,9
