player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Lawrence Guy,6385,DI,NE,1,2,0,,0,0,19,,46.1,77.3,59.9,41.4,69.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,46,46,0,19,2,25,0,0,25,21,0,0,0,0,0,0,0,0,
Chris Harris Jr.,6457,CB,NO,1,0,0,,0,0,20,60.9,61.0,72.2,55.8,62.1,,0,0,0,,,0,0,0,0.0,0,0,1,0,2,10,1,0,0,1,0,0,9,2,6,8,0,0,0,0,0,0,0,
Stephon Gilmore,7016,CB,IND,1,1,0,100.0,0,0,14,67.5,67.2,77.4,,61.9,43.3,0,0,0,18,20.0,1,0,0,115.6,4,0,8,59,37,68,0,0,0,0,0,0,68,0,31,1,1,3,4,0,0,47,32,11.8
Fletcher Cox,7018,DI,PHI,1,0,0,,0,0,24,,56.2,77.9,51.7,61.8,28.4,0,1,0,,33.3,1,0,0,0.0,0,0,0,0,0,50,50,3,20,2,25,0,0,32,18,0,2,2,0,1,0,0,0,
Bruce Irvin,7021,ED,SEA,1,0,0,100.0,0,0,29,41.2,29.4,0.0,51.1,50.3,21.7,0,1,0,5,100.0,1,0,1,87.5,1,0,0,0,3,23,23,0,0,23,0,0,0,14,6,0,0,0,1,1,0,5,8,5.0
Melvin Ingram III,7024,ED,MIA,1,0,0,,0,0,17,,63.5,73.3,62.8,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,13,13,0,0,13,0,0,0,11,2,0,0,0,0,0,0,0,0,
Chandler Jones,7027,ED,LV,1,1,0,,0,0,23,75.2,59.3,75.4,56.9,50.9,73.6,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,2,29,29,0,2,25,2,0,0,14,13,0,2,2,0,1,0,0,0,
Bobby Wagner,7050,LB,LA,1,2,0,50.0,0,0,26,75.8,91.9,75.6,91.0,88.5,81.1,1,2,1,11,0.0,0,0,0,18.1,3,1,57,0,35,59,1,0,0,1,0,0,58,9,15,1,3,5,6,4,0,20,19,6.7
Lavonte David,7060,LB,TB,1,3,0,57.1,0,0,30,77.8,74.0,76.6,52.7,60.8,59.8,0,0,0,22,10.0,1,1,0,72.9,4,0,66,0,44,76,6,0,0,6,0,0,70,5,27,4,5,6,7,0,0,39,37,9.8
Vinny Curry,7061,ED,NYJ,1,0,0,,0,0,22,,71.8,75.8,65.7,63.6,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,12,12,0,0,11,1,0,0,7,5,0,0,0,0,1,0,0,0,
Demario Davis,7079,LB,NO,1,3,0,,0,0,20,63.5,70.6,75.2,55.0,72.4,54.1,0,0,0,,20.0,1,0,0,0.0,0,0,63,0,33,70,2,0,0,2,0,0,68,3,34,5,1,1,0,0,0,0,0,
Akiem Hicks,7090,DI,TB,1,0,0,,0,0,30,59.5,68.5,77.8,56.2,73.2,70.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,43,43,2,29,5,7,0,0,21,21,0,2,2,0,0,0,0,0,
Rodney McLeod,7271,S,IND,1,4,0,100.0,0,0,14,70.5,76.8,74.8,58.3,76.2,63.9,0,0,0,4,11.1,1,0,0,83.3,1,0,32,1,36,65,1,0,0,1,0,14,64,1,28,17,0,4,1,0,0,4,7,4.0
Tashaun Gipson Sr.,7288,S,SF,1,2,0,66.7,0,0,28,48.6,55.7,77.5,55.8,75.3,83.7,0,0,0,25,0.0,0,1,0,109.7,2,0,7,0,30,66,2,0,0,2,0,50,64,2,34,7,1,2,3,0,0,39,5,19.5
Harrison Smith,7641,S,MIN,1,1,0,100.0,0,0,18,68.3,70.3,78.0,,61.9,78.5,0,0,0,12,0.0,0,0,0,102.1,2,0,14,3,46,59,4,0,0,4,0,31,55,0,13,7,2,2,2,0,0,17,7,8.5
Justin Bethel,7654,CB,MIA,1,0,0,,0,0,17,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Darius Slay,7817,CB,PHI,1,1,0,100.0,0,0,24,56.2,58.0,78.8,,64.7,76.9,0,0,0,13,0.0,0,0,1,102.5,5,0,2,68,45,72,0,0,0,0,0,0,72,0,27,2,1,2,5,0,0,43,26,8.6
Giovani Bernard,7818,HB,TB,1,0,0,,0,0,30,60.7,70.3,60.5,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Tyrann Mathieu,7850,S,NO,1,1,0,83.3,0,0,20,74.2,73.6,74.6,58.3,64.3,63.3,0,1,0,21,9.1,1,0,0,96.5,5,0,45,3,35,70,4,0,0,4,0,6,66,1,34,12,5,9,6,1,0,43,35,8.6
John Jenkins,7863,DI,MIA,1,0,0,,0,0,17,,40.4,0.0,67.6,43.2,22.7,0,0,0,,100.0,1,0,1,0.0,0,0,0,0,0,23,22,9,11,0,2,0,1,14,9,0,0,0,0,0,0,0,0,
Logan Ryan,7864,S,TB,1,1,0,50.0,0,0,30,72.0,72.6,77.3,58.5,59.2,43.4,0,0,0,3,22.2,2,1,0,56.3,1,0,7,0,43,67,2,0,0,2,0,53,65,1,23,5,3,6,2,0,0,3,5,3.0
Duron Harmon,7872,S,LV,1,1,0,100.0,0,0,23,58.7,65.5,75.9,59.1,76.6,57.7,0,0,0,1,14.3,1,0,0,79.2,1,0,18,0,40,68,3,0,0,3,0,43,65,1,27,4,3,5,1,0,0,1,0,1.0
Brandon Williams,7875,DI,KC,1,1,0,,0,0,16,,61.0,72.6,60.0,60.7,65.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,10,10,1,9,0,0,0,0,1,9,0,0,0,0,0,0,0,0,
Akeem Spence,7882,DI,SF,1,2,0,,0,0,28,,64.3,74.6,53.3,66.9,70.1,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,19,19,0,14,0,5,0,0,8,11,0,1,1,0,2,0,0,0,
William Gholston,7908,DI,TB,1,1,0,,0,0,30,,65.6,75.8,72.1,57.1,70.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,30,30,1,22,2,5,0,0,15,15,0,0,2,0,0,0,0,0,
A.J. Klein,7930,LB,BUF,1,0,0,100.0,0,0,4,48.7,55.7,68.7,,67.1,,0,0,0,7,,0,0,0,95.8,1,0,14,0,7,15,0,0,0,0,0,0,15,0,8,1,0,0,1,0,0,7,1,7.0
Jordan Poyer,8000,S,BUF,1,0,0,0.0,0,0,4,67.7,68.0,75.3,,58.6,76.4,0,0,0,,0.0,0,0,0,39.6,0,0,17,0,30,57,2,0,0,2,0,32,55,0,27,6,0,1,1,0,0,0,0,
Tony Jefferson,8361,S,NYG,1,0,0,100.0,0,0,21,55.6,52.0,74.4,52.1,,26.2,0,0,0,7,50.0,1,0,0,93.8,2,0,13,0,15,23,8,0,0,8,0,1,15,8,0,1,0,1,2,0,0,13,6,6.5
Chris Banjo,8419,S,ARZ,1,0,0,,0,0,1,62.1,65.4,69.9,,60.0,76.7,0,0,0,,0.0,0,0,0,0.0,0,0,2,0,4,7,0,0,0,0,0,3,7,0,3,2,1,1,0,0,0,0,0,
Mike Purcell,8530,DI,DEN,1,0,0,,0,0,10,60.0,64.1,77.1,52.6,75.3,24.9,0,0,0,,50.0,2,0,0,0.0,0,0,0,0,0,31,31,19,12,0,0,0,0,17,14,0,1,2,0,0,0,0,0,
Khalil Mack,8640,ED,LAC,1,1,0,,0,0,27,61.5,62.0,78.1,66.1,50.2,72.0,0,4,0,,0.0,0,0,0,0.0,0,1,0,0,2,42,41,0,0,40,1,0,1,27,13,1,1,0,0,5,0,0,0,
Anthony Barr,8644,LB,DAL,1,3,0,50.0,0,0,9,49.3,64.5,77.5,54.2,80.6,79.5,0,0,0,20,0.0,0,0,0,85.4,1,0,45,0,29,55,6,0,0,6,0,0,49,3,23,4,4,4,2,0,0,20,20,20.0
C.J. Mosley,8652,LB,NYJ,1,2,0,66.7,0,0,22,75.1,85.1,76.9,60.0,81.4,83.9,0,1,0,9,0.0,0,0,0,70.1,4,0,66,0,36,72,1,0,0,1,0,0,71,1,35,5,5,9,6,1,0,16,23,4.0
Jimmie Ward,8665,S,SF,1,1,0,100.0,0,0,28,69.0,72.7,75.1,54.6,81.5,81.3,0,0,1,20,0.0,0,0,0,96.9,4,0,4,1,26,46,0,0,0,0,0,0,46,2,18,41,3,4,4,0,1,29,16,7.3
Bradley Roby,8666,CB,NO,1,0,0,57.1,0,0,20,49.4,47.6,76.7,,45.0,27.5,0,0,0,18,40.0,2,1,0,77.1,4,0,0,11,31,53,0,0,0,0,0,0,53,0,22,42,1,3,7,0,0,46,7,11.5
Demarcus Lawrence,8669,ED,DAL,1,1,0,,1,0,9,60.6,47.0,0.0,55.3,53.2,73.5,0,4,0,,0.0,0,0,1,0.0,0,0,0,0,1,45,45,0,1,39,5,0,0,30,14,0,3,3,0,4,0,0,0,
Kyle Van Noy,8675,ED,LAC,1,0,0,100.0,0,0,27,78.1,87.3,77.9,75.9,67.1,72.4,1,3,0,-9,0.0,0,0,0,79.2,1,1,3,0,3,40,36,0,0,36,0,0,4,26,11,1,2,1,1,5,0,-9,0,-9.0
Christian Kirksey,8706,LB,HST,1,2,0,100.0,0,0,13,51.9,45.2,75.6,55.7,48.5,56.0,0,0,0,15,12.5,1,0,0,103.3,5,0,55,1,27,61,1,0,0,1,0,2,60,2,32,2,1,5,5,0,0,44,12,8.8
Justin Ellis,8742,DI,NYG,1,0,0,,0,0,21,,56.5,74.6,57.3,57.9,65.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,11,11,11,0,0,0,0,0,7,4,0,1,1,0,0,0,0,0,
DaQuan Jones,8747,DI,BUF,1,0,0,,0,0,4,60.0,75.5,76.5,69.4,69.1,69.6,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,35,35,2,26,0,7,0,0,18,17,0,1,3,0,1,0,0,0,
Brent Urban,8769,DI,BLT,1,1,0,,0,0,3,57.1,44.3,76.3,52.1,60.4,69.1,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,28,28,0,14,6,8,0,0,12,16,0,0,1,0,0,0,0,0,
Shelby Harris,8869,DI,SEA,1,3,0,,0,0,29,60.0,62.1,76.0,47.2,70.9,41.4,0,1,0,,16.7,1,0,0,0.0,0,0,0,0,0,34,34,0,26,2,6,0,0,20,14,0,1,2,0,1,0,0,0,
Denico Autry,8982,ED,TEN,1,1,1,,0,1,31,67.4,81.0,79.8,62.9,65.1,42.4,1,5,0,,14.3,1,0,0,0.0,0,1,0,0,0,43,43,0,0,34,9,0,0,27,16,0,6,5,0,7,0,0,0,
Adrian Phillips,9177,S,NE,1,1,0,,0,0,19,70.1,73.4,76.6,58.3,64.7,76.7,0,0,0,,0.0,0,0,0,0.0,0,0,17,0,30,37,9,0,0,9,0,11,28,1,6,0,0,2,0,0,0,0,0,
Daniel Sorensen,9253,S,NO,1,2,0,0.0,0,0,20,40.9,48.1,75.1,,75.2,85.6,0,0,1,,0.0,0,0,0,0.0,0,0,4,1,24,41,0,0,0,0,0,35,41,0,17,1,0,4,2,0,0,0,0,
Joe Thomas,9272,LB,CHI,1,2,0,60.0,0,0,6,61.7,60.4,77.2,52.5,60.1,37.0,0,0,0,11,22.2,2,0,0,69.6,3,0,61,0,32,64,0,0,0,0,0,0,64,4,28,3,3,5,5,0,0,21,9,7.0
Mike Pennel,9316,DI,CHI,1,0,0,,0,0,6,,59.1,75.3,53.9,61.2,70.0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,24,24,3,21,0,0,0,0,9,15,0,2,2,0,0,0,0,0,
K'Waun Williams,9332,CB,DEN,1,0,0,100.0,0,0,10,33.6,39.6,74.3,56.6,65.1,79.5,0,0,0,16,0.0,0,0,0,118.8,4,0,4,4,14,31,2,0,0,2,0,0,29,3,14,21,0,3,4,0,0,51,31,12.8
Dante Fowler Jr.,9436,ED,DAL,1,0,0,,0,0,9,,52.6,76.0,61.1,60.0,,0,4,0,,,0,0,0,0.0,0,0,0,0,0,19,19,0,0,13,6,0,0,17,2,0,0,0,0,4,0,0,0,
Leonard Williams,9439,DI,NYG,1,1,0,,0,0,21,,50.0,0.0,75.3,49.1,40.9,2,1,0,,25.0,1,0,2,0.0,0,2,0,0,0,45,45,2,30,2,11,0,0,31,14,0,3,2,0,5,0,0,0,
Danny Shelton,9445,DI,KC,1,0,0,,0,0,16,58.0,47.6,72.8,57.2,57.6,,0,0,0,,,0,0,0,0.0,0,0,0,0,2,9,9,1,8,0,0,0,0,4,3,0,0,0,0,0,0,0,0,
Arik Armstead,9450,DI,SF,1,0,0,,0,0,28,,72.3,78.1,74.0,62.2,,1,6,0,,,0,0,0,0.0,0,0,1,0,0,48,47,1,32,0,14,0,1,24,24,0,0,0,0,7,0,0,0,
Bud Dupree,9455,ED,TEN,1,0,0,,0,0,31,,64.6,76.1,63.7,60.0,,1,3,0,,,0,0,0,0.0,0,0,0,0,0,29,29,0,0,29,0,0,0,19,10,0,0,0,0,4,0,0,0,
Shaq Thompson,9458,LB,CAR,1,1,0,87.5,0,0,5,46.4,53.0,76.8,55.9,76.8,49.8,0,0,0,18,14.3,1,0,0,132.3,7,0,54,1,48,66,1,0,0,1,0,1,65,2,16,9,3,5,8,0,1,50,35,7.1
Landon Collins,9466,S,NYG,1,0,0,75.0,0,0,21,75.5,82.4,73.3,71.4,61.4,40.5,0,0,0,5,25.0,1,1,0,78.1,3,1,21,1,23,33,5,0,0,5,0,2,28,8,2,4,3,3,4,1,0,13,7,4.3
Preston Smith,9471,ED,GB,1,0,0,100.0,0,1,12,64.2,90.0,77.3,90.7,66.8,75.2,1,0,0,8,0.0,0,0,0,100.0,1,1,0,0,4,38,38,0,0,38,0,0,0,18,16,0,3,4,1,2,0,8,10,8.0
Eric Kendricks,9478,LB,MIN,1,3,1,100.0,0,0,18,63.1,59.9,76.3,71.8,49.1,59.6,0,1,0,8,10.0,1,0,0,89.2,5,0,50,0,38,56,4,0,0,4,0,0,52,3,15,2,1,6,5,1,0,27,33,5.4
Eric Rowe,9480,S,MIA,1,0,0,83.3,0,0,17,63.9,65.6,73.1,75.9,56.3,81.0,0,0,0,31,0.0,0,1,0,113.9,5,1,25,5,33,53,0,0,0,0,0,3,53,1,19,20,2,6,6,1,0,68,27,13.6
Denzel Perryman,9481,LB,LV,1,2,0,0.0,0,0,23,72.9,80.1,74.3,59.3,75.1,78.6,0,0,1,,0.0,0,0,0,0.0,0,0,47,0,29,49,1,0,0,1,0,0,48,1,19,1,1,2,3,0,0,0,0,
Jordan Phillips,9485,DI,BUF,1,0,0,,0,0,4,,75.4,74.4,57.1,73.4,68.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,15,15,1,13,1,0,0,0,5,10,0,2,2,0,0,0,0,0,
Markus Golden,9491,ED,ARZ,1,4,0,100.0,0,0,1,48.3,52.6,78.7,51.8,63.3,74.9,0,0,0,10,0.0,0,0,0,108.3,1,0,1,0,5,63,62,0,0,62,0,0,1,38,20,0,0,0,1,0,0,10,4,10.0
Randy Gregory,9493,ED,DEN,1,1,0,,0,0,10,53.7,28.4,0.0,51.1,67.1,34.9,0,0,0,,33.3,1,0,2,0.0,0,0,1,0,1,11,10,0,0,10,0,0,1,8,2,0,0,1,0,0,0,0,0,
Frank Clark,9496,ED,KC,1,0,0,,0,0,16,,67.8,80.5,59.7,71.2,72.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,58,58,0,0,55,3,0,0,39,19,0,2,2,0,0,0,0,0,
P.J. Williams,9511,S,NO,1,0,0,,0,0,20,62.9,66.0,72.2,,60.0,80.7,0,0,0,,0.0,0,0,0,0.0,0,0,2,0,13,14,0,0,0,0,0,12,14,0,1,0,0,2,0,0,0,0,0,
Jordan Hicks,9517,LB,MIN,1,2,0,75.0,0,0,18,67.5,64.8,75.8,66.0,52.5,80.9,0,1,0,32,0.0,0,1,0,116.7,3,0,38,0,32,46,8,0,0,8,0,0,38,1,13,0,6,8,4,1,0,53,56,17.7
Danielle Hunter,9521,ED,MIN,1,0,0,,0,1,18,61.3,91.8,80.2,90.9,71.8,76.3,1,5,0,,0.0,0,0,0,0.0,0,3,1,0,1,57,56,0,0,55,1,0,1,44,12,0,2,4,0,9,0,0,0,
Carl Davis,9523,DI,NE,1,1,0,,0,0,19,60.0,55.4,0.0,57.1,69.7,69.0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,13,13,13,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,
Henry Anderson,9526,ED,CAR,1,0,0,,0,0,5,,54.2,76.7,52.1,59.6,69.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,18,18,0,2,15,1,0,0,11,7,0,1,1,0,0,0,0,0,
Steven Nelson,9531,CB,HST,1,1,0,,0,0,13,75.9,66.4,78.2,,35.6,27.4,0,0,0,,50.0,2,0,0,0.0,0,0,0,54,29,61,2,0,0,2,0,0,59,0,32,5,0,1,0,0,0,0,0,
Za'Darius Smith,9555,ED,MIN,1,0,0,,0,0,18,,79.1,79.9,75.7,61.5,,3,3,0,,,0,0,0,0.0,0,0,11,0,0,54,43,0,2,37,4,0,11,42,12,0,0,0,0,6,0,0,0,
Kwon Alexander,9557,LB,NYJ,1,1,0,100.0,0,0,22,66.3,69.6,72.0,67.0,63.2,73.3,1,1,0,7,0.0,0,0,0,95.8,1,0,20,0,7,34,6,0,0,6,0,0,28,3,24,8,0,0,1,2,0,7,3,7.0
Damien Wilson,9560,LB,CAR,1,0,0,,0,0,5,60.0,78.9,66.0,,68.3,71.4,0,0,0,,0.0,0,0,0,0.0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,
Grady Jarrett,9570,DI,ATL,1,0,0,,0,0,2,,40.9,77.7,58.0,39.8,66.8,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,44,44,14,24,1,5,0,0,16,28,0,1,1,0,1,0,0,0,
Adrian Amos,9575,S,GB,1,2,0,100.0,0,0,12,44.3,48.1,76.0,,73.1,89.8,0,0,0,52,0.0,0,0,0,118.8,2,0,9,0,29,50,0,0,0,0,0,38,50,0,21,3,0,9,2,0,0,68,3,34.0
Bobby McCain,9578,S,WAS,1,1,0,,0,0,32,68.7,57.3,73.7,74.3,28.8,29.9,0,1,0,,33.3,1,0,0,0.0,0,0,7,0,16,34,2,0,0,2,0,3,32,3,15,22,0,1,0,1,0,0,0,
Tyeler Davison,9587,DI,LAC,1,0,0,,0,0,27,,63.2,72.6,62.4,60.1,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,10,10,0,8,0,2,0,0,7,3,0,0,0,0,0,0,0,0,
David Mayo,9602,LB,WAS,1,3,0,100.0,0,0,32,55.5,57.0,75.9,59.1,60.4,82.5,0,1,0,33,0.0,0,0,0,158.3,2,0,46,0,22,46,0,0,0,0,0,0,46,1,23,0,3,5,2,1,1,38,35,19.0
Quandre Diggs,9633,S,SEA,1,0,0,0.0,0,0,29,70.2,76.2,76.5,,69.5,75.2,0,0,0,,0.0,0,0,0,39.6,0,0,10,1,33,53,1,0,0,1,0,38,52,0,20,3,0,1,1,0,0,0,0,
Rakeem Nunez-Roches,9650,DI,TB,1,0,0,,0,0,30,58.9,51.2,76.7,56.4,51.6,68.7,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,2,44,44,12,25,1,6,0,0,22,20,0,0,2,0,0,0,0,0,
Troy Hill,9881,CB,LA,1,1,0,57.1,0,0,26,30.2,37.3,77.8,,80.5,78.1,0,0,0,36,0.0,0,0,1,92.6,4,0,3,59,44,62,0,0,0,0,0,0,62,0,18,0,2,3,7,0,0,72,9,18.0
DeShawn Williams,9891,DI,DEN,1,0,0,,0,0,10,60.0,59.8,76.2,59.1,58.8,30.0,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,33,33,0,18,0,15,0,0,13,20,0,2,3,0,0,0,0,0,
Alex Singleton,9994,LB,DEN,1,5,0,100.0,0,0,10,68.0,60.1,76.1,68.2,49.2,85.6,0,1,0,11,0.0,0,0,0,100.0,2,0,54,0,24,57,1,0,0,1,0,0,56,2,31,2,7,15,2,1,0,16,5,8.0
Bryce Callahan,10000,CB,LAC,1,0,0,83.3,0,0,27,65.4,65.6,74.9,57.3,65.0,80.5,0,1,0,19,0.0,0,0,0,105.6,5,0,2,0,32,43,0,0,0,0,0,0,43,2,9,41,2,5,6,1,0,56,22,11.2
T.Y. McGill,10156,DI,SF,1,1,0,,0,0,28,,54.7,74.5,64.0,52.4,23.6,0,1,0,,66.7,2,0,0,0.0,0,0,0,0,0,22,22,0,20,0,2,0,0,8,14,0,0,0,0,1,0,0,0,
Efe Obada,10235,ED,WAS,1,0,0,,0,0,32,,60.2,74.8,54.7,62.6,69.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,10,10,0,1,8,1,0,0,4,6,0,1,1,0,0,0,0,0,
Jalen Ramsey,10639,CB,LA,1,1,0,50.0,0,0,26,65.5,69.6,77.7,74.3,70.0,78.7,0,1,1,23,0.0,0,1,1,36.7,5,0,3,37,42,67,0,0,0,0,0,1,67,2,23,26,1,4,10,1,0,78,26,15.6
DeForest Buckner,10641,DI,IND,1,0,0,,0,1,14,61.0,68.5,77.9,71.7,57.2,71.2,0,3,0,,0.0,0,0,0,0.0,0,2,0,0,1,48,48,1,44,0,3,0,0,26,21,0,4,3,0,5,0,0,0,
Leonard Floyd,10643,ED,LA,1,0,0,,0,0,26,85.2,88.4,78.6,65.5,54.4,72.0,2,3,0,,0.0,0,0,0,0.0,0,1,3,0,2,49,45,0,0,45,0,0,4,35,12,1,1,1,0,6,0,0,0,
Eli Apple,10644,CB,CIN,1,0,0,0.0,0,0,7,69.7,64.8,78.7,,39.1,23.2,0,0,0,,100.0,1,1,1,39.6,0,0,0,56,40,56,0,0,0,0,0,0,56,0,16,0,0,0,1,0,0,0,0,
Sheldon Rankins,10646,DI,NYJ,1,0,0,,0,0,22,,69.3,77.2,57.6,70.2,70.7,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,3,19,0,21,0,0,20,23,0,1,3,0,2,0,0,0,
Keanu Neal,10651,S,TB,1,1,0,0.0,0,0,30,75.1,78.8,71.3,58.3,61.1,72.8,0,0,1,,0.0,0,0,0,0.0,0,0,2,1,5,9,2,0,0,2,0,3,7,1,3,1,0,0,1,0,0,0,0,
Shaq Lawson,10653,ED,BUF,1,2,0,,0,0,4,60.0,64.6,79.3,48.6,75.4,73.8,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,43,43,0,0,38,5,0,0,25,18,0,1,2,0,1,0,0,0,
