,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
William & Mary,2022-02-10 17:00:00,1200,240.00,18.0,17.39,138.0,20.00,7.4,60.0,78.0
Towson,2022-02-10 17:00:00,-2500,0.80,-18.0,19.05,138.0,16.67,92.6,78.0,60.0
Mount St. Mary's,2022-02-10 17:00:00,310,62.00,8.0,18.18,126.5,18.18,23.3,59.3,67.3
Wagner,2022-02-10 17:00:00,-410,4.88,-8.0,18.18,126.5,18.18,76.7,67.3,59.3
Georgia Southern,2022-02-10 18:30:00,220,44.00,6.5,18.18,127.0,19.05,29.9,60.3,66.8
Appalachian State,2022-02-10 18:30:00,-275,7.27,-6.5,18.18,127.0,17.39,70.1,66.8,60.3
Georgia State,2022-02-10 19:00:00,-125,16.00,-2.0,19.05,138.0,18.18,53.2,70.0,68.0
Coastal Carolina,2022-02-10 19:00:00,105,21.00,2.0,17.39,138.0,18.18,46.8,68.0,70.0
Arkansas State,2022-02-10 19:00:00,125,25.00,3.0,17.39,137.0,18.18,42.9,67.0,70.0
Troy,2022-02-10 19:00:00,-145,13.79,-3.0,19.05,137.0,18.18,57.1,70.0,67.0
Northeastern,2022-02-10 19:00:00,230,46.00,6.5,18.18,136.0,16.67,29.0,64.8,71.3
Delaware,2022-02-10 19:00:00,-290,6.90,-6.5,18.18,136.0,20.00,71.0,71.3,64.8
Hofstra,2022-02-10 19:00:00,100,20.00,1.5,17.39,146.0,19.05,47.8,72.3,73.8
Drexel,2022-02-10 19:00:00,-120,16.67,-1.5,19.05,146.0,17.39,52.2,73.8,72.3
Elon,2022-02-10 19:00:00,215,43.00,6.0,18.18,141.0,16.67,30.4,67.5,73.5
James Madison,2022-02-10 19:00:00,-265,7.55,-6.0,18.18,141.0,20.00,69.6,73.5,67.5
Louisiana Tech,2022-02-10 19:00:00,-160,12.50,-3.5,18.18,142.0,18.18,59.6,72.8,69.3
UNC-Charlotte,2022-02-10 19:00:00,140,28.00,3.5,18.18,142.0,18.18,40.4,69.3,72.8
Old Dominion,2022-02-10 19:00:00,185,37.00,5.5,17.39,136.0,19.05,33.6,65.3,70.8
Middle Tennessee St.,2022-02-10 19:00:00,-225,8.89,-5.5,19.05,136.0,17.39,66.4,70.8,65.3
Southern Mississippi,2022-02-10 19:00:00,2000,400.00,23.5,17.39,139.5,18.18,4.6,58.0,81.5
UAB,2022-02-10 19:00:00,-5000,0.40,-23.5,19.05,139.5,18.18,95.4,81.5,58.0
St. Francis (Pa.),2022-02-10 19:00:00,-135,14.81,-2.0,18.18,147.0,18.18,55.3,74.5,72.5
Fairleigh-Dickinson,2022-02-10 19:00:00,115,23.00,2.0,18.18,147.0,18.18,44.7,72.5,74.5
Bryant,2022-02-10 19:00:00,-200,10.00,-4.5,18.18,153.5,18.18,64.3,79.0,74.5
Sacred Heart,2022-02-10 19:00:00,170,34.00,4.5,18.18,153.5,18.18,35.7,74.5,79.0
North Dakota State,2022-02-10 19:00:00,,,,,,,,,
Western Illinois,2022-02-10 19:00:00,,,,,,,,,
Iowa,2022-02-10 19:00:00,-155,12.90,-3.5,18.18,147.0,18.18,58.8,75.3,71.8
Maryland,2022-02-10 19:00:00,135,27.00,3.5,18.18,147.0,18.18,41.2,71.8,75.3
Florida International,2022-02-10 19:00:00,170,34.00,5.0,19.05,150.5,18.18,35.7,72.8,77.8
Marshall,2022-02-10 19:00:00,-200,10.00,-5.0,17.39,150.5,18.18,64.3,77.8,72.8
Indiana State,2022-02-10 19:00:00,-170,11.76,-4.0,17.39,130.0,18.18,61.2,67.0,63.0
Evansville,2022-02-10 19:00:00,150,30.00,4.0,19.05,130.0,18.18,38.8,63.0,67.0
St. Francis (NY),2022-02-10 19:00:00,245,49.00,6.5,18.18,146.5,18.18,27.7,70.0,76.5
LIU-Brooklyn,2022-02-10 19:00:00,-310,6.45,-6.5,18.18,146.5,18.18,72.3,76.5,70.0
