,,Win,,Cover,,Total Points,,Implied,Implied Score,
Citadel,2022-02-10 19:00:00,250,50.00,7.5,18.18,140.0,19.05,27.3,66.3,73.8
UNC-Greensboro,2022-02-10 19:00:00,-320,6.25,-7.5,18.18,140.0,17.39,72.7,73.8,66.3
Mercer,2022-02-10 19:00:00,155,31.00,4.5,18.18,148.0,19.05,37.9,71.8,76.3
VMI,2022-02-10 19:00:00,-180,11.11,-4.5,18.18,148.0,17.39,62.1,76.3,71.8
USC Upstate,2022-02-10 19:00:00,270,54.00,7.5,18.18,144.0,18.18,25.8,68.3,75.8
Longwood,2022-02-10 19:00:00,-350,5.71,-7.5,18.18,144.0,18.18,74.2,75.8,68.3
Illinois-Chicago,2022-02-10 19:00:00,,,,,,,,,
Cleveland State,2022-02-10 19:00:00,,,,,,,,,
IUPUI,2022-02-10 19:00:00,1500,300.00,19.5,18.18,122.5,19.05,6.0,51.5,71.0
IPFW,2022-02-10 19:00:00,-3500,0.57,-19.5,18.18,122.5,17.39,94.0,71.0,51.5
Central Connecticut,2022-02-10 19:00:00,215,43.00,6.0,18.18,121.5,18.18,30.4,57.8,63.8
Merrimack,2022-02-10 19:00:00,-265,7.55,-6.0,18.18,121.5,18.18,69.6,63.8,57.8
Ohio,2022-02-10 19:00:00,-900,2.22,-13.5,20.00,141.0,19.05,86.3,77.3,63.8
Central Michigan,2022-02-10 19:00:00,600,120.00,13.5,16.67,141.0,17.39,13.7,63.8,77.3
Texas-Arlington,2022-02-10 19:30:00,-110,18.18,1.5,19.05,131.0,18.18,50.0,64.8,66.3
Louisiana-Monroe,2022-02-10 19:30:00,-110,18.18,-1.5,17.39,131.0,18.18,50.0,66.3,64.8
Arkansas-Little Rock,2022-02-10 20:00:00,800,160.00,15.0,17.39,136.5,18.18,10.6,60.8,75.8
South Alabama,2022-02-10 20:00:00,-1375,1.45,-15.0,19.05,136.5,18.18,89.4,75.8,60.8
Texas State,2022-02-10 20:00:00,105,21.00,1.0,20.00,134.0,20.00,46.8,66.5,67.5
Louisiana-Lafayette,2022-02-10 20:00:00,-125,16.00,-1.0,16.67,134.0,16.67,53.2,67.5,66.5
Florida Atlantic,2022-02-10 20:00:00,175,35.00,4.5,17.39,142.0,16.67,34.9,68.8,73.3
Western Kentucky,2022-02-10 20:00:00,-210,9.52,-4.5,19.05,142.0,20.00,65.1,73.3,68.8
Texas A&M-Corpus Christi,2022-02-10 20:00:00,135,27.00,2.5,18.18,148.5,18.18,41.2,73.0,75.5
New Orleans,2022-02-10 20:00:00,-155,12.90,-2.5,18.18,148.5,18.18,58.8,75.5,73.0
South Dakota,2022-02-10 20:00:00,-260,7.69,-6.0,18.18,149.5,19.05,69.1,77.8,71.8
Omaha,2022-02-10 20:00:00,210,42.00,6.0,18.18,149.5,17.39,30.9,71.8,77.8
Stephen F. Austin,2022-02-10 20:00:00,,,,,,,,,
Chicago State,2022-02-10 20:00:00,,,,,,,,,
Morehead State,2022-02-10 20:00:00,385,77.00,10.0,18.18,144.0,17.39,19.7,67.0,77.0
Belmont,2022-02-10 20:00:00,-525,3.81,-10.0,18.18,144.0,19.05,80.3,77.0,67.0
Tennessee-Martin,2022-02-10 20:00:00,,,,,,,,,
SIU-Edwardsville,2022-02-10 20:00:00,,,,,,,,,
Grand Canyon,2022-02-10 20:00:00,100,20.00,1.0,20.00,130.5,18.18,47.8,64.8,65.8
Utah Valley,2022-02-10 20:00:00,-120,16.67,-1.0,16.67,130.5,18.18,52.2,65.8,64.8
Incarnate Word,2022-02-10 20:00:00,750,150.00,14.5,18.18,142.5,18.18,11.3,64.0,78.5
Nicholls State,2022-02-10 20:00:00,-1250,1.60,-14.5,18.18,142.5,18.18,88.7,78.5,64.0
Duke,2022-02-10 20:00:00,-275,7.27,-6.5,19.05,142.0,18.18,70.1,74.3,67.8
Clemson,2022-02-10 20:00:00,220,44.00,6.5,17.39,142.0,18.18,29.9,67.8,74.3
SE Missouri State,2022-02-10 20:30:00,135,27.00,3.0,18.18,142.5,19.05,41.2,69.8,72.8
Austin Peay,2022-02-10 20:30:00,-155,12.90,-3.0,18.18,142.5,17.39,58.8,72.8,69.8
Houston Baptist,2022-02-10 20:30:00,215,43.00,6.0,18.18,153.5,18.18,30.4,73.8,79.8
Northwestern State,2022-02-10 20:30:00,-265,7.55,-6.0,18.18,153.5,18.18,69.6,79.8,73.8
Tennessee Tech,2022-02-10 20:30:00,,,,,,,,,
Eastern Illinois,2022-02-10 20:30:00,,,,,,,,,
Murray State,2022-02-10 20:30:00,-1250,1.60,-14.5,18.18,138.5,18.18,88.7,76.5,62.0
Tennessee State,2022-02-10 20:30:00,750,150.00,14.5,18.18,138.5,18.18,11.3,62.0,76.5
San Diego,2022-02-10 21:00:00,850,170.00,15.0,19.05,128.0,18.18,10.1,56.5,71.5
St. Mary's (CAL),2022-02-10 21:00:00,-1500,1.33,-15.0,17.39,128.0,18.18,89.9,71.5,56.5
Pacific,2022-02-10 21:00:00,3300,660.00,32.5,18.18,155.5,20.00,2.9,61.5,94.0
Gonzaga,2022-02-10 21:00:00,-10000,0.20,-32.5,18.18,155.5,16.67,97.1,94.0,61.5
Weber State,2022-02-10 21:00:00,-170,11.76,-4.0,18.18,159.0,17.39,61.2,81.5,77.5
Eastern Washington,2022-02-10 21:00:00,150,30.00,4.0,18.18,159.0,19.05,38.8,77.5,81.5
Idaho State,2022-02-10 21:00:00,140,28.00,3.5,18.18,141.0,18.18,40.4,68.8,72.3
Idaho,2022-02-10 21:00:00,-160,12.50,-3.5,18.18,141.0,18.18,59.6,72.3,68.8
Northern Arizona,2022-02-10 21:00:00,525,105.00,12.0,18.18,134.5,18.18,15.3,61.3,73.3
Montana,2022-02-10 21:00:00,-760,2.63,-12.0,18.18,134.5,18.18,84.7,73.3,61.3
Portland State,2022-02-10 21:00:00,350,70.00,9.5,17.39,142.5,18.18,21.2,66.5,76.0
Montana State,2022-02-10 21:00:00,-475,4.21,-9.5,19.05,142.5,18.18,78.8,76.0,66.5
South Dakota State,2022-02-10 21:00:00,-800,2.50,-12.5,18.18,155.0,17.39,85.2,83.8,71.3
Denver,2022-02-10 21:00:00,550,110.00,12.5,18.18,155.0,19.05,14.8,71.3,83.8
Stanford,2022-02-10 21:00:00,300,60.00,8.5,18.18,139.5,19.05,23.8,65.5,74.0
Oregon,2022-02-10 21:00:00,-400,5.00,-8.5,18.18,139.5,17.39,76.2,74.0,65.5
Arizona,2022-02-10 21:00:00,-265,7.55,-6.5,18.18,143.5,18.18,69.6,75.0,68.5
Washington State,2022-02-10 21:00:00,215,43.00,6.5,18.18,143.5,18.18,30.4,68.5,75.0
McNeese State,2022-02-10 21:00:00,185,37.00,5.0,18.18,152.5,18.18,33.6,73.8,78.8
SE Louisiana,2022-02-10 21:00:00,-225,8.89,-5.0,18.18,152.5,18.18,66.4,78.8,73.8
New Mexico State,2022-02-10 21:00:00,-550,3.64,-10.0,17.39,144.0,17.39,80.9,77.0,67.0
Dixie State,2022-02-10 21:00:00,400,80.00,10.0,19.05,144.0,19.05,19.1,67.0,77.0
Purdue,2022-02-10 21:00:00,-155,12.90,-3.0,17.39,145.0,18.18,58.8,74.0,71.0
Michigan,2022-02-10 21:00:00,135,27.00,3.0,19.05,145.0,18.18,41.2,71.0,74.0
Northern Colorado,2022-02-10 22:00:00,-255,7.84,-6.0,18.18,140.5,16.67,68.7,73.3,67.3
Sacramento State,2022-02-10 22:00:00,205,41.00,6.0,18.18,140.5,20.00,31.3,67.3,73.3
Lamar,2022-02-10 22:00:00,525,105.00,12.5,17.39,143.5,20.00,15.3,65.5,78.0
California Baptist,2022-02-10 22:00:00,-760,2.63,-12.5,19.05,143.5,16.67,84.7,78.0,65.5
Cal State-Northridge,2022-02-10 22:00:00,155,31.00,4.0,19.05,125.5,17.39,37.9,60.8,64.8
Cal-Poly San Luis Obispo,2022-02-10 22:00:00,-180,11.11,-4.0,17.39,125.5,19.05,62.1,64.8,60.8
UC Riverside,2022-02-10 22:00:00,160,32.00,4.5,17.39,123.0,17.39,37.0,59.3,63.8
UC Irvine,2022-02-10 22:00:00,-190,10.53,-4.5,19.05,123.0,19.05,63.0,63.8,59.3
Texas Rio Grande Valley,2022-02-10 22:00:00,600,120.00,13.5,18.18,154.5,18.18,13.7,70.5,84.0
Seattle,2022-02-10 22:00:00,-900,2.22,-13.5,18.18,154.5,18.18,86.3,84.0,70.5
Cal-Santa Barbara,2022-02-10 22:00:00,-155,12.90,-3.5,20.00,127.0,17.39,58.8,65.3,61.8
Cal State Bakersfield,2022-02-10 22:00:00,135,27.00,3.5,16.67,127.0,19.05,41.2,61.8,65.3
BYU,2022-02-10 23:00:00,-320,6.25,-7.0,18.18,139.5,20.00,72.7,73.3,66.3
Loyola Marymount,2022-02-10 23:00:00,250,50.00,7.0,18.18,139.5,16.67,27.3,66.3,73.3
Pepperdine,2022-02-10 23:00:00,1300,260.00,19.0,16.67,144.5,18.18,6.9,62.8,81.8
San Francisco,2022-02-10 23:00:00,-3000,0.67,-19.0,20.00,144.5,18.18,93.1,81.8,62.8
Arizona State,2022-02-10 23:00:00,110,22.00,1.5,19.05,138.0,19.05,45.7,68.3,69.8
Washington,2022-02-10 23:00:00,-130,15.38,-1.5,17.39,138.0,17.39,54.3,69.8,68.3
