player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,6,10,0,3,0,,,6.2,,,0,0,,62.4,0,,100.0,1,0,0.0,0,4,40.0,65,0,0,0,0,0,0,0.0,,0,0,,,4.5,,,0,0,,58.9,0,,100.0,1,0,0.0,0,4,40.0,88,1,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,6,7,0,24,0,,,3.2,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,31,1,0,0,0,0,0,0.0,,0,2,-1.5,100.0,8.6,3.0,3.0,0,0,0.0,87.7,0,2,0.0,0,0,79.2,2,6,85.7,70,3,2,2,0,2,5,0.3,1.0
Jason Pierre-Paul,5540,ED,BLT,3,3,0,3,0,,,9.7,,,0,0,,65.9,0,,0.0,0,0,0.0,0,3,100.0,31,0,2,0,0,0,0,0.0,,0,0,1.0,100.0,0.0,0.0,0.0,0,0,0.0,60.0,0,8,,0,0,100.0,1,0,0.0,46,1,0,1,0,8,7,,8.0
Kareem Jackson,5545,S,DEN,6,273,0,10,0,4.7,66.7,100.0,27.0,18.0,0,3,100.0,76.5,0,5,0.0,0,2,109.7,2,59,21.6,59,2,3,3,1,8,2,0.1,4.0,0,0,10.7,57.1,100.0,35.0,20.0,0,0,0.0,61.0,0,17,30.0,3,0,71.1,4,149,54.6,149,0,7,7,0,36,15,0.3,9.0
Devin McCourty,5552,S,NE,6,223,0,19,0,9.7,100.0,100.0,35.7,35.7,0,0,0.0,60.0,0,16,0.0,0,0,145.1,3,110,49.3,110,0,8,3,2,28,6,0.3,9.3,0,0,23.0,100.0,99.0,97.0,97.0,0,0,0.0,56.6,0,24,0.0,0,0,118.8,1,99,44.4,100,0,8,1,0,24,1,0.2,24.0
Jerry Hughes,5556,ED,HST,5,2,0,13,0,,,3.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,50.0,33,2,0,0,0,0,0,0.0,,0,0,,,1.1,,,0,0,,68.2,1,,66.7,2,0,0.0,0,1,50.0,91,3,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,6,11,0,16,1,,,3.0,,,0,0,,60.1,0,,50.0,1,0,0.0,0,1,9.1,33,1,0,0,0,0,0,0.0,,0,0,8.0,100.0,15.3,9.0,9.0,0,0,0.0,54.4,0,8,0.0,0,0,100.0,1,9,81.8,59,0,1,1,0,8,0,0.9,8.0
Von Miller,6154,ED,BUF,6,2,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,40,2,0,0,0,0,0,,,0,0,,,2.1,,,0,0,,78.7,0,,33.3,1,0,0.0,0,2,100.0,96,6,2,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,6,254,0,18,0,18.3,0.0,100.0,,7.7,0,1,33.3,90.4,0,,,0,1,39.6,0,27,10.6,27,0,0,3,0,0,0,0.0,,0,0,14.1,43.8,100.0,18.7,8.2,0,3,18.8,63.5,1,23,10.0,1,3,39.6,7,139,54.7,139,0,9,16,0,104,28,0.8,14.9
Robert Quinn,6166,ED,CHI,6,5,0,6,0,,,6.4,,,0,0,,60.7,0,,,0,0,0.0,0,3,60.0,47,0,0,0,0,0,0,0.0,,0,0,3.0,100.0,2.1,2.0,2.0,0,0,0.0,56.9,0,13,,0,0,118.8,1,2,40.0,96,1,0,1,0,13,10,6.5,13.0
