team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PIT,25,6,233,6,29,233,90.3,40,5
PHI,24,6,221,4,32,221,90.0,40,4
NO,20,6,221,9,25,221,89.1,41,7
TB,30,6,256,13,31,256,89.1,50,6
JAX,15,6,220,9,30,220,88.9,44,5
CLV,8,6,224,6,33,224,88.6,45,6
ATL,2,6,165,5,20,165,88.2,32,7
CAR,5,6,209,5,31,209,88.0,43,7
BLT,3,6,208,5,29,208,88.0,42,8
DEN,10,6,230,7,32,230,88.0,47,8
BUF,4,6,278,10,48,278,87.8,63,5
SF,28,6,195,7,35,195,87.7,45,3
GB,12,6,234,7,35,234,87.6,50,8
NE,19,6,194,6,26,194,86.6,42,10
HST,13,5,179,8,27,179,86.3,42,7
LAC,27,6,272,16,52,272,86.0,72,4
IND,14,6,278,15,40,278,85.4,68,13
LV,23,5,204,13,35,204,85.3,54,6
CIN,7,6,265,15,38,265,85.1,66,13
ARZ,1,6,283,8,57,283,85.0,75,10
MIN,18,6,241,18,37,241,84.9,64,9
KC,16,6,258,12,52,258,84.9,71,7
WAS,32,6,266,13,40,266,84.0,69,16
DAL,9,6,196,17,38,196,83.9,59,4
SEA,29,6,210,11,37,210,83.8,58,10
NYG,21,6,207,7,42,207,83.3,59,10
NYJ,22,6,251,14,55,251,83.1,77,8
DET,11,5,198,12,43,198,83.1,61,6
MIA,17,6,241,17,52,241,82.4,77,8
TEN,31,5,148,13,29,148,81.8,48,6
CHI,6,6,171,7,45,171,79.5,61,9
LA,26,6,252,21,55,252,79.4,90,14
