player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Robbie Gould,2607,K,SF,6,0,1,1,100.0,3,1,33.3,28,66.5,0,0,,13,13,100.0,0,1,1,100.0,9,6,66.7,4,3,75.0
Matt Prater,3471,K,ARZ,4,0,0,0,,2,2,100.0,1,71.4,0,0,,4,4,100.0,0,3,3,100.0,6,6,100.0,1,1,100.0
Nick Folk,3794,K,NE,6,0,2,1,50.0,2,1,50.0,19,63.7,1,1,100.0,15,15,100.0,0,5,5,100.0,12,10,83.3,2,2,100.0
Mason Crosby,3809,K,GB,6,0,0,0,,4,3,75.0,12,79.0,0,0,,12,12,100.0,0,2,2,100.0,8,7,87.5,2,2,100.0
Ryan Succop,5180,K,TB,6,0,1,1,100.0,8,8,100.0,30,75.2,0,0,,8,8,100.0,0,3,2,66.7,16,15,93.8,4,4,100.0
Graham Gano,5443,K,NYG,6,0,4,4,100.0,5,4,80.0,21,83.6,0,0,,11,11,100.0,0,5,4,80.0,14,12,85.7,0,0,
Randy Bullock,7154,K,TEN,5,0,0,0,,4,3,75.0,31,61.9,0,0,,12,12,100.0,0,0,0,,5,4,80.0,1,1,100.0
Greg Zuerlein,7163,K,NYJ,6,0,4,3,75.0,4,3,75.0,22,65.4,0,0,,16,15,93.8,0,3,3,100.0,12,10,83.3,1,1,100.0
Justin Tucker,7604,K,BLT,6,0,5,4,80.0,2,2,100.0,3,81.9,0,0,,18,17,94.4,0,2,2,100.0,12,11,91.7,3,3,100.0
Dustin Hopkins,7958,K,LAC,5,0,0,0,,2,1,50.0,27,70.2,0,0,,12,12,100.0,0,6,6,100.0,10,9,90.0,2,2,100.0
Brandon McManus,8437,K,DEN,6,0,5,3,60.0,4,4,100.0,10,68.3,0,0,,6,5,83.3,0,3,2,66.7,17,14,82.4,5,5,100.0
Brett Maher,8585,K,DAL,6,1,6,4,66.7,3,3,100.0,9,78.4,0,0,,9,8,88.9,1,3,3,100.0,16,14,87.5,4,4,100.0
Cairo Santos,8932,K,CHI,5,0,3,3,100.0,3,3,100.0,6,56.1,0,0,,8,6,75.0,0,1,1,100.0,7,7,100.0,0,0,
Chris Boswell,8990,K,PIT,6,0,6,5,83.3,3,1,33.3,25,68.8,0,0,,8,8,100.0,0,3,2,66.7,15,11,73.3,3,3,100.0
