close_odds,player_name,open_time,open_odds,bet_outcome_text,close_time,dg_id,outcome,bet_outcome_numeric,book,event_completed,event_name,market,season,year,event_id
+4500,"Hadwin, Adam",2023-06-05 13:34,+4000,loss,2023-06-07 22:39,13965,T12,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+5000,"Aberg, Ludvig",2023-06-05 13:34,+6000,loss,2023-06-07 22:39,23950,T25,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+5000,"Cole, Eric",2023-06-05 13:34,+6500,loss,2023-06-07 22:39,21756,T6,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+5500,"Svensson, Adam",2023-06-05 13:34,+5500,loss,2023-06-07 22:39,13997,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+5500,"McNealy, Maverick",2023-06-05 13:34,+7500,loss,2023-06-07 22:39,18634,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+5500,"Kim, Michael",2023-06-05 13:34,+8000,loss,2023-06-07 22:39,17543,T43,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+6000,"Hughes, Mackenzie",2023-06-05 13:34,+7500,loss,2023-06-07 22:39,15556,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+6000,"Hojgaard, Nicolai",2023-06-05 13:34,+4500,loss,2023-06-07 22:39,23602,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+6000,"Taylor, Nick",2023-06-05 13:34,+6000,paid in full,2023-06-07 22:39,13126,1,1,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+6500,"Smalley, Alex",2023-06-05 13:34,+7500,loss,2023-06-07 22:39,18474,T25,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+7000,"Hodges, Lee",2023-06-05 13:34,+10000,loss,2023-06-07 22:39,25157,T25,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+7500,"Pendrith, Taylor",2023-06-05 13:34,+9000,loss,2023-06-07 22:39,17780,T65,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+8000,"Rai, Aaron",2023-06-05 13:34,+9000,loss,2023-06-07 22:39,18554,T3,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+8000,"Kim, Seonghyeon",2023-06-05 13:34,+13000,loss,2023-06-07 22:39,21688,T25,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+8000,"Gordon, Will",2023-06-05 13:34,+10000,loss,2023-06-07 22:39,26660,T18,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+8000,"Higgo, Garrick",2023-06-05 13:34,+11000,loss,2023-06-07 22:39,24342,T50,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+8000,"Norrman, Vincent",2023-06-05 13:34,+11000,loss,2023-06-07 22:39,22535,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+9000,"Todd, Brendon",2023-06-05 13:34,+8000,loss,2023-06-07 22:39,12425,T34,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+9000,"Hall, Harry",2023-06-05 13:34,+9000,loss,2023-06-07 22:39,27194,T34,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+9000,"Wu, Brandon",2023-06-05 13:34,+10000,loss,2023-06-07 22:39,25213,T9,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+9000,"Hubbard, Mark",2023-06-05 13:34,+11000,loss,2023-06-07 22:39,16333,T6,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+9000,"Wise, Aaron",2023-06-05 13:34,+7000,loss,2023-06-07 22:39,22051,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+10000,"Young, Carson",2023-06-05 13:34,+18000,loss,2023-06-07 22:39,23656,T43,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+10000,"Martin, Ben",2023-06-05 13:34,+9000,loss,2023-06-07 22:39,14007,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+10000,"Bhatia, Akshay",2023-06-05 13:34,+10000,loss,2023-06-07 22:39,26096,T68,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+11000,"Wu, Dylan",2023-06-05 13:34,+13000,loss,2023-06-07 22:39,25002,T25,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+11000,"Shelton, Robby",2023-06-05 13:34,+13000,loss,2023-06-07 22:39,18635,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+11000,"Lipsky, David",2023-06-05 13:34,+10000,loss,2023-06-07 22:39,15980,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+11000,"Lashley, Nate",2023-06-05 13:34,+13000,loss,2023-06-07 22:39,10943,17,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+13000,"Ghim, Doug",2023-06-05 13:34,+13000,loss,2023-06-07 22:39,24550,T12,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+13000,"Pan, C.T.",2023-06-05 13:34,+13000,loss,2023-06-07 22:39,15475,T3,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+13000,"Thorbjornsen, Michael",2023-06-05 13:34,+9000,loss,2023-06-07 22:39,26649,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+15000,"Champ, Cameron",2023-06-05 13:34,+13000,loss,2023-06-07 22:39,23542,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+15000,"Zecheng, Marty Dou",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,16757,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+15000,"Reavie, Chez",2023-06-05 13:34,+18000,loss,2023-06-07 22:39,7961,T25,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+15000,"Daffue, MJ",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,17068,T38,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+15000,"Baddeley, Aaron",2023-06-05 13:34,+13000,loss,2023-06-07 22:39,6252,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+15000,"Kizzire, Patton",2023-06-05 13:34,+15000,loss,2023-06-07 22:39,13470,T38,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+15000,"Redman, Doc",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,24481,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+18000,"Hickok, Kramer",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,21237,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+18000,"Piercy, Scott",2023-06-05 13:34,+18000,loss,2023-06-07 22:39,7899,T57,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+18000,"Nunez, Augusto",2023-06-05 13:34,+20000,loss,2023-06-07 22:39,16796,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+18000,"Novak, Andrew",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,23475,T9,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+18000,"Griffin, Lanto",2023-06-05 13:34,+18000,loss,2023-06-07 22:39,15330,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+20000,"Murray, Grayson",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,14655,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+20000,"Cockerill, Aaron",2023-06-05 13:34,+20000,loss,2023-06-07 22:39,15596,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+20000,"Bennett, Sam",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,28158,T20,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+20000,"Tarren, Callum",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,20519,T43,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+20000,"Smotherman, Austin",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,22985,T50,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+25000,"Silverman, Ben",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,17381,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+25000,"Yuan, Yechun",2023-06-05 13:34,+20000,loss,2023-06-07 22:39,17266,T18,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+25000,"Snedeker, Brandt",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,8820,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+25000,"Knapp, Jake",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,19396,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+25000,"Ramey, Chad",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,19840,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+25000,"Sigg, Greyson",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,23482,T38,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+25000,"Glover, Lucas",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,7399,T20,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Van Rooyen, Erik",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,17550,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Lower, Justin",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,17723,T25,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"O'Hair, Sean",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,7626,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Duncan, Tyler",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,18187,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Gerard, Ryan",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,29767,T43,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Malnati, Peter",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,14926,T43,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Hahn, James",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,11374,T57,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Hadley, Chesson",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,14967,T43,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Noh, Seung-Yul",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,11117,T38,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Tway, Kevin",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,13127,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Whaley, Vince",2023-06-05 13:34,+35000,loss,2023-06-07 22:39,25908,T72,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Chappell, Kevin",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,13305,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+30000,"Long, Adam",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,15473,T57,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+35000,"Higgs, Harry",2023-06-05 13:34,+35000,loss,2023-06-07 22:39,14140,T12,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+35000,"Grant, Brent",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,22914,T52,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+35000,"Streb, Robert",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,14852,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+35000,"Gribble, Cody",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,17508,T34,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+35000,"Norlander, Henrik",2023-06-05 13:34,+35000,loss,2023-06-07 22:39,11657,T72,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+35000,"Schwab, Matthias",2023-06-05 13:34,+50000,loss,2023-06-07 22:39,15016,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+35000,"Schmid, Matthias",2023-06-05 13:34,+25000,loss,2023-06-07 22:39,20722,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+35000,"Lebioda, Hank",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,21943,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+35000,"Harrington, Scott",2023-06-05 13:34,+50000,loss,2023-06-07 22:39,8479,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+35000,"Haley II, Paul",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,16039,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Cook, Austin",2023-06-05 13:34,+35000,loss,2023-06-07 22:39,18579,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Garnett, Brice",2023-06-05 13:34,+35000,loss,2023-06-07 22:39,11451,T68,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Matthews, Brandon",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,22981,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Byrd, Jonathan",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,6931,T12,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Werenski, Richy",2023-06-05 13:34,+60000,loss,2023-06-07 22:39,19364,T65,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Endycott, Harrison",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,19208,T12,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Werbylo, Trevor",2023-06-05 13:34,+60000,loss,2023-06-07 22:39,28558,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Alexander, Tyson",2023-06-05 13:34,+60000,loss,2023-06-07 22:39,14002,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Sloan, Roger",2023-06-05 13:34,+50000,loss,2023-06-07 22:39,14050,T34,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Moore, Ryan",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,7489,T25,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Roy, Kevin",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,18424,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Lingmerth, David",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,14815,WD,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Haas, Bill",2023-06-05 13:34,+60000,loss,2023-06-07 22:39,7900,WD,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Stroud, Chris",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,9604,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Percy, Cameron",2023-06-05 13:34,+35000,loss,2023-06-07 22:39,5874,T52,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Laird, Martin",2023-06-05 13:34,+30000,loss,2023-06-07 22:39,9586,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Armour, Ryan",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,8469,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+40000,"Westmoreland, Kyle",2023-06-05 13:34,+50000,loss,2023-06-07 22:39,23599,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+50000,"Kuest, Peter",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,27600,T57,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+50000,"Kang, Sung",2023-06-05 13:34,+40000,loss,2023-06-07 22:39,7881,T57,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+50000,"Gligic, Michael",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,13404,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+50000,"Cone, Trevor",2023-06-05 13:34,+60000,loss,2023-06-07 22:39,21880,T68,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+60000,"Hall, Ryan",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,28630,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+60000,"McGirt, William",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,12477,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+60000,"Creighton, Myles",2023-06-05 13:34,+50000,loss,2023-06-07 22:39,26143,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+60000,"Brown, Scott",2023-06-06 08:44,+50000,loss,2023-06-07 22:39,11330,T65,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+60000,"Trainer, Martin",2023-06-05 13:34,+50000,loss,2023-06-07 22:39,15634,T72,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+60000,"Bae, Sangmoon",2023-06-06 13:52,+40000,loss,2023-06-07 22:39,10081,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+60000,"Bateman, Wilson",2023-06-05 13:34,+60000,loss,2023-06-07 22:39,15499,T68,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+60000,"Nesbitt, Drew",2023-06-05 13:34,+50000,loss,2023-06-07 22:39,16492,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+80000,"Knox, Russell",2023-06-05 13:34,+60000,loss,2023-06-07 22:39,13831,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+80000,"Dufner, Jason",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,7301,T52,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+80000,"Macdonald, Stuart",2023-06-05 13:34,+60000,loss,2023-06-07 22:39,18571,T57,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+80000,"Herman, Jim",2023-06-05 13:34,+60000,loss,2023-06-07 22:39,12846,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+80000,"Ogilvy, Geoff",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,5698,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+80000,"Villegas, Camilo",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,9171,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Travale, Johnny",2023-06-05 13:34,+100000,loss,2023-06-07 22:39,29714,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Papineau, Étienne",2023-06-05 13:34,+50000,loss,2023-06-07 22:39,25567,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Weir, Mike",2023-06-05 13:34,+100000,loss,2023-06-07 22:39,5513,T52,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"McGreevy, Max",2023-06-05 13:34,+100000,loss,2023-06-07 22:39,23505,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Stuard, Brian",2023-06-05 13:34,+100000,loss,2023-06-07 22:39,13022,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Gay, Brian",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,5951,T52,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Barnes, Ricky",2023-06-05 13:34,+100000,loss,2023-06-07 22:39,6846,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Watney, Nick",2023-06-05 13:34,+100000,loss,2023-06-07 22:39,7955,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Brehm, Ryan",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,10423,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Gainey, Tommy",2023-06-06 08:44,+80000,loss,2023-06-07 22:39,12169,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Block, Michael",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,12333,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Stanley, Kyle",2023-06-07 08:27,+100000,loss,2023-06-07 22:39,12069,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Landry, Andrew",2023-06-05 13:34,+100000,loss,2023-06-07 22:39,14000,T57,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Kraft, Kelly",2023-06-05 13:34,+80000,loss,2023-06-07 22:39,15852,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+100000,"Bryan, Wesley",2023-06-05 13:34,+100000,loss,2023-06-07 22:39,21236,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+150000,"Szirmak, Sebastian",2023-06-05 13:34,+250000,loss,2023-06-07 22:39,15710,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+150000,"Kim, Daniel",2023-06-05 13:34,+250000,loss,2023-06-07 22:39,21890,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+150000,"Carey, David",2023-06-05 13:34,+100000,loss,2023-06-07 22:39,20668,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+150000,"Carrera, Luis",2023-06-05 13:34,+100000,loss,2023-06-07 22:39,29579,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+150000,"McNeill, George",2023-06-07 08:27,+150000,loss,2023-06-07 22:39,6419,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+200000,"Ernst, Derek",2023-06-05 13:34,+250000,loss,2023-06-07 22:39,16711,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+200000,"Hearn, David",2023-06-05 13:34,+250000,loss,2023-06-07 22:39,7340,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+200000,"Crane, Ben",2023-06-06 08:44,+200000,loss,2023-06-07 22:39,6674,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+200000,"Durham, Taylor",2023-06-05 13:34,+250000,loss,2023-06-07 22:39,31160,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+250000,"Lamely, Derek",2023-06-06 08:44,+250000,loss,2023-06-07 22:39,9195,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
+250000,"Stadler, Kevin",2023-06-07 08:27,+250000,loss,2023-06-07 22:39,7602,CUT,0,draftkings,2023-06-11,RBC Canadian Open,win,2023,2023,32
