tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2023,2023,RBC Canadian Open,32,"Hatton, Tyrrell",14796,T3,3,Oakdale Golf & Country Club,908,72,1,3:15pm,72,0.384,-0.517,-1.198,0.811,-0.904,-0.52,299.2,0.467,0.611,0.8,44.144,26.549,3,3
pga,2023,2023,RBC Canadian Open,32,"Hatton, Tyrrell",14796,T3,4,Oakdale Golf & Country Club,908,72,1,1:00pm,64,3.675,1.24,2.065,-0.724,2.582,6.257,298.7,0.533,0.833,1.0,36.996,18.273,5,4
pga,2023,2023,RBC Canadian Open,32,"Pan, C.T.",15475,T3,1,Oakdale Golf & Country Club,908,72,1,8:06am,70,0.188,0.744,0.295,1.202,2.241,2.429,277.4,0.467,0.778,0.5,59.298,25.421,3,2
pga,2023,2023,RBC Canadian Open,32,"Pan, C.T.",15475,T3,2,Oakdale Golf & Country Club,908,72,10,1:21pm,66,2.551,0.29,2.742,0.372,3.404,5.955,276.3,0.667,0.833,0.4,52.717,24.332,5,3
pga,2023,2023,RBC Canadian Open,32,"Pan, C.T.",15475,T3,3,Oakdale Golf & Country Club,908,72,1,3:05pm,66,3.327,1.851,0.275,0.027,2.153,5.48,275.1,0.6,0.556,0.889,70.242,19.702,3,1
pga,2023,2023,RBC Canadian Open,32,"Pan, C.T.",15475,T3,4,Oakdale Golf & Country Club,908,72,1,2:15pm,70,-1.172,-0.114,0.594,0.948,1.429,0.257,281.3,0.733,0.889,0.25,86.711,22.62,2,2
pga,2023,2023,RBC Canadian Open,32,"Rai, Aaron",18554,T3,1,Oakdale Golf & Country Club,908,72,1,7:11am,67,1.47,0.381,4.063,-0.485,3.959,5.429,272.1,0.8,0.611,0.714,82.376,16.947,5,3
pga,2023,2023,RBC Canadian Open,32,"Rai, Aaron",18554,T3,2,Oakdale Golf & Country Club,908,72,10,12:26pm,69,-0.234,1.621,1.026,0.542,3.189,2.955,271.0,0.6,0.722,0.857,49.008,28.271,2,1
pga,2023,2023,RBC Canadian Open,32,"Rai, Aaron",18554,T3,3,Oakdale Golf & Country Club,908,72,1,3:25pm,69,-1.314,1.794,1.45,0.55,3.794,2.48,280.4,0.667,0.611,0.75,53.57,22.359,4,2
pga,2023,2023,RBC Canadian Open,32,"Rai, Aaron",18554,T3,4,Oakdale Golf & Country Club,908,72,1,1:35pm,67,0.16,-0.273,1.713,1.656,3.097,3.257,281.1,0.933,0.944,0.5,,26.305,2,1
pga,2023,2023,RBC Canadian Open,32,"Hubbard, Mark",16333,T6,1,Oakdale Golf & Country Club,908,72,1,8:17am,68,2.472,0.448,2.034,-0.525,1.957,4.429,270.7,0.533,0.667,0.778,45.658,28.598,3,1
pga,2023,2023,RBC Canadian Open,32,"Hubbard, Mark",16333,T6,2,Oakdale Golf & Country Club,908,72,10,1:32pm,70,1.412,-1.111,3.143,-1.489,0.543,1.955,273.2,0.4,0.611,0.5,35.966,21.505,5,3
pga,2023,2023,RBC Canadian Open,32,"Hubbard, Mark",16333,T6,3,Oakdale Golf & Country Club,908,72,1,2:10pm,66,1.031,2.472,1.676,0.301,4.449,5.48,283.4,0.467,0.611,0.857,38.373,22.997,3,3
pga,2023,2023,RBC Canadian Open,32,"Hubbard, Mark",16333,T6,4,Oakdale Golf & Country Club,908,72,1,2:05pm,70,-2.188,0.308,1.997,0.139,2.445,0.257,281.8,0.533,0.778,0.6,24.363,32.772,2,3
pga,2023,2023,RBC Canadian Open,32,"Cole, Eric",21756,T6,1,Oakdale Golf & Country Club,908,72,10,7:22am,69,1.989,0.053,-0.394,1.781,1.44,3.429,279.3,0.6,0.5,0.583,163.554,28.915,6,4
pga,2023,2023,RBC Canadian Open,32,"Cole, Eric",21756,T6,2,Oakdale Golf & Country Club,908,72,1,12:37pm,73,0.196,0.265,-1.427,-0.079,-1.241,-1.045,275.3,0.6,0.556,0.778,73.001,27.583,3,2
pga,2023,2023,RBC Canadian Open,32,"Cole, Eric",21756,T6,3,Oakdale Golf & Country Club,908,72,1,10:50am,69,0.676,-0.027,0.559,1.272,1.804,2.48,289.7,0.733,0.722,0.5,9.746,21.952,3,1
pga,2023,2023,RBC Canadian Open,32,"Cole, Eric",21756,T6,4,Oakdale Golf & Country Club,908,72,1,12:10pm,63,3.32,1.549,1.721,0.666,3.937,7.257,288.3,0.4,0.833,1.0,46.713,21.641,3,0
pga,2023,2023,RBC Canadian Open,32,"Rose, Justin",6093,8,1,Oakdale Golf & Country Club,908,72,10,7:33am,69,-0.504,2.888,0.428,0.617,3.933,3.429,280.7,0.6,0.5,0.8,31.654,25.48,4,5
pga,2023,2023,RBC Canadian Open,32,"Rose, Justin",6093,8,2,Oakdale Golf & Country Club,908,72,1,12:48pm,69,1.312,0.209,1.292,0.142,1.643,2.955,265.2,0.8,0.778,1.0,53.089,30.789,3,3
pga,2023,2023,RBC Canadian Open,32,"Rose, Justin",6093,8,3,Oakdale Golf & Country Club,908,72,1,2:20pm,66,3.763,-0.394,2.413,-0.302,1.717,5.48,282.5,0.6,0.722,0.667,35.662,21.23,4,1
pga,2023,2023,RBC Canadian Open,32,"Rose, Justin",6093,8,4,Oakdale Golf & Country Club,908,72,1,1:55pm,71,-0.349,0.653,0.63,-1.678,-0.394,-0.743,284.4,0.733,0.833,1.0,38.763,24.267,2,4
pga,2023,2023,RBC Canadian Open,32,"McIlroy, Rory",10091,T9,1,Oakdale Golf & Country Club,908,72,10,7:33am,71,3.24,-0.862,-0.718,-0.231,-1.811,1.429,299.4,0.4,0.611,0.727,63.568,20.975,7,8
pga,2023,2023,RBC Canadian Open,32,"McIlroy, Rory",10091,T9,2,Oakdale Golf & Country Club,908,72,1,12:48pm,67,2.143,-0.089,0.686,2.215,2.812,4.955,296.6,0.6,0.778,0.833,40.337,24.333,4,1
pga,2023,2023,RBC Canadian Open,32,"McIlroy, Rory",10091,T9,3,Oakdale Golf & Country Club,908,72,1,2:10pm,66,0.419,1.449,1.6,2.012,5.061,5.48,305.7,0.6,0.778,1.0,22.176,21.27,5,1
pga,2023,2023,RBC Canadian Open,32,"McIlroy, Rory",10091,T9,4,Oakdale Golf & Country Club,908,72,1,2:05pm,72,-2.159,-0.743,-0.942,2.1,0.416,-1.743,309.5,0.4,0.722,0.556,39.434,33.577,4,3
pga,2023,2023,RBC Canadian Open,32,"Novak, Andrew",23475,T9,1,Oakdale Golf & Country Club,908,72,10,12:26pm,69,2.602,1.643,0.067,-0.883,0.827,3.429,283.5,0.333,0.556,0.889,65.821,27.068,2,2
pga,2023,2023,RBC Canadian Open,32,"Novak, Andrew",23475,T9,2,Oakdale Golf & Country Club,908,72,1,7:11am,68,2.445,0.825,0.023,0.662,1.51,3.955,277.1,0.8,0.667,1.0,32.079,24.916,5,3
pga,2023,2023,RBC Canadian Open,32,"Novak, Andrew",23475,T9,3,Oakdale Golf & Country Club,908,72,1,3:05pm,67,-0.255,2.478,0.736,1.521,4.735,4.48,289.8,0.733,0.778,1.0,41.56,29.44,2,2
pga,2023,2023,RBC Canadian Open,32,"Novak, Andrew",23475,T9,4,Oakdale Golf & Country Club,908,72,1,1:45pm,72,-1.187,1.697,-2.416,0.162,-0.556,-1.743,287.9,0.333,0.556,0.667,57.289,29.264,2,4
pga,2023,2023,RBC Canadian Open,32,"Wu, Brandon",25213,T9,1,Oakdale Golf & Country Club,908,72,1,7:22am,71,1.265,-0.076,-0.675,0.915,0.164,1.429,277.1,0.533,0.556,0.778,99.841,24.092,2,1
pga,2023,2023,RBC Canadian Open,32,"Wu, Brandon",25213,T9,2,Oakdale Golf & Country Club,908,72,10,12:37pm,69,1.649,-2.374,1.953,1.727,1.306,2.955,282.0,0.867,0.667,0.5,31.068,21.792,7,4
pga,2023,2023,RBC Canadian Open,32,"Wu, Brandon",25213,T9,3,Oakdale Golf & Country Club,908,72,1,1:20pm,67,2.857,-0.366,0.635,1.354,1.623,4.48,284.1,0.733,0.667,0.556,42.603,24.005,6,4
pga,2023,2023,RBC Canadian Open,32,"Wu, Brandon",25213,T9,4,Oakdale Golf & Country Club,908,72,1,1:25pm,69,0.491,0.841,-0.661,0.585,0.766,1.257,285.0,0.6,0.667,0.889,39.594,29.377,3,0
pga,2023,2023,RBC Canadian Open,32,"Byrd, Jonathan",6931,T12,1,Oakdale Golf & Country Club,908,72,1,7:22am,68,2.876,0.401,1.492,-0.34,1.553,4.429,275.7,0.6,0.667,0.833,63.952,23.489,4,2
pga,2023,2023,RBC Canadian Open,32,"Byrd, Jonathan",6931,T12,2,Oakdale Golf & Country Club,908,72,10,12:37pm,69,1.429,0.546,0.757,0.223,1.526,2.955,270.7,0.667,0.611,0.5,52.341,23.115,5,3
pga,2023,2023,RBC Canadian Open,32,"Byrd, Jonathan",6931,T12,3,Oakdale Golf & Country Club,908,72,1,2:45pm,70,-2.386,1.557,1.559,0.75,3.866,1.48,278.5,0.667,0.667,0.833,83.499,27.369,2,3
pga,2023,2023,RBC Canadian Open,32,"Byrd, Jonathan",6931,T12,4,Oakdale Golf & Country Club,908,72,1,1:25pm,70,-1.341,1.675,-0.499,0.421,1.598,0.257,276.2,0.667,0.611,0.778,26.36,32.033,3,3
pga,2023,2023,RBC Canadian Open,32,"Hadwin, Adam",13965,T12,1,Oakdale Golf & Country Club,908,72,1,12:59pm,71,0.287,-0.728,1.266,0.604,1.142,1.429,279.9,0.533,0.778,0.5,36.054,31.328,1,3
pga,2023,2023,RBC Canadian Open,32,"Hadwin, Adam",13965,T12,2,Oakdale Golf & Country Club,908,72,10,7:44am,68,0.315,1.19,3.522,-1.072,3.64,3.955,274.2,0.533,0.778,1.0,23.924,35.371,6,4
pga,2023,2023,RBC Canadian Open,32,"Hadwin, Adam",13965,T12,3,Oakdale Golf & Country Club,908,72,1,2:00pm,70,-1.834,0.994,1.493,0.827,3.314,1.48,275.8,0.667,0.722,0.571,48.958,21.724,3,5
pga,2023,2023,RBC Canadian Open,32,"Hadwin, Adam",13965,T12,4,Oakdale Golf & Country Club,908,72,1,12:50pm,68,1.575,0.579,-0.543,0.645,0.682,2.257,285.9,0.8,0.667,0.714,45.117,31.743,2,4
pga,2023,2023,RBC Canadian Open,32,"Higgs, Harry",14140,T12,1,Oakdale Golf & Country Club,908,72,10,7:11am,71,0.961,0.351,1.009,-0.892,0.468,1.429,275.1,0.467,0.611,0.7,51.595,27.782,7,4
pga,2023,2023,RBC Canadian Open,32,"Higgs, Harry",14140,T12,2,Oakdale Golf & Country Club,908,72,1,12:26pm,66,0.881,0.941,2.345,1.788,5.074,5.955,289.9,0.733,0.778,0.833,57.053,18.956,6,0
pga,2023,2023,RBC Canadian Open,32,"Higgs, Harry",14140,T12,3,Oakdale Golf & Country Club,908,72,1,2:55pm,67,2.352,1.91,0.118,0.1,2.128,4.48,293.4,0.533,0.5,1.0,23.578,23.566,4,1
pga,2023,2023,RBC Canadian Open,32,"Higgs, Harry",14140,T12,4,Oakdale Golf & Country Club,908,72,1,1:55pm,73,-0.255,0.428,-2.287,-0.63,-2.488,-2.743,290.8,0.333,0.444,0.75,55.084,25.463,2,4
pga,2023,2023,RBC Canadian Open,32,"Endycott, Harrison",19208,T12,1,Oakdale Golf & Country Club,908,72,1,8:50am,72,-0.085,0.533,0.143,-0.162,0.514,0.429,270.3,0.733,0.833,0.667,30.747,34.674,3,4
pga,2023,2023,RBC Canadian Open,32,"Endycott, Harrison",19208,T12,2,Oakdale Golf & Country Club,908,72,10,2:05pm,68,1.954,1.029,-1.006,1.978,2.001,3.955,279.4,0.667,0.5,0.889,,31.334,5,1
pga,2023,2023,RBC Canadian Open,32,"Endycott, Harrison",19208,T12,3,Oakdale Golf & Country Club,908,72,1,12:55pm,69,0.728,-0.311,0.913,1.15,1.752,2.48,281.0,0.733,0.778,0.571,21.067,21.391,3,1
pga,2023,2023,RBC Canadian Open,32,"Endycott, Harrison",19208,T12,4,Oakdale Golf & Country Club,908,72,1,1:00pm,68,3.418,-0.064,0.222,-1.32,-1.161,2.257,283.1,0.333,0.611,1.0,46.473,24.852,4,4
pga,2023,2023,RBC Canadian Open,32,"Ghim, Doug",24550,T12,1,Oakdale Golf & Country Club,908,72,10,1:21pm,71,-1.74,3.51,-0.764,0.423,3.169,1.429,269.8,0.667,0.5,0.636,33.902,39.091,3,4
pga,2023,2023,RBC Canadian Open,32,"Ghim, Doug",24550,T12,2,Oakdale Golf & Country Club,908,72,1,8:06am,68,0.604,1.125,1.319,0.907,3.351,3.955,275.3,0.733,0.833,0.75,58.898,27.19,4,3
pga,2023,2023,RBC Canadian Open,32,"Ghim, Doug",24550,T12,3,Oakdale Golf & Country Club,908,72,1,2:00pm,69,-1.567,0.229,3.038,0.78,4.047,2.48,277.7,0.8,0.611,0.556,41.711,16.761,5,2
pga,2023,2023,RBC Canadian Open,32,"Ghim, Doug",24550,T12,4,Oakdale Golf & Country Club,908,72,1,1:10pm,69,-1.078,0.13,1.183,1.021,2.335,1.257,282.3,0.733,0.778,0.625,130.832,27.391,4,4
pga,2023,2023,RBC Canadian Open,32,"Lashley, Nate",10943,17,1,Oakdale Golf & Country Club,908,72,1,1:43pm,70,0.506,0.028,0.636,1.259,1.923,2.429,277.0,0.533,0.556,0.667,73.133,26.343,6,3
pga,2023,2023,RBC Canadian Open,32,"Lashley, Nate",10943,17,2,Oakdale Golf & Country Club,908,72,10,8:28am,68,0.216,1.144,3.598,-1.003,3.739,3.955,257.0,0.733,0.722,0.667,98.347,21.336,5,3
pga,2023,2023,RBC Canadian Open,32,"Lashley, Nate",10943,17,3,Oakdale Golf & Country Club,908,72,1,2:20pm,70,-0.367,0.593,0.438,0.816,1.847,1.48,280.5,0.6,0.778,1.0,32.639,28.922,2,2
pga,2023,2023,RBC Canadian Open,32,"Lashley, Nate",10943,17,4,Oakdale Golf & Country Club,908,72,1,1:10pm,70,1.381,-0.931,0.323,-0.517,-1.124,0.257,280.2,0.267,0.722,0.667,37.895,27.468,3,3
pga,2023,2023,RBC Canadian Open,32,"Yuan, Carl",17266,T18,1,Oakdale Golf & Country Club,908,72,10,2:05pm,68,1.586,1.799,-0.171,1.215,2.843,4.429,286.4,0.6,0.5,0.818,48.994,26.966,7,4
pga,2023,2023,RBC Canadian Open,32,"Yuan, Carl",17266,T18,2,Oakdale Golf & Country Club,908,72,1,8:50am,67,-0.189,1.737,1.205,2.202,5.144,4.955,291.5,0.733,0.833,0.667,54.964,24.78,8,2
pga,2023,2023,RBC Canadian Open,32,"Yuan, Carl",17266,T18,3,Oakdale Golf & Country Club,908,72,1,3:25pm,74,2.715,-2.547,-1.213,-1.475,-5.235,-2.52,290.8,0.333,0.389,0.636,78.346,32.145,6,10
pga,2023,2023,RBC Canadian Open,32,"Yuan, Carl",17266,T18,4,Oakdale Golf & Country Club,908,72,1,12:40pm,70,-0.382,0.049,-0.889,1.478,0.639,0.257,291.3,0.733,0.667,0.625,91.15,26.353,3,3
pga,2023,2023,RBC Canadian Open,32,"Gordon, Will",26660,T18,1,Oakdale Golf & Country Club,908,72,10,1:32pm,68,1.61,-0.327,3.117,0.029,2.819,4.429,284.4,0.533,0.889,0.5,50.056,24.606,6,3
pga,2023,2023,RBC Canadian Open,32,"Gordon, Will",26660,T18,2,Oakdale Golf & Country Club,908,72,1,8:17am,74,-2.918,-0.942,-0.128,1.943,0.873,-2.045,281.8,0.8,0.667,0.333,142.571,32.194,4,8
pga,2023,2023,RBC Canadian Open,32,"Gordon, Will",26660,T18,3,Oakdale Golf & Country Club,908,72,1,11:10am,69,-0.903,-1.766,3.713,1.436,3.383,2.48,288.0,0.733,0.833,0.571,71.254,19.091,3,4
pga,2023,2023,RBC Canadian Open,32,"Gordon, Will",26660,T18,4,Oakdale Golf & Country Club,908,72,1,12:10pm,68,-0.007,-0.259,1.763,0.759,2.264,2.257,286.7,0.667,0.778,0.286,24.46,25.157,7,3
pga,2023,2023,RBC Canadian Open,32,"Kuchar, Matt",6169,T20,1,Oakdale Golf & Country Club,908,72,1,12:48pm,71,1.286,0.354,0.567,-0.778,0.143,1.429,283.6,0.4,0.556,0.714,58.313,20.979,2,1
pga,2023,2023,RBC Canadian Open,32,"Kuchar, Matt",6169,T20,2,Oakdale Golf & Country Club,908,72,10,7:33am,71,1.653,0.347,-0.48,-0.565,-0.698,0.955,277.3,0.533,0.556,0.778,70.201,38.069,3,2
pga,2023,2023,RBC Canadian Open,32,"Kuchar, Matt",6169,T20,3,Oakdale Golf & Country Club,908,72,1,11:20am,70,1.433,0.16,-0.617,0.504,0.047,1.48,281.2,0.533,0.611,0.556,55.934,24.489,4,0
pga,2023,2023,RBC Canadian Open,32,"Kuchar, Matt",6169,T20,4,Oakdale Golf & Country Club,908,72,1,11:15am,68,-0.328,-0.191,1.999,0.776,2.585,2.257,288.6,0.6,0.944,0.5,49.989,17.077,3,1
pga,2023,2023,RBC Canadian Open,32,"Glover, Lucas",7399,T20,1,Oakdale Golf & Country Club,908,72,1,7:55am,69,0.326,-0.607,2.397,1.313,3.103,3.429,278.9,0.667,0.778,0.667,87.582,25.031,5,5
pga,2023,2023,RBC Canadian Open,32,"Glover, Lucas",7399,T20,2,Oakdale Golf & Country Club,908,72,10,1:10pm,72,-2.152,0.731,0.152,1.224,2.107,-0.045,272.9,0.733,0.833,1.0,22.562,28.213,1,1
pga,2023,2023,RBC Canadian Open,32,"Glover, Lucas",7399,T20,3,Oakdale Golf & Country Club,908,72,1,11:30am,70,-1.445,1.252,0.698,0.975,2.925,1.48,279.9,0.8,0.722,0.571,51.813,27.43,1,3
pga,2023,2023,RBC Canadian Open,32,"Glover, Lucas",7399,T20,4,Oakdale Golf & Country Club,908,72,1,12:00pm,69,-0.021,-0.345,1.551,0.071,1.278,1.257,286.3,0.6,0.833,0.667,134.328,22.071,6,6
pga,2023,2023,RBC Canadian Open,32,"Conners, Corey",17576,T20,1,Oakdale Golf & Country Club,908,72,10,7:55am,67,0.883,1.508,0.804,2.234,4.546,5.429,283.0,0.733,0.889,1.0,,26.413,3,0
pga,2023,2023,RBC Canadian Open,32,"Conners, Corey",17576,T20,2,Oakdale Golf & Country Club,908,72,1,1:10pm,69,-0.397,-0.131,2.415,1.068,3.352,2.955,280.7,0.8,0.889,0.0,19.53,18.814,3,2
pga,2023,2023,RBC Canadian Open,32,"Conners, Corey",17576,T20,3,Oakdale Golf & Country Club,908,72,1,3:15pm,70,0.136,-0.358,0.378,1.324,1.344,1.48,293.3,0.667,0.722,0.667,22.457,27.726,2,4
pga,2023,2023,RBC Canadian Open,32,"Conners, Corey",17576,T20,4,Oakdale Golf & Country Club,908,72,1,1:35pm,74,-0.808,-0.948,-1.749,-0.239,-2.935,-3.743,295.4,0.4,0.556,0.333,47.494,25.738,2,7
pga,2023,2023,RBC Canadian Open,32,"Fitzpatrick, Matt",17646,T20,1,Oakdale Golf & Country Club,908,72,10,7:44am,68,2.725,-1.065,2.198,0.571,1.704,4.429,294.7,0.467,0.611,0.667,54.619,20.216,9,3
pga,2023,2023,RBC Canadian Open,32,"Fitzpatrick, Matt",17646,T20,2,Oakdale Golf & Country Club,908,72,1,12:59pm,73,-1.201,0.077,-1.003,1.082,0.156,-1.045,288.4,0.667,0.611,0.444,94.886,30.346,2,5
pga,2023,2023,RBC Canadian Open,32,"Fitzpatrick, Matt",17646,T20,3,Oakdale Golf & Country Club,908,72,1,11:45am,69,1.237,-0.231,-0.138,1.612,1.243,2.48,288.6,0.8,0.722,0.625,47.903,23.474,3,3
pga,2023,2023,RBC Canadian Open,32,"Fitzpatrick, Matt",17646,T20,4,Oakdale Golf & Country Club,908,72,1,12:40pm,70,1.333,-1.451,-0.412,0.786,-1.076,0.257,293.7,0.467,0.722,0.5,57.451,30.858,1,1
pga,2023,2023,RBC Canadian Open,32,"Bennett, Sam",28158,T20,1,Oakdale Golf & Country Club,908,72,10,2:16pm,70,0.767,0.525,-0.297,1.434,1.662,2.429,278.0,0.667,0.667,0.625,26.444,29.582,3,2
pga,2023,2023,RBC Canadian Open,32,"Bennett, Sam",28158,T20,2,Oakdale Golf & Country Club,908,72,1,9:01am,72,-0.287,-0.289,-0.825,1.356,0.242,-0.045,279.7,0.8,0.556,0.5,77.079,31.404,1,4
pga,2023,2023,RBC Canadian Open,32,"Bennett, Sam",28158,T20,3,Oakdale Golf & Country Club,908,72,1,11:00am,70,0.98,-1.92,1.468,0.952,0.5,1.48,296.2,0.733,0.722,0.667,60.597,22.753,2,3
pga,2023,2023,RBC Canadian Open,32,"Bennett, Sam",28158,T20,4,Oakdale Golf & Country Club,908,72,1,11:25am,68,2.084,-0.97,0.491,0.651,0.173,2.257,296.3,0.733,0.778,0.8,23.71,23.211,3,2
pga,2023,2023,RBC Canadian Open,32,"Moore, Ryan",7489,T25,1,Oakdale Golf & Country Club,908,72,1,1:43pm,69,0.158,1.647,1.209,0.415,3.271,3.429,274.7,0.733,0.611,0.667,25.357,29.294,4,2
pga,2023,2023,RBC Canadian Open,32,"Moore, Ryan",7489,T25,2,Oakdale Golf & Country Club,908,72,10,8:28am,74,0.184,-0.704,-0.939,-0.586,-2.229,-2.045,261.1,0.733,0.5,0.545,46.228,31.579,2,6
pga,2023,2023,RBC Canadian Open,32,"Moore, Ryan",7489,T25,3,Oakdale Golf & Country Club,908,72,1,9:55am,71,-1.202,1.735,0.057,-0.11,1.682,0.48,267.4,0.667,0.778,0.5,54.906,19.214,4,1
pga,2023,2023,RBC Canadian Open,32,"Moore, Ryan",7489,T25,4,Oakdale Golf & Country Club,908,72,1,10:10am,67,2.364,0.069,1.365,-0.542,0.893,3.257,268.8,0.733,0.833,1.0,54.139,23.804,3,2
pga,2023,2023,RBC Canadian Open,32,"Reavie, Chez",7961,T25,1,Oakdale Golf & Country Club,908,72,1,7:55am,72,0.667,-0.401,0.588,-0.425,-0.238,0.429,271.0,0.667,0.667,0.5,23.903,31.616,3,4
pga,2023,2023,RBC Canadian Open,32,"Reavie, Chez",7961,T25,2,Oakdale Golf & Country Club,908,72,10,1:10pm,71,0.565,-0.905,1.616,-0.321,0.39,0.955,270.4,0.4,0.722,0.8,24.299,24.855,3,2
pga,2023,2023,RBC Canadian Open,32,"Reavie, Chez",7961,T25,3,Oakdale Golf & Country Club,908,72,1,9:15am,73,-3.612,0.85,1.049,0.193,2.092,-1.52,274.3,0.733,0.667,0.5,36.793,26.715,2,6
pga,2023,2023,RBC Canadian Open,32,"Reavie, Chez",7961,T25,4,Oakdale Golf & Country Club,908,72,1,9:10am,65,3.282,0.348,1.681,-0.055,1.975,5.257,275.8,0.6,0.778,0.667,103.05,17.569,6,3
pga,2023,2023,RBC Canadian Open,32,"Potter, Jr., Ted",8769,T25,1,Oakdale Golf & Country Club,908,72,10,1:32pm,73,-1.933,0.234,1.18,-0.052,1.362,-0.571,269.6,0.6,0.556,0.625,74.103,35.402,3,6
pga,2023,2023,RBC Canadian Open,32,"Potter, Jr., Ted",8769,T25,2,Oakdale Golf & Country Club,908,72,1,8:17am,67,4.146,-0.657,2.77,-1.304,0.809,4.955,256.4,0.667,0.667,0.5,78.284,26.339,8,1
pga,2023,2023,RBC Canadian Open,32,"Potter, Jr., Ted",8769,T25,3,Oakdale Golf & Country Club,908,72,1,1:30pm,70,0.055,-2.358,4.533,-0.75,1.425,1.48,266.3,0.733,0.611,0.5,,20.251,2,4
pga,2023,2023,RBC Canadian Open,32,"Potter, Jr., Ted",8769,T25,4,Oakdale Golf & Country Club,908,72,1,12:30pm,71,-1.931,0.619,0.907,-0.339,1.188,-0.743,264.6,0.733,0.667,0.5,84.202,21.526,3,3
pga,2023,2023,RBC Canadian Open,32,"Lower, Justin",17723,T25,1,Oakdale Golf & Country Club,908,72,1,7:11am,67,2.773,-0.333,2.779,0.21,2.656,5.429,265.7,0.533,0.778,0.75,35.417,20.471,6,2
pga,2023,2023,RBC Canadian Open,32,"Lower, Justin",17723,T25,2,Oakdale Golf & Country Club,908,72,10,12:26pm,70,2.05,-0.152,0.128,-0.071,-0.095,1.955,272.0,0.333,0.556,0.636,57.134,25.06,4,4
pga,2023,2023,RBC Canadian Open,32,"Lower, Justin",17723,T25,3,Oakdale Golf & Country Club,908,72,1,2:45pm,75,1.877,-2.813,-2.044,-0.54,-5.397,-3.52,278.0,0.467,0.5,0.667,82.949,29.459,2,7
pga,2023,2023,RBC Canadian Open,32,"Lower, Justin",17723,T25,4,Oakdale Golf & Country Club,908,72,1,10:45am,69,1.198,0.555,0.089,-0.586,0.059,1.257,274.0,0.467,0.556,0.889,57.044,18.338,1,2
pga,2023,2023,RBC Canadian Open,32,"Smalley, Alex",18474,T25,1,Oakdale Golf & Country Club,908,72,1,12:26pm,73,0.172,-0.594,-0.075,-0.074,-0.743,-0.571,285.4,0.533,0.611,0.444,61.692,46.841,2,2
