"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"game_away_home_spread","TB@ATL","","TB","ATL","2021-12-05T18:00:00Z","10.5","away","-110","-0.01780952380952383","44","55","home","-110","-0.02980952380952384","56","45"
"game_away_home_win","TB@ATL","","TB","ATL","2021-12-05T18:00:00Z","","away","-539","-0.011818466353677781","89","59","home","403","-0.030409542743538742","11","41"
"game_point_total","TB@ATL","","TB","ATL","2021-12-05T18:00:00Z","50.5","over","-110","0.00519047619047619","16","63","under","-110","-0.05280952380952386","84","37"
"recv_rec","C. Patterson","RB","ATL","TB","2021-12-05T18:00:00Z","4.5","over","100","-0.1311","null","null","under","-132","0.06214827586206895","null","null"
"recv_yd","C. Patterson","RB","ATL","TB","2021-12-05T18:00:00Z","37.5","over","-121","-0.12052837192780969","null","null","under","-110","0.049241748645954764","null","null"
"rush_att","C. Patterson","RB","ATL","TB","2021-12-05T18:00:00Z","9.5","over","-115","-0.0879230226323024","null","null","under","-115","0.01817647602714767","null","null"
"rush_recv_yd","C. Patterson","RB","ATL","TB","2021-12-05T18:00:00Z","75.5","over","-114","-0.08498728492485974","null","null","under","-114","0.019563488308340204","null","null"
"rush_yd","C. Patterson","RB","ATL","TB","2021-12-05T18:00:00Z","33.5","over","-117","-0.08822303135994053","null","null","under","-113","0.01858863733792493","null","null"
"recv_rec","K. Pitts","TE","ATL","TB","2021-12-05T18:00:00Z","4.5","over","-110","-0.04586190476190477","null","null","under","-120","-0.023409090909090824","null","null"
"recv_yd","K. Pitts","TE","ATL","TB","2021-12-05T18:00:00Z","56.5","over","-114","-0.01790397056048587","null","null","under","-118","-0.056075949794074986","null","null"
"pass_att","M. Ryan","QB","ATL","TB","2021-12-05T18:00:00Z","37.5","over","-111","0.010138852842795476","null","null","under","-119","-0.07957031120091251","null","null"
"pass_comp","M. Ryan","QB","ATL","TB","2021-12-05T18:00:00Z","23.5","over","-120","0.005681818181818232","null","null","under","-111","-0.07722417061611375","null","null"
"pass_int","M. Ryan","QB","ATL","TB","2021-12-05T18:00:00Z","0.5","over","-190","-0.21670689655172426","null","null","under","146","0.15503658536585369","null","null"
"pass_td","M. Ryan","QB","ATL","TB","2021-12-05T18:00:00Z","1.5","over","114","0.00021028037383175047","null","null","under","-150","-0.06750000000000012","null","null"
"pass_yd","M. Ryan","QB","ATL","TB","2021-12-05T18:00:00Z","251.5","over","-115","0.0009447658104186907","null","null","under","-115","-0.07073457896558161","null","null"
"rush_yd","M. Ryan","QB","ATL","TB","2021-12-05T18:00:00Z","3.5","over","-110","0.19424031919568596","null","null","under","-120","-0.2635116419038584","null","null"
"recv_yd","O. Zaccheaus","WR","ATL","TB","2021-12-05T18:00:00Z","24.5","over","-117","0.0030811296557203827","null","null","under","-113","-0.07271538874591171","null","null"
"recv_yd","R. Gage","WR","ATL","TB","2021-12-05T18:00:00Z","51.5","over","-114","-0.10346433119905701","null","null","under","-117","0.03157580374534241","null","null"
"recv_yd","T. Sharpe","WR","ATL","TB","2021-12-05T18:00:00Z","22.5","over","-115","-0.02212233770517691","null","null","under","-116","-0.04974606007559679","null","null"
"recv_rec","C. Brate","TE","TB","ATL","2021-12-05T18:00:00Z","1.5","over","-129","-0.10000393762008736","null","null","under","100","0.03669750857499998","null","null"
"recv_yd","C. Brate","TE","TB","ATL","2021-12-05T18:00:00Z","15.5","over","-118","-0.005232564896645142","null","null","under","-113","-0.06654507964018974","null","null"
"recv_rec","C. Godwin","WR","TB","ATL","2021-12-05T18:00:00Z","5.5","over","-145","-0.056418367346938836","null","null","under","110","-0.011595238095238047","null","null"
"recv_yd","C. Godwin","WR","TB","ATL","2021-12-05T18:00:00Z","69.5","over","-115","-0.024196878804318644","null","null","under","-116","-0.04764500107378716","null","null"
"recv_yd","L. Fournette","RB","TB","ATL","2021-12-05T18:00:00Z","36.5","over","-112","-0.11870738664742331","null","null","under","-118","0.04918091671430924","null","null"
"rush_att","L. Fournette","RB","TB","ATL","2021-12-05T18:00:00Z","14.5","over","-131","-0.04909924445454539","null","null","under","100","-0.018000372654999985","null","null"
"rush_recv_yd","L. Fournette","RB","TB","ATL","2021-12-05T18:00:00Z","102.5","over","-109","-0.06667457183656461","null","null","under","-119","0.0017555857904520966","null","null"
"rush_yd","L. Fournette","RB","TB","ATL","2021-12-05T18:00:00Z","62.5","over","-115","-0.06768127780087896","null","null","under","-115","-0.002102230213911982","null","null"
"recv_rec","M. Evans","WR","TB","ATL","2021-12-05T18:00:00Z","4.5","over","-103","-0.040739901477832574","null","null","under","-129","-0.029975109170305658","null","null"
"recv_yd","M. Evans","WR","TB","ATL","2021-12-05T18:00:00Z","60.5","over","-115","-0.010034641057125593","null","null","under","-115","-0.059726405742505595","null","null"
"recv_rec","R. Gronkowski","TE","TB","ATL","2021-12-05T18:00:00Z","4.5","over","-140","-0.17217499999999997","null","null","under","105","0.10104390243902434","null","null"
"recv_yd","R. Gronkowski","TE","TB","ATL","2021-12-05T18:00:00Z","55.5","over","-114","-0.08150126366402893","null","null","under","-117","0.009634246606111563","null","null"
"rush_yd","R. Jones","RB","TB","ATL","2021-12-05T18:00:00Z","27.5","over","-116","-0.09531862916944811","null","null","under","-115","0.023426081328794757","null","null"
"pass_att","T. Brady","QB","TB","ATL","2021-12-05T18:00:00Z","39.5","over","-123","-0.016579821749308943","null","null","under","-108","-0.05423461440706723","null","null"
"pass_comp","T. Brady","QB","TB","ATL","2021-12-05T18:00:00Z","26.5","over","-130","-0.0015608695652175042","null","null","under","-104","-0.07345294117647055","null","null"
"pass_int","T. Brady","QB","TB","ATL","2021-12-05T18:00:00Z","0.5","over","-110","-0.12070952380952388","null","null","under","-120","0.05144545454545457","null","null"
"pass_td","T. Brady","QB","TB","ATL","2021-12-05T18:00:00Z","2.5","over","112","0.17260188679245286","null","null","under","-149","-0.24269357429718874","null","null"
"pass_yd","T. Brady","QB","TB","ATL","2021-12-05T18:00:00Z","306.5","over","-115","0.0007615987799468593","null","null","under","-115","-0.07047095546082355","null","null"
"rush_yd","T. Brady","QB","TB","ATL","2021-12-05T18:00:00Z","0.5","over","-113","0.16659932870285166","null","null","under","-117","-0.23625892030432089","null","null"
"recv_rec","T. Johnson","WR","TB","ATL","2021-12-05T18:00:00Z","1.5","over","-110","-0.05495458334285713","null","null","under","-120","-0.014302931807272823","null","null"
"recv_yd","T. Johnson","WR","TB","ATL","2021-12-05T18:00:00Z","14.5","over","-123","0.01695802871590346","null","null","under","-107","-0.0853788706855157","null","null"
"game_away_home_spread","ARZ@CHI","","ARZ","CHI","2021-12-05T18:00:00Z","7.5","away","-110","-0.07680952380952383","null","null","home","-110","0.02919047619047621","null","null"
"game_away_home_win","ARZ@CHI","","ARZ","CHI","2021-12-05T18:00:00Z","","away","-345","-0.04973033707865171","null","null","home","276","0.008574468085106424","null","null"
"game_point_total","ARZ@CHI","","ARZ","CHI","2021-12-05T18:00:00Z","42.5","over","-110","-0.04280952380952385","null","null","under","-110","-0.004809523809523819","null","null"
"pass_att","A. Dalton","QB","CHI","ARZ","2021-12-05T18:00:00Z","33.5","over","-124","-0.048827704259062354","null","null","under","-107","-0.021659101784206047","null","null"
"pass_comp","A. Dalton","QB","CHI","ARZ","2021-12-05T18:00:00Z","20.5","over","-102","-0.022944949851485208","null","null","under","-130","-0.04720954856086956","null","null"
"pass_int","A. Dalton","QB","CHI","ARZ","2021-12-05T18:00:00Z","0.5","over","-145","-0.14309591836734692","null","null","under","110","0.07506190476190483","null","null"
"pass_td","A. Dalton","QB","CHI","ARZ","2021-12-05T18:00:00Z","1.5","over","165","0.04350377358490565","null","null","under","-219","-0.1073890282131662","null","null"
"pass_yd","A. Dalton","QB","CHI","ARZ","2021-12-05T18:00:00Z","217.5","over","-114","-0.015616225831775687","null","null","under","-117","-0.05623313219124426","null","null"
"rush_yd","A. Dalton","QB","CHI","ARZ","2021-12-05T18:00:00Z","10.5","over","-111","0.004365306186105644","null","null","under","-119","-0.0737859850697225","null","null"
"recv_rec","C. Kmet","TE","CHI","ARZ","2021-12-05T18:00:00Z","3.5","over","-138","-0.1619899159663865","null","null","under","106","0.09671456310679616","null","null"
"recv_yd","C. Kmet","TE","CHI","ARZ","2021-12-05T18:00:00Z","34.5","over","-114","-0.07509729738291432","null","null","under","-116","0.005348042140438269","null","null"
"recv_rec","D. Byrd","WR","CHI","ARZ","2021-12-05T18:00:00Z","2.5","over","-134","-0.18514765666666672","null","null","under","100","0.11249775830000008","null","null"
"recv_yd","D. Byrd","WR","CHI","ARZ","2021-12-05T18:00:00Z","29.5","over","-116","-0.07524125062943338","null","null","under","-114","0.005524698855101207","null","null"
"recv_rec","D. Mooney","WR","CHI","ARZ","2021-12-05T18:00:00Z","4.5","over","-157","-0.12293385214007785","null","null","under","120","0.057499999999999996","null","null"
"recv_yd","D. Mooney","WR","CHI","ARZ","2021-12-05T18:00:00Z","59.5","over","-115","-0.04967698218855354","null","null","under","-115","-0.02007653997576353","null","null"
"recv_rec","D. Montgomery","RB","CHI","ARZ","2021-12-05T18:00:00Z","2.5","over","-111","-0.17676502203791472","null","null","under","-119","0.10731948120319657","null","null"
"recv_yd","D. Montgomery","RB","CHI","ARZ","2021-12-05T18:00:00Z","17.5","over","-113","-0.045786857745400644","null","null","under","-117","-0.023815410973588413","null","null"
"rush_att","D. Montgomery","RB","CHI","ARZ","2021-12-05T18:00:00Z","15.5","over","100","0.053951364900000076","null","null","under","-131","-0.12104440521125548","null","null"
"rush_recv_yd","D. Montgomery","RB","CHI","ARZ","2021-12-05T18:00:00Z","83.5","over","-115","-0.04058322218490712","null","null","under","-112","-0.022618335154698244","null","null"
"rush_yd","D. Montgomery","RB","CHI","ARZ","2021-12-05T18:00:00Z","61.5","over","-115","-0.036077792784188045","null","null","under","-115","-0.033706060507339375","null","null"
"recv_yd","J. Graham","TE","CHI","ARZ","2021-12-05T18:00:00Z","11.5","over","-120","0.03085650446595556","null","null","under","-110","-0.10010701943219641","null","null"
"game_away_home_spread","LAC@CIN","","LAC","CIN","2021-12-05T18:00:00Z","-3","away","-110","-0.051190476190476175","10","40","home","-110","0.007809523809523822","90","60"
"game_away_home_win","LAC@CIN","","LAC","CIN","2021-12-05T18:00:00Z","","away","138","-0.04190756302521009","4","53","home","-163","0.002087452471482898","96","47"
"game_point_total","LAC@CIN","","LAC","CIN","2021-12-05T18:00:00Z","50","over","-110","-0.051571428571428546","44","68","under","-110","0.005428571428571449","56","32"
"recv_rec","C. Uzomah","TE","CIN","LAC","2021-12-05T18:00:00Z","2.5","over","-119","-0.17037727611872133","null","null","under","-111","0.10093166849146917","null","null"
"recv_yd","C. Uzomah","TE","CIN","LAC","2021-12-05T18:00:00Z","21.5","over","-114","-0.06230066962844033","null","null","under","-117","-0.009520066075719424","null","null"
"recv_rec","J. Chase","WR","CIN","LAC","2021-12-05T18:00:00Z","5.5","over","119","0.035578995433790006","null","null","under","-162","-0.11052061068702279","null","null"
"recv_yd","J. Chase","WR","CIN","LAC","2021-12-05T18:00:00Z","65.5","over","-114","0.013775015519197353","null","null","under","-116","-0.08355047017464479","null","null"
"pass_att","J. Burrow","QB","CIN","LAC","2021-12-05T18:00:00Z","33.5","over","-108","-0.003439173873569179","null","null","under","-122","-0.06536875139430082","null","null"
"pass_comp","J. Burrow","QB","CIN","LAC","2021-12-05T18:00:00Z","23.5","over","100","-0.0037499999999999756","null","null","under","-132","-0.06520862068965527","null","null"
