Transaction Date,Post Date,Description,Category,Type,Amount,Memo
03/18/2025,03/19/2025,SQ *OFFSHORE COFFEE CO. B,Food & Drink,Sale,-7.00,
03/18/2025,03/19/2025,WALGREENS #19234,Health & Wellness,Sale,-60.00,
03/18/2025,03/19/2025,TARGET.COM  *,Shopping,Sale,-143.94,
03/18/2025,03/19/2025,IN *AQUA PRIME IRRIGATION,Home,Sale,-959.62,
03/18/2025,03/19/2025,T.J. MAXX #1532,Shopping,Sale,-50.47,
03/18/2025,03/19/2025,SPIFFYS DRY CLEANING,Personal,Sale,-17.00,
03/18/2025,03/19/2025,TARGET.COM  *,Shopping,Sale,-18.75,
03/17/2025,03/18/2025,SP SERENITY KIDS,Groceries,Sale,-95.48,
03/17/2025,03/18/2025,BJS WHOLESALE #0027,Shopping,Sale,-91.97,
03/17/2025,03/18/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-56.36,
03/16/2025,03/18/2025,THE HOME DEPOT #0949,Home,Sale,-44.22,
03/16/2025,03/17/2025,DR. SQUATCH  INC.,Shopping,Sale,-19.19,
03/14/2025,03/16/2025,BJS WHOLESALE #0027,Shopping,Sale,-88.01,
03/14/2025,03/16/2025,TST* SURF TACO - WALL,Food & Drink,Sale,-13.86,
03/14/2025,03/16/2025,HOMESENSE 0004,Shopping,Sale,-58.60,
03/14/2025,03/16/2025,TST*MAEBERRIE MARKET,Food & Drink,Sale,-43.58,
03/14/2025,03/16/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
03/14/2025,03/16/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-13.85,
03/14/2025,03/16/2025,SHELL OIL 57545571309,Gas,Sale,-42.27,
03/13/2025,03/14/2025,NATERA,Health & Wellness,Sale,-250.00,
03/13/2025,03/14/2025,SQ *OFFSHORE COFFEE CO. B,Food & Drink,Sale,-7.00,
03/13/2025,03/14/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-17.31,
03/12/2025,03/13/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-36.32,
03/12/2025,03/13/2025,FARMMATCH LLC,Groceries,Sale,-34.47,
03/10/2025,03/11/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-75.53,
03/09/2025,03/10/2025,SP HYDROJUG,Shopping,Sale,-54.35,
03/08/2025,03/09/2025,STATE FARM  INSURANCE,Bills & Utilities,Sale,-114.60,
03/07/2025,03/09/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
03/08/2025,03/09/2025,TARGET.COM  *,Shopping,Sale,-17.50,
03/08/2025,03/09/2025,TARGET.COM,Shopping,Sale,-48.30,
03/08/2025,03/09/2025,DD *DOORDASH FEDERICOS,Food & Drink,Sale,-35.47,
03/06/2025,03/07/2025,TST* HATCH 44 - METUCHEN,Food & Drink,Sale,-40.38,
03/06/2025,03/07/2025,TARGET        00034082,Shopping,Sale,-23.70,
03/05/2025,03/06/2025,FEDERICOS PIZZA,Food & Drink,Sale,-20.15,
03/05/2025,03/06/2025,COSTCO WHSE #0329,Shopping,Sale,-261.79,
03/05/2025,03/06/2025,PERSONALCREATIONS.COM,Shopping,Sale,-24.50,
03/05/2025,03/06/2025,FARMMATCH LLC,Groceries,Sale,-34.47,
03/05/2025,03/06/2025,JOE'S BAGEL BELMAR,Food & Drink,Sale,-15.05,
03/05/2025,03/06/2025,APPLE.COM/BILL,Shopping,Sale,-2.12,
03/04/2025,03/05/2025,PLAYA BOWLS - LIL BELMAR,Food & Drink,Sale,-22.35,
03/03/2025,03/04/2025,MARSHALL'S #514,Shopping,Sale,-109.75,
03/03/2025,03/04/2025,BJS WHOLESALE #0027,Shopping,Sale,-159.48,
03/02/2025,03/04/2025,SHELL OIL 57545571309,Gas,Sale,-42.55,
03/03/2025,03/03/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.00,
03/01/2025,03/02/2025,NEW BROOKSIDE SCHOOL,Education,Sale,-1277.00,
03/01/2025,03/02/2025,MLB.TV,Bills & Utilities,Sale,-97.49,
02/28/2025,03/02/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-124.58,
03/01/2025,03/02/2025,BJS MEMBERSHIP,Shopping,Sale,-63.98,
02/27/2025,02/28/2025,TARGET        00034082,Shopping,Sale,-50.54,
02/27/2025,02/28/2025,TARGET        00034082,Shopping,Sale,-5.92,
02/27/2025,02/28/2025,Spotify USA,Bills & Utilities,Sale,-12.78,
02/26/2025,02/27/2025,DUNKIN #359105,Food & Drink,Sale,-7.03,
02/26/2025,02/27/2025,FARMMATCH LLC,Groceries,Sale,-48.95,
02/26/2025,02/27/2025,DOLLAR TREE,Shopping,Sale,-2.40,
02/26/2025,02/27/2025,SPIFFYS DRY CLEANING,Personal,Sale,-19.35,
02/24/2025,02/26/2025,THE HOME DEPOT #0934,Home,Sale,-18.48,
02/23/2025,02/25/2025,THE HOME DEPOT #0949,Home,Sale,-48.28,
02/24/2025,02/25/2025,BJS WHOLESALE #0027,Shopping,Sale,-94.29,
02/23/2025,02/25/2025,TRADER JOE S #608,Groceries,Sale,-105.16,
02/24/2025,02/25/2025,JERSEY MIKES 1002,Food & Drink,Sale,-12.52,
02/22/2025,02/24/2025,THE HOME DEPOT #0949,Home,Sale,-67.09,
02/23/2025,02/24/2025,DUNKIN #302458 Q35,Food & Drink,Sale,-15.09,
02/22/2025,02/23/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-106.05,
02/21/2025,02/23/2025,SQ *OFFSHORE COFFEE CO. B,Food & Drink,Sale,-7.00,
02/20/2025,02/21/2025,SUNOCO 0952678101,Gas,Sale,-51.72,
02/20/2025,02/21/2025,NJ EZPASS,Travel,Sale,-115.00,
02/20/2025,02/20/2025,AUTOMATIC PAYMENT - THANK,,Payment,4499.25,
02/19/2025,02/20/2025,FARMMATCH LLC,Groceries,Sale,-34.47,
02/20/2025,02/20/2025,LANDS END,Shopping,Sale,-76.72,
02/19/2025,02/20/2025,JERSEY MIKES 1002,Food & Drink,Sale,-23.91,
02/17/2025,02/19/2025,THE HOME DEPOT #0949,Home,Sale,-12.23,
02/17/2025,02/18/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-55.63,
02/17/2025,02/18/2025,APPLE.COM/BILL,Shopping,Sale,-16.99,
02/17/2025,02/18/2025,BLT*Burt's Bees Baby,Shopping,Sale,-52.42,
02/17/2025,02/18/2025,PLAYA BOWLS - LIL BELMAR,Food & Drink,Sale,-26.09,
02/15/2025,02/17/2025,THE HOME DEPOT #0949,Home,Sale,-29.50,
02/15/2025,02/17/2025,THE HOME DEPOT #0949,Home,Sale,-16.26,
02/14/2025,02/16/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
02/14/2025,02/16/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-32.69,
02/15/2025,02/16/2025,PD NAIL,Personal,Sale,-41.20,
02/13/2025,02/14/2025,BJS WHOLESALE #0027,Shopping,Sale,-114.92,
02/12/2025,02/13/2025,FARMMATCH LLC,Groceries,Sale,-54.47,
02/12/2025,02/12/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-95.15,
02/10/2025,02/11/2025,INTUIT *TURBOTAX,Shopping,Sale,-114.92,
02/08/2025,02/10/2025,1895 CAMELBACK MTN RESOR,Travel,Sale,-12.00,
02/09/2025,02/10/2025,DOLLAR TREE,Shopping,Sale,-18.41,
02/09/2025,02/10/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-65.93,
02/08/2025,02/10/2025,CAMELBACK F&amp;B SUMMIT H,Food & Drink,Sale,-29.96,
02/09/2025,02/10/2025,EVANMIYA.COM,Shopping,Sale,-5.00,
02/09/2025,02/10/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-5.49,
02/07/2025,02/09/2025,ESPN Plus,Bills & Utilities,Sale,-12.78,
02/09/2025,02/09/2025,Peacock F646A PremPlus,Bills & Utilities,Sale,-6.40,
02/06/2025,02/09/2025,CAMELBACK RESORT ECOMMER,Entertainment,Sale,-84.00,
02/06/2025,02/09/2025,THE HOME DEPOT #0949,Home,Sale,-63.28,
02/08/2025,02/09/2025,STATE FARM  INSURANCE,Bills & Utilities,Sale,-114.60,
02/07/2025,02/09/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
02/07/2025,02/09/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-130.69,
02/07/2025,02/07/2025,Peacock 17E0F Premium,Bills & Utilities,Sale,-2.99,
02/06/2025,02/07/2025,SUNOCO 0007754511,Gas,Sale,-30.42,
02/06/2025,02/07/2025,COSTCO WHSE #0329,Shopping,Sale,-164.54,
02/05/2025,02/06/2025,APPLE.COM/BILL,Shopping,Sale,-2.12,
02/05/2025,02/06/2025,FARMMATCH LLC,Groceries,Sale,-64.93,
02/03/2025,02/05/2025,CHICK-FIL-A #04352,Food & Drink,Sale,-11.08,
02/03/2025,02/05/2025,THE HOME DEPOT #0934,Home,Sale,-17.23,
02/04/2025,02/05/2025,UBER   *TRIP,Travel,Sale,-14.95,
02/03/2025,02/04/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-70.53,
02/03/2025,02/04/2025,Crash Champions 0517 - WA,Automotive,Sale,-1000.00,
02/01/2025,02/03/2025,EGAN'S SPRING LAKE LIQUOR,Food & Drink,Sale,-18.85,
02/02/2025,02/03/2025,WALL TOWNSHIP,Bills & Utilities,Sale,-171.83,
02/03/2025,02/03/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.00,
02/01/2025,02/03/2025,THE HOME DEPOT #0949,Home,Sale,-81.58,
02/02/2025,02/03/2025,SERVICE FEE,Bills & Utilities,Sale,-5.07,
01/31/2025,02/02/2025,THE HOME DEPOT #0949,Home,Sale,-22.50,
01/31/2025,02/02/2025,TST*MAEBERRIE MARKET,Food & Drink,Sale,-4.00,
02/01/2025,02/02/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-27.45,
01/31/2025,02/02/2025,TST*MAEBERRIE MARKET,Food & Drink,Sale,-34.26,
02/01/2025,02/02/2025,NEW BROOKSIDE SCHOOL,Education,Sale,-1277.00,
01/30/2025,01/31/2025,GOOGLE *YouTubePremium,Shopping,Sale,-13.99,
01/30/2025,01/31/2025,TARGET.COM  *,Shopping,Sale,-38.54,
01/29/2025,01/30/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-88.70,
01/29/2025,01/30/2025,FARMMATCH LLC,Groceries,Sale,-34.47,
01/28/2025,01/29/2025,DOLLAR TREE,Shopping,Sale,-15.46,
01/27/2025,01/29/2025,Spotify USA,Bills & Utilities,Sale,-12.78,
01/24/2025,01/28/2025,TOMMY'S TAVERN TAP,Food & Drink,Sale,-45.32,
01/25/2025,01/28/2025,JERSEY MIKES ONLINE UC,Food & Drink,Sale,-38.81,
01/22/2025,01/24/2025,THE HOME DEPOT #0949,Home,Sale,-1.12,
01/22/2025,01/24/2025,THE HOME DEPOT #0949,Home,Sale,-9.79,
01/22/2025,01/24/2025,THE HOME DEPOT #0949,Home,Return,9.79,
01/24/2025,01/24/2025,WF *WAYFAIR4362388741,Home,Sale,-176.99,
01/23/2025,01/24/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-94.06,
01/22/2025,01/23/2025,FARMMATCH LLC,Groceries,Sale,-34.47,
01/22/2025,01/23/2025,OCEAN BREW MARKET - POP U,Food & Drink,Sale,-5.71,
01/21/2025,01/22/2025,BJS WHOLESALE #0027,Shopping,Sale,-67.44,
01/21/2025,01/22/2025,THE UPS STORE 7165,Personal,Sale,-20.34,
01/20/2025,01/21/2025,MARSHALL'S #514,Shopping,Sale,-63.95,
01/20/2025,01/21/2025,JOSEPH'S DELI,Food & Drink,Sale,-26.75,
01/20/2025,01/20/2025,AUTOMATIC PAYMENT - THANK,,Payment,6054.72,
01/19/2025,01/20/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-112.87,
01/18/2025,01/20/2025,THE HOME DEPOT #0949,Home,Sale,-59.44,
01/19/2025,01/19/2025,ANTHROPOLOGIE.COM,Shopping,Sale,-41.92,
01/18/2025,01/19/2025,DD *DOORDASH NICHOLASC,Food & Drink,Sale,-28.20,
01/18/2025,01/19/2025,APPLE.COM/BILL,Shopping,Sale,-16.99,
01/15/2025,01/16/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-96.65,
01/15/2025,01/16/2025,FARMMATCH LLC,Groceries,Sale,-34.47,
01/15/2025,01/16/2025,COSTCO WHSE #0329,Shopping,Sale,-130.25,
01/14/2025,01/15/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
01/13/2025,01/14/2025,JOE LEONE'S CENTRO MARKET,Groceries,Sale,-36.99,
01/12/2025,01/13/2025,THE ATHLETIC,Entertainment,Sale,-59.99,
01/11/2025,01/13/2025,THE HOME DEPOT #0949,Home,Sale,-8.47,
01/12/2025,01/13/2025,DD *DOORDASH NICHOLASC,Food & Drink,Sale,-23.20,
01/12/2025,01/13/2025,APPLE.COM/BILL,Shopping,Sale,-15.98,
01/10/2025,01/12/2025,DOLLAR TREE,Shopping,Sale,-14.58,
01/11/2025,01/12/2025,SHOPRITE NEPTUNE S1,Groceries,Sale,-121.05,
01/10/2025,01/12/2025,BRAVE NEW WORLD INC,Shopping,Sale,-110.00,
01/09/2025,01/09/2025,ENGAGED SOURCING,Personal,Return,5.00,
01/08/2025,01/09/2025,STATE FARM  INSURANCE,Bills & Utilities,Sale,-114.60,
01/08/2025,01/09/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-102.57,
01/08/2025,01/09/2025,FARMMATCH LLC,Groceries,Sale,-72.37,
01/09/2025,01/09/2025,Peacock X2174 PremPlus,Bills & Utilities,Sale,-6.40,
01/07/2025,01/08/2025,GIRL SCOUTS OF THE UNITED,Gifts & Donations,Sale,-30.00,
01/07/2025,01/08/2025,CRATE&amp;BARREL CB2 NOD,Home,Sale,-21.40,
01/07/2025,01/08/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
01/05/2025,01/07/2025,DUNKIN' MOBILE,Food & Drink,Sale,-10.00,
01/07/2025,01/07/2025,Peacock AA869 Premium,Bills & Utilities,Sale,-2.99,
01/05/2025,01/07/2025,THE HOME DEPOT #0949,Home,Sale,-240.01,
01/05/2025,01/06/2025,APPLE.COM/BILL,Shopping,Sale,-2.12,
01/02/2025,01/05/2025,THE HOME DEPOT #0949,Home,Sale,-38.04,
01/03/2025,01/05/2025,HOMESENSE 0004,Shopping,Sale,-34.97,
01/03/2025,01/05/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-42.13,
01/03/2025,01/05/2025,THE HOME DEPOT #0949,Home,Sale,-55.54,
01/03/2025,01/05/2025,WHOLEFDS SLW#10587,Groceries,Sale,-17.57,
01/02/2025,01/03/2025,FARMMATCH LLC,Groceries,Sale,-34.47,
01/01/2025,01/03/2025,MARINA GRILLE,Food & Drink,Sale,-60.42,
01/02/2025,01/03/2025,TARGET        00034082,Shopping,Sale,-6.01,
01/02/2025,01/03/2025,T.J. MAXX #1532,Shopping,Sale,-38.96,
01/02/2025,01/03/2025,WALGREENS #19234,Health & Wellness,Sale,-14.53,
01/03/2025,01/03/2025,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-20.00,
01/02/2025,01/03/2025,TARGET        00034082,Shopping,Sale,-13.48,
01/02/2025,01/03/2025,SUNOCO 0952678101,Gas,Sale,-53.12,
01/02/2025,01/03/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-22.08,
01/01/2025,01/02/2025,NEW BROOKSIDE SCHOOL,Education,Sale,-1277.00,
12/30/2024,01/01/2025,POTTERYBARNOUTLET 6329,Home,Sale,-190.74,
12/31/2024,01/01/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-4.49,
12/30/2024,01/01/2025,CARTER'S #758,Shopping,Sale,-79.89,
12/31/2024,01/01/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-86.64,
12/30/2024,01/01/2025,THE HOME DEPOT #0949,Home,Sale,-10.03,
