player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Carson Wentz,10636,QB,WAS,6,232,266,94.6,37,37,15.9,-3.2,1.92,0,0,0.0,86.5,32,6,8.6,37,3,7,65.5,0,1,38,0.0,75.8,0.0,0,0,0,0,0,1,2.6,181,4.9,95.8,24,24,10.3,-3.2,1.87,0,0,0.0,87.5,21,4,8.7,24,2,4,62.5,0,1,25,0.0,71.0,0.0,0,0,0,0,0,1,4.0,125,5.2,100.0,4,4,1.7,38.5,3.0,0,4,66.7,75.0,3,0,25.0,4,1,3,98.7,0,0,6,,156.3,0.0,0,0,0,0,1,0,0.0,149,37.3,66.7,9,9,3.9,14.4,2.5,0,0,0.0,55.6,5,2,16.7,9,1,5,56.4,0,2,9,0.0,82.2,0.0,0,0,0,0,2,2,22.2,73,8.1,85.5,69,69,29.7,3.5,2.4,0,0,0.0,76.8,53,16,10.2,69,6,19,67.7,0,1,76,0.0,88.7,0.0,0,0,0,0,1,1,1.3,395,5.7,0,43.3,30,30,12.9,32.5,2.87,0,11,34.4,40.0,12,8,7.7,30,1,12,91.7,0,1,32,0.0,113.2,0.0,0,0,0,0,4,2,6.3,448,14.9,32,80.0,5,5,2.2,-3.6,2.22,0,0,0.0,60.0,3,0,25.0,5,1,0,64.2,0,0,5,,64.6,0.0,0,0,0,0,0,0,0.0,3,0.6,21.4,14,14,6.0,29.2,2.61,0,4,28.6,21.4,3,6,0.0,14,0,3,56.4,0,1,14,0.0,66.4,0.0,0,0,0,0,2,2,14.3,99,7.1,55.6,9,9,3.9,15.2,2.73,0,0,0.0,44.4,4,1,20.0,9,1,4,54.4,0,0,13,0.0,110.9,0.0,0,0,0,0,1,0,0.0,75,8.3,82.4,17,17,7.3,3.7,2.08,0,0,0.0,82.4,14,1,0.0,17,0,9,61.8,0,1,19,0.0,75.5,0.0,0,0,0,0,0,1,5.3,136,8.0,55.2,29,29,12.5,15.1,2.62,0,1,2.9,44.8,13,7,18.8,29,3,13,53.7,0,2,35,0.0,80.7,0.0,0,0,0,0,4,3,8.6,212,7.3,0,100.0,8,8,3.4,-3.0,1.88,0,0,0.0,100.0,8,2,0.0,8,0,3,66.0,0,0,8,0.0,94.3,0.0,0,0,0,0,0,0,0.0,53,6.6,50.0,12,12,5.2,34.4,3.13,0,3,25.0,50.0,6,2,0.0,12,0,6,91.5,0,0,12,0.0,123.6,0.0,0,0,0,0,1,0,0.0,200,16.7,45.5,11,11,4.7,15.6,2.62,0,1,7.7,36.4,4,4,20.0,11,1,4,55.7,0,0,13,0.0,86.9,0.0,0,0,0,0,1,1,7.7,64,5.8,66.7,30,30,12.9,4.0,2.15,0,0,0.0,66.7,20,6,0.0,30,0,8,48.2,0,0,31,0.0,85.0,0.0,0,0,0,0,1,0,0.0,117,3.9,80.2,116,116,50.0,3.6,2.29,0,0,0.0,75.0,87,23,6.5,116,6,36,61.3,0,2,126,0.0,86.4,0.0,0,0,0,0,2,2,1.6,648,5.6
Kyler Murray,38334,QB,ARZ,5,215,231,95.1,41,41,19.1,-3.6,1.6,0,0,0.0,90.2,37,2,5.1,41,2,11,69.9,0,0,42,0.0,92.3,0.0,0,0,0,0,0,0,0.0,252,6.1,95.5,22,22,10.2,-4.2,1.52,0,0,0.0,90.9,20,1,4.8,22,1,6,69.4,0,0,22,0.0,92.6,0.0,0,0,0,0,0,0,0.0,137,6.2,40.0,5,5,2.3,35.4,3.16,0,0,0.0,40.0,2,1,0.0,5,0,2,50.4,0,1,5,0.0,33.3,0.0,0,0,0,0,0,1,20.0,45,9.0,78.6,14,14,6.5,11.8,2.33,0,1,5.9,64.3,9,2,18.2,14,2,8,90.0,0,0,17,0.0,97.3,0.0,0,0,0,0,0,0,0.0,140,10.0,91.1,56,56,26.0,4.3,1.99,0,0,0.0,89.3,50,8,2.0,56,1,23,71.9,0,1,57,0.0,112.6,0.0,0,0,0,0,4,1,1.8,398,7.1,0,27.3,22,22,10.2,27.3,2.75,0,4,16.7,27.3,6,7,0.0,22,0,6,55.2,0,2,24,0.0,32.4,0.0,0,0,0,0,1,2,8.3,148,6.7,1,100.0,12,12,5.6,-2.7,1.53,0,0,0.0,100.0,12,0,0.0,12,0,4,67.6,0,0,12,,96.9,0.0,0,0,0,0,0,0,0.0,87,7.3,28.6,7,7,3.3,23.6,2.59,0,2,22.2,28.6,2,3,0.0,7,0,2,69.3,0,0,9,0.0,56.8,0.0,0,0,0,0,0,0,0.0,50,7.1,75.0,12,12,5.6,13.0,2.65,0,0,0.0,75.0,9,4,0.0,12,0,7,72.7,0,0,13,0.0,131.3,0.0,0,0,0,0,1,1,7.7,112,9.3,70.8,24,24,11.2,3.9,2.12,0,0,0.0,70.8,17,5,0.0,24,0,6,52.3,0,0,25,0.0,79.3,0.0,0,0,0,0,0,0,0.0,105,4.4,67.6,34,34,15.8,12.8,2.65,0,1,2.6,55.9,19,9,17.4,34,4,16,73.8,0,0,38,0.0,92.2,0.0,0,0,0,0,1,2,5.3,275,8.1,0,85.7,7,7,3.3,-3.3,1.96,0,0,0.0,71.4,5,1,16.7,7,1,1,60.9,0,0,8,0.0,78.3,0.0,0,0,0,0,0,0,0.0,28,4.0,20.0,10,10,4.7,25.9,2.67,0,2,20.0,20.0,2,3,0.0,10,0,2,49.0,0,1,10,0.0,42.9,0.0,0,0,0,0,1,1,10.0,53,5.3,37.5,8,8,3.7,14.3,3.2,0,0,0.0,12.5,1,3,66.7,8,2,1,33.3,0,0,8,0.0,39.6,0.0,0,0,0,0,0,1,12.5,23,2.9,76.5,17,17,7.9,3.8,3.25,0,0,0.0,70.6,12,5,7.7,17,1,3,75.8,0,0,19,0.0,76.6,0.0,0,0,0,0,0,0,0.0,64,3.8,83.5,97,97,45.1,4.1,2.24,0,0,0.0,81.4,79,18,2.5,97,2,32,69.8,0,1,101,0.0,100.5,0.0,0,0,0,0,4,1,1.0,567,5.8
Josh Allen,46601,QB,BUF,5,199,227,93.3,30,30,15.1,-2.8,1.8,0,0,0.0,83.3,25,8,10.7,30,3,11,65.6,0,0,30,0.0,98.6,0.0,0,0,0,0,1,0,0.0,150,5.0,92.9,14,14,7.0,-2.9,1.76,0,0,0.0,85.7,12,3,7.7,14,1,6,64.0,0,0,14,0.0,115.2,0.0,0,0,0,0,1,0,0.0,83,5.9,87.5,8,8,4.0,35.0,3.06,0,5,62.5,87.5,7,3,0.0,8,0,7,99.9,0,0,8,0.0,158.3,0.0,0,0,0,0,3,0,0.0,340,42.5,61.9,21,21,10.6,12.9,3.17,0,1,4.8,57.1,12,3,7.7,21,1,11,64.6,0,1,21,0.0,95.1,0.0,0,0,0,0,2,2,9.5,169,8.0,90.0,50,50,25.1,4.3,2.22,0,0,0.0,88.0,44,9,2.2,50,1,22,86.6,0,0,52,0.0,115.2,0.0,0,0,0,0,2,0,0.0,422,8.4,0,58.3,24,24,12.1,29.8,2.97,0,9,34.6,54.2,13,9,7.1,24,1,13,94.6,0,1,26,0.0,121.5,0.0,0,0,0,0,5,2,7.7,532,22.2,4,100.0,9,9,4.5,-2.6,1.6,0,0,0.0,77.8,7,1,22.2,9,2,4,66.5,0,0,9,0.0,83.3,0.0,0,0,0,0,0,0,0.0,36,4.0,42.9,7,7,3.5,23.4,2.81,0,2,28.6,42.9,3,3,0.0,7,0,3,71.7,0,0,7,0.0,129.5,0.0,0,0,0,0,1,1,14.3,90,12.9,71.4,7,7,3.5,12.1,3.04,0,0,0.0,71.4,5,2,0.0,7,0,5,81.8,0,0,7,0.0,102.1,0.0,0,0,0,0,0,0,0.0,68,9.7,71.4,14,14,7.0,4.5,2.17,0,0,0.0,64.3,9,3,10.0,14,1,4,45.7,0,1,14,0.0,69.0,0.0,0,0,0,0,1,1,7.1,65,4.6,60.0,40,40,20.1,13.4,3.05,0,3,7.3,57.5,23,7,4.2,40,1,22,75.9,0,1,41,0.0,108.0,0.0,0,0,0,0,4,3,7.3,337,8.4,0,85.7,7,7,3.5,-2.7,2.13,0,0,0.0,85.7,6,4,0.0,7,0,1,60.0,0,0,7,0.0,85.1,0.0,0,0,0,0,0,0,0.0,31,4.4,44.4,9,9,4.5,30.2,3.0,0,2,18.2,33.3,3,3,25.0,9,1,3,64.2,0,1,11,0.0,74.5,0.0,0,0,0,0,1,1,9.1,102,11.3,50.0,12,12,6.0,14.8,2.83,0,2,15.4,50.0,6,2,0.0,12,0,6,74.7,0,0,13,0.0,118.1,0.0,0,0,0,0,2,1,7.7,100,8.3,90.9,22,22,11.1,3.0,2.2,0,0,0.0,86.4,19,0,5.0,22,1,6,61.1,0,1,23,,90.3,0.0,0,0,0,0,1,0,0.0,145,6.6,87.2,86,86,43.2,4.0,2.2,0,0,0.0,83.7,72,12,4.0,86,3,32,74.5,0,2,89,0.0,103.1,0.0,0,0,0,0,4,1,1.1,632,7.3
Matt Ryan,4317,QB,IND,5,195,221,88.9,27,27,13.8,-3.5,2.07,0,0,0.0,81.5,22,6,8.3,27,2,3,58.5,0,1,29,0.0,64.0,0.0,0,0,0,0,0,1,3.4,83,3.1,88.9,18,18,9.2,-3.9,1.87,0,0,0.0,88.9,16,2,0.0,18,0,2,57.2,0,1,20,0.0,56.0,0.0,0,0,0,0,0,1,5.0,49,2.7,50.0,2,2,1.0,36.0,2.7,0,1,50.0,50.0,1,0,0.0,2,0,1,84.5,0,0,2,,95.8,0.0,0,0,0,0,0,0,0.0,39,19.5,64.3,28,28,14.4,12.9,2.79,0,0,0.0,64.3,18,11,0.0,28,0,17,70.4,0,4,29,0.0,72.8,0.0,0,0,0,0,1,3,10.3,301,10.8,89.1,46,46,23.6,4.8,2.44,0,0,0.0,87.0,40,8,2.4,46,1,24,83.8,0,0,49,0.0,112.6,0.0,0,0,0,0,1,0,0.0,427,9.3,0,71.4,7,7,3.6,30.3,2.6,0,1,11.1,71.4,5,0,0.0,7,0,5,77.6,0,0,9,,113.7,0.0,0,0,0,0,0,0,0.0,161,23.0,14,80.0,5,5,2.6,-3.4,3.04,0,0,0.0,60.0,3,3,25.0,5,1,0,58.0,0,0,5,0.0,64.6,0.0,0,0,0,0,0,0,0.0,11,2.2,100.0,2,2,1.0,21.5,2.25,0,0,0.0,100.0,2,0,0.0,2,0,2,73.1,0,0,4,,118.8,0.0,0,0,0,0,0,0,0.0,48,24.0,70.0,10,10,5.1,14.3,3.06,0,0,0.0,60.0,6,5,14.3,10,1,6,65.1,0,1,11,0.0,82.9,0.0,0,0,0,0,1,1,9.1,89,8.9,84.0,25,25,12.8,4.6,2.06,0,0,0.0,72.0,18,2,14.3,25,3,8,65.5,0,0,26,0.0,99.8,0.0,0,0,0,0,1,0,0.0,146,5.8,56.9,51,51,26.2,13.6,3.03,0,0,0.0,54.9,28,21,3.4,51,1,27,57.8,0,6,54,0.0,59.3,0.0,0,0,0,0,2,5,9.3,465,9.1,0,100.0,4,4,2.1,-1.8,1.8,0,0,0.0,75.0,3,1,25.0,4,1,1,64.0,0,0,4,0.0,88.5,0.0,0,0,0,0,0,0,0.0,23,5.8,66.7,3,3,1.5,32.3,2.77,0,0,0.0,66.7,2,0,0.0,3,0,2,56.9,0,0,3,,109.7,0.0,0,0,0,0,0,0,0.0,74,24.7,30.8,13,13,6.7,14.5,3.53,0,0,0.0,30.8,4,5,0.0,13,0,4,32.5,0,1,14,0.0,19.7,0.0,0,0,0,0,0,1,7.1,75,5.8,76.2,21,21,10.8,3.8,2.41,0,0,0.0,71.4,15,2,6.3,21,1,2,53.6,0,0,21,0.0,96.7,0.0,0,0,0,0,1,0,0.0,97,4.6,84.8,92,92,47.2,4.5,2.33,0,0,0.0,79.3,73,12,6.4,92,5,34,75.2,0,0,96,0.0,107.9,0.0,0,0,0,0,3,0,0.0,670,7.3
Joe Burrow,28022,QB,CIN,5,191,221,93.5,31,31,16.2,-3.0,1.91,0,0,0.0,87.1,27,4,6.9,31,2,8,65.9,0,0,32,0.0,87.2,0.0,0,0,0,0,0,0,0.0,153,4.9,93.8,16,16,8.4,-2.8,1.8,0,0,0.0,87.5,14,1,6.7,16,1,5,65.0,0,0,17,0.0,86.2,0.0,0,0,0,0,0,0,0.0,75,4.7,25.0,4,4,2.1,22.8,2.78,0,0,0.0,25.0,1,0,0.0,4,0,1,45.1,0,1,4,,10.4,0.0,0,0,0,0,0,1,25.0,22,5.5,76.5,17,17,8.9,13.2,2.59,0,0,0.0,70.6,12,2,7.7,17,1,10,63.2,0,2,20,0.0,93.0,0.0,0,0,0,0,1,3,15.0,217,12.8,90.7,43,43,22.5,3.6,2.19,0,0,0.0,83.7,36,8,7.7,43,3,19,91.0,0,0,44,0.0,125.6,0.0,0,0,0,0,3,0,0.0,368,8.6,0,26.3,19,19,9.9,28.8,2.66,0,5,22.7,26.3,5,4,0.0,19,0,5,75.2,0,1,22,0.0,67.7,0.0,0,0,0,0,1,1,4.5,205,10.8,7,100.0,8,8,4.2,-3.1,2.28,0,0,0.0,87.5,7,2,12.5,8,1,2,66.0,0,0,8,0.0,89.1,0.0,0,0,0,0,0,0,0.0,43,5.4,50.0,6,6,3.1,30.2,2.8,0,3,42.9,50.0,3,3,0.0,6,0,3,87.3,0,0,7,0.0,135.4,0.0,0,0,0,0,1,0,0.0,138,23.0,58.3,12,12,6.3,13.6,2.83,0,0,0.0,58.3,7,3,0.0,12,0,7,59.0,0,0,12,0.0,111.8,0.0,0,0,0,0,1,1,8.3,96,8.0,53.3,15,15,7.9,4.2,2.79,0,0,0.0,53.3,8,2,0.0,15,0,3,56.0,0,0,18,0.0,61.2,0.0,0,0,0,0,0,0,0.0,53,3.5,60.5,38,38,19.9,13.6,2.7,0,0,0.0,57.9,22,7,4.3,38,1,20,47.1,0,3,41,0.0,76.8,0.0,0,0,0,0,2,5,12.2,381,10.0,0,85.7,7,7,3.7,-3.1,1.73,0,0,0.0,85.7,6,1,0.0,7,0,1,59.9,0,0,7,0.0,87.5,0.0,0,0,0,0,0,0,0.0,35,5.0,11.1,9,9,4.7,30.6,2.51,0,2,18.2,11.1,1,1,0.0,9,0,1,72.1,0,0,11,0.0,47.9,0.0,0,0,0,0,0,0,0.0,45,5.0,33.3,9,9,4.7,14.1,2.72,0,0,0.0,33.3,3,2,0.0,9,0,3,26.2,0,1,9,0.0,21.8,0.0,0,0,0,0,0,1,11.1,68,7.6,86.7,30,30,15.7,3.7,2.24,0,0,0.0,86.7,26,5,0.0,30,0,12,74.9,0,1,31,0.0,107.8,0.0,0,0,0,0,3,1,3.2,156,5.2,83.0,88,88,46.1,3.7,2.31,0,0,0.0,79.5,70,15,4.1,88,3,34,83.6,0,1,93,0.0,112.0,0.0,0,0,0,0,6,1,1.1,577,6.6
