player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Dorian Hinton,98283,G,FAU,3,100.0,0,165,58.8,86.2,53.3,0,1,101,100.0,100.0,99.5,1,1,0,202,0,201,0,202,108,108,1,0,94,0
William Barnes,77356,G,N CAROLINA,3,100.0,0,245,56.6,64.5,51.8,1,4,108,100.0,100.0,97.7,0,5,0,199,0,0,0,199,114,114,124,75,85,0
Wade Meacham,81902,G,UTAH ST,3,100.0,0,329,52.1,57.2,49.0,0,1,89,100.0,100.0,99.4,0,1,0,199,0,198,0,199,96,96,1,0,103,0
Emmanuel Pregnon,128427,G,WYOMING,3,100.0,0,351,70.9,67.0,72.7,0,1,86,100.0,100.0,98.3,2,2,1,198,0,0,0,198,89,89,198,0,109,0
Eric Abojei,60824,T,WYOMING,3,100.0,0,351,78.7,74.4,78.2,0,2,86,100.0,100.0,98.8,1,2,0,198,0,0,198,198,89,89,0,0,109,0
Nofoafia Tulafono,128438,C,WYOMING,3,100.0,0,351,63.0,75.8,60.5,0,2,86,100.0,100.0,98.8,2,2,0,198,198,0,0,198,89,89,0,0,109,0
Valentin Senn,100533,T,UCONN,3,100.0,1,146,90.9,86.0,87.8,0,1,82,100.0,100.0,99.4,2,1,0,191,0,0,191,191,85,85,0,0,106,0
Noel Ofori-Nyadu,77430,G,UCONN,3,100.0,0,146,79.0,80.2,80.9,0,0,82,100.0,100.0,100.0,1,0,0,191,0,191,0,191,85,85,0,0,106,0
Cole Brown,81768,T,N TEXAS,3,100.0,0,251,69.7,65.6,70.3,1,1,80,100.0,100.0,98.7,1,2,0,190,0,0,190,190,86,86,0,0,104,0
Chandler Dolphin,60187,C,UTAH ST,3,100.0,0,329,59.4,75.8,55.4,0,0,89,100.0,100.0,100.0,1,0,0,189,189,0,0,189,94,94,0,0,95,0
Andrew Meyer,81910,C,UTEP,3,100.0,0,330,54.7,56.6,52.5,1,2,121,100.0,100.0,97.9,0,4,1,187,187,0,0,187,129,129,0,0,58,0
Josh Priebe,129733,G,NWESTERN,2,100.0,0,256,73.7,76.7,75.8,0,2,100,100.0,100.0,98.0,1,3,1,185,0,185,0,185,106,106,0,0,79,0
Ethan Wiederkehr,59969,T,NWESTERN,2,100.0,0,256,58.7,53.6,59.1,2,2,100,100.0,100.0,98.0,0,4,0,185,0,0,0,185,106,106,0,184,79,1
Christian Haynes,77339,G,UCONN,3,100.0,1,146,79.8,89.2,78.0,0,0,79,100.0,100.0,100.0,1,0,0,185,0,0,0,185,82,82,185,0,103,0
Charlie Schmidt,81772,C,NWESTERN,2,100.0,0,256,67.3,58.2,67.3,0,2,100,100.0,100.0,99.0,0,2,0,185,185,0,0,185,106,106,0,0,79,0
Peter Skoronski,129737,T,NWESTERN,2,100.0,0,256,83.5,90.6,75.2,0,0,100,100.0,100.0,100.0,1,0,0,185,0,0,184,185,106,106,0,0,79,1
Jake Guidone,106564,C,UCONN,3,100.0,0,146,82.3,66.1,80.1,0,1,80,100.0,100.0,99.4,0,1,0,184,184,0,0,184,83,83,0,0,101,0
Matt Rosso,81812,T,CHARLOTTE,3,100.0,1,136,61.1,59.3,63.5,0,2,113,100.0,100.0,98.2,4,3,1,183,0,0,48,183,123,123,0,135,60,0
Ashton Gist,122182,C,CHARLOTTE,3,100.0,0,136,63.3,60.7,64.8,1,2,108,100.0,100.0,98.6,1,3,0,181,181,0,0,181,118,118,0,0,63,0
Delfin Xavier Castillo,146960,C,VANDERBILT,3,100.0,0,333,69.3,85.7,65.0,0,0,89,100.0,100.0,100.0,1,0,0,179,150,0,0,179,93,93,29,0,86,0
Troy Everett,147024,C,APP STATE,2,100.0,1,108,62.1,54.9,61.9,1,2,74,100.0,100.0,96.6,3,4,1,175,175,0,0,175,82,82,0,0,93,0
Cooper Hodges,81548,T,APP STATE,2,100.0,0,108,75.7,75.0,74.7,1,1,74,100.0,100.0,98.6,1,2,0,175,0,0,0,175,82,82,1,173,93,1
Anderson Hardy,81549,T,APP STATE,2,100.0,0,108,63.1,57.0,65.6,2,2,74,100.0,100.0,97.3,2,4,0,175,0,1,172,175,82,82,0,0,93,2
Isaiah Helms,104720,G,APP STATE,2,100.0,0,108,72.4,61.6,73.7,0,1,74,100.0,100.0,98.0,0,2,1,175,0,0,1,175,82,82,174,0,93,0
Jamezz Kimbrough,55052,C,C MICHIGAN,2,100.0,0,134,59.8,66.1,56.1,1,2,102,100.0,100.0,98.5,0,3,0,173,173,0,0,173,114,114,0,0,59,0
Panda Askew,122173,G,CHARLOTTE,3,100.0,0,136,57.5,67.7,51.9,0,6,106,100.0,100.0,97.2,0,6,0,173,0,173,0,173,114,114,0,0,59,0
Tyden Ferris,77381,G,C MICHIGAN,2,100.0,0,134,51.9,68.6,42.6,0,1,102,100.0,100.0,98.5,0,2,1,173,0,1,0,173,114,114,172,0,59,0
Brayden Swartout,145732,T,C MICHIGAN,2,100.0,0,134,58.2,54.8,58.1,2,2,102,100.0,100.0,96.1,1,6,2,173,0,0,0,173,114,114,0,172,59,1
Deiyantei Powell-Woods,104183,G,C MICHIGAN,2,100.0,0,134,62.5,69.9,58.8,1,0,101,100.0,100.0,99.5,0,1,0,172,0,171,0,172,113,113,0,1,59,0
Davis Heinzen,145705,T,C MICHIGAN,2,99.4,1,134,45.9,53.8,38.7,2,3,101,99.0,99.1,96.5,2,6,1,172,0,1,171,173,113,114,0,0,59,0
Jacob Peace,78371,T,FIU,2,100.0,0,166,45.2,30.5,55.3,2,12,122,100.0,100.0,92.6,2,16,2,170,0,0,0,170,134,134,61,109,36,0
Adrein Strickland,147205,T,S ALABAMA,2,100.0,0,288,54.7,52.2,60.5,2,1,85,100.0,100.0,98.2,2,3,0,168,0,0,0,168,90,90,2,164,78,2
Caleb Etienne,144643,T,OKLA STATE,2,100.0,0,262,50.1,50.6,51.8,0,4,87,101.2,101.1,96.6,1,5,1,168,0,0,168,168,96,95,0,0,72,0
Jack Sherwin,98226,T,W MICHIGAN,2,100.0,0,347,67.7,59.7,69.0,0,6,93,100.0,100.0,96.8,0,6,0,166,0,0,0,166,97,97,0,166,69,0
Jacob Gideon,72705,C,W MICHIGAN,2,100.0,0,347,56.8,56.4,58.3,0,2,93,100.0,100.0,98.9,2,2,0,166,166,0,0,166,97,97,0,0,69,0
Febechi Nwaiwu,145324,G,N TEXAS,3,100.0,0,251,64.2,68.6,62.4,1,0,66,100.0,100.0,99.2,0,1,0,166,0,0,0,166,71,71,166,0,95,0
Dylan Deatherage,60242,T,W MICHIGAN,2,100.0,0,347,54.3,35.0,62.1,2,5,93,100.0,100.0,91.9,0,11,4,166,0,0,166,166,97,97,0,0,69,0
Cole Smith,99094,G,MISS STATE,2,100.0,0,227,67.0,74.1,64.3,1,1,103,100.0,100.0,99.0,0,2,0,165,0,0,0,165,111,111,165,0,54,0
Nick Jones,146837,G,MISS STATE,2,100.0,0,227,62.1,81.1,54.0,0,1,103,100.0,100.0,98.5,0,2,1,165,0,165,0,165,111,111,0,0,54,0
Taylor Miterko,99428,G,OKLA STATE,2,100.0,0,262,49.6,38.4,52.1,3,5,87,101.2,101.1,95.4,1,8,0,165,0,165,0,165,96,95,0,0,69,0
Preston Wilson,99429,C,OKLA STATE,2,100.0,0,262,54.8,75.6,48.9,0,1,87,101.2,101.1,99.4,0,1,0,165,165,0,0,165,96,95,0,0,69,0
Bradley Ashmore,124344,G,VANDERBILT,3,100.0,0,333,63.6,60.3,62.8,0,4,82,100.0,100.0,97.6,1,4,0,164,0,0,0,164,86,86,140,24,78,0
Venly Tatafu,158830,T,UTSA,2,100.0,0,331,59.1,48.3,67.4,0,4,101,100.0,100.0,97.0,5,5,1,163,0,0,163,163,110,110,0,0,53,0
LaQuinston Sharp,99095,C,MISS STATE,2,100.0,1,227,55.3,72.2,50.6,0,3,103,100.0,100.0,98.5,2,3,0,163,163,0,0,163,111,111,0,0,52,0
Ahofitu Maka,100803,C,UTSA,2,100.0,0,331,67.8,73.5,63.4,0,4,101,100.0,100.0,98.0,0,4,0,163,163,0,0,163,110,110,0,0,53,0
Ryan Swoboda,77576,T,UCF,2,100.0,0,323,78.6,75.3,81.0,1,4,77,101.3,101.2,94.2,2,7,2,163,5,0,0,163,85,84,0,156,78,2
Jon Jacobs,45394,G,CHARLOTTE,3,100.0,1,136,48.6,28.0,54.1,1,4,98,100.0,100.0,96.4,2,6,1,163,0,0,0,163,105,105,163,0,58,0
Kwatrivous Johnson,81742,T,MISS STATE,2,100.0,0,227,62.5,47.0,70.6,1,4,103,100.0,100.0,96.6,1,6,1,162,0,0,162,162,111,111,0,0,51,0
Chester Baah,98089,G,TULSA,2,100.0,1,320,52.9,40.5,53.4,2,1,98,100.0,100.0,96.4,3,5,2,162,0,162,0,162,105,105,0,0,57,0
Dillon Wade,123265,T,TULSA,2,100.0,0,320,59.4,66.5,56.2,2,4,98,100.0,100.0,96.9,1,6,0,162,0,0,162,162,105,105,0,0,57,0
Will Farniok,81750,C,TULSA,2,100.0,0,320,54.9,44.5,57.4,0,3,98,100.0,100.0,98.5,0,3,0,162,162,0,0,162,105,105,0,0,57,0
Ricky Stromberg,99066,C,ARKANSAS,2,100.0,0,111,76.4,75.3,72.0,0,2,56,96.6,96.7,98.2,0,2,0,161,161,0,0,161,59,61,0,0,102,0
Luke Jones,81780,T,ARKANSAS,2,100.0,0,111,65.8,65.0,63.4,1,2,56,96.6,96.7,95.5,0,4,1,161,0,0,161,161,59,61,0,0,102,0
Beaux Limmer,99067,G,ARKANSAS,2,100.0,0,111,84.9,60.4,87.1,1,2,56,96.6,96.7,97.3,0,3,0,161,0,0,0,161,59,61,161,0,102,0
Shamar Hobdy-Lee,98421,T,FIU,2,100.0,0,166,41.3,34.4,57.5,2,11,117,100.0,100.0,94.4,2,13,0,161,0,0,161,161,127,127,0,0,34,0
Brady Latham,99068,G,ARKANSAS,2,100.0,0,111,68.6,61.3,68.2,0,2,56,96.6,96.7,98.2,1,2,0,161,0,161,0,161,59,61,0,0,102,0
Gabriel Preciado,91695,T,NEW MEX ST,3,100.0,0,242,65.9,68.4,70.4,1,3,77,100.0,100.0,96.1,3,5,1,160,0,0,159,160,88,88,0,0,72,1
Avery Jones,77352,C,E CAROLINA,2,100.0,0,156,63.3,70.8,61.8,0,1,92,100.0,100.0,99.5,1,1,0,159,159,0,0,159,99,99,0,0,60,0
Kameron Jones,81739,T,MISS STATE,2,100.0,1,227,64.2,71.3,60.5,1,3,100,100.0,100.0,98.0,3,4,0,159,0,0,0,159,108,108,0,159,51,0
Samuel Jackson,55403,G,UCF,2,100.0,0,323,65.7,59.0,68.6,0,4,76,101.3,101.2,94.7,1,6,2,158,0,158,0,158,84,83,0,0,74,0
Naasir Watkins,81999,T,LIBERTY,2,100.0,0,206,69.9,76.6,63.4,0,3,83,100.0,100.0,98.2,0,3,0,158,0,0,158,158,89,89,0,0,69,0
Khalil Crowder,78240,G,GA SOUTHRN,2,100.0,1,174,64.2,78.1,62.3,0,0,102,100.0,100.0,100.0,1,0,0,158,0,0,0,158,107,107,158,0,51,0
Matthew Lee,98544,C,UCF,2,100.0,0,323,72.2,79.8,70.7,0,1,76,101.3,101.2,99.3,1,1,0,158,158,0,0,158,84,83,0,0,74,0
Logan Langemeier,108708,C,GA SOUTHRN,2,100.0,0,174,83.8,68.3,89.9,0,2,102,100.0,100.0,99.0,2,2,0,158,158,0,0,158,107,107,0,0,51,0
X'Zauvea Gadlin,77580,T,LIBERTY,2,100.0,0,206,73.0,88.9,67.3,0,2,83,100.0,100.0,98.8,1,2,0,158,0,32,0,158,89,89,0,125,69,1
Tylan Grable,109425,T,UCF,2,100.0,0,323,76.3,70.7,74.2,0,4,76,101.3,101.2,96.1,0,5,1,158,0,0,148,158,84,83,0,0,74,10
Conrad Rowley,98045,G,NWESTERN,2,100.0,0,256,51.8,58.9,50.5,0,2,78,100.0,100.0,98.7,1,2,0,158,0,0,0,158,84,84,158,0,74,0
Addison West,98272,G,W MICHIGAN,2,100.0,0,347,66.5,63.9,66.5,0,5,89,100.0,100.0,97.2,0,5,0,157,0,72,0,157,93,93,85,0,64,0
Nishad Strother,98057,G,E CAROLINA,2,100.0,0,156,53.1,17.4,61.8,0,5,90,100.0,100.0,97.2,0,5,0,157,0,157,0,157,97,97,0,0,60,0
Isaiah Foote,123810,G,E CAROLINA,2,100.0,0,156,56.9,49.9,56.4,0,2,91,100.0,100.0,97.8,0,3,1,157,0,0,0,157,98,98,157,0,59,0
Monroe Mills,122977,T,TEXAS TECH,2,100.0,0,315,63.3,61.8,65.9,1,8,101,100.0,100.0,95.5,2,9,0,156,0,0,0,156,103,103,0,156,53,0
Caleb Rogers,123157,T,TEXAS TECH,2,100.0,0,315,54.8,52.6,58.0,0,8,101,100.0,100.0,91.1,1,13,5,156,0,0,156,156,103,103,0,0,53,0
Wyatt Milum,144785,T,W VIRGINIA,2,100.0,0,343,60.3,67.6,67.4,0,3,85,100.0,100.0,98.2,4,3,0,156,0,0,156,156,89,89,0,0,67,0
James Gmiter,76932,G,W VIRGINIA,2,100.0,0,343,56.3,47.9,56.1,0,6,85,100.0,100.0,96.5,1,6,0,156,0,156,0,156,89,89,0,0,67,0
Dennis Wilburn,157314,C,TEXAS TECH,2,100.0,0,315,62.4,81.9,56.4,0,2,101,100.0,100.0,99.0,1,2,0,156,156,0,0,156,103,103,0,0,53,0
Zach Frazier,123419,C,W VIRGINIA,2,100.0,0,343,58.0,72.1,55.4,1,1,85,100.0,100.0,98.8,2,2,0,156,156,0,0,156,89,89,0,0,67,0
Doug Nester,98486,G,W VIRGINIA,2,100.0,0,343,65.3,71.6,61.7,0,1,85,100.0,100.0,99.4,0,1,0,156,0,0,0,156,89,89,113,43,67,0
Dontae Lucas,98047,G,S ALABAMA,2,100.0,0,288,71.2,85.9,67.6,0,0,77,100.0,100.0,100.0,0,0,0,155,0,153,2,155,81,81,0,0,74,0
Reggie Smith,81828,G,S ALABAMA,2,100.0,0,288,58.8,57.2,60.2,0,2,77,100.0,100.0,97.4,1,3,1,155,2,0,0,155,81,81,153,0,74,0
Ben Cox,124348,G,VANDERBILT,3,100.0,1,333,51.7,51.9,52.3,0,2,77,100.0,100.0,98.7,1,2,0,155,0,155,0,155,78,78,0,0,77,0
Kyle Hergel,87427,G,TEXAS ST,2,100.0,0,314,73.7,82.6,71.6,0,2,90,100.0,100.0,98.9,1,2,0,154,0,0,0,154,94,94,154,0,60,0
Russell Baker,121957,C,TEXAS ST,2,100.0,0,314,63.6,45.2,67.5,0,4,90,100.0,100.0,96.7,0,5,1,154,154,0,0,154,94,94,0,0,60,0
Lokahi Pauole,98548,G,UCF,2,100.0,0,323,69.1,80.6,68.8,2,0,74,101.4,101.2,98.6,1,2,0,154,0,0,0,154,82,81,154,0,72,0
Alex Costilla,121965,G,TEXAS ST,2,100.0,0,314,57.8,66.4,56.2,1,3,90,100.0,100.0,96.7,1,5,1,154,0,154,0,154,94,94,0,0,60,0
Richard West,156038,T,TEXAS ST,2,100.0,0,314,63.7,80.2,60.6,1,0,90,100.0,100.0,99.4,2,1,0,154,0,0,0,154,94,94,0,154,60,0
Dalton Cooper,98482,T,TEXAS ST,2,100.0,0,314,69.0,77.0,68.3,0,1,90,100.0,100.0,97.2,2,3,2,154,0,0,154,154,94,94,0,0,60,0
Pat Bartlett,55191,G,GA STATE,2,100.0,0,175,61.2,66.8,61.5,0,0,63,100.0,100.0,100.0,1,0,0,154,0,0,0,154,69,69,153,0,85,0
Travis Glover,81658,G,GA STATE,2,100.0,0,175,54.6,53.4,53.0,1,1,63,100.0,100.0,98.4,1,2,0,154,0,153,0,154,69,69,0,0,85,0
Falepule Alo,128376,G,UTAH ST,3,100.0,0,329,62.1,75.5,60.5,0,1,69,100.0,100.0,99.3,2,1,0,153,40,31,0,153,74,74,82,0,79,0
Bula Schmidt,97646,C,FRESNO ST,2,100.0,0,169,62.5,72.2,56.8,0,1,97,100.0,100.0,98.5,0,2,1,153,153,0,0,153,107,107,0,0,46,0
Jack Freeman,77435,C,HOUSTON,2,100.0,0,182,59.7,47.3,66.7,1,2,83,100.0,100.0,97.0,2,4,1,152,152,0,0,152,89,89,0,0,63,0
Cam'Ron Johnson,101018,G,HOUSTON,2,100.0,0,182,55.9,64.0,54.5,0,1,83,100.0,100.0,98.2,1,2,1,152,0,152,0,152,89,89,0,0,63,0
Patrick Paul,101019,T,HOUSTON,2,100.0,0,182,55.4,72.4,53.8,1,6,83,100.0,100.0,95.8,2,7,0,152,0,0,152,152,89,89,0,0,63,0
Gunnar Hansen,146959,T,VANDERBILT,3,100.0,1,333,67.1,72.9,65.3,0,1,75,100.0,100.0,98.0,1,2,1,152,0,0,152,152,79,79,0,0,73,0
Bryson Broadway,137997,T,GA STATE,2,100.0,0,175,52.2,41.4,54.5,3,1,61,100.0,100.0,95.1,0,5,1,152,0,0,152,152,67,67,0,0,85,0
Tank Jenkins,81860,G,HOUSTON,2,100.0,0,182,66.2,78.8,67.9,2,1,83,100.0,100.0,97.0,2,4,1,152,0,0,0,152,89,89,152,0,63,0
Alex Wollschlaeger,130396,T,BOWL GREEN,2,100.0,0,122,55.7,71.9,53.0,0,0,79,100.0,100.0,100.0,4,0,0,152,0,0,0,152,90,90,0,151,62,1
Jalen Grant,130364,G,BOWL GREEN,2,100.0,1,122,65.1,67.6,62.5,0,3,80,100.0,100.0,98.1,1,3,0,152,60,92,0,152,91,91,0,0,61,0
Dalton Wagner,58493,T,ARKANSAS,2,100.0,0,111,77.6,84.2,71.6,0,1,56,96.6,96.7,99.1,0,1,0,152,0,0,0,152,59,61,0,152,93,0
Josh Baker,131560,C,ARIZONA,2,100.0,0,109,48.2,56.9,45.1,1,3,92,100.0,100.0,97.8,0,4,0,151,151,0,0,151,92,92,0,0,59,0
Silas Dzansi,60211,T,VA TECH,2,100.0,0,337,67.6,77.1,61.2,2,0,70,101.4,101.4,97.1,0,3,1,151,0,0,150,151,74,73,0,0,77,0
Jesse Hanson,99672,G,VA TECH,2,100.0,0,337,57.6,86.4,50.5,1,0,70,101.4,101.4,99.3,0,1,0,151,0,150,0,151,74,73,0,0,77,0
Justin Redd,91153,T,E CAROLINA,2,100.0,0,156,44.3,50.8,52.8,1,2,90,100.0,100.0,97.2,2,4,1,151,0,0,151,151,97,97,0,0,54,0
James Jackson,56723,C,S ALABAMA,2,100.0,0,288,65.3,60.7,64.1,0,0,75,100.0,100.0,98.7,1,1,1,151,149,2,0,151,79,79,0,0,72,0
Doro Omerhi,41553,T,NEW MEX ST,3,100.0,0,242,58.9,69.3,55.4,2,0,79,100.0,100.0,97.5,1,3,1,151,0,0,0,151,88,88,0,151,63,0
Jordan Morgan,98652,T,ARIZONA,2,100.0,0,109,69.1,84.2,56.1,1,2,92,100.0,100.0,98.4,0,3,0,151,0,0,151,151,92,92,0,0,59,0
Parker Clements,123345,T,VA TECH,2,100.0,0,337,49.2,59.5,50.7,1,4,70,101.4,101.4,96.4,2,5,0,151,0,0,0,151,74,73,0,150,77,0
Bronson Warner,151181,G,BOWL GREEN,2,100.0,0,122,54.5,39.7,61.8,3,2,79,100.0,100.0,96.8,3,5,0,151,0,0,0,151,90,90,151,0,61,0
Kaden Moore,123357,G,VA TECH,2,100.0,0,337,57.0,67.6,53.3,0,2,70,101.4,101.4,98.6,0,2,0,151,0,0,0,151,74,73,150,0,77,0
Atonio Mafi,82449,G,UCLA,2,100.0,0,324,78.7,90.0,76.9,0,0,84,100.0,100.0,100.0,0,0,0,150,0,150,0,150,88,88,0,0,62,0
Jon Gaines II,81879,G,UCLA,2,100.0,0,324,65.6,84.9,56.6,0,0,84,100.0,100.0,100.0,2,0,0,150,0,0,0,150,88,88,150,0,62,0
Rey Burnett,102277,G,FIU,2,100.0,1,166,48.9,47.1,46.6,0,4,106,100.0,100.0,98.1,3,4,0,150,0,64,0,150,116,116,86,0,34,0
Jordyn Slaughter,81674,G,ILLINOIS,3,100.0,0,187,63.9,68.8,64.5,0,0,68,100.0,100.0,97.1,1,2,2,150,0,119,0,150,70,70,31,0,80,0
Broc Bando,59911,G,NEBRASKA,3,100.0,0,238,62.1,77.4,57.7,0,1,69,100.0,100.0,97.8,0,2,1,150,0,0,0,150,74,74,150,0,76,0
Johnny Jordan,59835,C,VA TECH,2,100.0,0,337,54.7,71.8,55.3,0,1,70,101.4,101.4,99.3,2,1,0,150,150,0,0,150,74,73,0,0,76,0
Sidy Sow,59675,G,E MICHIGAN,2,100.0,0,160,67.4,77.9,67.5,0,1,94,100.0,100.0,99.5,1,1,0,149,0,149,0,149,102,102,0,0,47,0
Brian Dooley,77531,T,E MICHIGAN,2,100.0,0,160,63.4,75.8,64.7,1,2,94,100.0,100.0,98.4,3,3,0,149,0,0,0,149,102,102,0,149,47,0
Connor Pay,122073,C,BYU,2,100.0,0,128,69.7,85.5,62.6,0,1,79,100.0,100.0,99.4,0,1,0,149,149,0,0,149,86,86,0,0,63,0
Trevor Downing,77472,C,IOWA STATE,2,100.0,0,193,67.2,61.9,68.2,0,2,72,100.0,100.0,98.6,1,2,0,149,149,0,0,149,77,77,0,0,72,0
Alex Howie,77527,G,E MICHIGAN,2,100.0,0,160,57.7,60.0,53.9,0,3,94,100.0,100.0,96.3,0,5,2,149,0,0,0,149,102,102,149,0,47,0
Blake Freeland,102844,T,BYU,2,100.0,0,128,75.2,71.9,76.3,2,3,79,100.0,100.0,96.8,1,5,0,149,0,0,149,149,86,86,0,0,63,0
Marcellus Johnson,77529,T,E MICHIGAN,2,100.0,0,160,61.1,70.6,51.9,1,4,94,100.0,100.0,96.3,0,6,1,149,0,0,149,149,102,102,0,0,47,0
Grant Treiber,99444,T,IOWA STATE,2,100.0,0,193,62.1,55.1,66.3,1,3,72,100.0,100.0,97.2,1,4,0,149,0,0,0,149,77,77,0,149,72,0
Tyler Miller,122526,T,IOWA STATE,2,100.0,0,193,62.7,46.3,70.0,1,1,71,100.0,100.0,98.6,1,2,0,148,0,0,148,148,76,76,0,0,72,0
