player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Chase Brown,77787,HB,ILLINOIS,3,76,24,10,48.1,235,0,489,0,0,24,282,109.9,18,25,187,3,17,33.4,78.1,6.8,74.3,72.0,42.7,80.7,60.1,38,1,25,5,56,80,0,0,5,81,2,489,282,3.71,6.4,0.45,55
Anthony Grant,77701,HB,NEBRASKA,3,67,13,5,34.4,144,0,419,1,2,13,213,69.1,11,24,238,0,25,84.4,82.5,80.8,,74.2,52.1,84.7,58.1,46,0,16,2,55,74,0,0,4,69,5,419,213,3.18,6.3,0.29,41
Calvin Tyler Jr.,52133,HB,UTAH ST,3,63,12,3,24.8,59,0,238,0,1,12,146,45.6,5,11,329,1,28,64.3,70.3,79.7,,71.2,40.5,72.0,60.1,22,0,21,3,26,70,0,0,3,66,0,238,146,2.32,3.8,0.81,32
Toa Taua,83722,HB,NEVADA,3,61,15,2,15.9,39,0,246,1,2,15,168,67.9,7,11,239,0,21,83.7,66.7,82.1,,63.8,60.3,66.4,69.4,24,0,81,8,57,76,0,0,9,69,3,246,168,2.75,4.0,1.42,40
Nathan Carter,147376,HB,UCONN,3,58,20,5,39.0,150,0,385,0,0,20,222,123.5,14,21,146,1,27,62.4,83.3,81.5,,67.4,60.3,83.8,57.0,52,0,30,4,37,72,0,0,6,62,1,385,222,3.83,6.6,0.81,31
Sean Tucker,123056,HB,SYRACUSE,2,48,11,0,0.0,0,0,211,1,1,11,131,56.5,5,14,304,0,23,82.5,73.2,81.4,,76.9,67.1,72.7,56.8,13,0,101,10,44,64,0,0,11,58,2,211,131,2.73,4.4,2.3,25
Ray Davis,101072,HB,VANDERBILT,3,47,16,6,55.8,150,0,269,0,2,16,194,132.7,7,10,333,1,12,59.5,76.5,81.2,,34.2,70.0,77.2,68.1,39,0,46,9,56,72,0,0,9,56,2,269,194,4.13,5.7,0.82,35
Raheim Sanders,146626,HB,ARKANSAS,2,44,12,4,44.6,123,0,276,0,0,12,163,88.9,8,14,111,0,3,83.3,74.8,79.8,,76.7,64.2,75.6,56.6,47,0,42,6,41,66,0,0,7,50,2,276,163,3.7,6.3,1.02,41
Khalan Laborn,57204,HB,MARSHALL,2,44,7,5,45.2,128,0,283,0,2,7,179,77.9,9,16,214,0,7,81.7,76.0,78.5,,36.4,64.6,76.4,59.6,42,0,23,3,38,50,0,0,3,47,3,283,179,4.07,6.4,0.61,37
Mohamed Ibrahim,55226,HB,MINNESOTA,2,44,12,4,26.7,70,0,262,0,0,12,175,103.8,9,21,225,0,9,81.4,85.8,77.5,,72.8,75.5,81.0,60.0,23,0,13,2,13,48,0,0,2,46,4,262,175,3.98,6.0,1.0,35
