player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Kaleb McGary,46912,T,ATL,8,0,2,73.7,100.0,77,30.1,77,77.4,1,100.0,256,256,66.8,100.0,166,64.8,166
Ethan Pocic,11813,C,CLV,8,0,8,61.4,100.0,130,50.8,130,81.8,0,100.0,256,256,90.8,100.0,93,36.3,93
Chris Lindstrom,46692,G,ATL,8,0,2,79.5,100.0,77,30.1,77,87.0,0,100.0,256,256,88.1,100.0,166,64.8,166
Joel Bitonio,8670,G,CLV,8,0,8,71.8,100.0,130,50.8,130,89.6,0,100.0,256,256,91.0,100.0,93,36.3,93
Drew Dalman,52270,C,ATL,8,0,2,55.2,100.0,77,30.1,77,60.6,1,100.0,256,256,65.7,100.0,166,64.8,166
Jake Matthews,8641,T,ATL,8,0,2,67.0,100.0,77,30.1,77,65.1,1,100.0,256,256,65.4,100.0,166,64.8,166
Jedrick Wills Jr.,58467,T,CLV,8,1,8,62.9,100.0,130,51.2,130,67.7,2,100.0,254,254,77.3,100.0,92,36.2,92
Braxton Jones,60092,T,CHI,8,0,6,77.0,100.0,86,34.4,86,73.2,1,100.0,250,250,66.4,100.0,141,56.4,141
Sam Mustipher,13026,C,CHI,8,0,6,77.1,100.0,83,34.2,83,74.1,0,100.0,243,243,74.6,100.0,137,56.4,137
Jacoby Brissett,10725,QB,CLV,8,0,8,60.0,100.0,130,54.4,130,60.2,0,93.4,239,256,60.3,100.0,93,38.9,93
Terence Steele,39461,T,DAL,8,0,9,56.9,100.0,96,41.9,96,75.7,1,100.0,229,229,80.7,100.0,104,45.4,104
Zack Martin,8651,G,DAL,8,0,9,56.3,100.0,96,41.9,96,63.7,0,100.0,229,229,66.8,100.0,104,45.4,104
Tyler Biadasz,41178,C,DAL,8,0,9,53.3,100.0,96,41.9,96,64.8,0,100.0,229,229,71.3,100.0,104,45.4,104
Tyler Smith,98385,T,DAL,8,0,9,60.5,100.0,96,41.9,96,65.0,2,100.0,229,229,63.3,100.0,104,45.4,104
Andrew Thomas,59701,T,NYG,8,0,21,68.2,100.0,115,50.2,115,83.7,1,100.0,229,229,91.4,100.0,84,36.7,84
Elijah Wilkinson,46238,G,ATL,7,0,2,51.4,100.0,73,32.2,73,68.3,1,100.0,227,227,77.7,100.0,144,63.4,144
Jon Feliciano,9561,C,NYG,8,0,21,55.1,100.0,113,50.0,113,53.9,0,100.0,226,226,47.9,100.0,84,37.2,84
Mark Glowinski,9567,G,NYG,8,0,21,66.8,100.0,112,49.6,112,65.6,0,100.0,226,226,58.4,100.0,84,37.2,84
Cole Kmet,60995,TE,CHI,8,0,6,63.2,100.0,77,34.2,77,65.8,3,100.0,225,225,72.5,100.0,125,55.6,125
Luke Fortner,42028,C,JAX,8,0,15,59.9,100.0,93,41.7,93,53.2,2,100.0,223,223,45.0,100.0,99,44.4,99
Jawaan Taylor,41665,T,JAX,8,0,15,41.5,100.0,93,41.7,93,50.9,0,100.0,223,223,59.1,100.0,99,44.4,99
