id,player,team,opponent,position,salary,ownership
84373-86997,Amon-Ra St. Brown,DET,MIN,WR,8600,24.0
84373-52442,Joe Mixon,CIN,CLE,RB,8500,22.4
84373-86631,CeeDee Lamb,DAL,HOU,WR,8200,21.7
84373-63759,Tony Pollard,DAL,HOU,RB,7500,21.0
84373-85671,Justin Jefferson,MIN,DET,WR,9300,19.3
84373-25079,Stefon Diggs,BUF,NYJ,WR,8500,18.3
84373-39280,Derrick Henry,TEN,JAC,RB,9000,17.1
84373-85701,Ja'Marr Chase,CIN,CLE,WR,8700,16.9
84373-38435,Jared Goff,DET,MIN,QB,7100,16.1
84373-54140,Dalvin Cook,MIN,DET,RB,8700,16.0
84373-91598,D'Andre Swift,DET,MIN,RB,7200,14.4
84373-38791,Ezekiel Elliott,DAL,HOU,RB,8000,13.7
84373-63043,D.J. Moore,CAR,SEA,WR,6900,13.3
84373-55050,Christian McCaffrey,SF,TB,RB,8500,12.9
84373-91931,Greg Dulcich,DEN,KC,TE,5400,12.8
84373-27050,Tyler Lockett,SEA,CAR,WR,7700,12.7
84373-103564,Garrett Wilson,NYJ,BUF,WR,7200,12.6
84373-12547,Pittsburgh Steelers,PIT,BAL,D,3800,12.5
84373-72846,A.J. Brown,PHI,NYG,WR,8400,12.4
84373-22038,Kirk Cousins,MIN,DET,QB,7500,12.1
84373-73048,DK Metcalf,SEA,CAR,WR,7900,11.4
84373-71845,Miles Sanders,PHI,NYG,RB,7100,11.3
84373-89981,Tee Higgins,CIN,CLE,WR,7800,11.3
84373-12530,Dallas Cowboys,DAL,HOU,D,5200,11.2
84373-62239,Josh Allen,BUF,NYJ,QB,8700,11.0
84373-94534,Gabe Davis,BUF,NYJ,WR,6200,10.4
84373-92575,Isiah Pacheco,KC,DEN,RB,7300,9.9
84373-34331,Latavius Murray,DEN,KC,RB,6200,9.8
84373-55635,Chris Godwin,TB,SF,WR,7500,9.4
84373-90576,DeVonta Smith,PHI,NYG,WR,7000,9.0
84373-91626,James Cook,BUF,NYJ,RB,6100,9.0
84373-26483,Geno Smith,SEA,CAR,QB,7700,9.0
84373-86055,Dameon Pierce,HOU,DAL,RB,6500,9.0
84373-71706,T.J. Hockenson,MIN,DET,TE,6500,8.9
84373-64401,Saquon Barkley,NYG,PHI,RB,8200,8.6
84373-31716,Dak Prescott,DAL,HOU,QB,8000,8.5
84373-89956,Travis Etienne Jr.,JAC,TEN,RB,7400,8.5
84373-69956,Michael Gallup,DAL,HOU,WR,6000,8.3
