player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Jacobs,45953,HB,LV,16,322,88,15,24.0,386,0,1607,2,5,88,1115,86.3,39,91,23,3,192,72.3,92.3,86.3,,53.8,68.5,92.4,67.3,86,0,395,51,314,357,1,1,58,373,12,1608,1117,3.46,5.0,1.26,87
Derrick Henry,10679,HB,TEN,15,319,63,15,29.8,424,0,1425,4,5,63,1170,71.1,35,66,31,6,134,51.8,86.5,54.2,71.6,65.7,46.1,87.4,82.6,56,1,379,32,175,347,0,0,38,351,13,1425,1170,3.67,4.5,2.17,181
Saquon Barkley,45791,HB,NYG,16,295,40,18,34.2,449,0,1312,6,7,40,820,37.1,32,62,21,1,164,88.3,77.3,90.5,,75.5,55.1,81.1,56.7,68,0,338,57,379,370,0,0,73,352,10,1312,820,2.78,4.4,0.89,122
Nick Chubb,45783,HB,CLV,16,290,79,22,35.4,512,0,1448,1,9,79,998,97.1,43,65,8,1,156,86.8,90.2,87.4,,63.5,57.0,90.6,55.5,41,0,194,22,225,323,0,0,28,312,12,1448,998,3.44,5.0,0.86,122
Dalvin Cook,11796,HB,MIN,16,254,50,11,28.8,329,0,1143,4,10,50,823,66.6,28,48,18,3,70,63.6,69.3,69.1,60.0,45.9,61.6,74.8,57.3,81,1,295,38,388,282,0,0,50,292,8,1143,823,3.24,4.5,0.76,173
Najee Harris,57121,HB,PIT,16,249,51,7,14.2,135,0,954,4,12,51,695,60.8,19,40,25,2,79,84.9,73.7,62.1,60.0,67.2,59.5,76.1,49.2,36,1,219,40,288,313,0,0,52,289,6,954,695,2.79,3.8,0.76,163
Miles Sanders,40555,HB,PHI,16,248,44,12,23.3,288,0,1238,1,5,44,770,56.8,34,60,24,2,106,72.9,76.5,91.0,,43.1,39.1,84.2,57.3,40,0,78,20,257,335,0,0,25,268,11,1238,770,3.1,5.0,0.3,137
Jamaal Williams,11889,HB,DET,16,246,30,7,20.2,201,0,994,3,2,30,682,34.4,20,60,11,3,147,60.0,71.1,41.8,,68.6,40.0,73.7,46.4,58,1,73,12,113,259,0,0,16,258,15,994,682,2.77,4.0,0.65,97
Christian McCaffrey,11763,HB,SF,16,234,36,12,29.3,321,0,1094,3,18,36,680,49.7,26,56,28,1,86,86.0,87.7,90.7,87.1,47.2,92.3,76.8,59.4,49,0,707,82,389,290,0,0,99,316,8,1094,680,2.91,4.7,1.82,145
Ezekiel Elliott,10638,HB,DAL,14,223,30,8,19.3,167,0,866,2,1,30,624,36.1,17,51,9,0,96,90.9,73.3,87.5,,59.3,42.2,76.7,77.7,27,0,92,17,215,255,0,0,21,240,12,866,624,2.8,3.9,0.43,116
Dameon Pierce,83659,HB,HST,13,220,62,9,29.6,278,1,939,4,13,62,722,98.5,22,54,13,4,107,46.0,78.9,49.8,,32.3,55.4,84.8,46.2,75,1,165,30,192,246,0,0,36,250,4,939,722,3.28,4.3,0.86,108
Travis Etienne,57185,HB,JAX,16,214,57,16,40.9,451,0,1103,3,1,57,674,74.0,26,51,15,5,101,46.4,73.4,90.0,,51.5,47.9,81.1,56.8,62,0,299,33,304,254,0,0,41,247,5,1103,674,3.15,5.2,0.98,103
Brian Robinson Jr.,57120,HB,WAS,12,205,32,6,13.9,111,0,797,1,3,32,552,44.0,18,48,32,2,98,71.6,82.5,84.6,,46.9,65.2,81.0,45.2,24,0,60,9,83,239,0,0,12,214,2,797,552,2.69,3.9,0.72,101
Rhamondre Stevenson,98689,HB,NE,16,204,39,14,34.7,342,0,987,5,21,39,771,84.6,27,47,19,3,104,60.3,81.7,89.9,,62.7,67.0,85.5,49.0,49,0,393,64,326,243,0,0,81,268,5,987,771,3.78,4.8,1.21,79
Aaron Jones,11937,HB,GB,16,202,51,11,24.4,263,0,1077,6,8,51,645,73.0,30,50,12,4,69,46.3,86.8,91.6,,50.6,69.1,90.4,60.7,36,0,375,56,301,242,0,0,68,258,2,1077,645,3.19,5.3,1.25,130
Alvin Kamara,11822,HB,NO,14,200,26,5,12.4,98,0,790,5,14,26,503,39.3,18,35,20,4,66,45.7,68.3,88.3,,18.7,66.2,72.4,62.1,27,0,487,56,284,255,0,0,69,256,2,790,503,2.52,4.0,1.71,122
Joe Mixon,11803,HB,CIN,13,199,23,6,19.8,156,0,788,4,10,23,530,34.6,16,45,7,0,110,90.9,79.0,89.5,,37.1,79.2,77.8,56.5,40,1,400,55,279,237,0,0,65,254,6,788,530,2.66,4.0,1.43,81
