team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,16,742,35,80,742,90.5,128,13
PHI,24,16,583,9,95,583,89.2,115,11
CAR,5,16,499,9,67,499,89.2,92,16
GB,12,16,575,11,79,575,89.0,108,18
SF,28,16,531,20,77,531,88.8,108,11
ATL,2,16,452,14,59,452,88.6,88,15
BLT,3,16,517,6,82,517,88.2,105,17
PIT,25,16,608,25,89,608,88.2,129,15
JAX,15,16,615,19,100,615,87.4,137,18
KC,16,16,694,25,126,694,87.0,166,15
CLV,8,16,576,28,85,576,86.5,134,21
CIN,7,15,637,28,94,637,86.5,147,25
DAL,9,16,559,34,94,559,86.4,140,12
NO,20,16,537,20,77,537,86.3,122,25
DET,11,16,590,32,103,590,86.0,150,15
NE,19,16,558,14,95,558,85.6,135,26
MIA,17,16,606,28,112,606,85.5,158,18
LAC,27,16,731,44,132,731,85.4,195,19
BUF,4,15,629,22,130,629,85.4,168,16
DEN,10,16,633,26,100,633,85.3,156,30
ARZ,1,16,718,23,143,718,85.2,189,23
NYJ,22,16,656,32,127,656,84.5,181,22
SEA,29,16,615,34,109,615,83.7,172,29
IND,14,16,644,35,110,644,83.5,179,34
HST,13,16,595,34,121,595,83.4,176,21
LV,23,16,599,34,131,599,82.9,185,20
NYG,21,16,583,30,114,583,82.8,172,28
MIN,18,16,694,58,111,694,82.5,206,37
LA,26,16,579,37,97,579,82.2,170,36
CHI,6,16,480,14,105,480,82.2,145,26
WAS,32,16,604,39,125,604,81.5,194,30
TEN,31,16,496,26,107,496,81.4,159,26
