player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Cameron Johnston,12255,P,HST,16,84,84,4.23,42.69,48.31,9.1,0,0,11,20,13,61.6,37,67,6,0,51.2,392,43,84,355.02,3586,4,4058
Corey Bojorquez,27626,P,CLV,16,57,57,4.32,40.96,48.32,13.0,0,0,11,9,8,75.5,27,76,8,0,40.4,299,23,57,245.99,2335,6,2754
Logan Cooke,29214,P,JAX,16,54,54,4.26,43.07,49.02,7.2,0,0,8,9,15,73.2,21,70,3,0,51.9,201,28,54,230.1,2326,6,2647
Tommy Townsend,33007,P,KC,16,49,49,4.7,45.47,50.53,8.4,0,0,6,16,16,84.8,21,76,3,0,40.8,168,20,49,230.07,2228,4,2476
Jake Bailey,33963,P,NE,9,37,37,4.14,35.27,42.08,9.5,0,0,3,8,19,57.5,13,62,5,0,43.2,152,16,37,153.15,1305,5,1557
Jack Fox,34735,P,DET,15,48,48,4.25,41.71,48.69,10.6,0,0,7,9,11,57.8,15,66,3,0,54.2,275,26,48,203.94,2002,3,2337
Michael Dickson,35381,P,SEA,15,61,61,4.24,44.57,48.59,5.8,0,0,8,12,29,61.5,24,68,6,0,52.5,185,32,61,258.61,2719,3,2964
A.J. Cole III,36038,P,LV,16,57,57,4.34,43.39,48.46,11.2,0,0,9,16,23,79.7,27,67,7,0,42.1,269,24,57,247.51,2473,1,2762
J.K. Scott,38809,P,LAC,16,68,68,4.74,40.96,42.69,3.4,0,0,9,33,27,67.5,28,55,6,0,25.0,58,17,68,322.08,2785,3,2903
Corliss Waitman,39620,P,DEN,16,91,91,4.35,41.62,46.51,7.7,0,0,13,27,10,61.3,32,58,3,0,46.2,325,42,91,396.28,3787,6,4232
Mitch Wishnowsky,44663,P,SF,16,56,56,4.29,39.68,43.89,9.1,0,0,15,15,28,72.5,29,74,6,0,26.8,136,15,56,240.11,2222,5,2458
Braden Mann,44664,P,NYJ,16,77,77,4.31,40.51,47.3,11.3,1,0,10,13,22,73.5,25,72,14,0,41.6,363,32,78,332.17,3119,8,3642
Drue Chrisman,44787,P,CIN,6,21,21,3.86,41.67,46.33,7.5,0,0,0,6,7,54.5,10,65,2,0,61.9,98,13,21,81.06,875,0,973
Blake Gillikin,45045,P,NO,16,72,72,4.25,41.64,46.5,9.2,0,0,12,23,20,69.1,32,63,6,0,34.7,230,25,72,306.35,2998,6,3348
Ryan Stonehouse,52045,P,TEN,16,87,87,4.31,44.02,53.02,10.6,0,0,9,11,31,66.9,31,74,1,0,65.5,603,57,87,375.35,3830,9,4613
Jordan Stout,57649,P,BLT,16,54,54,4.32,40.81,45.94,6.9,0,0,5,19,3,61.6,26,69,3,0,37.0,137,20,54,233.15,2204,7,2481
Trenton Gill,60295,P,CHI,16,63,63,4.22,41.11,46.46,9.2,1,0,7,20,6,61.5,18,63,3,0,47.6,277,30,64,265.55,2590,3,2927
Pressley Harvin III,62973,P,PIT,16,66,66,4.39,40.85,44.36,5.7,0,0,10,21,25,67.6,20,69,7,0,34.8,132,23,66,289.78,2696,5,2928
Jamie Gillan,63303,P,NYG,16,68,68,4.43,40.57,47.04,10.0,1,0,4,23,21,72.2,27,69,6,0,38.2,260,26,69,301.52,2759,9,3199
Ryan Wright,77591,P,MIN,16,72,72,4.41,43.14,47.51,8.0,1,0,5,22,18,71.3,33,73,7,0,51.4,295,37,73,317.58,3106,1,3421
Arryn Siposs,82019,P,PHI,13,44,44,4.23,40.64,45.66,8.1,1,0,7,11,24,55.0,19,59,3,0,45.5,161,20,45,186.05,1788,3,2009
Jake Camarda,82636,P,TB,16,74,74,4.48,41.24,48.73,11.7,0,0,5,19,30,72.3,23,74,9,0,43.2,374,32,74,331.49,3052,9,3606
