player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Joel Bitonio,8670,G,CLV,13,0,8,63.9,4,23,594,100.0,100.0,97.4,4,29,2,635,635,58.6,2,15,249,100.0,100.0,95.8,19,2,268,268
Terence Steele,39461,T,DAL,13,0,9,55.4,6,20,553,100.0,100.0,96.0,0,35,9,602,602,46.9,4,17,264,100.0,100.0,92.6,30,9,294,294
Alex Cappa,66578,G,CIN,13,1,7,47.8,4,26,543,100.0,100.0,96.5,1,34,4,581,581,32.7,2,21,239,100.0,100.0,93.9,26,3,258,258
Ted Karras,10855,C,CIN,13,0,7,76.2,6,11,543,100.0,100.0,98.1,0,19,2,581,581,71.0,5,5,239,100.0,100.0,97.5,11,1,258,258
Cooper Beebe,99434,C,DAL,13,0,9,61.1,5,7,531,100.0,100.0,98.3,1,15,3,579,579,60.0,3,6,251,100.0,100.0,97.0,12,3,280,280
Greg Van Roten,7746,G,NYG,13,0,21,65.6,4,19,533,100.0,100.0,96.9,2,28,5,578,578,56.4,3,13,261,100.0,100.0,96.2,18,2,277,277
Coleman Shelton,39316,C,CHI,13,0,6,68.6,2,13,525,100.0,100.0,98.0,0,18,3,577,577,58.9,1,10,271,100.0,100.0,96.9,14,3,301,301
Laken Tomlinson,9461,G,SEA,13,1,29,66.8,6,17,525,100.0,100.0,97.0,2,27,4,574,574,55.3,5,9,264,100.0,100.0,96.2,17,3,291,291
Charles Cross,98401,T,SEA,13,2,29,81.2,4,28,525,100.0,100.0,96.0,2,37,5,574,574,73.8,3,20,264,100.0,100.0,93.7,28,5,291,291
Trey Smith,62960,G,KC,13,1,16,66.2,5,18,534,100.0,100.0,97.8,4,23,0,571,571,58.4,3,14,239,100.0,100.0,96.4,17,0,262,262
Creed Humphrey,59996,C,KC,13,0,16,89.2,2,5,534,100.0,100.0,99.3,0,7,0,571,571,84.7,2,2,239,100.0,100.0,99.2,4,0,262,262
Jawaan Taylor,41665,T,KC,13,2,16,73.6,6,18,534,100.0,100.0,96.4,8,31,7,571,571,68.5,4,14,239,100.0,100.0,94.1,23,5,262,262
Joe Thuney,10712,G,KC,13,0,16,90.2,3,8,534,100.0,100.0,99.0,0,11,0,571,571,83.3,2,6,239,100.0,100.0,98.3,8,0,262,262
Ethan Pocic,11813,C,CLV,12,0,8,62.2,5,18,531,100.0,100.0,97.3,2,26,3,567,567,58.8,3,9,232,100.0,100.0,97.0,13,1,246,246
John Michael Schmitz Jr.,55238,C,NYG,13,0,21,46.5,4,16,509,100.0,100.0,96.9,2,26,6,552,552,34.2,4,13,239,100.0,100.0,95.2,20,3,255,255
Shaq Mason,9564,G,HST,13,0,13,66.3,5,19,519,100.0,100.0,96.1,0,32,8,550,550,59.1,2,14,247,100.0,100.0,94.3,22,6,263,263
