team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,13,495,13,52,495,91.6,74,9
TB,30,13,500,8,73,500,90.1,90,9
MIA,17,13,503,14,71,503,88.6,100,15
NYJ,22,13,509,25,63,509,87.8,106,18
JAX,15,13,453,17,62,453,87.7,95,16
BUF,4,13,446,9,94,446,87.6,107,4
WAS,32,13,475,11,84,475,87.5,107,12
CAR,5,13,482,22,78,482,87.1,112,12
SF,28,13,451,17,92,451,87.0,113,4
KC,16,13,534,30,77,534,87.0,123,16
ARZ,1,13,447,11,83,447,86.8,106,12
GB,12,13,406,16,76,406,86.7,100,8
DET,11,13,431,24,66,431,86.1,105,15
BLT,3,13,432,8,100,432,86.1,114,6
NO,20,13,460,19,92,460,85.5,122,11
ATL,2,13,467,33,72,467,85.5,120,15
IND,14,13,428,19,74,428,85.4,109,16
DAL,9,13,553,26,82,553,85.4,135,27
LAC,27,13,433,24,62,433,85.2,107,21
CHI,6,13,527,11,90,527,84.3,133,32
PIT,25,13,437,19,78,437,84.3,117,20
LA,26,13,468,33,72,468,84.3,126,21
LV,23,13,540,22,106,540,83.9,151,23
HST,13,13,520,19,98,520,83.7,143,26
MIN,18,13,455,14,98,455,83.5,131,19
PHI,24,13,400,9,88,400,83.1,116,19
CLV,8,13,595,34,123,595,82.8,181,24
CIN,7,13,543,34,111,543,82.8,166,21
SEA,29,13,525,22,126,525,80.8,175,27
TEN,31,13,471,26,101,471,80.6,155,28
NYG,21,13,533,43,112,533,80.4,182,27
NE,19,13,503,31,127,503,78.3,188,30
