player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Sam Darnold,29048,QB,MIN,13,11.58,0,451,18,76.4,309,340,11.4,3.24,5,29,7.8,65.3,222,165,5.9,403,89.4,14,157,,,,,50.9,86.6,47.0,84.5,55.2,73.6,,5,10,439,24.2,109.4,9.9,40,23,1,20,28,18,4.1,3075,9.0,76.5,243,271,9.4,3.02,4,16,5.5,64.9,176,124,5.4,320,71.0,10,105,,,,,51.8,76.5,41.5,75.0,,68.8,,5,7,343,25.8,94.3,10.0,32,16,1,18,15,14,4.1,1978,7.3,85.2,108,115,9.7,3.33,1,13,10.1,76.5,88,45,4.3,131,29.0,4,60,,,,,64.4,92.3,82.0,91.1,55.2,73.6,,0,3,146,17.8,140.5,6.1,8,8,0,6,13,4,2.7,1321,11.5,0,100.0,42,46,-4.1,2.04,0,0,0.0,91.3,42,4,0.0,48,10.6,0,8,,,,,80.4,68.4,78.0,68.6,,58.3,,0,0,50,0.0,87.0,0.0,0,1,0,4,0,0,0.0,224,4.9,4.19
Kyler Murray,38334,QB,ARZ,13,5.13,0,448,1,73.9,333,357,8.9,2.94,8,19,5.0,66.9,239,134,2.8,407,90.8,7,142,,,,,50.5,80.9,44.2,77.5,,78.6,,2,7,432,17.2,92.9,5.7,23,26,1,13,14,13,3.0,2578,7.2,74.4,258,278,7.7,2.67,7,13,4.4,66.9,186,94,3.1,314,70.1,6,100,,,,,50.9,73.7,38.1,71.9,,70.1,,1,4,333,21.3,88.4,6.4,20,16,1,11,9,10,3.0,1720,6.2,78.6,112,118,7.8,3.3,2,6,4.8,72.0,85,44,3.4,134,29.9,3,52,,,,,63.6,84.3,81.8,78.7,,84.7,,1,4,141,6.8,105.3,2.2,3,11,0,3,6,4,2.8,1142,9.7,0,91.9,37,39,-3.2,2.02,1,0,0.0,82.1,32,4,5.9,41,9.2,2,10,,,,,79.3,56.8,77.3,57.6,,58.3,,0,1,42,0.0,94.9,0.0,0,1,0,1,1,1,2.4,284,7.3,3.49
Jayden Daniels,97993,QB,WAS,13,0.28,0,447,32,75.5,282,303,10.1,3.14,7,14,4.3,66.3,201,141,5.6,384,85.9,12,142,,,,,60.3,88.6,88.5,83.7,,81.8,,1,5,409,19.1,101.6,7.0,27,53,1,12,15,8,2.0,2518,8.3,77.6,237,256,8.1,2.79,6,12,4.4,69.5,178,99,3.3,304,68.0,6,102,,,,,52.8,78.7,88.0,76.8,,68.9,,1,3,325,19.2,100.1,6.3,19,28,1,11,11,6,1.8,1880,7.3,82.8,99,106,7.2,3.26,2,2,1.8,69.8,74,50,9.8,143,32.0,8,52,,,,,87.8,92.1,82.1,86.0,,91.1,,0,3,150,20.0,98.0,7.0,10,26,0,5,4,2,1.3,939,8.9,0,98.1,54,59,-3.7,1.73,1,0,0.0,86.4,51,8,3.8,63,14.1,2,12,,,,,82.1,66.9,79.0,67.0,,58.3,,0,1,66,25.0,80.9,3.2,2,1,0,4,0,0,0.0,301,5.1,1.52
Josh Allen,46601,QB,BUF,13,3.75,0,443,4,70.0,310,339,10.2,3.01,6,29,7.9,60.5,205,141,5.5,385,86.9,12,144,,,,,37.2,90.2,73.5,78.7,,93.5,,4,5,418,8.5,100.5,3.1,12,34,1,18,21,13,3.1,2730,8.1,72.3,285,308,8.6,2.67,8,23,6.9,63.3,195,111,5.3,349,78.8,11,109,,,,,42.3,85.9,72.5,74.4,,92.8,,4,2,377,10.8,104.5,3.4,12,27,1,10,19,10,2.7,2347,7.6,77.6,76,85,6.8,3.22,0,6,6.5,67.1,57,32,3.4,94,21.2,2,44,,,,,55.4,85.8,80.6,78.9,,89.9,,0,3,101,3.1,92.6,1.1,1,7,0,9,4,3,3.0,686,8.1,0,94.1,51,54,-3.4,1.27,2,0,0.0,87.0,47,2,2.1,58,13.1,1,9,,,,,81.5,62.8,78.6,62.4,,,,0,0,60,50.0,102.4,1.7,1,0,0,1,2,0,0.0,303,5.6,0.45
Lamar Jackson,46416,QB,BLT,13,8.95,0,435,3,74.0,296,329,11.4,3.42,10,17,4.8,62.9,207,157,5.5,381,87.6,12,154,,,,,46.8,92.1,60.8,91.0,,81.0,,8,3,409,12.1,115.9,5.0,19,32,4,11,28,7,1.7,2910,8.8,76.3,241,270,9.5,3.29,10,13,4.6,64.4,174,121,5.4,311,71.5,10,112,,,,,48.5,86.9,57.7,84.3,,76.2,,6,3,328,12.4,108.5,4.8,15,26,4,9,19,4,1.2,2199,8.1,78.8,104,109,8.6,2.98,1,4,3.3,73.4,80,38,2.4,124,28.5,2,57,,,,,40.1,92.7,81.8,90.4,,88.1,,2,0,140,10.5,135.5,3.2,4,8,0,2,10,3,2.1,1091,10.0,0,95.9,49,50,-3.8,1.68,1,0,0.0,94.0,47,2,0.0,54,12.4,0,15,,,,,38.1,65.1,78.6,62.9,,66.5,,0,0,59,0.0,105.0,0.0,0,2,0,0,1,0,0.0,380,7.6,1.87
Justin Herbert,28237,QB,LAC,13,14.07,0,429,27,73.5,310,332,10.6,3.04,5,26,7.4,62.0,206,140,9.6,393,91.6,22,123,,,,,38.2,90.3,88.6,89.3,,66.7,,4,1,420,25.0,99.3,8.9,35,24,2,11,14,11,2.6,2603,7.8,71.9,231,249,9.2,2.77,4,13,4.9,59.4,148,94,10.8,286,66.7,18,74,,,,,33.4,74.7,87.9,72.2,,68.4,,5,0,302,24.5,89.1,8.0,23,13,2,7,8,9,3.0,1601,6.4,81.8,110,117,9.4,3.24,3,13,10.2,73.5,86,51,4.4,143,33.3,4,56,,,,,66.2,95.3,82.2,94.9,,59.9,,0,1,157,23.5,118.3,8.4,12,11,0,4,6,2,1.3,1163,9.9,0,90.3,31,34,-3.5,1.77,2,0,0.0,82.4,28,5,0.0,36,8.4,0,7,,,,,78.9,62.1,77.1,61.7,,,,1,0,39,0.0,86.4,0.0,0,0,0,0,0,0,0.0,161,4.7,3.51
Brock Purdy,77672,QB,SF,12,1.63,0,419,28,72.6,303,322,10.2,3.21,7,14,4.1,65.2,210,155,4.5,385,91.9,10,150,,,,,50.4,82.7,73.6,77.1,60.0,85.8,,2,8,406,14.8,97.9,6.0,23,39,2,8,14,13,3.2,2884,9.0,75.4,260,277,8.9,2.97,5,14,4.8,66.4,184,122,6.1,328,78.3,12,121,,,,,43.6,81.8,72.1,75.6,,87.9,,2,7,347,15.6,93.9,5.8,19,27,2,8,11,12,3.5,2245,8.1,70.0,70,72,10.1,3.46,2,0,0.0,68.1,49,34,0.0,91,21.7,0,36,,,,,84.6,73.1,80.4,70.9,60.0,68.4,,0,1,96,11.8,117.1,4.4,4,13,0,0,4,1,1.0,787,10.9,0,92.6,27,27,-2.4,1.52,0,0,0.0,85.2,23,1,8.0,34,8.1,2,7,,,,,78.6,63.0,76.9,60.1,,64.4,,0,0,37,0.0,101.9,0.0,0,1,0,0,1,0,0.0,148,5.5,2.83
Jared Goff,10635,QB,DET,13,2.66,0,418,11,76.4,305,332,9.0,2.8,4,10,2.9,69.0,229,134,1.7,368,88.0,4,149,,,,64.7,63.3,77.9,74.6,75.9,89.7,62.9,,3,10,378,17.2,106.8,6.3,23,12,1,19,24,14,3.7,2843,8.6,76.7,215,227,6.8,2.45,2,3,1.3,71.4,162,81,1.8,254,60.8,3,88,,,,,51.1,69.2,71.9,68.9,,52.8,,2,7,264,23.5,98.7,7.5,19,7,1,7,13,8,3.0,1685,7.4,83.9,137,154,7.8,2.98,2,7,4.5,74.0,114,54,0.9,164,39.2,1,81,,,,64.7,88.6,85.5,82.6,80.8,89.7,79.0,,1,3,167,7.4,124.4,2.4,4,5,0,14,12,6,3.6,1580,10.3,0,100.0,47,49,-4.4,1.6,0,0,0.0,95.9,47,1,0.0,50,12.0,0,20,,,,,80.8,69.3,78.2,68.4,,,,0,0,53,0.0,109.4,0.0,0,0,0,2,1,0,0.0,422,8.6,2.84
Jalen Hurts,40291,QB,PHI,13,5.86,0,397,24,78.6,262,293,9.7,3.36,4,14,4.5,67.2,197,155,4.4,361,90.9,9,136,,,,,53.7,77.2,61.5,66.7,,90.1,,1,5,382,22.6,104.7,9.7,35,33,1,25,16,14,3.7,2494,8.5,75.2,214,234,8.5,3.16,5,8,3.3,66.7,156,119,3.1,294,74.1,5,100,,,,,46.4,71.5,58.7,58.6,,89.4,,0,5,304,24.4,96.9,9.9,29,28,1,14,12,12,3.9,1744,7.5,93.3,75,91,8.3,3.31,2,6,5.8,72.5,66,38,5.7,103,25.9,4,41,,,,,86.0,82.9,81.1,79.9,,71.8,,1,0,116,15.8,116.5,5.8,6,5,0,13,4,2,1.7,858,9.4,0,92.6,27,32,-3.2,1.54,3,0,0.0,78.1,25,2,0.0,36,9.1,0,5,,,,,78.7,61.1,77.0,60.8,,,,0,0,38,0.0,80.7,0.0,0,0,0,2,0,0,0.0,108,3.4,1.98
Daniel Jones,39395,QB,NYG,10,-0.17,0,389,21,75.8,277,306,8.9,2.81,5,7,2.1,61.4,188,139,10.5,350,90.0,22,100,,,,,78.1,72.1,54.4,67.4,59.9,79.0,,3,6,377,20.1,79.0,8.0,28,16,4,17,8,9,2.4,1850,6.0,77.9,231,254,7.5,2.59,3,5,1.9,63.4,161,104,10.6,290,74.6,19,76,,,,,74.0,73.9,50.5,68.0,,82.3,,3,5,308,21.2,77.0,7.6,22,11,4,13,5,7,2.3,1449,5.7,76.9,78,87,7.6,3.07,2,2,2.1,63.2,55,41,8.3,99,25.4,5,34,,,,,85.5,61.9,80.9,63.1,59.9,52.6,,0,2,110,17.1,86.4,7.1,7,5,0,7,3,2,1.8,621,7.1,0,93.8,32,35,-4.4,1.77,0,0,0.0,80.0,28,6,6.7,39,10.0,2,10,,,,,79.0,63.6,77.3,63.1,,,,0,1,41,16.7,81.0,2.6,1,0,0,3,0,0,0.0,220,6.3,1.44
Tua Tagovailoa,60326,QB,MIA,9,-0.13,0,355,17,77.0,252,264,8.3,2.47,6,9,3.3,70.1,185,77,4.6,290,81.7,9,124,,,,,41.0,75.4,47.1,74.5,,62.9,,0,4,304,23.4,100.3,6.2,18,7,2,4,11,8,2.6,2046,7.8,80.0,235,245,5.9,2.18,5,6,2.3,73.9,181,61,3.7,269,75.8,7,106,,,,,51.4,73.5,45.5,72.4,,65.7,,0,3,282,23.0,107.6,5.2,14,6,2,3,14,5,1.8,1764,7.2,82.1,78,80,6.9,2.63,1,3,3.5,73.8,59,20,7.8,86,24.2,5,36,,,,,51.6,74.4,80.2,73.9,,56.8,,0,1,91,20.0,106.9,4.7,4,1,0,1,3,3,3.3,692,8.7,0,95.1,61,61,-3.1,1.46,0,0,0.0,90.2,55,4,5.2,65,18.3,3,18,,,,,82.4,68.9,79.2,68.1,,,,0,0,69,0.0,127.5,0.0,0,0,0,0,6,0,0.0,410,6.7,1.45
Jordan Love,40306,QB,GB,11,-1.0,0,353,12,72.4,261,284,11.6,2.92,3,14,4.5,59.9,170,115,10.1,307,87.0,19,110,,,,,62.1,76.8,87.8,75.9,,55.9,,8,11,332,9.6,90.9,3.6,11,10,0,12,16,13,3.9,2474,8.7,75.6,225,241,9.9,2.7,3,11,4.2,63.1,152,86,10.6,261,73.9,18,89,,,,,56.8,73.5,87.5,73.0,,52.8,,6,10,282,11.6,91.2,3.8,10,8,0,7,15,10,3.5,1915,7.9,75.3,77,87,8.3,2.88,2,3,3.3,62.1,54,33,6.9,92,26.1,4,35,,,,,84.6,78.0,80.4,75.7,,66.4,,2,1,96,3.0,110.8,1.1,1,2,0,6,6,3,3.1,809,9.3,0,95.1,41,44,-3.9,1.64,2,0,0.0,81.8,36,4,7.7,46,13.0,3,14,,,,,79.9,66.5,77.7,65.9,,,,0,0,46,0.0,128.2,0.0,0,0,0,1,5,0,0.0,250,5.7,1.35
Gardner Minshew,41401,QB,LV,10,4.16,0,346,23,74.8,246,275,7.2,2.75,7,5,1.7,65.1,179,120,2.7,315,91.0,5,106,,,,,43.4,60.0,66.3,61.1,,46.1,,2,10,336,24.2,80.6,9.2,29,11,3,17,9,9,2.7,1885,6.9,75.6,209,237,6.5,2.51,8,5,1.9,65.4,155,97,1.9,268,77.5,3,89,,,,,36.1,59.8,64.3,60.9,,45.2,,2,9,288,24.7,77.7,9.0,24,7,3,15,7,8,2.8,1543,6.5,80.6,62,69,5.4,3.04,1,0,0.0,69.6,48,24,4.0,78,22.5,2,21,,,,,83.6,62.9,79.8,63.1,,57.2,,0,1,82,20.8,92.1,6.4,5,4,0,6,2,1,1.2,470,6.8,0,96.0,25,31,-3.1,1.42,2,0,0.0,77.4,24,1,0.0,31,9.0,0,4,,,,,78.1,65.6,76.6,65.1,,,,0,0,34,0.0,83.8,0.0,0,0,0,4,0,0,0.0,128,4.1,0.3
Will Levis,83542,QB,TEN,10,11.87,0,330,31,70.2,215,230,10.9,2.89,2,14,5.7,60.4,139,119,7.9,287,87.0,12,79,,,,,41.1,58.4,47.4,55.1,58.4,73.1,,3,9,306,31.9,83.8,13.2,38,19,0,10,12,14,4.6,1670,7.3,70.2,191,203,9.3,2.7,2,12,5.5,60.6,123,98,8.2,251,76.1,11,60,,,,,34.9,50.8,44.6,47.0,58.4,72.2,,3,8,268,32.7,74.9,12.7,32,16,0,7,8,13,4.9,1248,6.1,85.2,61,69,7.0,2.97,1,2,2.8,72.5,50,28,3.8,79,23.9,2,26,,,,,83.5,83.1,79.7,80.9,,65.6,,0,1,81,25.0,110.7,8.9,7,3,0,7,4,1,1.2,579,8.4,0,94.6,37,42,-3.4,1.93,1,0,0.0,81.0,34,7,2.9,43,13.0,1,7,,,,,79.5,65.2,77.4,64.6,,,,0,0,43,14.3,82.2,2.3,1,0,0,4,0,0,0.0,157,3.7,2.24
Drake Maye,143969,QB,NE,9,12.85,0,318,19,71.2,208,224,9.0,3.01,3,10,4.1,63.4,142,113,4.1,283,89.0,6,98,,,,,53.7,72.6,64.0,65.5,,89.5,,3,7,305,22.1,86.6,8.8,25,34,1,9,11,14,4.6,1526,6.8,72.1,197,211,7.5,2.78,3,7,3.1,64.9,137,93,3.5,258,81.1,5,79,,,,,49.6,70.3,62.6,64.6,60.0,86.5,,3,6,276,23.7,84.4,8.5,22,23,1,7,8,11,4.0,1391,6.6,83.7,43,45,6.7,3.32,0,3,5.6,77.8,35,24,2.8,60,18.9,1,23,,,,,82.5,77.2,79.2,69.3,,81.2,,0,2,70,12.5,98.6,5.0,3,12,0,2,3,3,4.3,305,6.8,0,93.8,32,32,-3.5,1.81,0,0,0.0,93.8,30,4,0.0,35,11.0,0,4,,,,,79.0,71.7,77.3,68.1,60.0,65.6,,0,1,41,0.0,75.8,0.0,0,1,0,0,0,0,0.0,170,5.3,0.19
Trevor Lawrence,77632,QB,JAX,10,10.73,0,317,15,66.5,239,253,11.6,2.78,2,13,4.9,56.9,144,88,9.4,284,89.6,15,95,,,,,68.0,76.7,66.6,73.6,,75.6,,1,7,299,20.5,83.2,6.3,18,13,1,10,11,13,4.3,1865,7.4,69.1,194,208,9.8,2.56,2,11,5.0,57.7,120,76,10.4,235,74.1,14,70,,,,,62.7,75.6,64.3,71.4,,81.1,,1,5,247,19.7,80.7,6.4,15,10,1,10,9,11,4.5,1303,6.3,72.4,76,76,10.1,2.83,0,2,2.5,68.4,52,14,5.5,82,25.9,3,33,,,,,83.8,72.4,79.9,73.0,,50.2,,0,2,85,21.4,97.6,3.7,3,3,0,0,2,2,2.4,742,9.8,0,96.8,31,31,-3.3,1.35,0,0,0.0,90.3,28,2,6.7,33,10.4,2,8,,,,,77.9,66.8,76.5,66.2,,,,0,0,33,0.0,90.9,0.0,0,0,0,0,0,0,0.0,180,5.8,3.5
Dak Prescott,10769,QB,DAL,8,8.86,0,317,9,69.5,243,260,9.5,2.73,5,14,5.0,61.5,160,96,5.3,287,90.5,9,81,,,,,52.3,67.7,65.2,66.8,,60.9,,4,8,312,21.9,82.5,7.3,21,5,2,6,10,16,5.1,1821,7.0,70.9,220,236,8.6,2.59,6,12,4.7,63.1,149,81,4.5,263,83.0,7,76,,,,,48.8,64.4,63.9,63.8,,59.1,,4,8,285,23.5,83.4,7.2,19,4,2,4,10,15,5.3,1626,6.9,79.2,48,50,6.8,2.81,0,2,3.7,72.0,36,17,5.3,54,17.0,2,12,,,,,81.4,76.6,78.6,75.7,,60.7,,0,0,59,11.8,98.1,3.7,2,2,0,2,1,1,1.7,352,7.0,0,100.0,25,26,-3.4,1.66,1,0,0.0,96.2,25,2,0.0,30,9.5,0,7,,,,,77.7,64.5,76.4,65.2,,58.3,,0,0,32,0.0,104.6,0.0,0,1,0,0,1,0,0.0,157,6.0,0.15
Bryce Young,123943,QB,CAR,10,-0.8,0,307,5,66.7,216,239,10.5,2.98,2,17,6.7,56.1,134,113,6.9,278,90.6,10,80,,,,,79.9,67.0,0.2,68.5,,55.8,,1,7,295,13.3,72.3,5.4,15,24,0,20,7,9,3.1,1486,6.2,68.8,192,208,9.4,2.74,2,12,5.5,59.1,123,88,6.8,235,76.5,9,67,,,,,90.4,65.8,0.0,66.5,,60.7,,1,4,248,12.5,77.6,4.7,11,16,0,13,6,6,2.4,1230,5.9,69.2,52,60,6.7,3.33,0,5,7.7,58.3,35,28,2.8,72,23.5,1,16,,,,,46.3,66.7,79.6,69.3,,50.4,,0,3,77,14.3,59.2,5.6,4,8,0,8,1,3,3.9,342,5.7,0,85.7,28,29,-4.0,1.88,0,0,0.0,82.8,24,3,0.0,29,9.4,0,3,,,,,77.4,61.8,76.1,61.5,,,,0,0,30,0.0,79.2,0.0,0,0,0,1,0,0,0.0,86,3.0,-0.21
Derek Carr,8671,QB,NO,10,-4.49,0,300,20,76.7,223,247,10.2,2.8,3,16,6.0,65.6,162,92,5.3,264,88.0,9,87,,,,,56.4,86.8,50.7,88.2,56.6,48.6,,3,4,282,8.7,101.0,3.0,8,8,0,18,14,8,2.8,1905,7.7,76.7,189,203,8.2,2.39,2,11,5.0,69.0,140,66,3.4,214,71.3,5,61,,,,,76.0,75.4,47.1,76.3,59.3,49.6,,3,4,229,6.1,91.6,1.9,4,3,0,9,8,6,2.6,1321,6.5,84.4,64,76,9.6,3.26,1,5,6.3,64.5,49,28,9.3,86,28.7,5,33,,,,,29.8,92.5,80.2,92.6,57.6,54.5,,0,1,90,14.3,126.2,4.7,4,5,0,11,7,2,2.2,824,10.8,0,93.3,30,32,-3.5,1.5,0,0,0.0,84.4,27,2,3.6,36,12.0,1,7,,,,,78.6,61.7,76.9,61.3,,,,0,1,37,0.0,95.3,0.0,0,0,0,2,1,0,0.0,240,7.5,4.33
Jameis Winston,9434,QB,CLV,8,-1.57,0,299,8,69.7,238,257,10.5,2.7,8,12,4.4,60.7,156,91,6.0,284,95.0,10,96,,,,,81.0,78.9,41.4,74.5,,86.9,,4,8,301,19.8,87.5,6.3,18,8,1,6,13,14,4.7,1911,7.4,70.9,203,219,9.0,2.57,8,8,3.5,61.2,134,70,6.9,241,80.6,10,75,,,,,78.0,73.2,36.7,68.1,,88.6,,3,8,254,21.4,78.1,6.2,15,7,1,4,9,13,5.1,1395,6.4,67.4,46,52,13.8,3.08,2,4,7.1,59.6,31,24,0.0,58,19.4,0,25,,,,,81.6,83.2,78.8,81.9,,58.3,,1,1,62,16.7,115.9,6.9,4,1,0,3,4,2,3.2,580,11.2,0,81.8,11,14,-2.8,2.1,2,0,0.0,64.3,9,3,0.0,15,5.0,0,4,,,,,73.5,50.8,73.7,51.3,,,,0,1,15,33.3,44.9,6.7,1,0,0,1,0,1,6.7,64,4.6,4.78
Deshaun Watson,11767,QB,CLV,7,1.35,0,270,8,73.9,176,194,8.4,3.14,2,8,3.9,59.8,116,114,10.8,247,91.5,14,48,,,,,53.7,62.8,60.9,63.1,,57.6,,6,3,265,28.1,75.8,13.0,32,21,0,10,5,5,1.9,1011,5.2,75.7,148,157,6.4,2.84,1,3,1.8,63.1,99,82,11.6,194,71.9,13,40,,,,,73.5,64.0,56.7,63.4,,61.1,,3,2,207,29.3,78.1,12.4,24,13,0,5,3,3,1.4,845,5.4,80.0,50,59,9.0,3.57,1,5,7.7,64.4,38,36,5.0,76,28.1,2,14,,,,,29.0,59.9,79.8,61.8,,52.3,,3,1,83,25.0,81.4,11.8,9,8,0,5,2,2,2.4,303,5.1,0,100.0,22,22,-3.2,2.07,0,0,0.0,95.5,21,4,4.5,23,8.5,1,6,,,,,76.3,63.4,75.5,62.9,,,,0,0,25,25.0,92.6,4.3,1,0,0,0,0,0,0.0,137,6.2,-0.24
Russell Wilson,7077,QB,PIT,7,7.11,0,242,25,75.0,168,188,10.3,2.96,2,15,7.6,63.3,119,89,5.6,216,89.3,7,71,,,,,61.1,81.6,64.4,79.9,,68.2,,2,3,227,21.3,103.8,8.8,19,8,1,15,11,3,1.3,1629,8.7,74.6,130,147,10.8,2.69,2,14,9.2,62.6,92,68,5.2,169,69.8,5,54,,,,,72.0,86.2,61.6,84.2,,71.2,,2,3,176,19.1,106.5,7.7,13,7,1,12,11,2,1.1,1264,8.6,81.4,59,66,4.4,3.22,1,1,1.4,69.7,46,22,4.2,73,30.2,2,24,,,,,46.7,57.4,79.6,58.5,,55.3,,0,0,78,27.3,98.0,8.2,6,1,0,6,1,1,1.3,520,7.9,0,90.5,21,25,-3.6,1.9,1,0,0.0,76.0,19,1,0.0,26,10.7,0,7,,,,,76.8,58.1,75.8,58.0,,,,0,0,27,0.0,104.6,0.0,0,0,0,3,1,0,0.0,155,6.2,-0.72
Anthony Richardson,124393,QB,IND,9,5.96,0,242,14,57.0,172,195,15.0,3.06,3,17,8.1,43.1,84,89,14.3,222,91.7,14,63,,,,,25.3,64.2,63.4,63.6,,61.3,,10,9,237,12.4,59.8,5.0,11,16,2,8,7,12,5.1,1363,7.0,61.6,125,141,12.7,2.78,0,13,8.8,45.4,64,51,16.9,159,65.7,13,39,,,,,24.5,63.8,59.2,64.6,,58.4,,9,5,165,15.7,59.5,5.0,8,10,2,5,4,8,4.8,844,6.0,59.1,66,74,14.3,3.27,3,4,4.8,51.4,38,40,2.6,83,34.3,1,29,,,,,52.7,64.1,80.2,61.6,,71.8,,1,4,92,7.5,73.4,3.6,3,6,0,4,3,4,4.3,667,9.0,0,94.7,19,20,-2.4,1.69,0,0,0.0,90.0,18,2,0.0,20,8.3,0,5,,,,,75.1,65.1,74.7,64.5,,,,0,0,20,0.0,97.5,0.0,0,0,0,1,0,0,0.0,148,7.4,3.02
Cooper Rush,12324,QB,DAL,8,6.46,0,230,9,65.9,179,192,8.5,2.46,8,3,1.4,56.3,108,57,8.5,206,89.6,10,54,,,,,25.4,49.6,85.5,56.5,,25.3,,2,3,225,17.5,77.1,4.9,10,4,0,3,7,8,3.6,1036,5.4,67.3,168,182,7.3,2.27,8,3,1.5,58.2,106,50,6.2,193,83.9,7,47,,,,,24.9,44.8,85.4,51.8,,25.1,,2,3,212,18.0,78.5,4.7,9,2,0,4,7,8,3.8,957,5.3,78.8,33,34,7.0,2.74,1,0,0.0,64.7,22,9,15.4,37,16.1,4,15,,,,,78.7,77.4,77.0,78.6,,52.3,,0,0,38,11.1,84.7,2.7,1,2,0,0,0,0,0.0,234,6.9,0,95.5,22,24,-3.0,1.39,1,0,0.0,83.3,20,2,4.8,24,10.4,1,8,,,,,76.3,65.2,75.5,64.6,,,,0,0,25,0.0,93.6,0.0,0,0,0,1,0,0,0.0,155,6.5,1.62
Justin Fields,82118,QB,PIT,7,-1.93,0,196,25,77.0,135,148,8.8,3.15,1,6,3.7,64.2,95,75,8.7,181,92.3,9,47,,,,,61.3,70.3,35.9,66.0,,73.8,,3,1,199,21.3,91.4,8.8,16,17,1,8,4,6,3.0,1054,7.1,78.3,106,116,9.0,2.86,1,6,4.8,66.4,77,49,7.2,135,68.9,6,39,,,,,53.5,73.3,29.0,67.6,,78.2,,3,1,146,20.4,99.5,7.4,10,8,1,5,5,5,3.4,873,7.5,78.0,41,45,4.9,3.56,1,0,0.0,64.4,29,29,9.4,61,31.1,3,12,,,,,82.3,60.6,79.1,60.7,,59.1,,0,0,68,20.7,77.4,9.8,6,10,0,3,0,1,1.5,233,5.2,0,91.7,12,13,-2.9,2.21,1,0,0.0,84.6,11,3,0.0,15,7.7,0,4,,,,,73.2,70.7,73.7,64.1,,65.9,,0,0,15,0.0,109.0,0.0,0,1,0,0,1,0,0.0,52,4.0,-2.35
