player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Joe Flacco,4332,QB,IND,5,-1.56,0,187,14,71.6,148,155,9.9,2.71,2,4,2.4,66.5,103,51,2.8,171,91.4,3,61,,,,,89.7,65.8,84.8,64.9,,58.6,,1,4,186,25.5,96.8,7.6,13,3,0,4,9,9,4.8,1144,7.4,72.3,112,118,8.6,2.51,2,3,2.3,66.9,79,36,2.5,131,70.1,2,39,,,,,87.6,59.9,84.2,58.9,60.0,60.5,,1,2,142,25.0,94.7,6.9,9,3,0,3,6,7,4.9,764,6.5,73.5,49,52,9.3,2.81,0,1,1.8,65.4,34,16,5.6,56,29.9,2,22,,,,,81.5,74.1,78.6,73.4,,58.3,,0,3,60,25.0,84.1,7.1,4,0,0,3,3,2,3.3,403,7.8,0,84.6,13,15,-4.2,1.46,0,0,0.0,66.7,10,1,9.1,16,8.6,1,0,,,,,73.9,59.7,74.1,60.0,60.0,,,0,1,16,0.0,42.4,0.0,0,0,0,2,0,0,0.0,23,1.5,1.28
Jacoby Brissett,10725,QB,NE,6,4.63,0,186,19,68.0,125,142,8.8,3.0,1,5,3.3,56.3,80,81,5.9,169,90.9,5,43,,,,,32.5,58.8,85.1,58.2,,56.7,,5,1,180,22.2,72.5,10.7,18,9,1,10,2,6,3.3,741,5.2,70.7,116,132,7.6,2.85,1,5,3.5,58.3,77,70,6.1,155,83.3,5,36,,,,,29.6,59.2,84.9,58.3,,57.9,,5,1,164,21.4,70.9,9.7,15,8,1,9,1,6,3.7,660,5.0,72.0,25,27,6.6,3.11,0,0,0.0,63.0,17,12,5.6,31,16.7,1,9,,,,,78.1,60.6,76.6,61.2,,58.3,,0,0,34,25.0,92.8,9.7,3,1,0,2,1,0,0.0,168,6.2,0,93.8,16,17,-3.1,1.88,0,0,0.0,82.4,14,1,6.7,17,9.1,1,2,,,,,74.5,64.1,74.3,63.6,,,,0,0,18,0.0,88.0,0.0,0,0,0,1,0,0,0.0,87,5.1,1.22
Andy Dalton,6187,QB,CAR,6,1.58,0,175,5,77.4,137,145,8.0,2.63,2,6,3.9,65.5,95,47,10.4,158,90.3,11,49,,,,,69.2,72.4,84.7,71.6,,58.0,,0,5,168,14.9,82.5,4.4,7,6,0,6,6,7,4.2,919,6.3,79.8,104,111,6.8,2.53,2,6,5.0,65.8,73,34,12.0,123,70.3,10,36,,,,,47.6,76.5,84.2,76.0,,58.0,,0,4,133,11.8,85.9,3.3,4,6,0,5,6,5,3.8,692,6.2,72.3,47,49,7.2,2.56,1,0,0.0,67.3,33,16,2.9,52,29.7,1,16,,,,,80.6,46.6,78.1,47.4,,,,0,2,52,18.8,73.3,5.8,3,0,0,1,1,3,5.8,297,6.1,0,78.6,14,15,-3.4,1.72,1,0,0.0,73.3,11,3,0.0,17,9.7,0,3,,,,,25.6,31.9,74.1,33.6,,,,0,1,17,0.0,77.1,0.0,0,0,0,0,1,1,5.9,70,4.7,-0.17
Aidan O'Connell,60516,QB,LV,6,-11.01,0,144,23,67.3,110,123,9.0,2.83,2,6,4.6,60.2,74,48,0.0,131,91.0,0,40,,,,,65.2,54.0,83.4,56.2,,41.0,,3,3,140,14.6,81.1,5.3,7,1,1,7,4,7,5.0,832,6.8,72.3,101,112,7.3,2.66,3,3,2.5,65.2,73,39,0.0,119,82.6,0,34,,,,,62.8,57.5,83.2,59.3,,43.3,,3,3,126,17.9,78.0,5.9,7,0,1,4,2,5,4.0,720,6.4,61.9,21,24,10.7,2.93,0,3,10.7,54.2,13,10,0.0,25,17.4,0,9,,,,,77.2,50.1,76.0,52.1,,56.8,,0,0,29,0.0,106.1,0.0,0,1,0,3,2,2,6.9,179,7.5,0,100.0,12,13,-2.7,1.53,1,0,0.0,92.3,12,1,0.0,13,9.0,0,3,,,,,73.5,65.3,73.7,64.7,,,,0,0,15,0.0,88.1,0.0,0,0,0,0,0,0,0.0,67,5.2,1.03
Mason Rudolph,46569,QB,TEN,4,3.11,0,142,31,73.3,105,117,9.3,2.77,0,3,2.4,59.0,69,49,10.4,129,90.8,8,45,,,,,41.4,60.2,49.4,60.6,,52.4,,1,4,137,12.2,76.0,4.7,6,6,2,9,4,4,2.9,775,6.6,72.5,80,89,9.2,2.58,0,3,3.1,58.4,52,33,10.3,96,67.6,6,29,,,,,30.8,61.4,45.0,63.8,,42.8,,1,2,105,9.1,70.7,3.1,3,4,2,6,1,1,1.0,546,6.1,79.4,34,39,6.0,2.84,1,0,0.0,61.5,24,19,11.1,46,32.4,3,17,,,,,79.9,56.5,77.7,52.9,,73.8,,0,2,47,15.8,85.4,6.5,3,2,0,4,3,3,6.4,260,6.7,0,88.9,9,11,-4.1,1.62,1,0,0.0,63.6,7,3,12.5,13,9.2,1,1,,,,,73.5,57.6,74.1,57.6,,,,0,0,15,0.0,67.6,0.0,0,0,0,1,0,0,0.0,31,2.8,0.54
Mac Jones,60323,QB,JAX,6,5.31,0,137,15,68.3,104,110,9.7,2.79,2,3,2.6,61.8,68,38,4.2,123,89.8,3,34,,,,,62.7,57.0,40.2,57.9,,55.0,,2,5,129,18.4,66.8,5.7,7,6,0,2,2,6,4.7,689,6.3,70.3,91,97,8.1,2.6,2,3,3.0,63.9,62,29,3.1,110,80.3,2,30,,,,,59.9,53.5,37.4,55.0,,52.5,,2,4,115,20.7,69.7,5.5,6,7,0,2,2,5,4.3,573,5.9,76.0,25,26,9.0,3.03,0,0,0.0,69.2,18,9,5.3,27,19.7,1,7,,,,,77.0,71.1,75.9,70.1,,,,0,1,28,11.1,69.2,3.7,1,0,0,1,0,1,3.6,159,6.1,0,100.0,12,13,-3.7,1.8,0,0,0.0,92.3,12,0,0.0,14,10.2,0,3,,,,,73.2,62.3,73.5,65.7,,56.8,,0,0,14,,80.4,0.0,0,1,0,1,0,0,0.0,43,3.3,0.21
Spencer Rattler,97408,QB,NO,3,20.37,0,119,20,75.0,76,87,9.1,2.9,2,1,1.1,57.5,50,44,12.3,107,89.9,7,23,,,,,23.7,55.2,82.6,54.7,,58.4,,3,2,115,31.8,68.2,13.1,14,6,0,6,1,5,4.3,500,5.7,72.2,72,82,6.5,2.56,2,0,0.0,56.1,46,33,11.5,95,79.8,6,14,,,,,24.8,49.9,82.2,50.7,,51.6,,3,1,100,30.3,60.6,10.5,10,3,0,5,0,4,4.0,332,4.0,87.5,16,17,11.1,3.69,0,1,5.6,76.5,13,12,7.1,24,20.2,1,11,,,,,28.9,72.9,75.8,70.3,,66.6,,0,1,27,33.3,113.0,16.7,4,3,0,1,1,1,3.7,239,14.1,0,75.0,12,12,-3.8,1.81,0,0,0.0,75.0,9,1,0.0,12,10.1,0,2,,,,,72.4,63.0,72.9,62.7,,,,0,0,12,0.0,89.2,0.0,0,0,0,0,0,0,0.0,71,5.9,10.01
Drew Lock,39517,QB,NYG,4,3.2,0,109,21,67.6,74,86,9.0,3.02,6,4,4.3,51.2,44,50,12.0,104,95.4,6,27,,,,,30.0,52.7,0.0,45.0,,91.1,,3,1,112,18.0,59.9,8.7,9,9,1,2,0,7,6.3,414,4.8,67.7,65,77,9.7,2.94,7,4,4.9,50.6,39,44,11.4,95,87.2,5,23,,,,,28.7,50.5,0.0,43.2,,90.3,,2,1,99,18.2,57.8,8.4,8,9,1,2,0,7,7.1,349,4.5,66.7,12,13,1.9,3.01,0,0,0.0,53.8,7,6,12.5,14,12.8,1,4,,,,,74.5,61.9,74.3,57.2,,65.6,,1,1,18,16.7,35.7,7.1,1,0,0,0,0,0,0.0,65,5.0,0,66.7,3,4,-5.0,1.38,1,0,0.0,50.0,2,0,0.0,5,4.6,0,0,,,,,68.0,51.5,69.9,52.1,,,,0,1,5,,16.7,0.0,0,0,0,0,0,0,0.0,0,0.0,0.47
Tyler Huntley,46448,QB,MIA,3,-2.31,0,82,17,69.2,52,58,11.4,2.91,2,1,1.5,53.4,31,24,13.9,71,86.6,5,21,,,,,84.3,62.4,82.6,56.8,,73.4,,1,1,79,29.2,64.5,9.9,7,6,0,3,0,5,6.3,349,6.0,73.0,37,40,8.2,2.48,1,1,2.2,60.0,24,13,11.1,50,61.0,3,11,,,,,82.3,65.1,82.1,59.5,,70.7,,1,1,56,23.1,69.7,6.0,3,5,0,1,1,2,3.6,189,4.7,73.9,23,26,11.5,3.05,1,0,0.0,57.7,15,12,11.8,32,39.0,2,11,,,,,78.3,57.1,76.7,55.8,,64.1,,0,0,35,33.3,80.3,12.5,4,2,0,2,0,3,8.6,188,7.2,0,100.0,8,8,-2.6,1.38,0,0,0.0,100.0,8,1,0.0,11,13.4,0,1,,,,,71.9,60.5,72.9,62.5,,58.3,,0,0,12,0.0,120.8,0.0,0,1,0,0,1,0,0.0,28,3.5,2.5
Desmond Ridder,55086,QB,LV,3,37.21,0,54,23,75.0,36,41,5.9,2.65,1,1,2.4,63.4,26,28,3.7,51,94.4,1,12,,,,,23.5,35.3,78.7,41.3,,37.1,,1,0,52,25.0,87.3,13.7,7,3,0,3,1,3,5.8,239,5.8,76.3,38,43,5.5,2.6,1,1,2.3,62.8,27,28,6.9,53,98.1,2,12,,,,,23.8,36.2,78.8,42.0,,37.1,,1,0,54,25.0,85.4,13.2,7,3,0,3,1,3,5.6,240,5.6,100.0,1,1,-1.0,1.4,0,0,0.0,100.0,1,0,0.0,1,1.9,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0,100.0,3,3,-1.3,1.3,0,0,0.0,66.7,2,0,33.3,3,5.6,1,0,,,,,65.5,63.8,68.2,63.4,,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,0,0.0,-6.58
Malik Willis,60341,QB,GB,4,-26.86,0,53,12,81.5,27,28,10.3,3.35,0,1,3.6,71.4,20,16,9.1,40,75.5,2,18,,,,,80.6,79.9,82.1,76.3,,71.9,,0,0,40,31.3,133.5,12.5,5,7,0,1,2,0,0.0,323,11.5,87.5,24,25,7.0,2.91,0,1,3.7,84.0,21,12,0.0,35,66.0,0,12,,,,,80.2,78.5,82.0,77.2,,67.7,,0,0,37,33.3,115.8,11.4,4,6,0,1,1,0,0.0,215,8.6,78.6,14,14,4.5,2.89,0,0,0.0,57.1,8,5,27.3,18,34.0,3,7,,,,,74.8,66.9,74.5,63.6,,66.4,,0,0,19,20.0,138.4,5.6,1,2,0,0,2,0,0.0,165,11.8,0,90.9,11,11,-4.2,1.54,0,0,0.0,81.8,9,1,10.0,13,24.5,1,1,,,,,73.9,60.2,73.9,62.0,,57.9,,0,0,16,0.0,118.6,0.0,0,1,0,0,1,0,0.0,57,5.2,3.19
Skylar Thompson,60417,QB,MIA,2,34.62,0,40,17,69.2,26,28,9.7,2.88,0,0,0.0,64.3,18,16,0.0,35,87.5,0,7,,,,,19.3,37.2,78.4,39.3,,55.3,,1,0,36,37.5,79.8,17.1,6,1,0,1,0,3,8.3,162,5.8,63.2,19,20,8.0,2.66,0,0,0.0,50.0,10,10,16.7,24,60.0,2,4,,,,,22.8,31.1,77.6,33.5,,55.3,,0,0,25,30.0,62.7,12.5,3,1,0,1,0,2,8.0,91,4.6,91.7,12,13,7.1,2.95,0,0,0.0,84.6,11,7,0.0,16,40.0,0,4,,,,,21.6,61.9,73.9,61.6,,,,1,0,16,42.9,97.4,18.8,3,0,0,0,0,1,6.3,96,7.4,0,100.0,5,5,-3.2,2.08,0,0,0.0,60.0,3,1,40.0,5,12.5,2,1,,,,,68.0,65.0,69.9,64.5,,,,0,0,5,0.0,72.9,0.0,0,0,0,0,0,0,0.0,25,5.0,2.83
Tommy DeVito,60545,QB,NYG,1,9.78,0,39,21,78.6,28,30,7.0,2.86,0,0,0.0,70.0,21,17,4.5,38,97.4,1,12,,,,,79.8,52.3,78.6,53.1,,55.4,,0,0,41,23.5,86.7,10.5,4,4,0,2,0,1,2.4,189,6.3,76.2,21,23,7.3,2.8,0,0,0.0,65.2,15,12,6.3,28,71.8,1,10,,,,,78.3,59.1,77.9,59.7,,57.2,,0,0,31,16.7,81.3,7.1,2,3,0,2,0,0,0.0,137,6.0,75.0,8,8,4.9,2.91,0,0,0.0,75.0,6,5,0.0,11,28.2,0,2,,,,,71.9,38.0,72.6,40.0,,58.3,,0,0,11,40.0,91.7,18.2,2,1,0,0,0,1,9.1,52,6.5,0,0.0,1,1,-4.0,2.0,0,0,0.0,0.0,0,0,,1,2.6,0,0,,,,,60.4,58.4,64.6,59.6,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.54
Jake Haener,60596,QB,NO,5,1.85,0,37,20,59.3,27,28,9.7,2.95,0,2,6.7,46.4,13,18,18.8,35,94.6,3,8,,,,,79.8,59.3,78.6,58.2,,61.7,,1,0,37,16.7,78.6,8.6,3,4,0,0,1,0,0.0,174,6.2,61.5,26,27,9.7,2.82,0,2,6.9,48.1,13,16,18.8,34,91.9,3,8,,,,,79.7,61.8,78.6,60.7,,61.7,,1,0,36,12.5,81.4,5.9,2,4,0,0,1,0,0.0,174,6.4,50.0,2,2,3.0,2.77,0,0,0.0,50.0,1,2,0.0,3,8.1,0,0,,,,,65.5,46.2,68.2,47.4,,,,0,0,3,50.0,56.3,33.3,1,0,0,0,0,0,0.0,3,1.5,0,100.0,1,1,-2.0,0.6,0,0,0.0,100.0,1,0,0.0,2,5.4,0,0,,,,,63.6,58.9,68.2,58.9,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,-4.94
Brandon Allen,10835,QB,SF,2,0.62,0,33,28,68.0,25,28,9.2,2.8,0,0,0.0,53.6,15,12,11.8,31,93.9,2,7,,,,,20.0,40.0,0.0,43.4,,54.4,,0,2,31,16.7,51.9,6.5,2,1,0,3,1,4,12.9,155,5.5,71.4,21,23,8.7,2.64,0,0,0.0,56.5,13,7,13.3,25,75.8,2,5,,,,,25.4,43.7,0.0,47.5,,54.4,,0,2,25,14.3,49.4,4.0,1,1,0,2,1,3,12.0,121,5.3,66.7,6,7,6.3,3.23,0,0,0.0,57.1,4,5,0.0,8,24.2,0,3,,,,,17.7,45.8,71.5,46.8,,,,0,0,8,20.0,96.1,12.5,1,0,0,1,0,1,12.5,78,11.1,0,100.0,2,2,-4.5,2.6,0,0,0.0,100.0,2,0,0.0,2,6.1,0,1,,,,,63.6,62.6,66.9,62.2,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,44,22.0,5.88
Marcus Mariota,9435,QB,WAS,2,-21.8,0,29,32,81.8,22,23,11.8,3.52,0,3,12.0,69.6,16,7,11.1,26,89.7,2,14,,,,,79.4,81.9,79.0,88.5,,53.9,,0,0,28,14.3,125.6,3.8,1,2,0,1,2,0,0.0,202,8.8,78.9,19,19,9.6,3.14,0,3,13.6,78.9,15,4,0.0,20,69.0,0,9,,,,,78.6,75.8,78.7,81.4,,55.1,,0,0,23,0.0,116.7,0.0,0,1,0,0,1,0,0.0,148,7.8,100.0,6,7,10.8,3.79,0,0,0.0,57.1,4,3,33.3,9,31.0,2,5,,,,,71.4,82.0,72.3,83.3,,58.3,,0,0,10,33.3,122.0,11.1,1,1,0,1,1,0,0.0,55,7.9,0,100.0,3,3,-4.0,1.83,0,0,0.0,100.0,3,0,0.0,3,10.3,0,0,,,,,68.0,62.2,69.9,61.9,,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,1,0.3,0.07
Tim Boyle,21956,QB,NYG,2,-8.33,0,29,21,57.1,21,23,9.0,2.52,0,0,0.0,52.2,12,7,0.0,26,89.7,0,7,,,,,76.8,56.2,77.6,54.9,,62.1,,0,0,27,14.3,68.4,3.8,1,2,1,1,0,0,0.0,126,5.5,60.9,23,24,7.3,2.14,0,0,0.0,58.3,14,6,0.0,26,89.7,0,7,,,,,76.8,59.3,77.6,57.0,,63.3,,0,0,27,16.7,75.0,3.8,1,1,1,0,0,0,0.0,140,5.8,100.0,1,2,10.0,4.33,0,0,0.0,50.0,1,1,0.0,3,10.3,0,1,,,,,66.9,53.6,69.2,56.4,,58.3,,0,0,4,0.0,70.8,0.0,0,1,0,1,0,0,0.0,13,6.5,0,100.0,3,3,-3.7,1.0,0,0,0.0,100.0,3,0,0.0,3,10.3,0,1,,,,,66.9,64.8,69.2,64.3,,,,0,0,4,,104.2,0.0,0,0,0,0,0,0,0.0,27,9.0,0.67
Dorian Thompson-Robinson,83574,QB,CLV,2,-34.03,0,27,8,52.9,17,22,7.2,2.57,1,0,0.0,36.4,8,9,11.1,24,88.9,1,3,,,,,26.0,28.5,77.1,25.7,,81.5,,1,2,26,11.1,7.0,4.2,1,0,0,3,0,3,11.5,65,3.0,75.0,12,16,5.3,2.23,1,0,0.0,56.3,9,4,0.0,17,63.0,0,2,,,,,75.7,44.1,76.3,31.5,,81.5,,1,1,18,0.0,41.4,0.0,0,0,0,2,0,2,11.1,71,4.4,37.5,8,9,6.0,2.83,0,0,0.0,22.2,2,5,33.3,10,37.0,1,1,,,,,19.8,29.9,72.9,28.2,,65.9,,0,1,12,20.0,0.0,10.0,1,0,0,1,0,1,8.3,11,1.2,0,100.0,3,3,-4.0,1.5,0,0,0.0,100.0,3,0,0.0,3,11.1,0,0,,,,,66.9,75.2,69.2,63.3,,65.9,,0,0,4,,90.3,0.0,0,0,0,0,0,0,0.0,17,5.7,-3.22
Davis Mills,52269,QB,HST,2,50.0,0,14,13,63.6,11,11,8.9,2.43,0,0,0.0,54.5,6,3,14.3,12,85.7,1,3,,,,,72.4,63.8,73.5,63.3,,,,0,0,12,33.3,68.0,8.3,1,0,0,0,0,0,0.0,54,4.9,63.6,11,12,8.9,2.35,1,0,0.0,50.0,6,3,14.3,13,92.9,1,3,,,,,72.8,62.8,73.7,62.3,,,,0,0,13,33.3,62.5,7.7,1,0,0,0,0,0,0.0,54,4.5,100.0,1,1,-2.0,1.5,0,0,0.0,100.0,1,0,0.0,1,7.1,0,1,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,25,25.0,0,100.0,1,2,-2.0,1.45,1,0,0.0,50.0,1,0,0.0,2,14.3,0,1,,,,,63.6,58.9,66.9,59.0,,,,0,0,2,,95.8,0.0,0,0,0,0,0,0,0.0,25,12.5,20.5
Hendon Hooker,60593,QB,DET,3,30.0,0,11,11,75.0,8,8,6.8,2.97,0,0,0.0,62.5,5,5,16.7,10,90.9,1,3,,,,,73.8,74.1,76.4,72.7,,63.8,,0,0,10,20.0,85.4,10.0,1,1,0,0,0,0,0.0,60,7.5,75.0,4,4,4.5,2.52,0,0,0.0,50.0,2,2,33.3,5,45.5,1,1,,,,,71.8,79.2,75.8,75.4,,66.7,,0,0,5,50.0,56.3,20.0,1,0,0,0,0,0,0.0,11,2.8,80.0,5,5,6.4,3.07,0,0,0.0,80.0,4,3,0.0,6,54.5,0,2,,,,,68.9,61.4,70.6,63.8,,58.3,,0,0,6,0.0,109.2,0.0,0,1,0,0,0,0,0.0,51,10.2,0,100.0,1,1,-4.0,1.3,0,0,0.0,100.0,1,0,0.0,1,9.1,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,7.45
Tyrod Taylor,6332,QB,NYJ,1,28.57,0,9,22,71.4,7,7,5.9,2.7,0,0,0.0,71.4,5,3,0.0,8,88.9,0,3,,,,,70.9,65.8,72.9,59.3,,65.6,,0,0,9,0.0,117.3,0.0,0,1,0,0,1,0,0.0,27,3.9,71.4,7,7,5.1,2.6,0,0,0.0,71.4,5,2,0.0,8,88.9,0,3,,,,,70.9,65.7,72.9,59.2,,65.6,,0,0,9,0.0,119.0,0.0,0,1,0,0,1,0,0.0,30,4.3,100.0,1,1,1.0,2.6,0,0,0.0,100.0,1,1,0.0,1,11.1,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,0.0,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0,100.0,1,1,-4.0,1.8,0,0,0.0,100.0,1,0,0.0,1,11.1,0,0,,,,,60.4,60.2,64.6,60.0,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,1.71
Trey Lance,91399,QB,DAL,1,-25.0,0,8,9,66.7,6,6,7.3,2.99,0,0,0.0,66.7,4,4,0.0,8,100.0,0,1,,,,,73.1,55.1,74.1,49.2,,65.0,,0,1,8,50.0,32.6,25.0,2,0,0,0,0,1,12.5,21,3.5,75.0,4,4,10.8,3.13,0,0,0.0,75.0,3,4,0.0,6,75.0,0,1,,,,,72.2,57.7,73.7,51.8,,65.0,,0,1,6,50.0,45.8,33.3,2,0,0,0,0,1,16.7,20,5.0,50.0,2,2,0.5,2.55,0,0,0.0,50.0,1,0,0.0,2,25.0,0,0,,,,,63.6,54.1,66.9,54.8,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.5
Michael Penix Jr.,82134,QB,ATL,2,-60.0,0,6,2,75.0,4,4,13.5,2.64,0,1,25.0,75.0,3,1,0.0,5,83.3,0,3,,,,,68.0,93.1,74.5,92.4,,,,0,0,5,100.0,104.2,20.0,1,0,0,0,0,0,0.0,38,9.5,75.0,4,5,13.5,2.55,0,1,20.0,60.0,3,2,0.0,6,100.0,0,3,,,,,68.9,92.1,74.7,91.4,,,,0,0,6,50.0,83.8,16.7,1,0,0,1,0,0,0.0,38,7.6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,1,,2.1,0,0,0.0,0.0,0,1,,1,16.7,0,0,,,,,60.4,60.0,64.6,60.0,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,-7.6
Taylor Heinicke,9896,QB,LAC,2,0.0,0,6,27,100.0,2,2,7.5,2.93,0,0,0.0,100.0,2,3,0.0,6,100.0,0,1,,,,,68.9,62.2,72.9,65.2,,57.9,,0,0,6,100.0,116.7,50.0,3,1,0,0,0,0,0.0,24,12.0,100.0,1,1,1.0,3.2,0,0,0.0,100.0,1,2,0.0,4,66.7,0,0,,,,,66.9,53.4,72.3,56.5,,57.9,,0,0,4,100.0,91.7,50.0,2,1,0,0,0,0,0.0,6,6.0,100.0,1,1,14.0,2.4,0,0,0.0,100.0,1,1,0.0,2,33.3,0,1,,,,,63.6,70.8,66.9,69.7,,,,0,0,2,100.0,118.8,50.0,1,0,0,0,0,0,0.0,18,18.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,12.0
Kenny Pickett,60515,QB,PHI,2,100.0,0,4,24,50.0,2,3,5.5,2.6,0,0,0.0,33.3,1,4,0.0,4,100.0,0,0,,,,,71.3,54.0,75.9,44.6,,65.0,,1,0,4,25.0,42.4,25.0,1,0,0,0,0,0,0.0,5,1.7,0.0,1,2,6.0,2.25,0,0,0.0,0.0,0,2,,2,50.0,0,0,,,,,70.1,54.2,75.6,43.8,,65.0,,1,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,5.0,2.95,0,0,0.0,100.0,1,2,0.0,2,50.0,0,0,,,,,63.6,58.8,66.9,58.9,,,,0,0,2,50.0,87.5,50.0,1,0,0,0,0,0,0.0,5,5.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,5.0
