player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,MIA,13,0,,,3.9,,,0,0,0,,17,61.3,82.1,88.2,69.1,82.3,29.0,0,,50.0,2,0,0,0.0,0,12,309,5,2,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,11,0,-3.0,100.0,8.2,15.0,15.0,0,0,0,0.0,24,50.9,78.6,63.9,71.8,80.1,34.0,0,5,75.0,3,0,1,87.5,1,15,184,5,1,1,0,5,8,0.3,5.0
Jerry Hughes,5556,ED,HST,6,0,,,7.3,,,0,0,0,,13,60.9,46.8,82.5,45.9,51.9,73.8,0,,0.0,0,0,0,0.0,0,3,41,0,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,9,1,,,3.9,,,0,0,0,,4,66.7,75.6,27.3,75.7,66.8,66.0,0,,0.0,0,0,2,0.0,0,6,154,5,2,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,13,2,,,2.2,,,0,0,0,,20,67.8,54.6,88.3,55.7,48.4,40.1,1,,16.7,1,0,0,0.0,0,6,269,3,3,0,0,0,0,0.0,
Nick Bellore,6515,LB,WAS,3,0,-3.5,100.0,75.0,1.5,1.5,0,0,0,0.0,32,79.4,87.9,68.9,60.0,63.2,73.2,0,2,0.0,0,0,0,79.2,2,3,4,1,1,2,0,-4,3,-1.3,-2.0
Stephon Gilmore,7016,CB,MIN,12,8,8.1,66.2,100.0,9.8,6.5,0,0,6,8.8,18,62.7,66.6,86.6,,82.4,69.5,1,27,8.9,4,6,3,92.0,45,467,467,15,33,68,3,428,176,1.0,9.5
Bobby Wagner,7050,LB,WAS,13,5,5.0,71.4,83.6,17.6,12.6,0,0,1,3.6,32,61.7,83.3,60.3,85.9,90.3,80.5,0,32,3.8,1,1,2,106.5,20,382,457,12,20,28,1,222,144,0.6,11.1
Lavonte David,7060,LB,TB,13,7,4.4,84.6,82.3,8.1,6.9,0,0,3,4.6,30,61.4,67.7,84.7,64.8,71.3,40.9,1,49,19.2,10,3,1,105.3,55,470,571,17,35,65,2,543,336,1.2,9.9
Demario Davis,7079,LB,NO,12,12,5.2,72.2,90.3,16.3,11.8,0,1,3,8.3,20,67.6,71.6,61.2,62.2,73.5,63.3,1,23,10.8,4,3,2,81.7,26,454,503,9,21,36,0,268,172,0.6,10.3
Rodney McLeod,7271,S,CLV,13,1,8.0,59.3,96.6,15.0,8.9,0,0,5,18.5,8,44.5,46.7,82.9,52.1,56.9,59.0,0,17,15.8,3,5,0,94.5,16,255,264,3,15,27,2,119,75,0.5,7.4
Tashaun Gipson Sr.,7288,S,SF,2,0,,,100.0,,,0,0,0,,28,62.0,63.1,72.1,,60.0,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Harrison Smith,7641,S,MIN,13,11,9.8,71.4,92.0,16.2,11.6,0,0,2,4.8,18,57.7,63.9,89.3,53.6,80.9,74.1,2,42,10.2,5,2,0,103.0,30,515,560,7,33,42,3,377,183,0.8,12.6
Darius Slay,7817,CB,PHI,11,1,11.4,50.0,100.0,13.6,6.8,2,0,10,20.8,24,62.9,61.3,50.2,,55.0,63.1,0,41,10.0,3,9,5,80.2,24,348,348,7,26,48,2,260,68,0.8,10.8
Robert Woods,7822,WR,HST,1,0,,,100.0,,,0,0,0,,13,60.7,70.2,60.0,,,,0,,,0,0,1,0.0,0,1,1,0,0,0,0,0,0,0.0,
Tyrann Mathieu,7850,S,NO,13,0,13.8,72.2,98.1,34.0,24.6,0,1,2,11.1,20,60.1,60.2,86.8,51.2,58.9,36.4,3,50,21.2,7,1,0,74.8,13,472,481,4,26,18,0,280,123,0.6,21.5
John Jenkins,7863,DI,LV,13,0,,,0.4,,,0,0,0,,23,60.6,54.1,86.6,54.9,52.7,44.1,0,,50.0,1,0,0,0.0,0,1,228,2,1,0,0,0,0,0.0,
Jordan Poyer,8000,S,MIA,12,11,10.4,72.0,97.6,23.0,16.6,0,1,2,8.0,17,61.1,62.5,7.5,64.4,70.1,71.4,0,33,9.8,4,2,3,131.3,18,440,451,5,26,25,2,255,112,0.6,14.2
Tony Jefferson,8361,S,LAC,2,0,1.0,100.0,100.0,12.0,12.0,0,0,0,0.0,27,70.9,81.1,73.3,,80.7,65.9,0,8,0.0,0,0,0,85.4,2,25,25,1,3,2,0,9,7,0.4,4.5
Jadeveon Clowney,8636,ED,CAR,10,1,5.5,100.0,11.1,14.5,14.5,1,0,0,0.0,5,61.7,65.9,61.5,63.2,66.2,52.8,0,15,44.4,4,0,2,118.8,2,32,288,7,4,2,0,30,19,1.0,15.0
Khalil Mack,8640,ED,LAC,12,1,5.0,100.0,4.5,13.0,13.0,0,0,0,0.0,27,81.3,91.7,76.0,85.0,90.9,49.0,0,11,20.0,1,0,1,112.5,1,14,312,7,3,1,0,11,6,0.8,11.0
C.J. Mosley,8652,LB,NYJ,4,1,5.3,100.0,93.6,10.3,10.3,0,0,0,0.0,22,61.0,74.7,78.7,38.7,81.6,57.0,0,15,14.3,1,0,0,103.1,4,44,47,1,5,4,0,35,14,0.9,8.8
Jimmie Ward,8665,S,HST,8,8,8.7,66.7,98.3,11.9,8.0,0,0,1,3.7,13,69.3,71.2,82.9,50.1,69.7,78.1,2,63,4.5,1,1,0,105.3,18,229,233,3,13,27,3,269,106,1.3,14.9
DeMarcus Lawrence,8669,ED,DAL,4,0,,,3.3,,,0,0,0,,9,60.3,56.8,53.1,53.9,62.4,27.9,0,,100.0,3,0,1,0.0,0,3,92,3,0,0,0,0,0,0.0,
Kyle Van Noy,8675,ED,BLT,12,1,8.0,100.0,10.9,7.4,7.4,0,0,0,0.0,3,58.8,75.8,57.9,75.4,68.8,59.9,0,26,12.5,1,0,2,118.8,5,40,368,11,6,5,0,71,31,1.9,14.2
Brent Urban,8769,ED,BLT,8,2,,,2.8,,,0,0,0,,3,62.0,57.9,82.1,55.7,56.4,62.8,0,,0.0,0,0,0,0.0,0,2,72,0,0,0,0,0,0,0.0,
Shelby Harris,8869,DI,CLV,13,2,6.0,100.0,2.3,5.0,5.0,0,0,0,0.0,8,60.5,66.9,71.5,58.8,68.9,61.5,0,12,20.0,1,0,1,116.7,1,6,261,3,2,1,0,12,6,2.4,12.0
Denico Autry,8982,ED,HST,7,1,,,0.6,,,1,0,0,,13,54.5,51.2,59.3,57.7,48.7,51.7,0,,0.0,0,0,1,0.0,0,1,163,3,2,0,0,0,0,0.0,
C.J. Goodwin,9243,CB,DAL,2,0,,,50.0,,,0,0,0,,9,60.2,61.4,99.9,60.0,60.0,,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Mike Pennel,9316,DI,KC,13,0,,,4.3,,,0,0,0,,16,52.9,64.2,59.8,62.1,69.1,75.0,0,,,0,0,1,0.0,0,5,115,2,0,0,0,0,0,0.0,
Dante Fowler Jr.,9436,ED,WAS,13,0,0.8,100.0,7.4,4.8,4.8,0,0,0,0.0,32,79.9,61.3,72.3,60.6,52.4,29.3,1,9,57.1,4,0,1,62.5,4,19,256,10,3,4,0,34,31,1.8,8.5
Leonard Williams,9439,DI,SEA,12,1,3.0,0.0,2.8,,10.0,0,0,0,0.0,29,73.9,84.9,61.8,69.8,75.4,51.2,1,,33.3,2,0,2,0.0,0,10,356,7,3,1,0,0,0,0.0,
Arik Armstead,9450,ED,JAX,13,0,,,0.7,,,0,0,0,,15,63.7,65.4,57.9,65.6,59.2,39.5,0,,22.2,2,0,2,0.0,0,2,285,6,7,0,0,0,0,0.0,
Bud Dupree,9455,ED,LAC,13,0,-1.5,100.0,3.2,5.0,5.0,0,0,0,0.0,27,67.1,47.9,53.2,50.7,49.8,46.2,1,9,37.5,3,0,2,58.3,2,10,310,8,5,2,0,15,18,1.5,7.5
Shaq Thompson,9458,LB,CAR,4,1,2.3,93.3,87.2,7.6,7.1,0,0,0,0.0,5,62.9,67.4,19.4,52.7,73.2,51.0,0,21,27.3,3,0,1,114.2,14,116,133,3,7,15,1,91,66,0.9,6.5
Preston Smith,9471,ED,PIT,14,0,4.5,75.0,9.3,7.7,5.8,0,0,0,0.0,25,69.1,63.1,58.5,58.0,64.4,73.4,0,20,16.7,1,0,2,100.0,3,24,257,5,5,4,0,34,18,1.5,11.3
Eric Kendricks,9478,LB,DAL,12,9,3.8,62.5,89.0,17.8,11.1,0,0,0,0.0,9,54.3,69.8,86.7,85.4,75.4,64.6,1,57,20.9,9,0,0,100.4,20,380,427,9,25,32,2,295,229,0.8,14.8
Denzel Perryman,9481,LB,LAC,10,2,4.4,94.4,89.5,8.9,8.4,0,0,0,0.0,27,63.4,61.6,81.7,83.9,50.7,29.4,0,23,15.4,4,0,0,97.7,17,162,181,10,20,18,0,134,72,0.9,7.9
Ronald Darby,9483,CB,JAX,13,2,11.6,71.0,99.8,8.6,6.1,1,0,8,12.9,15,59.3,60.3,85.6,60.0,60.9,68.6,0,80,7.9,3,4,3,128.8,44,410,411,6,33,62,5,605,214,1.6,13.8
Jordan Hicks,9517,LB,CLV,9,2,5.2,77.3,86.0,11.8,9.1,0,0,2,9.1,8,63.6,76.5,43.4,75.7,81.6,57.4,0,32,0.0,0,2,1,103.0,17,215,250,9,15,22,0,193,110,1.0,11.4
