player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Tyreek Hill,10799,WR,MIA,4,43,0,17,12.0,2,80.0,50.0,1,2,0.0,0,6,1,76.5,86.5,1,26,0.0,0,28,8,96.4,27,74.2,10,23.3,0,113,38,4.8,14.1,4.19,0,12.0,2,67.9,50.0,1,2,5.0,1,11,0,71.5,82.0,1,64,0.0,0,79,19,96.2,76,116.7,28,65.1,2,330,119,6.3,17.4,4.34
Ja'Marr Chase,84270,WR,CIN,4,39,0,7,10.4,0,61.5,33.3,1,3,11.1,1,8,0,54.5,73.5,0,36,0.0,0,60,8,90.0,54,121.5,13,33.3,2,89,23,2.9,11.1,1.65,0,11.7,2,65.2,0.0,0,2,6.3,1,10,1,65.6,68.9,0,24,0.0,0,106,15,99.1,105,90.9,23,59.0,0,190,73,4.9,12.7,1.81
Cooper Kupp,11824,WR,LA,3,35,0,26,10.7,0,66.7,50.0,1,2,0.0,0,2,1,72.1,66.6,1,10,0.0,0,19,4,94.7,18,79.2,6,17.1,1,31,15,3.8,7.8,1.72,0,6.5,4,90.0,100.0,3,3,0.0,0,10,0,82.7,81.5,1,28,0.0,0,75,18,100.0,75,83.5,20,57.1,0,181,78,4.3,10.1,2.41
Jaylen Waddle,84088,WR,MIA,4,34,0,17,8.9,1,71.4,0.0,0,1,16.7,1,5,0,45.8,76.3,0,42,0.0,0,28,5,96.4,27,148.2,7,20.6,3,79,49,9.8,15.8,2.93,0,11.5,1,63.2,66.7,2,3,14.3,2,10,0,45.7,81.0,0,59,0.0,0,73,12,95.9,70,106.5,19,55.9,0,236,83,6.9,19.7,3.37
Marquise Brown,61568,WR,ARZ,3,33,0,1,11.2,0,55.6,33.3,1,3,0.0,0,4,0,73.4,77.4,0,24,0.0,0,36,5,88.9,32,114.1,9,27.3,1,62,15,3.0,12.4,1.94,0,10.1,0,77.3,50.0,1,2,0.0,0,6,0,82.2,67.8,1,26,0.0,0,104,17,96.2,100,79.0,22,66.7,0,166,76,4.5,9.8,1.66
Stefon Diggs,9579,WR,BUF,3,33,0,4,7.6,1,72.7,0.0,0,1,0.0,0,6,0,76.5,85.2,0,28,0.0,0,36,8,94.4,34,132.6,11,33.3,2,80,33,4.1,10.0,2.35,0,9.4,1,89.5,50.0,1,2,0.0,0,8,0,82.2,83.1,0,46,0.0,0,69,17,98.6,68,129.2,19,57.6,1,205,61,3.6,12.1,3.01
Amon-Ra St. Brown,84470,WR,DET,3,33,0,11,7.9,0,57.1,0.0,0,1,0.0,0,4,0,72.1,84.7,0,49,0.0,0,23,4,95.7,22,135.1,7,21.2,2,77,42,10.5,19.3,3.5,0,4.3,2,73.9,0.0,0,1,10.5,2,6,0,54.3,70.1,0,30,0.0,0,63,17,96.8,61,91.9,23,69.7,0,156,95,5.6,9.2,2.56
Diontae Johnson,33441,WR,PIT,3,32,0,25,10.3,0,50.0,33.3,1,3,0.0,0,4,1,75.6,71.9,0,11,0.0,0,42,6,92.9,39,56.9,12,37.5,0,38,7,1.2,6.3,0.97,0,12.2,1,72.2,50.0,1,2,7.1,1,7,0,47.7,78.8,1,25,0.0,0,61,13,93.4,57,71.8,18,56.3,0,141,8,0.6,10.8,2.47
CeeDee Lamb,61570,WR,DAL,3,32,0,9,7.3,0,61.5,50.0,1,2,11.1,1,6,0,56.7,72.7,0,17,0.0,0,37,8,91.9,34,103.0,13,40.6,1,75,19,2.4,9.4,2.21,0,13.2,2,52.9,33.3,1,3,18.2,2,6,0,38.7,67.8,0,26,0.0,0,66,9,95.5,63,74.6,17,53.1,0,116,49,5.4,12.9,1.84
Mark Andrews,47436,TE,BLT,3,32,0,3,11.6,2,65.0,100.0,4,4,13.3,2,8,0,47.7,87.3,0,25,0.0,0,47,13,93.6,44,120.0,20,62.5,2,146,47,3.6,11.2,3.32,0,12.5,0,72.7,0.0,0,1,0.0,0,6,0,76.5,77.3,0,25,0.0,0,40,8,97.5,39,99.8,11,34.4,0,98,34,4.3,12.3,2.51
