player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,3,0,0,3,74.3,2,6,89,96.0,18.0,16,0,5.6,1,99,95,9,0,82.4,2,5,41,100.0,31.7,13,11.0,1,44,44,8
Tyson Alualu,5535,DI,PIT,3,0,0,25,57.5,1,3,57,100.0,8.8,5,0,3.5,0,59,59,4,0,55.7,1,2,31,100.0,9.7,3,4.8,0,31,31,3
Brandon Graham,5538,ED,PHI,3,1,0,24,72.7,2,4,59,93.9,22.0,13,0,11.9,4,66,62,10,0,74.1,1,2,33,94.7,27.3,9,13.6,3,38,36,6
Jerry Hughes,5556,ED,HST,3,0,1,13,75.8,0,5,77,97.6,18.2,14,2,8.4,4,82,80,9,0,72.2,0,4,28,93.3,35.7,10,14.3,2,30,28,6
Carlos Dunlap,5579,ED,KC,3,0,0,16,61.5,1,3,42,89.8,14.3,6,0,9.5,2,49,44,6,0,57.9,1,0,18,87.0,11.1,2,8.3,1,23,20,2
Al Woods,5646,DI,SEA,3,1,0,29,65.5,0,2,31,97.1,9.7,3,1,3.2,0,34,33,2,0,73.9,0,1,6,85.7,33.3,2,8.3,0,7,6,1
Von Miller,6154,ED,BUF,3,0,0,4,89.1,1,6,59,96.9,22.0,13,0,9.3,2,65,63,9,0,86.8,1,3,29,96.9,31.0,9,13.8,2,32,31,6
Patrick Peterson,6157,CB,MIN,3,0,0,18,60.0,0,0,1,0.8,0.0,0,0,0.0,0,131,1,0,0,,0,0,0,0.0,,0,,0,55,0,0
J.J. Watt,6163,ED,ARZ,2,1,0,1,70.0,0,4,48,100.0,12.5,6,1,8.3,2,50,50,6,0,79.1,0,4,20,100.0,25.0,5,15.0,1,20,20,5
Robert Quinn,6166,ED,CHI,3,0,1,6,56.1,0,5,74,98.7,9.5,7,1,4.7,1,79,78,6,0,58.8,0,4,36,97.4,13.9,5,8.3,1,39,38,5
Cameron Jordan,6176,ED,NO,3,0,0,20,50.3,0,2,82,100.0,6.1,5,0,2.4,1,85,85,3,0,51.8,0,1,29,100.0,10.3,3,5.2,1,30,30,2
Cameron Heyward,6183,DI,PIT,3,0,0,25,69.9,2,7,90,100.0,16.7,15,0,6.1,1,97,97,10,0,61.9,1,7,53,100.0,13.2,7,7.5,0,59,59,8
Justin Houston,6222,ED,BLT,3,0,0,3,72.7,1,8,81,93.5,18.5,15,0,8.0,2,93,87,11,0,62.7,0,3,33,92.7,18.2,6,4.5,0,41,38,3
Lawrence Guy,6385,DI,NE,3,0,0,19,58.7,0,3,39,100.0,12.8,5,0,3.8,0,39,39,3,0,56.8,0,2,13,100.0,23.1,3,7.7,0,13,13,2
Josh Bynes,6503,LB,BLT,3,0,0,3,61.6,0,0,7,10.0,14.3,1,0,0.0,0,70,7,0,0,59.1,0,0,1,4.3,0.0,0,0.0,0,23,1,0
Fletcher Cox,7018,DI,PHI,3,0,0,24,71.9,2,3,82,100.0,18.3,15,1,7.9,4,86,86,9,0,75.9,0,2,47,100.0,21.3,10,8.5,3,51,51,5
Michael Brockers,7020,DI,DET,3,1,0,11,57.5,1,1,41,100.0,7.3,3,0,2.4,0,42,42,2,0,48.5,0,0,8,100.0,0.0,0,0.0,0,9,9,0
Melvin Ingram III,7024,ED,MIA,4,1,0,17,80.0,1,8,76,74.3,15.8,12,3,8.6,2,109,81,11,0,90.4,1,6,33,77.3,30.3,10,16.7,2,44,34,9
Chandler Jones,7027,ED,LV,3,0,0,23,59.7,4,3,90,88.2,11.1,10,0,3.9,0,110,97,7,0,54.8,1,0,24,90.3,12.5,3,2.1,0,31,28,1
Bobby Wagner,7050,LB,LA,3,0,0,26,81.0,0,0,27,20.0,18.5,5,0,7.4,2,135,27,2,0,83.3,0,0,7,17.5,28.6,2,14.3,1,40,7,1
Lavonte David,7060,LB,TB,3,0,0,30,70.2,0,1,11,8.1,18.2,2,1,13.6,1,136,11,2,0,76.2,0,1,7,10.1,28.6,2,21.4,1,69,7,2
Demario Davis,7079,LB,NO,3,0,0,20,75.5,2,1,12,11.4,16.7,2,0,20.8,1,105,12,4,0,58.5,0,1,6,17.6,16.7,1,8.3,0,34,6,1
Akiem Hicks,7090,DI,TB,2,0,0,30,53.5,1,1,34,100.0,11.8,4,0,2.9,0,36,36,2,0,59.6,1,1,15,100.0,26.7,4,6.7,0,15,15,2
Rodney McLeod,7271,S,IND,3,0,0,14,60.0,0,0,1,1.6,0.0,0,0,0.0,0,61,1,0,0,,0,0,0,0.0,,0,,0,26,0,0
Johnathan Hankins,7830,DI,LV,3,1,0,23,53.0,1,0,46,98.0,2.2,1,0,1.1,0,50,49,1,0,53.5,0,0,9,100.0,0.0,0,0.0,0,9,9,0
Jon Bostic,7831,LB,WAS,1,0,0,32,59.1,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Tyrann Mathieu,7850,S,NO,3,0,0,20,54.6,0,0,2,2.9,0.0,0,0,0.0,0,105,3,0,0,58.4,0,0,0,2.9,,0,,0,34,1,0
John Jenkins,7863,DI,MIA,4,0,0,17,62.5,0,4,43,97.7,11.6,5,0,4.7,0,44,43,4,0,58.2,0,2,14,100.0,14.3,2,7.1,0,14,14,2
Logan Ryan,7864,S,TB,3,0,0,30,59.2,0,1,1,0.9,0.0,0,0,50.0,0,109,1,1,0,,0,0,0,0.0,,0,,0,68,0,0
Duron Harmon,7872,S,LV,3,0,0,23,55.1,0,1,3,2.7,33.3,1,0,16.7,0,112,3,1,0,58.4,0,1,1,3.2,100.0,1,50.0,0,31,1,1
Akeem Spence,7882,DI,SF,1,0,0,28,53.3,0,0,7,100.0,0.0,0,0,0.0,0,8,8,0,0,55.3,0,0,2,100.0,0.0,0,0.0,0,3,3,0
William Gholston,7908,DI,TB,3,0,0,30,56.7,2,0,45,95.7,6.7,3,0,2.2,0,47,45,2,0,51.1,0,0,11,100.0,0.0,0,0.0,0,11,11,0
Steven Means,7929,ED,BLT,1,0,0,3,65.1,0,1,17,94.7,11.8,2,0,2.9,0,19,18,1,0,66.6,0,0,8,100.0,12.5,1,0.0,0,9,9,0
Micah Hyde,7941,S,BUF,2,0,0,4,59.1,0,0,1,1.4,0.0,0,0,0.0,0,71,1,0,0,,0,0,0,0.0,,0,,0,38,0,0
Nick Williams,8006,DI,NYG,3,0,0,21,48.9,0,2,44,100.0,2.3,1,0,2.3,0,46,46,2,0,53.3,0,1,5,100.0,20.0,1,10.0,0,6,6,1
Tony Jefferson,8361,S,NYG,2,0,0,21,49.0,0,1,7,39.1,14.3,1,0,7.1,0,23,9,1,0,49.4,0,1,4,35.3,25.0,1,12.5,0,17,6,1
Brandon Copeland,8378,ED,BLT,1,0,0,3,56.6,0,2,20,95.2,20.0,4,0,10.0,1,21,20,3,0,60.5,0,2,13,100.0,30.8,4,15.4,1,13,13,3
Mike Purcell,8530,DI,DEN,3,0,0,10,62.5,0,2,37,100.0,10.8,4,0,2.7,0,42,42,2,0,65.4,0,1,18,100.0,16.7,3,2.8,0,20,20,1
Jadeveon Clowney,8636,ED,CLV,2,2,0,8,89.7,0,4,49,96.2,18.4,9,0,8.2,2,53,51,6,0,90.4,0,4,22,100.0,31.8,7,18.2,2,22,22,6
Khalil Mack,8640,ED,LAC,3,0,0,27,78.4,1,7,93,90.0,17.2,16,0,8.6,4,110,99,12,0,73.3,0,4,43,88.5,20.9,9,14.0,4,52,46,8
Anthony Barr,8644,LB,DAL,3,0,0,9,79.7,1,2,9,10.1,22.2,2,2,16.7,0,89,9,3,0,82.2,1,2,7,21.9,28.6,2,21.4,0,32,7,3
Aaron Donald,8648,DI,LA,3,0,0,26,89.9,1,11,123,100.0,20.3,25,0,6.5,2,127,127,14,0,81.5,0,5,35,100.0,22.9,8,10.0,1,38,38,6
Kyle Fuller,8649,CB,BLT,1,0,0,3,59.1,0,0,1,1.6,0.0,0,1,0.0,0,62,1,0,0,,0,0,0,0.0,,0,,0,31,0,0
