,,Win,,Cover,,Total Points,,Implied,Implied Score,
Nebraska,2021-12-07 19:00:00,230,46.00,6.5,20.00,140.5,16.67,29.0,67.0,73.5
Massachusetts,2021-12-07 19:00:00,110,22.00,1.5,19.05,141.0,18.18,45.7,69.8,71.3
Northeastern,2021-12-07 19:00:00,-130,15.38,-1.5,17.39,141.0,18.18,54.3,71.3,69.8
Albany,2021-12-07 19:00:00,475,95.00,12.0,18.18,138.5,18.18,16.6,63.3,75.3
Yale,2021-12-07 19:00:00,-675,2.96,-12.0,18.18,138.5,18.18,83.4,75.3,63.3
Bucknell,2021-12-07 19:00:00,600,120.00,14.0,18.18,151.5,18.18,13.7,68.8,82.8
Princeton,2021-12-07 19:00:00,-900,2.22,-14.0,18.18,151.5,18.18,86.3,82.8,68.8
Florida Gulf Coast,2021-12-07 19:00:00,-190,10.53,-5.0,19.05,138.5,18.18,63.0,71.8,66.8
Florida A&M,2021-12-07 19:00:00,160,32.00,5.0,17.39,138.5,18.18,37.0,66.8,71.8
Furman,2021-12-07 19:00:00,-130,15.38,-2.0,18.18,152.5,18.18,54.3,77.3,75.3
Winthrop,2021-12-07 19:00:00,110,22.00,2.0,18.18,152.5,18.18,45.7,75.3,77.3
Brown,2021-12-07 19:00:00,-145,13.79,-3.0,19.05,120.0,18.18,57.1,61.5,58.5
Merrimack,2021-12-07 19:00:00,125,25.00,3.0,17.39,120.0,18.18,42.9,58.5,61.5
Eastern Illinois,2021-12-07 20:00:00,,,,,,,,,
Missouri,2021-12-07 20:00:00,,,,,,,,,
Belmont,2021-12-07 20:00:00,115,23.00,2.0,19.05,149.5,18.18,44.7,73.8,75.8
Saint Louis,2021-12-07 20:00:00,-135,14.81,-2.0,17.39,149.5,18.18,55.3,75.8,73.8
South Dakota,2021-12-07 20:00:00,290,58.00,8.5,18.18,140.0,18.18,24.5,66.0,74.0
Northern Colorado,2021-12-07 20:00:00,-380,5.26,,,140.0,18.18,75.5,,
Temple,2021-12-07 20:00:00,290,58.00,8.5,18.18,135.0,19.05,24.5,,
Vanderbilt,2021-12-07 20:00:00,-380,5.26,,,135.0,17.39,75.5,,
College of Charleston,2021-12-07 20:00:00,155,31.00,4.0,18.18,152.5,19.05,37.9,74.3,78.3
Tulane,2021-12-07 20:00:00,-180,11.11,-4.0,18.18,152.5,17.39,62.1,78.3,74.3
UTEP,2021-12-07 20:00:00,950,190.00,19.5,16.67,143.5,19.05,9.1,,
Kansas,2021-12-07 20:00:00,-1750,1.14,,,143.5,17.39,90.9,,
Duquesne,2021-12-07 20:30:00,,,,,,,,,
DePaul,2021-12-07 20:30:00,,,,,,,,,
Villanova,2021-12-07 21:00:00,-380,5.26,-8.5,19.05,143.5,18.18,75.5,76.0,67.5
Syracuse,2021-12-07 21:00:00,290,58.00,8.5,17.39,143.5,18.18,24.5,67.5,76.0
Butler,2021-12-07 21:00:00,400,80.00,10.5,19.05,125.5,18.18,19.1,57.5,68.0
Oklahoma,2021-12-07 21:00:00,-550,3.64,-10.5,17.39,125.5,18.18,80.9,68.0,57.5
UNC-Charlotte,2021-12-07 21:00:00,950,190.00,18.5,17.39,143.5,19.05,9.1,62.5,81.0
Arkansas,2021-12-07 21:00:00,-1750,1.14,-18.5,19.05,143.5,17.39,90.9,81.0,62.5
Loyola Marymount,2021-12-07 21:00:00,140,28.00,3.5,18.18,135.0,19.05,40.4,65.8,69.3
Tulsa,2021-12-07 21:00:00,-160,12.50,-3.5,18.18,135.0,17.39,59.6,69.3,65.8
North Dakota State,2021-12-07 21:00:00,145,29.00,3.0,21.00,133.0,17.39,39.6,65.0,68.0
Montana State,2021-12-07 21:00:00,-165,12.12,-3.0,16.00,133.0,19.05,60.4,68.0,65.0
Mount St. Mary's,2021-12-07 21:00:00,900,180.00,18.0,17.39,133.5,16.67,9.6,57.8,75.8
Santa Clara,2021-12-07 21:00:00,-1600,1.25,-18.0,19.05,133.5,20.00,90.4,75.8,57.8
Eastern Kentucky,2021-12-07 22:00:00,,,17.0,17.39,152.0,20.00,,67.5,84.5
USC,2021-12-07 22:00:00,,,-17.0,19.05,152.0,16.67,,84.5,67.5
North Dakota,2021-12-07 22:00:00,475,95.00,12.0,18.18,143.0,19.05,16.6,65.5,77.5
California Baptist,2021-12-07 22:00:00,-675,2.96,-12.0,18.18,143.0,17.39,83.4,77.5,65.5
Boise State,2021-12-07 22:00:00,-720,2.78,-12.5,18.18,124.5,16.67,84.0,68.5,56.0
Cal State-Northridge,2021-12-07 22:00:00,500,100.00,12.5,18.18,124.5,20.00,16.0,56.0,68.5
