player_id,team,opp,pos,name,fpts,proj_own,opto_pct,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
1210,,,G,Peter Malnati,43.68,0.2,0.00,27.69,70.5,22.5,0,0,6100,,34908,1210
1694,,,G,Ben Taylor,42.29,0.67,0.00,31.72,70,22.5,0,0,6200,,35024,1694
1496,,,G,Scottie Scheffler,85.84,19.7,0.00,96.55,103,69,0,0,11300,,35127,1496
2046,,,G,Jason Dufner,35.39,0.09,0.00,21.19,62.5,20,0,0,6000,,34756,2046
2167,,,G,J.J. Spaun,52.35,0.7,0.00,48.73,77.5,24.5,0,0,6800,,36093,2167
690250,,,G,David Micheluzzi,40.22,0.73,0.00,41.33,67.5,21.5,0,0,6100,,4705283,690250
703406,,,G,Seonghyeon Kim,51.07,1.4,0.00,38.82,76.5,24.5,0,0,6600,,2316733,703406
1760,,,G,Tom Hoge,57.15,1.5,0.00,56.48,80.5,26,0,0,7300,,34888,1760
300102,,,G,Collin Morikawa,75.27,10.4,0.00,80.01,93,58.5,0,0,9900,,36083,300102
1156,,,G,Thriston Lawrence,47.41,0.31,0.00,29.8,74,23.5,0,0,6000,,3600388,1156
1860,,,G,Corey Conners,70.79,18.7,0.00,77.86,90,32,0,0,8300,,37123,1860
2158,,,G,Lucas Glover,45.44,1.1,0.00,31.64,72,23,0,0,6200,,34876,2158
700009,,,G,Tom Kim,69.27,11.4,0.00,72.57,89,30,0,0,7900,,2203377,700009
696566,,,G,Brandon Wu,52.77,2.4,0.00,46.71,77.5,25,0,0,6600,,1074861,696566
1663,,,G,Chez Reavie,42.25,1.5,0.00,37.7,69.5,22,0,0,6200,,34927,1663
1356,,,G,Tyrrell Hatton,76.06,16.6,0.00,83.72,94.5,59,0,0,9300,,35279,1356
720888,,,G,Sam Stevens,50.33,3.5,0.00,52.21,75.5,24.5,0,0,6500,,3371777,720888
404847,,,G,Sahith Theegala,66.95,14.3,0.00,71.84,87,29,0,0,8400,,37149,404847
1048,,,G,Ryan Fox,63.76,5.7,0.00,57.21,85,28,0,0,7100,,36650,1048
2049,,,G,Zach Johnson,37.61,0.56,0.00,26.71,65.5,21,0,0,6200,,34772,2049
1961,,,G,Scott Stallings,49.45,0.59,0.00,38.89,75.5,24,0,0,6300,,34999,1961
1411,,,G,Nick Hardy,45.71,1.1,0.00,35.66,72.5,23.5,0,0,6400,,35104,1411
1554,,,G,Kevin Streelman,53.16,5.3,0.00,43.35,77.5,24.65,0,0,6700,,34815,1554
1005,,,G,Stewart Cink,45.2,0.35,0.00,28.82,72,22.5,0,0,6300,,34863,1005
703905,,,G,Chris Gotterup,43.87,0.9,0.00,30.33,71.5,22.5,0,0,6200,,3549709,703905
698889,,,G,Kazuki Higa,37.52,0.08,0.00,17.86,65.5,20.5,0,0,6000,,1568532,698889
1654,,,G,Russell Henley,68.07,12.1,0.00,67.51,88,30,0,0,7900,,34884,1654
1786,,,G,K.J. Choi,42.11,0.04,0.00,15.74,69.5,22,0,0,6000,,34862,1786
1237,,,G,Rickie Fowler,70.79,17.2,0.00,76.93,90,32,0,0,8500,,34760,1237
670620,,,G,Sungjae Im,76.08,9.8,0.00,81.5,93.5,60,0,0,9100,,382250,670620
