player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,ED,ATL,5,0,,,5.3,,,0,0,0,,2,57.7,75.8,85.1,65.0,76.8,29.8,0,,100.0,1,0,0,0.0,0,6,113,0,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,5,0,,,8.5,,,0,0,0,,24,64.8,78.5,83.0,72.5,70.4,47.1,0,,50.0,1,0,0,0.0,0,6,71,1,1,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,6,0,8.5,80.0,100.0,24.4,19.5,0,0,1,10.0,10,79.5,71.1,0.0,,48.1,65.3,2,18,0.0,0,1,3,87.5,8,205,205,4,20,10,1,65,13,0.3,8.1
Jerry Hughes,5556,ED,HST,5,0,,,1.3,,,0,0,0,,13,63.7,62.7,48.2,59.5,62.1,38.4,0,,50.0,1,0,1,0.0,0,1,77,2,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,1,0,,,7.1,,,0,0,0,,4,60.0,60.0,75.1,49.5,70.9,69.9,0,,,0,0,0,0.0,0,1,14,0,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,PIT,5,1,10.8,57.1,99.1,12.8,7.3,1,0,3,10.7,25,59.9,58.7,82.9,55.0,51.6,27.0,1,52,30.8,4,2,1,109.8,16,217,219,1,8,28,4,238,107,1.2,14.9
Cameron Jordan,6176,ED,NO,5,0,,,1.6,,,0,0,0,,20,79.1,83.1,86.0,71.8,78.4,79.8,0,,50.0,1,0,0,0.0,0,3,183,1,1,0,0,0,0,0.0,
Justin Houston,6222,ED,CAR,5,1,,,14.8,,,0,0,0,,5,76.4,57.9,39.2,64.1,45.4,38.8,0,,0.0,0,0,1,0.0,0,13,88,3,2,0,0,0,0,0.0,
Stephon Gilmore,7016,CB,DAL,5,2,11.5,47.8,100.0,14.0,6.7,1,0,5,21.7,9,70.4,71.3,82.4,,68.8,75.3,1,68,0.0,0,4,2,88.0,11,167,167,2,14,23,2,194,70,1.3,17.6
Bobby Wagner,7050,LB,SEA,4,2,6.0,87.5,86.1,11.6,10.1,0,0,0,0.0,29,62.8,86.9,80.4,69.2,93.2,89.7,0,22,0.0,0,0,0,107.0,14,167,194,9,20,16,0,155,93,1.0,11.1
