team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
MIA,17,5,179,4,20,179,90.5,29,5
PHI,24,5,195,5,31,195,89.7,38,2
TB,30,4,142,2,23,142,88.4,29,4
LAC,27,4,168,7,21,168,88.1,34,6
DET,11,5,167,12,22,167,88.0,37,3
HST,13,5,203,10,32,203,87.7,46,4
IND,14,5,189,7,39,189,87.3,47,1
BUF,4,5,195,7,39,195,87.2,48,2
JAX,15,5,214,7,29,214,86.9,46,10
DAL,9,5,182,10,28,182,86.8,43,5
KC,16,6,255,17,45,255,86.7,65,3
DEN,10,6,216,9,38,216,86.3,53,6
GB,12,5,183,5,38,183,85.5,48,5
LV,23,5,184,6,24,184,85.3,42,12
SF,28,5,152,5,31,152,84.9,41,5
MIN,18,5,218,20,28,218,84.9,57,9
CLV,8,4,164,8,32,164,84.8,45,5
CIN,7,5,213,14,33,213,84.7,56,9
ARZ,1,5,174,13,31,174,83.9,50,6
ATL,2,5,182,11,28,182,83.8,49,10
WAS,32,5,236,12,44,236,83.5,67,11
NO,20,5,190,7,30,190,83.4,50,13
BLT,3,5,179,9,34,179,82.4,53,10
LA,26,5,224,16,50,224,81.2,75,9
SEA,29,4,139,5,36,139,80.9,47,6
CAR,5,5,229,12,64,229,80.8,82,6
PIT,25,5,182,13,52,182,79.9,69,4
NYJ,22,5,173,9,46,173,78.9,64,9
CHI,6,5,187,12,50,187,78.6,71,9
NE,19,5,202,11,61,202,77.2,82,10
TEN,31,5,167,14,35,167,76.9,63,14
NYG,21,5,218,10,70,218,74.3,96,16
