player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,5,2,1.4,0,0,2,57.7,75.8,85.1,65.0,76.8,29.8,16.7,3,0,80,82,15.0,12,13
Brandon Graham,5538,ED,PHI,5,0,4.5,0,0,24,64.8,78.5,83.0,72.5,70.4,47.1,0.0,0,0,29,30,3.4,1,2
Kareem Jackson,5545,S,DEN,6,6,8.4,0,0,10,79.5,71.1,0.0,,48.1,65.3,20.0,4,3,149,152,0.7,1,10
Jerry Hughes,5556,ED,HST,5,0,1.9,0,0,13,63.7,62.7,48.2,59.5,62.1,38.4,11.1,1,1,52,54,9.6,5,8
Al Woods,5646,DI,NYJ,4,2,1.0,0,0,22,,56.6,80.4,56.5,56.4,71.5,0.0,0,0,58,62,5.2,3,3
Von Miller,6154,ED,BUF,1,0,0.0,0,0,4,60.0,60.0,75.1,49.5,70.9,69.9,0.0,0,0,6,6,16.7,1,1
Patrick Peterson,6157,CB,PIT,5,3,6.6,1,0,25,59.9,58.7,82.9,55.0,51.6,27.0,20.0,2,1,135,138,1.5,2,5
Cameron Jordan,6176,ED,NO,5,7,4.9,0,0,20,79.1,83.1,86.0,71.8,78.4,79.8,0.0,0,0,78,82,3.8,3,7
Cameron Heyward,6183,DI,PIT,1,0,,0,0,25,,56.9,72.7,62.2,54.5,,,0,0,4,5,0.0,0,0
Justin Houston,6222,ED,CAR,5,2,2.0,0,0,5,76.4,57.9,39.2,64.1,45.4,38.8,33.3,2,1,48,49,0.0,0,2
Lawrence Guy Sr.,6385,DI,NE,5,5,2.0,0,0,19,,31.0,82.6,47.8,30.3,48.7,0.0,0,0,88,92,9.1,8,8
Stephon Gilmore,7016,CB,DAL,5,0,7.5,1,0,9,70.4,71.3,82.4,,68.8,75.3,20.0,1,2,119,119,0.0,0,4
Fletcher Cox,7018,DI,PHI,4,2,3.1,0,0,24,,70.7,50.2,67.3,69.6,73.5,0.0,0,1,49,50,4.1,2,7
Bobby Wagner,7050,LB,SEA,4,6,1.9,0,0,29,62.8,86.9,80.4,69.2,93.2,89.7,4.0,1,0,98,99,16.3,16,18
Lavonte David,7060,LB,TB,4,3,2.2,0,0,30,65.9,63.2,80.7,55.3,57.7,54.5,20.0,3,0,86,86,5.8,5,9
Demario Davis,7079,LB,NO,5,4,5.7,1,0,20,77.3,88.3,83.2,62.7,90.7,90.0,0.0,0,1,101,108,5.0,5,12
Rodney McLeod,7271,S,CLV,4,1,5.0,0,0,8,55.3,59.4,80.1,,71.1,54.9,16.7,1,0,39,40,5.1,2,4
Tashaun Gipson Sr.,7288,S,SF,5,4,3.8,0,0,28,76.5,77.2,84.2,53.7,64.2,67.2,20.0,2,0,67,71,3.0,2,4
Harrison Smith,7641,S,MIN,5,5,4.4,0,0,18,73.0,70.1,83.2,63.6,55.5,65.8,20.0,4,1,135,138,3.7,5,11
Justin Bethel,7654,CB,MIA,3,1,1.7,0,0,17,70.3,74.8,77.7,90.9,65.4,85.2,0.0,0,0,32,33,6.3,2,3
Darius Slay,7817,CB,PHI,5,0,6.0,0,0,24,50.6,52.3,83.5,,63.2,72.0,0.0,0,1,80,81,1.3,1,3
Johnathan Hankins,7830,DI,DAL,5,5,3.8,0,0,9,75.4,46.6,37.5,69.9,37.9,31.9,15.4,2,1,70,71,2.9,2,6
Tyrann Mathieu,7850,S,NO,5,5,5.3,1,0,20,71.8,74.0,82.2,55.5,70.9,65.0,20.0,2,1,101,108,1.0,1,3
John Jenkins,7863,DI,LV,5,5,1.6,0,0,23,60.0,63.8,82.7,71.9,55.9,62.1,6.3,1,0,101,104,8.9,9,10
William Gholston,7908,DI,TB,4,0,1.6,0,0,30,,57.5,78.8,64.3,52.5,71.0,0.0,0,0,35,35,8.6,3,5
Micah Hyde,7941,S,BUF,5,1,29.5,0,0,4,78.0,77.2,84.4,60.0,56.8,69.3,28.6,2,0,100,103,0.0,0,4
Jordan Poyer,8000,S,BUF,4,4,5.8,0,0,4,56.1,54.3,13.6,52.2,60.6,76.1,0.0,0,1,84,86,3.6,3,6
Nick Williams,8006,DI,LAC,4,4,2.3,0,0,27,66.0,50.1,81.5,59.8,42.2,40.0,12.5,1,0,60,62,3.3,2,3
Mike Purcell,8530,DI,DEN,5,3,3.3,1,0,10,53.3,42.8,41.1,64.1,42.3,25.7,33.3,3,1,73,77,2.7,2,3
Jadeveon Clowney,8636,ED,BLT,5,2,1.6,0,0,3,49.1,73.7,86.8,68.5,72.6,28.0,10.0,1,0,51,52,9.8,5,7
