player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Puka Nacua,100632,WR,LA,5,61,0,26,10.8,0,55.6,25.0,1,4,16.7,1,4,0,49.7,64.1,0,22,0.0,0,52,5,94.2,49,113.7,9,14.8,1,61,29,5.8,12.2,1.24,0,10.0,3,79.2,66.7,2,3,7.3,3,24,1,64.8,87.8,1,37,1.3,2,150,38,94.7,142,107.5,48,78.7,1,490,142,3.7,12.9,3.45
Ja'Marr Chase,84270,WR,CIN,5,59,0,7,6.7,1,81.3,100.0,2,2,0.0,0,12,0,80.0,85.8,0,19,0.0,0,58,13,93.1,54,138.0,16,27.1,2,122,69,5.3,9.4,2.26,0,8.0,5,73.7,0.0,0,1,6.7,2,15,0,66.6,81.8,0,63,0.0,0,126,28,95.2,120,104.5,38,64.4,1,294,147,5.3,10.5,2.45
Davante Adams,8688,WR,LV,5,54,0,23,10.3,1,61.1,60.0,3,5,8.3,1,7,0,78.7,82.1,0,32,0.0,0,51,11,90.2,46,122.2,18,33.3,3,128,26,2.4,11.6,2.78,0,10.5,2,88.0,0.0,0,2,0.0,0,16,0,84.9,87.4,0,26,0.0,0,98,22,96.9,95,111.0,25,46.3,0,266,73,3.3,12.1,2.8
Justin Jefferson,61398,WR,MIN,5,52,0,18,11.5,2,61.5,0.0,0,2,11.1,1,7,1,54.5,81.9,0,42,0.0,0,39,8,97.4,38,122.6,13,25.0,1,136,49,6.1,17.0,3.58,0,11.5,2,76.7,50.0,1,2,0.0,0,17,0,85.3,85.0,0,52,0.0,0,133,23,94.0,125,137.5,30,57.7,2,355,106,4.6,15.4,2.84
Stefon Diggs,9579,WR,BUF,5,49,0,4,10.3,2,80.0,50.0,2,4,0.0,0,7,0,80.6,81.2,0,55,0.0,0,58,12,93.1,54,155.4,15,30.6,3,177,54,4.5,14.8,3.28,0,11.9,1,77.8,20.0,1,5,4.5,1,13,0,71.5,79.1,1,48,0.0,0,100,21,94.0,94,106.5,27,55.1,1,278,60,2.9,13.2,2.96
A.J. Brown,48327,WR,PHI,5,49,0,24,9.8,2,70.0,0.0,0,1,6.7,1,10,0,66.7,90.5,1,38,0.0,0,56,14,92.9,52,80.6,20,40.8,0,197,92,6.6,14.1,3.79,0,17.0,3,70.4,33.3,3,9,0.0,0,15,0,83.6,85.8,0,59,0.0,0,118,19,96.6,114,136.0,27,55.1,2,328,100,5.3,17.3,2.88
Tyreek Hill,10799,WR,MIA,5,48,0,17,16.6,0,76.9,0.0,0,1,0.0,0,9,0,78.0,91.7,0,69,0.0,0,46,10,95.7,44,157.9,13,27.1,2,218,90,9.0,21.8,4.95,0,9.9,3,77.3,33.3,1,3,0.0,0,12,0,82.7,90.5,1,64,0.0,0,67,17,95.5,64,94.1,22,45.8,0,246,134,7.9,14.5,3.84
Travis Kelce,7844,TE,KC,5,46,0,16,9.8,1,50.0,50.0,2,4,20.0,1,3,0,45.8,80.5,1,14,12.5,4,32,4,84.4,27,63.0,8,17.4,1,37,18,4.5,9.3,1.37,0,5.9,4,81.8,33.3,2,6,3.6,1,10,0,76.7,85.1,0,40,2.9,3,102,27,92.2,94,100.0,33,71.7,0,264,121,4.5,9.8,2.81
Adam Thielen,8288,WR,CAR,5,46,0,5,8.8,0,73.7,0.0,0,2,0.0,0,12,0,81.1,90.1,0,30,0.0,0,64,14,87.5,56,135.9,19,41.3,2,170,75,5.4,12.1,3.04,0,7.0,1,91.7,100.0,1,1,0.0,0,13,0,84.5,78.9,0,23,0.8,1,128,22,95.3,122,117.0,24,52.2,1,210,66,3.0,9.5,1.72
Chris Olave,84355,WR,NO,5,43,0,20,15.5,0,50.0,50.0,1,2,0.0,0,5,0,74.6,74.3,0,45,0.0,0,38,6,100.0,38,83.7,12,27.9,0,115,51,8.5,19.2,3.03,0,14.7,0,63.0,28.6,2,7,0.0,0,11,0,82.2,80.6,2,42,0.0,0,113,17,94.7,107,64.9,27,62.8,1,187,67,3.9,11.0,1.75
Marquise Brown,61568,WR,ARZ,5,43,0,1,9.7,2,60.0,60.0,3,5,0.0,0,9,0,77.3,90.6,0,25,0.0,0,49,9,91.8,45,125.6,15,34.9,2,122,48,5.3,13.6,2.71,0,14.2,1,52.0,0.0,0,4,13.3,2,8,0,49.8,64.1,1,41,0.0,0,111,13,91.0,101,55.6,25,58.1,0,161,43,3.3,12.4,1.59
Michael Pittman Jr.,29049,WR,IND,5,43,0,14,8.1,0,71.4,60.0,3,5,0.0,0,4,1,78.7,69.5,0,34,0.0,0,61,10,91.8,56,90.5,14,32.6,0,97,36,3.6,9.7,1.73,0,6.1,0,75.0,40.0,2,5,5.3,1,8,0,69.6,64.8,0,39,0.8,1,122,18,94.3,115,107.6,24,55.8,1,168,90,5.0,9.3,1.46
Keenan Allen,7857,WR,LAC,4,43,0,27,6.6,1,83.3,75.0,3,4,0.0,0,8,0,81.1,83.7,0,22,1.7,1,60,15,90.0,54,139.1,18,41.9,2,153,78,5.2,10.2,2.83,0,12.2,0,81.0,0.0,0,1,0.0,0,9,1,82.7,74.4,0,42,1.2,1,86,17,94.2,81,116.7,21,48.8,0,252,77,4.5,14.8,3.11
Garrett Wilson,97405,WR,NYJ,5,40,0,22,9.4,1,46.7,66.7,2,3,12.5,1,3,0,31.8,59.4,2,15,0.0,0,52,7,94.2,49,15.3,15,37.5,0,50,12,1.7,7.1,1.02,0,11.0,2,72.7,0.0,0,3,5.9,1,8,0,66.7,75.4,1,68,0.0,0,102,16,96.1,98,101.7,22,55.0,1,226,89,5.6,14.1,2.31
Christian Kirk,47546,WR,JAX,5,40,0,15,7.0,0,55.6,100.0,1,1,0.0,0,3,0,73.4,72.0,0,16,0.0,0,30,5,96.7,29,70.1,9,22.5,0,47,17,3.4,9.4,1.62,0,8.2,4,84.0,0.0,0,1,4.5,1,11,0,71.3,72.6,0,45,0.0,0,125,21,95.2,119,123.5,25,62.5,1,261,81,3.9,12.4,2.19
DeAndre Hopkins,7808,WR,TEN,5,40,0,31,13.0,0,71.4,50.0,2,4,0.0,0,8,0,78.0,88.4,1,38,0.0,0,43,10,90.7,39,75.9,14,35.0,0,148,26,2.6,14.8,3.79,0,15.6,0,60.0,33.3,1,3,11.8,2,11,0,51.5,74.6,2,36,0.0,0,87,15,93.1,81,52.3,25,62.5,0,201,35,2.3,13.4,2.48
