DFS ID,Name,Pos,Team,Opp,Status,Salary,Actual,SS Proj,Live Proj,My Proj,Value,My Own,Adj Own,Min Exp,Max Exp,Saber Team,Saber Total,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,ob_points,ob_25_percentile,ob_50_percentile,ob_75_percentile,ob_85_percentile,ob_95_percentile,ob_99_percentile,dk_std,fd_std,yahoo_std,ob_std,Pass Att,Completions,Pass Yds,Pass TD,Pass Int,Rec,Rec Yds,Rec TD,Rush Att,Rush Yds,Rush TD
36555350,Brock Purdy,QB,SF,TB,,6500,,20.15,,20.15,3.1,8.57,8.474687783487603,0,100,29.0572,50.8492,20.1476,14.5675,19.37,24.9025,28.223,34.082,40.5002,20.1476,14.5675,19.37,24.9025,28.223,34.082,40.5002,19.3209,14.36,18.74,23.56,26.54,31.801,38.1204,20.1476,14.5675,19.37,24.9025,28.223,34.082,40.5002,7.67499,7.67499,6.95586,7.67499,31.7453,20.2806,263.496,1.74474,0.64908,0,0,0,3.74742,15.331,0.16998
36555681,De'Von Achane,RB/FLEX,MIA,LAR,,7100,,20.09,,20.09,2.8295774647887324,16.73,17.035055898491514,0,100,24.1448,49.3862,20.0899,13.6,18.9,25.3,29.1,36.4,45.7,17.6818,11.5,16.5,22.5,26.2,33.2,42.2515,17.3251,11.5,16.4,22.1,25.5,31.6,39.6,20.0899,13.6,18.9,25.3,29.1,36.4,45.7,8.88014,8.34598,7.85434,8.88014,0,0,0,0,0,4.81619,44.2422,0.2273,13.3361,58.2366,0.558471
36555238,Jonathan Taylor,RB/FLEX,IND,BUF,,7500,,19.98,,19.98,2.664,17.64,18.33798953970235,0,100,21.0378,47.156000000000006,19.9849,12.9,18.6,25.8,29.7575,37.1,46,18.3516,11.3,16.975,23.9125,27.9575,35.1763,43.802,17.4878,11.3,16.4,22.4625,26,32.6,40.802,19.9849,12.9,18.6,25.8,29.7575,37.1,46,9.3178,9.00996,8.18937,9.3178,0,0,0,0,0,3.26669,26.7947,0.134289,19.3294,82.2696,0.705578
36555025,Jalen Hurts,QB,PHI,DAL,,7800,,19.94,,19.94,2.5564102564102567,0.33,0.3361240353061662,0,100,26.3304,44.4206,19.9368,14.2,19.1,24.8213,28.003,33.8068,41.063,19.9368,14.2,19.1,24.8213,28.003,33.8068,41.063,19.6529,14.18,18.94,24.42,27.46,32.9238,39.4404,19.9368,14.2,19.1,24.8213,28.003,33.8068,41.063,7.84502,7.84502,7.52307,7.84502,27.3501,17.9644,216.681,1.22429,0.5582,0,0,0,6.87558,33.3832,0.570711
36554837,Joe Mixon,RB/FLEX,HOU,DET,,7900,,19.57,,19.57,2.477215189873418,4.4,4.190824247357219,0,100,23.1684,49.991,19.5706,12.6,18.2,25.2,29.2,36.8,45.0015,18.0543,11.2,16.6,23.5,27.45,34.9525,43.101,17.3034,11.1,16.3,22.3125,25.8,32.4,40.401,19.5706,12.6,18.2,25.2,29.2,36.8,45.0015,9.21424,8.94677,8.18107,9.21424,0,0,0,0,0,3.0326,21.6715,0.138933,19.2633,78.9724,0.828667
36554953,Sam Darnold,QB,MIN,JAX,,6200,,19.29,,19.29,3.111290322580645,6.28,6.270177730068989,0,100,25.841,43.3966,19.2891,13.775,18.54,24.06,27.32,33.14,39.7804,19.2891,13.775,18.54,24.06,27.32,33.14,39.7804,18.5478,13.635,18,22.9725,25.66,30.761,36.9206,19.2891,13.775,18.54,24.06,27.32,33.14,39.7804,7.53337,7.53337,6.84003,7.53337,31.6425,22.9349,259.208,1.8124,0.81256,0,0,0,3.01268,11.6252,0.11628
36555406,Amon-Ra St. Brown,WR/FLEX,DET,HOU,,8100,,18.74,,18.74,2.31358024691358,4.21,4.0128272164698995,0,100,26.8226,49.991,18.7424,11.7,17,24.5187,28.9,36,44.401,15.2822,8.9,13.5,20,24.5,30.8525,38.802,14.4794,8.9,13.4,18.8125,22.1,28.1,35.802,18.7424,11.7,17,24.5187,28.9,36,44.401,9.33123,8.31214,7.38372,9.33123,0,0,0,0,0,6.92051,78.5799,0.510911,0.173644,0.732983,0.00691111
36554902,Patrick Mahomes,QB,KC,DEN,,6600,,18.46,,18.46,2.796969696969697,6.5,6.467311848176337,0,100,25.7344,43.312,18.4609,13.26,17.86,22.98,25.883,31.56,37.8814,18.4609,13.26,17.86,22.98,25.883,31.56,37.8814,18.0208,13.2,17.58,22.24,24.96,30.06,35.9022,18.4609,13.26,17.86,22.98,25.883,31.56,37.8814,7.23295,7.23295,6.74694,7.23295,32.1782,21.438,238.217,1.5881,0.554925,0,0,0,3.75437,16.3756,0.195525
36555255,D'Andre Swift,RB/FLEX,CHI,NE,,6500,,18.33,,18.33,2.8199999999999994,16.12,16.759517127206088,0,100,23.066,39.9266,18.3315,11.6,17.075,23.6,27.55,34.4525,42.601,17.0333,10.4,15.8,22.3,25.9,32.7525,40.603,16.1405,10.3,15.1,20.6125,24.1,30.3,38.101,18.3315,11.6,17.075,23.6,27.55,34.4525,42.601,8.69264,8.44578,7.6181,8.69264,0,0,0,0,0,2.59641,21.264,0.103726,19.7637,83.6321,0.635926
36555140,J.K. Dobbins,RB/FLEX,LAC,TEN,,7200,,18.1,,18.1,2.5138888888888893,6.59,6.413267869781697,0,100,24.4796,40.0794,18.098,11.4,16.7,23.35,27.3,34.9,43.7005,16.7564,10,15.4,21.9,25.6787,33.3,41.903,16.121,10,15,20.8,24.15,30.9525,39.2,18.098,11.4,16.7,23.35,27.3,34.9,43.7005,8.89135,8.64151,7.94296,8.89135,0,0,0,0,0,2.68331,19.805,0.133422,18.1562,75.0503,0.763467
36554810,Baker Mayfield,QB,TB,SF,,6400,,17.95,,17.95,2.8046875,5.41,5.428322645852749,0,100,21.792,50.8492,17.9468,12.48,17.18,22.66,25.76,31.501,38.04,17.9468,12.48,17.18,22.66,25.76,31.501,38.04,17.2539,12.38,16.74,21.525,24.303,29.3305,35.284,17.9468,12.48,17.18,22.66,25.76,31.501,38.04,7.44346,7.44346,6.75374,7.44346,36.7182,24.5875,256.082,1.45148,0.93752,0,0,0,6.03252,14.5407,0.1372
36554808,Kareem Hunt,RB/FLEX,KC,DEN,,6600,,17.9,,17.9,2.712121212121212,15.02,15.690383422240341,0,100,25.7344,43.312,17.9042,10.9,16.5,23.5,27.6,34.95,43.1005,17.1551,10.1,15.7125,22.6,26.95,33.9025,42.15,16.1823,10.1,15.175,21.1125,24.6,31.1525,39.1515,17.9042,10.9,16.5,23.5,27.6,34.95,43.1005,9.03773,8.91189,8.03283,9.03773,0,0,0,0,0,1.49822,11.3879,0.0747,21.1352,86.6604,0.878675
36554668,Aaron Rodgers,QB,NYJ,ARI,,5700,,17.7,,17.7,3.1052631578947367,7.3,7.3195531134582215,0,100,23.968,46.7346,17.6974,12.46,16.98,22.285,25.18,30.922,37.0606,17.6974,12.46,16.98,22.285,25.18,30.922,37.0606,17.0239,12.32,16.56,21.08,23.74,28.541,34.28,17.6974,12.46,16.98,22.285,25.18,30.922,37.0606,7.16711,7.16711,6.46633,7.16711,34.5643,23.5117,254.911,1.6322,0.578175,0,0,0,1.73608,6.47477,0.061325
36554800,James Conner,RB/FLEX,ARI,NYJ,,6500,,17.55,,17.55,2.7,12.38,12.665311824872733,0,100,22.7666,46.7346,17.5516,10.9,16.3,22.8,26.7575,33.7,42.101,16.4196,9.8,15.2,21.7,25.4,32.2,40.4005,15.6234,9.8,14.6,20.2,23.6,29.7,37.4005,17.5516,10.9,16.3,22.8,26.7575,33.7,42.101,8.63898,8.43516,7.63483,8.63898,0,0,0,0,0,2.26417,17.561,0.09615,18.303,80.2294,0.705
36554674,Matthew Stafford,QB,LAR,MIA,,5600,,17.49,,17.49,3.1232142857142855,7.47,7.514839943274817,0,100,25.2414,49.3862,17.4947,12.3,16.83,22.185,25.16,30.661,36.7216,17.4947,12.3,16.83,22.185,25.16,30.661,36.7216,16.7684,12.2,16.32,20.8,23.4,28.12,33.8404,17.4947,12.3,16.83,22.185,25.16,30.661,36.7216,7.14851,7.14851,6.40575,7.14851,36.2509,24.8906,258.777,1.76294,0.671757,0,0,0,0.282043,0.732623,0.0120429
36555633,Josh Downs,WR/FLEX,IND,BUF,,6200,,17.33,,17.33,2.7951612903225804,25.28,28.08918463176877,0,100,21.0378,47.156000000000006,17.3317,10.9,15.7,22.6,26.8575,33.6,41.7,13.9622,8.3,12.2,18.6,22.4,28.4,36,13.2339,8.3,12.2,17.2,20.1075,25.7525,33,17.3317,10.9,15.7,22.6,26.8575,33.6,41.7,8.69246,7.65669,6.75712,8.69246,0,0,0,0,0,6.73898,75.9055,0.366889,0.144511,0.580411,0.00531111
36554740,Davante Adams,WR/FLEX,NYJ,ARI,,7000,,17.25,,17.25,2.4642857142857144,12.21,12.800001272663415,0,100,23.968,46.7346,17.2531,10.7,15.7,22.6,27,34.2525,42.7,14.1299,8.1,12.5,18.7,23.1,29.7,37.201,13.453,8.1,12.5,17.6,20.8,26.8,34.201,17.2531,10.7,15.7,22.6,27,34.2525,42.7,8.95285,7.99891,7.14036,8.95285,0,0,0,0,0,6.24645,73.7799,0.4743,0.192225,0.769759,0.007575
36555621,Jahmyr Gibbs,RB/FLEX,DET,HOU,,7300,,17.25,,17.25,2.363013698630137,2.26,2.0155226046431594,0,100,26.8226,49.991,17.2536,10.8,16.1,22.3312,26.2,33.0025,41.601,15.7235,9.4,14.6,20.5,24.2075,31.1,39.702,15.3005,9.4,14.4,19.85,23.3,29.5012,37.101,17.2536,10.8,16.1,22.3312,26.2,33.0025,41.601,8.47219,8.16627,7.63265,8.47219,0,0,0,0,0,3.06031,22.7634,0.159356,14.6647,65.7564,0.672289
36555506,Garrett Wilson,WR/FLEX,NYJ,ARI,,7200,,17.23,,17.23,2.3930555555555557,9.6,9.86255939812042,0,100,23.968,46.7346,17.2283,10.5,15.7,22.5125,27.2,34,42.8505,14.1802,8.1,12.6,18.8,23.3,29.405,37.6,13.4614,8.1,12.5,17.7,20.915,26.505,34.601,17.2283,10.5,15.7,22.5125,27.2,34,42.8505,8.98582,8.0509,7.16795,8.98582,0,0,0,0,0,6.0962,75.0073,0.464825,0.203825,0.855806,0.008875
36554766,Cooper Kupp,WR/FLEX,LAR,MIA,,7700,,17.18,,17.18,2.2311688311688314,4.47,4.278244365332745,0,100,25.2414,49.3862,17.1835,10.7,15.6,22.3,26.6,33.7,42.1,13.8582,8,12.2,18.4,22.4,28.805,36.6505,13.2832,8,12.2,17.5,20.5,26.4,33.6505,17.1835,10.7,15.6,22.3,26.6,33.7,42.1,8.78099,7.80547,7.02231,8.78099,0,0,0,0,0,6.6506,70.3027,0.469214,0.2104,0.852986,0.00785714
36555111,Tua Tagovailoa,QB,MIA,LAR,,6300,,17.12,,17.12,2.7174603174603176,2.42,2.4113838333910906,0,100,24.1448,49.3862,17.1153,12.04,16.38,21.5125,24.38,29.94,36.1001,17.1153,12.04,16.38,21.5125,24.38,29.94,36.1001,16.4945,11.96,16.01,20.48,23.06,27.84,33.2608,17.1153,12.04,16.38,21.5125,24.38,29.94,36.1001,6.99002,6.99002,6.33567,6.99002,33.1649,23.2892,251.261,1.54374,0.7443,0,0,0,1.91087,7.22009,0.0681
36555490,Puka Nacua,WR/FLEX,LAR,MIA,,7100,,17.02,,17.02,2.397183098591549,10.57,10.938094015415098,0,100,25.2414,49.3862,17.022,10.5,15.4,22.3,26.6,33.8,41.601,13.8901,8,12.2,18.5,22.8,29.1,36.4,13.2719,8,12.2,17.5,20.6,26.5,33.4753,17.022,10.5,15.4,22.3,26.6,33.8,41.601,8.82304,7.87306,7.05695,8.82304,0,0,0,0,0,6.26394,71.3511,0.4603,0.406129,1.72654,0.0151143
36554952,Kyler Murray,QB,ARI,NYJ,,6300,,16.96,,16.96,2.6920634920634923,1.43,1.4040913244994577,0,100,22.7666,46.7346,16.9635,11.82,16.22,21.3,24.46,30.04,36.8204,16.9635,11.82,16.22,21.3,24.46,30.04,36.8204,16.7808,11.8,16.16,21.045,24.06,29.32,35.7,16.9635,11.82,16.22,21.3,24.46,30.04,36.8204,7.1517,7.1517,6.89472,7.1517,30.0314,19.8318,204.492,1.1923,0.603975,0,0,0,4.47065,27.2668,0.307275
36554680,Kirk Cousins,QB,ATL,NO,,6700,,16.93,,16.93,2.526865671641791,0.99,0.9863599687514103,0,100,25.5432,47.0554,16.9331,11.94,16.1875,21.28,24,29.641,35.4614,16.9331,11.94,16.1875,21.28,24,29.641,35.4614,16.341,11.835,15.9,20.2,22.8,27.4005,32.6404,16.9331,11.94,16.1875,21.28,24,29.641,35.4614,6.86004,6.86004,6.21083,6.86004,32.9445,23.8254,249.731,1.73694,0.672857,0,0,0,0.324914,0.798457,0.0139429
36555618,C.J. Stroud,QB,HOU,DET,,6800,,16.84,,16.84,2.4764705882352938,0.26,0.2531749990259656,0,100,23.1684,49.991,16.8382,11.82,16.02,21.16,24.1,29.3,35.5828,16.8382,11.82,16.02,21.16,24.1,29.3,35.5828,16.3997,11.76,15.8,20.5,23.0715,27.761,33.581,16.8382,11.82,16.02,21.16,24.1,29.3,35.5828,6.92634,6.92634,6.40683,6.92634,33.9704,23.1362,238.096,1.42818,0.728978,0,0,0,2.8916,13.1594,0.119267
36555440,Khalil Shakir,WR/FLEX,BUF,IND,,6000,,16.78,,16.78,2.796666666666667,15.79,16.90725666588324,0,100,26.1182,47.156000000000006,16.7839,10.5,15.1,21.9125,26.2,33.1,41.201,13.5991,7.9,11.9,18.125,22.0575,28.4,35.601,12.9704,7.9,11.9,16.9,20.1,25.705,32.701,16.7839,10.5,15.1,21.9125,26.2,33.1,41.201,8.66012,7.68915,6.85949,8.66012,0,0,0,0,0,6.36969,71.8647,0.417711,0.175511,0.733125,0.00595556
36554999,Justin Herbert,QB,LAC,TEN,,5200,,16.7,,16.7,3.2115384615384612,11.47,11.540596015941722,0,100,24.4796,40.0794,16.7038,11.78,15.8,20.84,23.863,29.32,36.2001,16.7038,11.78,15.8,20.84,23.863,29.32,36.2001,16.2174,11.7,15.58,20.16,22.8415,27.581,33.5303,16.7038,11.78,15.8,20.84,23.863,29.32,36.2001,6.91565,6.91565,6.34802,6.91565,33.1439,22.1622,241.099,1.53069,0.611044,0,0,0,1.92422,7.26658,0.0755556
36554681,Travis Kelce,TE/FLEX,KC,DEN,,6000,,16.68,,16.68,2.78,18.9,20.598686793518546,0,100,25.7344,43.312,16.6776,10.3,15.2,22,26.2,33.4,40.9,13.441,7.7,11.9,18.0625,21.8,28.505,35.401,12.8872,7.7,11.9,17.1,20.2,25.905,32.5,16.6776,10.3,15.2,22,26.2,33.4,40.9,8.59144,7.63255,6.86043,8.59144,0,0,0,0,0,6.47315,69.2965,0.449225,0.023225,0.379263,0.00085
36555165,Cade Otton,TE/FLEX,TB,SF,,5500,,16.55,,16.55,3.0090909090909093,20.52,22.378558452173216,0,100,21.792,50.8492,16.551,10.3,15,21.6,25.6,32.8,40.801,13.2182,7.7,11.7,17.8,21,27.7,34.601,12.6675,7.7,11.7,16.7,19.715,25.3,32.1,16.551,10.3,15,21.6,25.6,32.8,40.801,8.46086,7.45955,6.68288,8.46086,0,0,0,0,0,6.66562,69.038,0.38326,0.24026,0.94364,0.00886
36555447,James Cook,RB/FLEX,BUF,IND,,7000,,16.48,,16.48,2.354285714285714,5.44,5.174896797037985,0,100,26.1182,47.156000000000006,16.4804,10.1,15.2,21.4562,25.3,32.3,40.0505,15.3183,9,14.1,20.1625,23.9,30.705,38.5,14.7388,9,13.7,19.1125,22.5,28.65,36.001,16.4804,10.1,15.2,21.4562,25.3,32.3,40.0505,8.31053,8.05868,7.39026,8.31053,0,0,0,0,0,2.3242,19.5232,0.113222,17.2491,72.787,0.623533
36555709,Caleb Williams,QB,CHI,NE,,5600,,16.42,,16.42,2.9321428571428574,4.42,4.420754176117078,0,100,23.066,39.9266,16.4182,11.5,15.69,20.625,23.423,28.7705,35.3202,16.4182,11.5,15.69,20.625,23.423,28.7705,35.3202,16.2226,11.44,15.6,20.42,23.06,27.81,33.9404,16.4182,11.5,15.69,20.625,23.423,28.7705,35.3202,6.86862,6.86862,6.60466,6.86862,30.2233,19.1707,210.32,1.25346,0.654116,0,0,0,4.84533,21.5652,0.243853
36554776,Jared Goff,QB,DET,HOU,,6200,,16.27,,16.27,2.6241935483870966,0.89,0.8774791134127738,0,100,26.8226,49.991,16.2658,11.42,15.55,20.265,23.26,28.481,34.261,16.2658,11.42,15.55,20.265,23.26,28.481,34.261,15.8009,11.395,15.4,19.62,22.2,26.62,31.8408,16.2658,11.42,15.55,20.265,23.26,28.481,34.261,6.66774,6.66774,6.10207,6.66774,30.3296,22.8826,239.165,1.624,0.619067,0,0,0,0.882378,3.01991,0.0297333
36555114,Najee Harris,RB/FLEX,PIT,WAS,,6200,,15.91,,15.91,2.5661290322580648,8.02,7.888263929508445,0,100,22.3526,46.024,15.9072,9.5,14.7,21,24.6575,31.7,39.9505,14.9566,8.6,13.9,20,23.5,30.4525,38.602,14.3686,8.6,13.4,18.95,22.2,28.405,35.852,15.9072,9.5,14.7,21,24.6575,31.7,39.9505,8.33245,8.15051,7.46261,8.33245,0,0,0,0,0,1.90114,14.4958,0.0798,17.1441,72.6631,0.71582
36555489,Bo Nix,QB,DEN,KC,,6000,,15.86,,15.86,2.643333333333333,3.4,3.3699468272354296,0,100,17.5776,43.312,15.858,10.72,15.04,20.025,23.2,28.982,35.8416,15.858,10.72,15.04,20.025,23.2,28.982,35.8416,15.6055,10.72,14.96,19.74,22.663,27.86,34.1004,15.858,10.72,15.04,20.025,23.2,28.982,35.8416,7.0416,7.0416,6.69856,7.0416,35.4991,21.3004,215.33,1.04505,0.993425,0,0,0,6.6639,27.3314,0.2069
36555536,George Pickens,WR/FLEX,PIT,WAS,,6800,,15.86,,15.86,2.3323529411764703,7.95,8.02067307728802,0,100,22.3526,46.024,15.8625,9.4,14.2,21.2,25.3575,32.3,40.3,13.1237,7.3,11.4,17.9,21.815,27.8525,35.401,12.4302,7.3,11.4,16.5,19.6,25.2,32.401,15.8625,9.4,14.2,21.2,25.3575,32.3,40.3,8.65804,7.72257,6.83398,8.65804,0,0,0,0,0,5.47768,73.1383,0.37984,0.18146,0.74118,0.00658
36555095,A.J. Brown,WR/FLEX,PHI,DAL,,8200,,15.76,,15.76,1.9219512195121953,0.19,0.12484965604993639,0,100,26.3304,44.4206,15.763,9.3,14.1,21,25.3,31.905,39.401,13.1587,7.3,11.4,17.8,21.8,27.705,34.9,12.4666,7.3,11.4,16.5,19.6,25.1,31.9,15.763,9.3,14.1,21,25.3,31.905,39.401,8.59796,7.71042,6.83813,8.59796,0,0,0,0,0,5.20853,73.2174,0.403533,0.203844,0.844381,0.00811111
36554830,Austin Ekeler,RB/FLEX,WAS,PIT,,5800,,15.43,,15.43,2.660344827586207,11.84,12.066917837233651,0,100,23.6714,46.024,15.4288,9.6,14.3,20,23.55,30.0025,38.503,13.8128,8.1,12.7,18.0219,21.6,27.8525,36.201,13.6709,8.1,12.7,17.9,21.2575,27.2,34.502,15.4288,9.6,14.3,20,23.55,30.0025,38.503,7.85341,7.4607,7.2096,7.85341,0,0,0,0,0,3.232,30.3517,0.16084,11.6748,48.1702,0.54944
36555257,Nico Collins,WR/FLEX,HOU,DET,Q,7900,,15.36,,15.36,1.9443037974683544,0.29,0.20988011898716286,0,100,23.1684,49.991,15.3612,9.3,13.8,20.5,24.015,30.8,38.7,12.5284,7.1,11,17.2,19.9,26.4,33.402,11.9645,7.1,11,15.8062,18.8,24.1,30.701,15.3612,9.3,13.8,20.5,24.015,30.8,38.7,8.256,7.33453,6.54727,8.256,0,0,0,0,0,5.66564,68.9055,0.359844,0.137556,0.577415,0.00584444
36554677,Russell Wilson,QB,PIT,WAS,,5900,,15.33,,15.33,2.5983050847457627,1.81,1.7685359128166704,0,100,22.3526,46.024,15.3339,10.515,14.64,19.38,22.243,27.36,33.6802,15.3339,10.515,14.64,19.38,22.243,27.36,33.6802,15.0769,10.5,14.5,19.04,21.623,26.34,31.8612,15.3339,10.515,14.64,19.38,22.243,27.36,33.6802,6.61185,6.61185,6.26228,6.61185,30.4766,19.4601,216.383,1.24936,0.74776,0,0,0,3.46438,14.0288,0.14948
36555226,CeeDee Lamb,WR/FLEX,DAL,PHI,,8600,,15.26,,15.26,1.7744186046511627,0.13,0.0857750325695937,0,100,18.0902,44.4206,15.2646,9.2,13.7,20.1625,24,31,38.9015,12.4094,7,10.8,17,19.8,26.4,33.9,11.8742,7,10.8,15.8,18.6,24.1,30.901,15.2646,9.2,13.7,20.1625,24,31,38.9015,8.24478,7.31868,6.54809,8.24478,0,0,0,0,0,5.71047,67.7938,0.345356,0.279244,1.22748,0.00984444
36555712,Drake Maye,QB,NE,CHI,,5800,,15.02,,15.02,2.589655172413793,1.46,1.3909408112098725,0,100,16.8606,39.9266,15.0178,10,14.06,19.06,22.06,27.6,34.9701,15.0178,10,14.06,19.06,22.06,27.6,34.9701,14.8527,10,14.02,18.84,21.78,26.9315,33.661,15.0178,10,14.06,19.06,22.06,27.6,34.9701,6.8912,6.8912,6.6438,6.8912,34.2273,20.2463,201.834,0.960221,1.10402,0,0,0,5.98249,28.8508,0.220811
