tour,year,season,event_name,event_id,site,ownerships_from,player_name,dg_id,salary,ownership,fin_text,streak_pts,bogey_free_pts,hole_in_one_pts,sub_70_pts,hole_score_pts,finish_pts,total_pts
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Cantlay, Patrick",15466,9900,0.1403,1,3,0,0,5,82.5,30,120.5
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Stallings, Scott",12359,6600,0.0663,2,3,0,0,5,79.0,20,107.0
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Scheffler, Scottie",18417,9800,0.1606,T3,3,0,0,0,79.0,18,100.0
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Schauffele, Xander",19895,9600,0.1346,T3,0,3,0,0,76.0,18,97.0
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Lee, K.H.",13497,6400,0.0453,T5,3,0,0,0,75.0,14,92.0
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Scott, Adam",6430,8000,0.1244,T5,0,0,0,0,77.5,14,91.5
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Pendrith, Taylor",17780,7400,0.1217,T8,0,0,0,0,80.0,9,89.0
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Rahm, Jon",19195,10300,0.2641,T8,0,6,0,0,73.5,9,88.5
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Conners, Corey",17576,8300,0.0691,T5,0,0,0,0,73.0,14,87.0
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"McIlroy, Rory",10091,10500,0.226,T8,3,0,0,0,75.0,9,87.0
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Im, Sungjae",17488,9100,0.165,T15,6,0,0,0,70.0,6,82.0
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Bezuidenhout, Christiaan",18103,6800,0.0318,T12,3,3,0,0,68.0,6,80.0
pga,2022,2022,BMW Championship,28,draftkings,PGA TOUR $1.2M Pitch + Putt [$300K to 1st],"Mullinax, Trey",18761,6200,0.141,T12,3,3,0,0,68.0,6,80.0
