player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Robbie Gould,2607,K,SF,14,0,2,2,100.0,9,6,66.7,28,71.9,0,0,,38,37,97.4,0,4,4,100.0,24,20,83.3,9,8,88.9
Matt Prater,3471,K,ARZ,10,0,3,2,66.7,7,6,85.7,1,73.1,0,0,,14,14,100.0,0,6,6,100.0,17,15,88.2,1,1,100.0
Nick Folk,3794,K,NE,14,0,5,4,80.0,13,9,69.2,19,69.9,1,1,100.0,28,28,100.0,0,8,8,100.0,35,30,85.7,8,8,100.0
Mason Crosby,3809,K,GB,14,0,2,0,0.0,4,3,75.0,12,66.5,0,0,,31,29,93.5,0,7,7,100.0,19,16,84.2,6,6,100.0
Ryan Succop,5180,K,TB,14,0,6,2,33.3,9,9,100.0,30,69.1,0,0,,20,20,100.0,0,6,5,83.3,30,25,83.3,9,9,100.0
Graham Gano,5443,K,NYG,14,0,8,7,87.5,9,8,88.9,21,86.9,0,0,,27,25,92.6,0,9,8,88.9,27,24,88.9,1,1,100.0
Randy Bullock,7154,K,TEN,12,0,1,0,0.0,7,5,71.4,31,62.2,0,0,,24,24,100.0,0,3,3,100.0,15,12,80.0,4,4,100.0
Greg Zuerlein,7163,K,NYJ,14,0,9,6,66.7,9,7,77.8,22,77.7,0,0,,29,28,96.6,0,7,7,100.0,30,25,83.3,5,5,100.0
Justin Tucker,7604,K,BLT,14,0,11,7,63.6,5,4,80.0,3,89.5,0,0,,30,29,96.7,0,10,10,100.0,34,29,85.3,8,8,100.0
Dustin Hopkins,7958,K,LAC,5,0,0,0,,2,1,50.0,27,70.2,0,0,,12,12,100.0,0,6,6,100.0,10,9,90.0,2,2,100.0
Brandon McManus,8437,K,DEN,14,0,12,7,58.3,8,8,100.0,10,57.6,0,0,,20,18,90.0,0,5,3,60.0,32,24,75.0,7,6,85.7
Brett Maher,8585,K,DAL,14,1,11,9,81.8,4,3,75.0,9,90.5,0,0,,45,43,95.6,1,4,4,100.0,26,23,88.5,7,7,100.0
