player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Justin Jefferson,61398,WR,MIN,14,10.9,10,73.5,59.5,22,37,1,5.9,7,69,18,0,75.7,84.7,90.5,,90.6,0.0,0,4,64,0.0,0,629,4,111,93.0,585,30.5,192,112.5,151,7,68.4,430,1623,562,5.1,14.6,2.77
Tyreek Hill,10799,WR,MIA,14,12.0,12,73.2,54.2,13,24,1,3.5,4,68,17,1,89.0,63.6,92.4,,92.4,1.3,6,4,64,0.0,0,470,4,109,93.8,441,42.3,199,110.3,149,7,54.5,256,1529,469,4.3,14.0,3.47
Davante Adams,8688,WR,LV,14,12.5,15,61.0,50.0,14,28,0,4.4,4,56,23,1,81.6,55.4,90.3,66.1,90.6,0.0,0,4,58,0.2,1,538,2,86,93.9,505,29.9,161,107.1,141,12,69.5,374,1275,429,5.0,14.8,2.52
Stefon Diggs,9579,WR,BUF,14,11.5,14,72.3,47.6,10,21,2,8.3,9,66,4,1,62.1,57.6,90.1,,90.1,0.0,0,1,53,0.0,0,545,5,99,94.7,516,34.1,186,123.1,137,10,65.9,359,1299,414,4.2,13.1,2.52
Travis Kelce,7844,TE,KC,14,7.8,24,72.8,40.0,6,15,0,6.2,6,67,16,1,74.0,56.4,91.1,66.7,91.4,25.8,145,3,46,3.6,20,563,4,91,89.9,506,44.9,253,122.9,125,12,28.8,162,1144,577,6.3,12.6,2.26
Diontae Johnson,33441,WR,PIT,14,10.5,11,64.2,47.1,8,17,1,6.1,5,39,25,1,68.3,54.6,69.7,,70.6,0.0,0,6,37,0.0,0,559,6,77,93.2,521,13.1,73,60.2,120,0,86.9,486,735,178,2.3,9.5,1.41
CeeDee Lamb,61570,WR,DAL,14,10.7,10,68.6,45.8,11,24,1,4.7,4,55,9,0,79.8,83.6,86.3,,87.9,0.2,1,4,39,0.0,0,473,4,81,94.9,449,58.8,278,100.5,118,6,39.7,188,1087,403,5.0,13.4,2.42
D.K. Metcalf,47864,WR,SEA,14,11.7,6,66.9,51.4,19,37,1,3.7,3,43,29,2,84.6,28.4,79.1,,79.9,0.0,0,2,54,0.0,0,503,7,79,93.8,472,17.3,87,100.4,118,6,82.7,416,924,218,2.8,11.7,1.96
Michael Pittman Jr.,29049,WR,IND,13,6.9,5,72.9,55.6,15,27,0,4.4,4,44,14,2,82.0,29.6,72.3,,71.9,0.2,1,3,28,0.0,0,564,1,86,94.9,535,25.4,143,86.7,118,2,74.5,420,815,305,3.5,9.5,1.52
Amon-Ra St. Brown,84470,WR,DET,13,6.6,8,78.1,36.4,4,11,0,3.3,3,57,11,0,87.7,83.8,90.9,64.9,90.5,0.5,2,1,49,0.2,1,405,0,89,94.6,383,59.0,239,116.2,114,6,39.5,160,974,463,5.2,10.9,2.54
