"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","course_fit","own_change","adj_own","one","date","tournament"
"61","Lucas Herbert",27979192,7000,63.46,31.48,1.9,55.5,17,42.9,1.8,44.7,0.34,1.3,0.413,19,0.055,127,-0.07,174,0.23,75,0.628,64,7.315,80,-0.055,363,0.452,27,0.019,0.062,0.014,0.081,-0.04,0.025,-0.066,0.026,-0.015,0.6,0.5708,0.1215,0.0504,0.0205,0.0021,0.3,-0.07,1.54,-0.19,-0.89,0,1,2023-05-18,"2023-05-18 PGA Championship"
"62","Chris Kirk",27979193,7000,69.78,48.11,6.7,69.5,21.5,45.9,2.3,48.2,0.6,5.22,0.169,73,0.308,6,0.324,52,0.085,124,0.885,42,-2.71,252,0.031,100,0.916,38,-0.019,-0.029,0.055,-0.037,-0.021,-0.01,0.036,0.06,0.087,0.932,0.6324,0.1623,0.0727,0.0311,0.005,0.71,0.34,5.81,0.67,3.19,10,1,2023-05-18,"2023-05-18 PGA Championship"
"63","Aaron Wise",27979195,6900,67.23,37.66,1.2,62,19,39.8,1.4,41.2,0.14,0.61,0.416,16,0.196,44,-0.24,237,-0.061,181,0.313,101,4.699,121,-0.001,193,0.402,26,0.021,0.031,-0.057,-0.084,-0.04,0.016,-0.001,0.02,0.034,0.341,0.5215,0.0828,0.031,0.0109,0.0011,0.16,-0.18,0.85,0.36,1.53,0,1,2023-05-18,"2023-05-18 PGA Championship"
"64","Dean Burmester",27979196,6900,71.32,38.46,2.2,62.5,19.5,43,1.8,44.9,0.4,2.11,-0.178,298,0.145,62,0.115,108,0.596,14,0.678,55,18.463,8,-0.062,374,0.465,33,-0.005,0.016,0.01,0.191,-0.04,0.064,-0.074,0.001,-0.008,0.663,0.5951,0.1277,0.052,0.0212,0.0027,0.39,0.05,2.15,-0.58,-2.58,0,1,2023-05-18,"2023-05-18 PGA Championship"
"65","Robert Macintyre",27979197,6900,65.39,39.78,2.6,63.5,19,39.6,1.4,40.9,0.12,1.6,0.059,130,0,170,0.028,138,0.176,92,0.263,106,5.772,103,-0.018,256,0.115,26,0.021,0.021,0.013,0.093,-0.04,0.02,-0.022,0.005,0.003,0.315,0.5192,0.0835,0.0316,0.0114,0.0011,0.16,-0.18,2,-0.67,-3.11,0,1,2023-05-18,"2023-05-18 PGA Championship"
"66","Adam Hadwin",27979198,6900,64.87,42.49,2.5,65,20.5,43.5,1.9,45.4,0.44,1.23,0.3,37,0.143,63,0.067,119,0.162,96,0.671,56,-4.184,288,0.063,30,0.689,35,-0.01,-0.054,0.01,0.037,-0.04,-0.015,0.075,0.036,0.096,0.633,0.5745,0.1203,0.0492,0.0202,0.0022,0.32,-0.02,1.74,0.51,2.29,5,1,2023-05-18,"2023-05-18 PGA Championship"
"67","Tom Hoge",27979199,6900,70.94,42.67,3.9,66.5,20,43.6,1.9,45.6,0.45,3.87,0.155,80,-0.043,211,0.453,32,0.083,126,0.647,61,-1.27,225,0.042,72,0.759,33,-0.005,-0.008,0.004,-0.103,-0.04,-0.005,0.05,0.047,0.093,0.694,0.5918,0.1323,0.0563,0.023,0.0034,0.49,0.15,3.88,0.09,0.48,5,1,2023-05-18,"2023-05-18 PGA Championship"
"68","Beau Hossler",27979200,6900,60.39,37.3,2.3,61.5,19,44.3,2.1,46.4,0.51,1.62,0.423,15,0.227,31,-0.108,192,0.208,82,0.75,50,7.806,75,-0.021,273,0.557,28,0.016,0.027,0.009,0.139,-0.04,0.027,-0.026,0.033,0.034,0.743,0.6032,0.1435,0.0611,0.0264,0.0042,0.61,0.27,1.89,0.54,2.56,5,1,2023-05-18,"2023-05-18 PGA Championship"
"69","Matt Kuchar",27979201,6900,65.93,46.35,6.1,68.5,21.5,46.6,2.7,49.3,0.72,4.87,0.329,33,0.408,1,0.196,82,-0.051,177,0.881,43,-8.451,340,0.046,64,1.114,44,-0.044,-0.109,0.03,-0.109,-0.005,-0.03,0.055,0.069,0.094,1.06,0.6552,0.1845,0.0834,0.0366,0.0048,0.7,0.36,5.36,1,4.68,10,1,2023-05-18,"2023-05-18 PGA Championship"
"70","Maverick McNealy",27979202,6900,59.6,34.24,0.63,58.5,18,37.7,1.2,38.8,-0.02,0,0.668,1,0.154,56,-0.226,234,-0.343,285,0.253,107,3.927,135,-0.027,292,0.422,27,0.019,0.043,-0.041,-0.19,-0.04,0.013,-0.033,0.037,0.018,0.169,0.4975,0.0711,0.0253,0.0088,8e-04,0.12,-0.22,0.25,0.52,2.23,5,1,2023-05-18,"2023-05-18 PGA Championship"
"71","Ben Griffin",27979203,6800,66.34,39.42,0.74,63.5,19,40.9,1.5,42.3,0.27,0.34,0.327,34,0.272,18,-0.059,170,-0.018,161,0.521,74,5.018,115,-0.055,361,0.429,27,0.02,0.097,0.044,-0.069,-0.04,0.017,-0.065,0.035,-0.013,0.419,0.5392,0.093,0.036,0.0143,0.0017,0.25,-0.06,0.5,0.06,0.24,0,1,2023-05-18,"2023-05-18 PGA Championship"
"72","Brian Harman",27979204,6800,65.07,41.31,1.7,64.85,20,44.5,2.1,46.6,0.57,1.3,0.13,85,0.102,78,0.101,111,0.388,47,0.72,54,-4.322,290,0.074,18,0.744,36,-0.013,-0.123,-0.024,0.136,-0.04,-0.015,0.089,0.024,0.097,0.806,0.6169,0.1464,0.0638,0.0268,0.0036,0.53,0.22,1.46,0.2,1.01,5,1,2023-05-18,"2023-05-18 PGA Championship"
"73","Mackenzie Hughes",27979205,6800,59.09,32.43,0.9,56.5,17,40.7,1.5,42.2,0.25,0.57,0.397,23,0.273,17,-0.104,189,-0.15,215,0.416,89,2.712,160,-0.036,315,0.449,32,0.001,-0.031,-0.012,0.01,-0.04,0.009,-0.043,0.037,0.003,0.372,0.5327,0.0903,0.0349,0.0131,0.0016,0.24,-0.07,0.7,0.24,1.04,0,1,2023-05-18,"2023-05-18 PGA Championship"
"74","Anirban Lahiri",27979206,6800,67.42,37.02,0.34,60.5,19,41.3,1.6,42.9,0.31,0.32,-0.092,233,0.054,128,0.156,95,0.475,26,0.594,66,0.699,192,0.01,155,0.526,35,-0.011,0.007,0.023,0.05,-0.04,0.002,0.012,0.01,0.023,0.512,0.5495,0.1027,0.0418,0.0161,0.0022,0.32,0.01,0.33,-0.69,-3.1,0,1,2023-05-18,"2023-05-18 PGA Championship"
"75","Francesco Molinari",27979207,6800,46.27,33.91,0.45,58.5,17.5,37,1,38,-0.02,0,-0.048,207,0.025,156,0.045,129,-0.18,227,-0.159,164,-6.276,319,0.035,88,-0.05,40,-0.028,-0.029,-0.013,-0.038,-0.005,-0.022,0.042,0.003,0.023,-0.021,0.4464,0.058,0.0212,0.0077,0.001,0.15,-0.16,0.18,-0.85,-3.91,0,1,2023-05-18,"2023-05-18 PGA Championship"
"76","Yannik Paul",27979208,6800,73.72,40.4,2.2,63.5,20,37.8,1.1,38.9,0.02,1.2,-0.003,170,0.021,159,0.106,109,0.051,138,0.175,120,1.588,178,-0.008,219,0.213,29,0.013,0.006,-0.03,-0.027,-0.04,0.005,-0.009,0.01,0.005,0.121,0.4831,0.0654,0.0234,0.0082,0.001,0.15,-0.16,1.6,-0.76,-3.5,0,1,2023-05-18,"2023-05-18 PGA Championship"
"77","Taylor Pendrith",27979209,6800,55.59,38.32,1.5,62.5,19.5,37.4,1.1,38.5,-0.01,0.58,-0.067,220,-0.078,241,0.015,145,0.227,76,0.097,134,11.382,38,-0.062,376,-0.023,31,0.003,0.044,-0.009,0.083,-0.04,0.039,-0.074,-0.011,-0.046,0.043,0.4673,0.0595,0.0202,0.0071,6e-04,0.09,-0.22,0.95,-1.29,-5.92,0,1,2023-05-18,"2023-05-18 PGA Championship"
"78","Thomas Pieters",27979210,6800,63.55,41.41,1.7,65,20,39.8,1.4,41.2,0.18,1.33,-0.043,203,0.028,155,0.137,102,0.283,65,0.405,90,8.267,71,-0.036,311,0.42,31,0.005,0.002,-0.112,0.09,-0.04,0.029,-0.043,0.008,-0.006,0.292,0.5098,0.0812,0.0295,0.0102,0.0011,0.16,-0.15,1.48,-0.76,-3.5,0,1,2023-05-18,"2023-05-18 PGA Championship"
"79","Jordan L. Smith",27979211,6800,73.61,42.44,3.4,65,20.5,41.5,1.7,43.2,0.33,1.74,-0.168,289,-0.05,218,0.315,56,0.399,44,0.496,76,5.332,108,0.033,95,0.421,30,0.008,0.006,-0.014,0.075,-0.04,0.018,0.04,0.009,0.067,0.55,0.5595,0.1065,0.0415,0.0162,0.0022,0.32,0.01,2.4,-0.52,-2.34,0,1,2023-05-18,"2023-05-18 PGA Championship"
"80","Eric Cole",28005186,6800,59.2,39.32,4.1,63,19.5,39.2,1.3,40.5,0.13,0.68,0.156,79,0.123,67,0.156,96,-0.102,196,0.334,98,-1.773,235,-0.051,352,0.456,34,-0.008,0.009,-0.018,-0.104,-0.04,-0.007,-0.061,0.034,-0.033,0.263,0.5,0.0763,0.0288,0.01,0.0012,0.18,-0.13,2.05,-0.69,-3.17,0,1,2023-05-18,"2023-05-18 PGA Championship"
"81","Adrian Meronk",27979212,6700,67.88,43.44,5.4,67,20.5,43.2,1.8,45,0.51,5.08,0.219,55,0.099,81,-0.058,169,0.398,45,0.659,59,6.069,101,-0.003,198,0.589,29,0.01,0.018,-0.007,0.05,-0.04,0.021,-0.003,0.015,0.033,0.625,0.5851,0.1267,0.055,0.0229,0.0033,0.49,0.22,5.21,-0.05,-0.12,5,1,2023-05-18,"2023-05-18 PGA Championship"
"82","Alex Noren",27979213,6700,56.07,35.53,0.42,59.5,18.5,37.8,1.2,39,0.07,0.47,0.504,9,0.276,13,0.03,136,-0.512,328,0.297,103,-1.127,222,-0.014,243,0.582,40,-0.029,0.088,-0.063,-0.281,-0.048,-0.004,-0.016,0.057,0.037,0.167,0.5,0.0693,0.0244,0.0089,8e-04,0.12,-0.15,0.45,0.63,2.76,5,1,2023-05-18,"2023-05-18 PGA Championship"
"83","Sepp Straka",27979214,6700,54.55,34.12,0.6,58.5,18,36.7,1,37.7,-0.01,0,0.048,142,-0.155,307,0.04,132,0.087,122,0.02,141,3.085,156,0.022,116,-0.077,30,0.01,0.012,0.02,0.055,-0.04,0.01,0.026,-0.005,0.032,-0.048,0.4484,0.0522,0.0175,0.0062,6e-04,0.09,-0.18,0.24,-0.8,-3.69,0,1,2023-05-18,"2023-05-18 PGA Championship"
"84","Danny Willett",27979215,6700,54.82,37.38,0.24,61,19,39.7,1.3,41,0.22,0,0.191,63,0.267,20,-0.04,164,-0.221,246,0.197,116,-2.872,255,-0.022,274,0.272,35,-0.01,-0.039,0.004,-0.031,-0.003,-0.01,-0.026,0.029,-0.008,0.28,0.5169,0.0782,0.0295,0.011,0.001,0.15,-0.12,0.1,-0.25,-1.19,0,1,2023-05-18,"2023-05-18 PGA Championship"
"85","Brandon Wu",27979216,6700,65.5,40.08,1.4,63.5,20,42.3,1.7,44.1,0.44,1.42,0.087,114,0.07,113,0.187,87,0.188,88,0.533,72,-2.12,242,0.026,109,0.558,26,0.023,0.023,-0.019,-0.052,-0.04,-0.008,0.031,0.027,0.051,0.546,0.569,0.1134,0.0457,0.0181,0.002,0.3,0.03,1.41,-0.23,-1.02,0,1,2023-05-18,"2023-05-18 PGA Championship"
"86","Padraig Harrington",27979217,6700,74.41,39.66,1.3,63,19.5,35.7,0.9,36.6,-0.06,0.27,-0.239,340,0.078,105,0.006,152,0.032,144,-0.124,156,1.955,171,-0.009,224,-0.005,51,-0.068,-0.032,0.001,-0.02,-0.016,0.007,-0.011,-0.013,-0.017,-0.091,0.4444,0.0475,0.0151,0.0049,0,0,-0.27,0.68,-1.2,-5.54,0,1,2023-05-18,"2023-05-18 PGA Championship"
"87","Kyoung-Hoon Lee",27979218,6700,70.53,41.92,3.8,65,20,45.8,2.4,48.2,0.73,3.62,0.135,84,0.118,70,0.43,34,0.226,77,0.909,41,0.667,193,0.032,97,0.868,31,0.004,0.019,-0.016,0.033,-0.04,0.002,0.038,0.054,0.094,0.912,0.6364,0.1658,0.0731,0.0316,0.0035,0.52,0.25,3.69,0.41,1.97,5,1,2023-05-18,"2023-05-18 PGA Championship"
"88","Patrick Rodgers",27979219,6700,61.75,41.03,3.7,64.5,20,43.1,1.9,45,0.51,1.79,0.255,48,0.101,79,0.116,107,0.188,87,0.66,58,8.361,69,-0.044,335,0.681,30,0.007,0.02,-0.028,-0.019,-0.04,0.029,-0.053,0.033,0.009,0.659,0.5798,0.1193,0.0475,0.0184,0.0024,0.36,0.09,2.55,-0.07,-0.27,0,1,2023-05-18,"2023-05-18 PGA Championship"
"89","Scott Stallings",27979220,6700,58.39,38.13,0.73,62,19,39.4,1.3,40.7,0.19,0,0.066,126,0.111,72,0.048,127,0.073,131,0.299,102,5.234,112,-0.037,316,0.253,38,-0.019,0.033,0.013,0.019,-0.007,0.018,-0.044,0.015,-0.011,0.227,0.5098,0.0777,0.0293,0.011,0.0014,0.21,-0.06,0.29,-0.57,-2.6,0,1,2023-05-18,"2023-05-18 PGA Championship"
"90","Stephan Jaeger",28017153,6700,67.37,44.78,4.9,68,21,46,2.4,48.5,0.75,5.1,-0.02,183,0.284,10,0.408,37,0.335,55,1.007,36,3.188,152,-0.006,213,0.754,33,-0.005,0.05,-0.025,0.233,-0.04,0.011,-0.008,0.052,0.055,0.972,0.639,0.1698,0.0745,0.0326,0.0042,0.63,0.36,5.02,0.23,1.22,5,1,2023-05-18,"2023-05-18 PGA Championship"
"91","Harold Varner III",27979221,6600,68.29,47.14,6.6,68.5,21.5,44.8,2.1,46.9,0.69,5.35,0.025,155,0.17,52,0.39,40,0.211,81,0.795,46,6.979,84,-0.019,260,0.69,32,0,0.002,0.021,0.082,-0.04,0.024,-0.023,0.045,0.046,0.8,0.6109,0.1479,0.0636,0.0267,0.0035,0.53,0.29,5.85,0.07,0.46,5,1,2023-05-18,"2023-05-18 PGA Championship"
"92","Matt Wallace",27979222,6600,53.5,35.02,0.62,59,18,36.5,1,37.4,0.01,0.39,-0.021,184,0.155,55,0.228,77,-0.417,309,-0.054,148,4.392,127,-0.023,276,-0.039,33,-0.002,0.005,0.034,-0.053,-0.04,0.015,-0.027,0.027,0.015,-0.042,0.4425,0.0526,0.0172,0.0058,7e-04,0.11,-0.13,0.48,-0.37,-1.73,0,1,2023-05-18,"2023-05-18 PGA Championship"
"93","Callum Shinkwin",27979223,6600,58.1,38.49,0.29,62.5,19,33.7,0.7,34.5,-0.12,0,-0.073,222,-0.362,410,-0.25,243,0.45,32,-0.236,173,11.149,39,-0.056,365,-0.306,29,0.01,-0.043,-0.074,0.178,-0.04,0.039,-0.067,-0.054,-0.082,-0.365,0.3846,0.0345,0.0105,0.0037,5e-04,0.08,-0.16,0.12,-2.21,-10.02,0,1,2023-05-18,"2023-05-18 PGA Championship"
"94","Brendan Steele",27979224,6600,59.17,39.62,3.1,63,19.5,42.6,1.8,44.5,0.52,2.42,-0.391,398,-0.114,272,0.537,27,0.578,17,0.609,65,6.649,91,0.037,81,0.569,40,-0.027,-0.033,0,0.1,-0.04,0.023,0.044,0.008,0.075,0.63,0.5798,0.1264,0.0529,0.022,0.003,0.45,0.21,2.69,-0.81,-3.54,0,1,2023-05-18,"2023-05-18 PGA Championship"
"95","Adam Svensson",27979225,6600,63.53,39.8,1.7,63,20,42,1.6,43.7,0.46,1.84,0.096,110,0.036,146,0.272,67,0.081,128,0.486,77,-5.224,303,0.045,67,0.573,29,0.012,0.004,-0.026,-0.078,-0.04,-0.019,0.053,0.033,0.068,0.473,0.5536,0.1027,0.0407,0.0164,0.002,0.3,0.06,1.78,-0.16,-0.69,0,1,2023-05-18,"2023-05-18 PGA Championship"
"96","Hayden Buckley",27979226,6600,65.25,40.2,4.1,63.5,20,45.2,2.2,47.4,0.72,5.54,-0.061,214,-0.178,328,0.327,51,0.648,10,0.735,51,5.156,114,0.064,28,0.63,27,0.02,-0.005,0.008,0.083,-0.04,0.018,0.076,0.009,0.103,0.83,0.6169,0.1511,0.0669,0.0301,0.0044,0.67,0.43,4.96,-0.31,-1.18,5,1,2023-05-18,"2023-05-18 PGA Championship"
"97","Joel Dahmen",27979227,6600,61.19,35.85,1.1,59.5,18.5,37.9,1.2,39.1,0.13,0.65,-0.306,372,-0.028,194,0.267,69,0.19,86,0.123,127,-4.006,282,0.062,31,0.169,35,-0.01,-0.072,-0.022,0.058,-0.04,-0.014,0.074,-0.001,0.059,0.173,0.4878,0.0671,0.0225,0.0076,9e-04,0.14,-0.1,0.83,-0.93,-4.24,0,1,2023-05-18,"2023-05-18 PGA Championship"
"98","Nick Hardy",27979228,6600,56.36,35.32,0.68,59.5,18.5,39.5,1.3,40.8,0.25,0.09,-0.149,268,-0.15,302,0.212,80,0.305,61,0.218,111,6.911,85,-0.011,238,0.085,27,0.019,0.006,0.001,0.106,-0.04,0.024,-0.013,-0.004,0.006,0.273,0.5074,0.0776,0.0288,0.0112,0.0014,0.21,-0.03,0.33,-1.16,-5.23,0,1,2023-05-18,"2023-05-18 PGA Championship"
"99","Mark Hubbard",27979229,6600,54.65,37.44,1.1,62,19,39.7,1.4,41.2,0.28,0.06,0.075,124,0.08,101,0.282,63,-0.076,185,0.361,94,-8.384,339,0.04,75,0.464,33,-0.005,-0.02,-0.003,-0.075,-0.04,-0.03,0.047,0.037,0.055,0.358,0.5327,0.0864,0.0312,0.0107,0.0015,0.23,-0.01,0.48,-0.27,-1.22,0,1,2023-05-18,"2023-05-18 PGA Championship"
"100","Callum Tarren",28005187,6600,43.63,30.69,0.22,54,17,31.4,0.5,31.9,-0.23,0,-0.139,265,-0.245,368,-0.036,161,-0.057,180,-0.476,219,10.186,51,-0.082,406,-0.522,32,0,0.03,-0.026,0.041,-0.04,0.035,-0.098,-0.031,-0.094,-0.587,0.3497,0.025,0.0072,0.0025,0,0,-0.24,0.09,-2.13,-9.7,0,1,2023-05-18,"2023-05-18 PGA Championship"
"101","Adri Arnaus",27979230,6500,58.82,34.25,0.34,58.5,18,31.1,0.5,31.6,-0.21,0,0.118,94,-0.16,312,-0.363,286,-0.203,240,-0.608,239,10.714,44,-0.074,399,-0.619,28,0.015,-0.003,-0.024,0.024,-0.04,0.037,-0.089,-0.036,-0.088,-0.759,0.3236,0.0214,0.0062,0.0019,0,0,-0.2,0.14,-1.63,-7.43,0,1,2023-05-18,"2023-05-18 PGA Championship"
"102","Ryan Fox",27979231,6500,59.79,42.87,3.7,66,20.5,40.6,1.5,42.1,0.39,2.58,-0.001,169,0.041,144,0.23,76,0.211,80,0.481,80,13.952,25,-0.089,411,0.371,36,-0.013,0.008,-0.005,0.12,-0.04,0.048,-0.107,0.02,-0.038,0.416,0.5392,0.0989,0.0393,0.0147,0.0017,0.26,0.06,3.03,-0.8,-3.57,0,1,2023-05-18,"2023-05-18 PGA Championship"
"103","Rasmus Hojgaard",27979232,6500,61.94,40.97,0.67,64.5,20,38,1.1,39.1,0.17,1.18,0.336,31,-0.011,181,-0.079,181,-0.027,165,0.219,110,14.255,21,-0.067,387,0.151,22,0.038,0.038,-0.027,0.019,-0.04,0.049,-0.08,0.013,-0.018,0.119,0.4808,0.0662,0.0246,0.0092,0.0011,0.17,-0.03,0.98,-0.33,-1.5,0,1,2023-05-18,"2023-05-18 PGA Championship"
"104","Kevin Kisner",27979233,6500,35.64,24.93,0.2,35,14.5,25.3,0.2,25.5,-0.47,0,0.181,68,0.18,49,-0.526,336,-1.183,411,-1.349,341,-10.739,365,-0.009,223,-0.716,39,-0.024,-0.063,-0.18,-0.366,-0.04,-0.038,-0.011,-0.018,-0.067,-1.431,0.2062,0.0056,0.0013,0,0,0,-0.2,0.08,-1.18,-5.41,0,1,2023-05-18,"2023-05-18 PGA Championship"
"105","Thorbjorn Olesen",27979234,6500,97.79,43.55,3.3,66,20.5,38.7,1.2,39.9,0.24,3.15,0.051,141,-0.044,213,0.184,89,-0.082,187,0.109,132,-0.268,209,0.009,161,0.206,33,-0.003,-0.029,-0.007,-0.059,0.008,-0.001,0.01,0.016,0.025,0.217,0.5074,0.0763,0.0272,0.0097,0.0011,0.17,-0.03,3.21,-0.65,-2.94,0,1,2023-05-18,"2023-05-18 PGA Championship"
"106","Adam Schenk",27979235,6500,55.74,36.67,0.59,61,18.5,41.3,1.6,42.9,0.45,1.2,0.211,58,0.032,149,0.06,122,0.135,107,0.437,85,6.624,93,-0.023,277,0.451,31,0.005,0.06,-0.052,-0.027,-0.04,0.023,-0.027,0.02,0.016,0.466,0.5475,0.1016,0.0393,0.0153,0.0022,0.34,0.14,0.96,-0.26,-1.1,0,1,2023-05-18,"2023-05-18 PGA Championship"
"107","Justin Suh",27979236,6500,58.05,33.51,0.74,58,18,36.5,1,37.4,0.06,0.53,0.265,45,-0.252,370,-0.088,185,0.095,118,0.019,142,-0.989,218,0.02,126,0.072,25,0.024,0.042,0.065,-0.184,-0.04,-0.004,0.024,-0.006,0.015,-0.008,0.463,0.0545,0.0186,0.0061,7e-04,0.11,-0.09,0.61,-0.92,-4.19,0,1,2023-05-18,"2023-05-18 PGA Championship"
"108","Nick Taylor",27979237,6500,66.06,41.11,3.2,64.5,20,44.1,2.1,46.2,0.68,3.13,0.238,51,0.215,39,0.204,81,0.066,135,0.723,52,-4.934,297,0.016,144,0.818,35,-0.009,-0.019,0.02,-0.087,-0.04,-0.018,0.019,0.05,0.051,0.787,0.6078,0.1427,0.0611,0.025,0.0037,0.57,0.37,3.16,0.23,1.22,5,1,2023-05-18,"2023-05-18 PGA Championship"
"109","Zach Johnson",27979238,6500,49.82,28.61,0.19,51.5,16,33.1,0.7,33.8,-0.12,0,-0.014,176,-0.01,179,-0.246,238,-0.126,205,-0.397,201,-9.869,358,0.054,51,-0.263,47,-0.052,-0.085,-0.027,0.031,0.013,-0.035,0.064,-0.022,0.007,-0.339,0.3831,0.0313,0.0091,0.0028,0,0,-0.2,0.08,-1.14,-5.23,0,1,2023-05-18,"2023-05-18 PGA Championship"
"110","David Lingmerth",28005188,6500,53.24,33.48,0.14,57.5,17.5,33.9,0.7,34.7,-0.09,0,-0.016,178,0.003,167,-0.033,160,-0.321,276,-0.367,195,-18.851,412,0.085,15,-0.153,35,-0.011,-0.081,0.01,-0.132,-0.036,-0.066,0.102,0,0.035,-0.251,0.4132,0.0391,0.0117,0.0039,0,0,-0.2,0.06,-1,-4.6,0,1,2023-05-18,"2023-05-18 PGA Championship"
"111","Thriston Lawrence",27979239,6400,59.08,36.79,0.27,61,19,29.9,0.4,30.3,-0.24,0,-0.228,328,-0.259,375,-0.173,222,-0.12,203,-0.781,266,-1.572,231,0.017,141,-0.902,26,0.022,0.045,0.055,-0.001,-0.04,-0.006,0.02,-0.049,-0.035,-0.843,0.2959,0.0146,0.0037,0.001,0,0,-0.15,0.11,-2.08,-9.44,0,1,2023-05-18,"2023-05-18 PGA Championship"
"112","Adrian Otaegui",27979240,6400,69.71,39.27,0.41,62.5,19.5,36.1,0.9,37,0.07,0.02,-0.121,253,0.041,143,0.088,115,-0.099,195,-0.091,151,-10.129,361,0.104,5,-0.142,30,0.008,-0.016,0.035,0.024,-0.04,-0.036,0.124,0.002,0.091,-0.045,0.4545,0.0505,0.017,0.0056,0,0,-0.15,0.18,-0.45,-2.1,0,1,2023-05-18,"2023-05-18 PGA Championship"
"113","Trey Mullinax",27979242,6400,45.82,34.9,0.32,58.5,18.5,35.4,0.9,36.3,0.02,0.2,-0.254,349,-0.042,207,0.138,101,0.018,146,-0.141,159,14.235,23,-0.071,395,-0.224,30,0.007,0.004,-0.015,0.088,-0.04,0.049,-0.085,-0.013,-0.048,-0.16,0.4219,0.0449,0.0141,0.0049,7e-04,0.11,-0.04,0.25,-1.42,-6.41,0,1,2023-05-18,"2023-05-18 PGA Championship"
"114","Andrew Putnam",27979243,6400,63.55,36.11,0.7,60.5,18.5,40.9,1.6,42.6,0.47,1.12,0.412,20,0.164,53,0.254,72,-0.382,299,0.448,83,-13.446,385,0.057,45,0.632,34,-0.006,-0.028,0.005,-0.155,-0.04,-0.047,0.068,0.066,0.086,0.51,0.5614,0.1027,0.0392,0.0154,0.0015,0.23,0.08,0.95,0.52,2.38,5,1,2023-05-18,"2023-05-18 PGA Championship"
"115","Luke Donald",27979244,6400,46.54,29.07,0.09,52.5,16,27.7,0.3,28,-0.34,0,0.159,78,0.068,115,-0.25,242,-0.961,398,-0.985,297,-14.008,393,-0.021,271,-0.529,45,-0.046,-0.087,0.005,-0.328,0.012,-0.049,-0.026,-0.001,-0.076,-1.102,0.2571,0.0096,0.0025,6e-04,0,0,-0.15,0.04,-1.47,-6.69,0,1,2023-05-18,"2023-05-18 PGA Championship"
"116","J.T. Poston",27979248,6300,57.25,39.41,2,63,19.5,42.3,1.8,44.1,0.63,2.25,0.204,61,0.1,80,0.215,79,0.142,106,0.661,57,-1.872,237,0.013,150,0.619,29,0.01,-0.01,-0.005,0.047,-0.04,-0.007,0.015,0.04,0.048,0.586,0.5798,0.1181,0.0484,0.02,0.0027,0.43,0.32,2.15,0,0.16,0,1,2023-05-18,"2023-05-18 PGA Championship"
"117","Alex Smalley",27979249,6300,57.97,38.37,0.89,62.5,19,41.4,1.6,42.9,0.54,1.76,-0.133,259,0.001,168,0.364,46,0.192,85,0.425,88,6.411,96,0.006,170,0.32,26,0.022,0.054,-0.017,0.046,-0.04,0.022,0.007,0.02,0.049,0.445,0.5392,0.0958,0.0369,0.0146,0.002,0.32,0.21,1.41,-0.48,-2.05,0,1,2023-05-18,"2023-05-18 PGA Championship"
"118","Matthew NeSmith",27979250,6300,54.68,36.76,1.2,61,18.5,38.5,1.2,39.7,0.31,1.02,-0.036,197,-0.018,189,0.224,78,0.035,143,0.205,114,-2.043,240,0.039,77,0.221,29,0.011,0.004,-0.019,-0.011,-0.04,-0.007,0.047,0.015,0.054,0.223,0.5074,0.0758,0.0269,0.0101,0.0012,0.19,0.08,1.09,-0.53,-2.35,0,1,2023-05-18,"2023-05-18 PGA Championship"
"119","Sam Ryder",27979251,6300,60.14,34.3,0.18,58.5,18,36.8,1,37.8,0.17,0.58,0.523,8,-0.021,191,0.038,133,-0.484,325,0.056,136,-5.887,314,-0.01,231,0.445,33,-0.003,-0.004,0.018,-0.401,-0.04,-0.021,-0.012,0.042,0.009,0.023,0.4673,0.057,0.0197,0.0069,6e-04,0.1,-0.01,0.42,-0.2,-0.91,0,1,2023-05-18,"2023-05-18 PGA Championship"
"120","Davis Thompson",27979252,6300,61.57,32.7,0.52,56.5,18,37.5,1.1,38.6,0.23,0.53,-0.137,263,0.001,169,-0.156,210,0.41,43,0.119,129,12.263,33,-0.005,207,-0.157,23,0.031,0.029,0.009,0.207,-0.04,0.042,-0.006,-0.028,0.008,0.093,0.4785,0.064,0.0213,0.0073,8e-04,0.13,0.02,0.53,-0.85,-3.82,0,1,2023-05-18,"2023-05-18 PGA Championship"
"121","Jimmy Walker",27979253,6300,51.84,34.44,1.5,58.5,18,35.3,0.9,36.2,0.06,1.49,0.093,111,0.198,42,-0.078,180,-0.316,272,-0.103,153,4.447,125,-0.058,369,-0.002,44,-0.042,-0.091,0.113,-0.08,-0.036,0.015,-0.07,0.012,-0.042,-0.149,0.4292,0.0485,0.0172,0.006,6e-04,0.1,-0.01,1.49,-0.66,-2.98,0,1,2023-05-18,"2023-05-18 PGA Championship"
