Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
G,Jon Rahm (27979131),Jon Rahm,27979131,G,11400,PGA Championship,Golf,104.92
G,Scottie Scheffler (27979132),Scottie Scheffler,27979132,G,11200,PGA Championship,Golf,100.73
G,Rory McIlroy (27979133),Rory McIlroy,27979133,G,10700,PGA Championship,Golf,79.89
G,Collin Morikawa (27979134),Collin Morikawa,27979134,G,10300,PGA Championship,Golf,75.46
G,Brooks Koepka (27979135),Brooks Koepka,27979135,G,10100,PGA Championship,Golf,80.5
G,Xander Schauffele (27979136),Xander Schauffele,27979136,G,9900,PGA Championship,Golf,89.38
G,Patrick Cantlay (27979137),Patrick Cantlay,27979137,G,9700,PGA Championship,Golf,91.7
G,Jordan Spieth (27979138),Jordan Spieth,27979138,G,9600,PGA Championship,Golf,73.5
G,Tony Finau (27979139),Tony Finau,27979139,G,9500,PGA Championship,Golf,87
G,Justin Thomas (27979140),Justin Thomas,27979140,G,9400,PGA Championship,Golf,76.35
G,Cameron Smith (27979141),Cameron Smith,27979141,G,9300,PGA Championship,Golf,78.5
G,Cameron Young (27979142),Cameron Young,27979142,G,9200,PGA Championship,Golf,79.46
G,Viktor Hovland (27979143),Viktor Hovland,27979143,G,9100,PGA Championship,Golf,88.89
G,Sungjae Im (27979144),Sungjae Im,27979144,G,9000,PGA Championship,Golf,81.29
G,Jason Day (27979145),Jason Day,27979145,G,8900,PGA Championship,Golf,77.97
G,Dustin Johnson (27979146),Dustin Johnson,27979146,G,8800,PGA Championship,Golf,70.79
G,Max Homa (27979147),Max Homa,27979147,G,8700,PGA Championship,Golf,86.46
G,Hideki Matsuyama (27979148),Hideki Matsuyama,27979148,G,8600,PGA Championship,Golf,70.23
G,Tyrrell Hatton (27979149),Tyrrell Hatton,27979149,G,8500,PGA Championship,Golf,82.69
G,Matt Fitzpatrick (27979150),Matt Fitzpatrick,27979150,G,8400,PGA Championship,Golf,66.96
G,Shane Lowry (27979151),Shane Lowry,27979151,G,8300,PGA Championship,Golf,60.77
G,Sam Burns (27979152),Sam Burns,27979152,G,8200,PGA Championship,Golf,66.57
G,Sahith Theegala (27979153),Sahith Theegala,27979153,G,8100,PGA Championship,Golf,77.91
G,Tom Kim (27979154),Tom Kim,27979154,G,8000,PGA Championship,Golf,76
G,Tommy Fleetwood (27979155),Tommy Fleetwood,27979155,G,8000,PGA Championship,Golf,72.64
G,Corey Conners (27979156),Corey Conners,27979156,G,7900,PGA Championship,Golf,69.2
G,Joaquin Niemann (27979157),Joaquin Niemann,27979157,G,7900,PGA Championship,Golf,66.38
G,Taylor Moore (27979158),Taylor Moore,27979158,G,7800,PGA Championship,Golf,63.19
