player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
John Porchivina,28202,LB,OLE MISS,1,2,0,226,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Colby Reeder,30285,LB,IOWA STATE,3,62,0,193,0,,,27.8,,,0,0,,62.6,0,,,0,0,0.0,0,5,8.1,18,0,0,0,0,0,0,0.0,,0,0,4.1,50.0,78.9,10.5,5.3,0,0,0.0,79.0,2,7,0.0,0,0,17.2,4,45,72.6,57,2,5,8,0,25,11,0.6,6.3
Kyle Pugh,35900,LB,N ILLINOIS,3,52,0,254,0,,,93.3,,,0,0,,63.8,0,,,0,0,0.0,0,14,26.9,15,0,0,0,0,0,0,0.0,,0,1,25.0,0.0,82.9,,29.0,0,0,0.0,72.4,0,,14.3,1,0,39.6,0,29,55.8,35,2,5,1,0,0,0,0.0,
Jordan Carmouche,39951,LB,ARK STATE,3,82,0,113,0,29.0,0.0,96.2,,23.0,0,0,0.0,55.0,0,,0.0,0,0,39.6,0,25,30.5,26,1,1,1,0,0,0,0.0,,0,1,10.0,100.0,84.9,13.7,13.7,0,0,0.0,51.6,0,51,0.0,0,0,158.3,3,45,54.9,53,0,1,3,2,84,54,2.0,28.0
Monte McGary,42477,CB,KANSAS,1,8,0,198,1,,,100.0,,,0,0,,62.3,0,,0.0,0,0,0.0,0,1,12.5,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.3,0,,,0,0,0.0,0,6,75.0,6,0,0,0,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,3,58,0,347,0,2.0,0.0,100.0,,15.0,0,0,0.0,67.2,0,,0.0,0,0,39.6,0,18,31.0,18,0,1,1,0,0,0,0.0,,0,0,20.0,100.0,93.3,27.0,27.0,0,0,0.0,51.0,0,37,0.0,0,0,118.8,1,28,48.3,30,0,2,1,0,37,17,1.4,37.0
Brandon Moore,42620,CB,NEBRASKA,2,10,0,238,0,4.0,100.0,100.0,2.0,2.0,0,0,0.0,71.7,0,5,0.0,0,0,87.5,1,2,20.0,2,0,1,1,0,5,1,2.5,5.0,0,0,,,75.0,,,0,0,,62.2,0,,,0,0,0.0,0,3,30.0,4,0,0,0,0,0,0,0.0,
Clifford Chattman,42657,S,UTSA,3,68,0,331,0,23.5,100.0,100.0,5.5,5.5,0,0,0.0,39.5,0,42,0.0,0,0,118.8,2,13,19.1,13,0,1,2,0,51,4,4.6,25.5,0,0,14.0,33.3,100.0,45.0,15.0,0,2,66.7,79.3,0,13,0.0,0,2,47.9,1,48,70.6,48,0,3,3,0,13,3,0.3,13.0
Justin Clark,43185,CB,WISCONSIN,1,14,0,349,0,6.0,0.0,100.0,,4.0,0,0,0.0,71.1,0,,,0,0,39.6,0,4,28.6,4,0,0,1,0,0,0,0.0,,0,0,19.0,0.0,100.0,,9.0,0,0,0.0,56.2,0,,,0,0,39.6,0,9,64.3,9,0,0,1,0,0,0,0.0,
Ryan McWood,43189,LB,MIAMI OH,3,96,0,221,0,,,55.6,,,0,0,,62.2,0,,,0,0,0.0,0,5,5.2,9,0,0,0,0,0,0,0.0,,0,4,3.0,100.0,93.6,7.0,7.0,1,0,0.0,49.2,1,19,0.0,0,0,69.2,10,73,76.0,78,2,4,10,0,101,71,1.4,10.1
Jaydon Grant,43354,S,OREGON ST,3,115,0,265,0,17.0,0.0,97.6,,35.0,0,0,0.0,72.2,1,,0.0,0,0,0.0,0,40,34.8,41,0,1,1,0,0,0,0.0,,0,1,13.6,66.7,98.4,9.3,6.2,0,1,11.1,67.2,1,60,0.0,0,1,66.7,6,60,52.2,61,1,3,9,0,105,38,1.9,17.5
Linwood Crump,43401,CB,NEW MEX ST,3,26,0,242,0,14.0,100.0,100.0,1.0,1.0,0,0,0.0,66.1,0,12,0.0,0,0,116.7,1,2,7.7,2,0,1,1,0,12,-2,12.0,12.0,0,0,21.5,50.0,88.9,16.0,8.0,0,0,0.0,66.4,0,19,0.0,0,0,83.3,1,16,61.5,18,0,2,2,0,19,0,1.2,19.0
Jon-Michael Terry,43635,LB,TULSA,3,61,0,320,0,3.0,0.0,55.2,,15.0,0,0,0.0,53.1,0,,50.0,1,0,39.6,0,16,26.2,29,0,1,1,0,0,0,0.0,,0,2,2.0,100.0,86.5,10.7,10.7,0,0,0.0,63.6,0,11,0.0,0,0,90.3,3,32,52.5,37,0,2,3,0,17,11,0.5,5.7
Tyrone Hopper,43714,ED,MISSOURI,3,4,0,229,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,25.0,,,0,0,,61.7,0,,,0,0,0.0,0,4,100.0,16,0,0,0,0,0,0,0.0,
