player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Brennan Armstrong,77696,QB,VIRGINIA,3,45,17.8,0,335,1,4,8.9,31.1,86.7,4.4,0,6,8,4,14,45,39,2,2,16,6,1,4.4,35.6,1,13.3,2.2
Clay Millen,146082,QB,COLO STATE,3,45,20.0,0,144,0,1,8.9,40.0,88.9,8.9,0,2,9,4,18,45,40,4,3,15,2,1,6.7,33.3,1,4.4,2.2
Frank Harris,60586,QB,UTSA,3,43,20.9,0,331,0,1,4.7,20.9,93.0,-4.7,0,2,9,2,9,43,40,-2,5,22,2,5,11.6,51.2,1,4.7,11.6
Gavin Hardison,100827,QB,UTEP,4,42,14.3,0,330,2,7,4.8,14.3,52.4,16.7,0,14,6,2,6,42,22,7,6,3,14,0,14.3,7.1,5,33.3,0.0
Spencer Rattler,97408,QB,S CAROLINA,3,41,12.2,0,289,0,2,17.1,22.0,90.2,0.0,0,4,5,7,9,41,37,0,10,10,4,2,24.4,24.4,2,9.8,4.9
Jack Plummer,83543,QB,CAL,3,41,12.2,0,130,1,1,19.5,24.4,92.7,2.4,0,2,5,8,10,41,38,1,6,17,2,1,14.6,41.5,0,4.9,2.4
Hayden Wolff,98362,QB,DOMINION,3,40,30.0,0,263,0,0,20.0,15.0,90.0,7.5,0,1,12,8,6,40,36,3,8,8,1,3,20.0,20.0,1,2.5,7.5
Casey Thompson,77677,QB,NEBRASKA,4,40,5.0,0,238,1,2,15.0,32.5,90.0,-5.0,0,4,2,6,13,40,36,-2,9,5,4,5,22.5,12.5,1,10.0,12.5
Cameron Ward,133244,QB,WASH STATE,3,39,5.1,0,341,6,2,15.4,15.4,64.1,15.4,0,10,2,6,6,39,25,6,5,8,10,0,12.8,20.5,2,25.6,0.0
Phil Jurkovec,83533,QB,BOSTON COL,3,39,5.1,0,121,1,0,15.4,35.9,84.6,7.7,0,3,2,6,14,39,33,3,7,10,3,0,17.9,25.6,2,7.7,0.0
Donovan Smith,73929,QB,TEXAS TECH,3,37,16.2,0,315,1,3,8.1,35.1,78.4,10.8,0,4,6,3,13,37,29,4,7,9,4,0,18.9,24.3,0,10.8,0.0
Clayton Tune,77652,QB,HOUSTON,3,37,10.8,0,182,1,5,8.1,18.9,75.7,5.4,0,8,4,3,7,37,28,2,5,12,8,1,13.5,32.4,2,21.6,2.7
Matt McDonald,60350,QB,BOWL GREEN,3,37,24.3,0,122,0,2,24.3,27.0,89.2,2.7,0,2,9,9,10,37,33,1,5,3,2,2,13.5,8.1,0,5.4,5.4
DJ Irons,145585,QB,AKRON,3,36,5.6,0,102,1,2,5.6,22.2,66.7,22.2,0,4,2,2,8,36,24,8,2,12,4,2,5.6,33.3,1,11.1,5.6
Jack Salopek,130662,QB,W MICHIGAN,3,36,8.3,0,347,1,1,8.3,33.3,88.9,5.6,0,3,3,3,12,36,32,2,11,10,3,3,30.6,27.8,1,8.3,8.3
Jayden de Laura,131928,QB,ARIZONA,3,36,16.7,0,109,0,1,16.7,13.9,91.7,5.6,0,3,6,6,5,36,33,2,5,15,3,3,13.9,41.7,2,8.3,8.3
Connor Bazelak,99135,QB,INDIANA,3,35,22.9,0,190,2,0,2.9,5.7,77.1,14.3,0,3,8,1,2,35,27,5,6,13,3,1,17.1,37.1,1,8.6,2.9
Gunnar Watson,83570,QB,TROY,3,35,17.1,0,318,0,0,8.6,17.1,88.6,5.7,0,2,6,3,6,35,31,2,8,11,2,2,22.9,31.4,2,5.7,5.7
Cole Snyder,97617,QB,BUFFALO,3,33,9.1,0,126,0,1,15.2,39.4,90.9,0.0,0,4,3,5,13,33,30,0,8,4,4,1,24.2,12.1,3,12.1,3.0
Garrett Shrader,98212,QB,SYRACUSE,3,33,18.2,0,304,1,4,12.1,6.1,75.8,0.0,0,7,6,4,2,33,25,0,5,8,7,4,15.2,24.2,2,21.2,12.1
