player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Kirk Cousins,7102,QB,MIN,3,78.6,131,138,8.2,2.78,0,3,2.1,69.6,96,0,48,6.8,148,7,49,18,44.6,77.6,76.8,54.0,3,2,155,1,16.7,108.2,5.4,8,2,0,4,9,2,1.3,1075,7.8
Matthew Stafford,4924,QB,LA,3,71.8,117,126,9.2,2.63,2,10,7.7,60.3,76,0,51,9.5,139,8,48,26,87.7,78.8,77.4,67.0,0,4,145,3,13.7,74.7,5.0,7,6,1,6,2,3,2.1,916,7.3
Mac Jones,60323,QB,NE,3,71.4,119,125,9.1,2.38,2,4,3.1,64.8,81,0,48,4.7,135,4,39,19,87.9,71.4,68.2,75.4,2,2,141,1,12.5,87.7,4.4,6,4,0,2,5,5,3.5,748,6.0
Justin Herbert,28237,QB,LAC,3,78.4,116,121,8.4,2.49,0,6,4.7,74.4,90,0,37,1.1,135,1,49,27,65.2,75.9,72.6,75.5,0,0,143,1,18.9,112.9,5.2,7,5,0,5,6,3,2.1,938,7.8
C.J. Stroud,129759,QB,HST,3,74.6,114,121,8.3,2.69,0,2,1.6,64.5,78,0,53,8.2,140,7,43,13,43.1,68.6,66.8,66.0,1,0,147,0,20.8,98.0,7.9,11,6,3,3,4,4,2.7,906,7.5
Joe Burrow,28022,QB,CIN,3,68.8,109,121,7.1,2.3,2,3,2.3,55.4,67,0,32,10.7,127,8,28,7,87.3,65.2,66.0,58.4,4,2,134,2,15.6,66.2,3.9,5,1,1,5,2,1,0.7,563,4.7
Trevor Lawrence,77632,QB,JAX,3,76.6,107,113,7.4,2.44,3,9,7.6,64.6,73,0,39,11.0,128,9,39,15,64.3,85.9,85.9,63.4,0,2,134,2,15.4,84.6,4.7,6,7,0,3,3,3,2.2,738,6.5
Patrick Mahomes,11765,QB,KC,3,70.6,109,113,7.9,3.02,0,5,4.2,64.6,73,0,38,5.2,126,4,44,16,87.3,90.0,81.8,90.9,0,2,133,0,2.6,98.8,0.8,1,12,0,4,7,3,2.3,804,7.1
Josh Allen,46601,QB,BUF,3,81.6,103,110,7.6,2.87,2,6,5.3,72.7,80,0,39,4.8,124,4,43,4,58.0,73.8,71.0,69.7,0,4,131,0,17.9,90.3,5.6,7,7,1,4,5,6,4.6,728,6.6
Russell Wilson,7077,QB,DEN,3,76.9,91,104,9.3,3.02,2,7,6.1,65.4,68,0,48,2.9,118,2,35,10,37.4,75.6,73.9,64.9,2,2,129,0,20.8,99.5,8.5,10,4,2,7,6,4,3.1,791,7.6
