player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Kenny Pickett,60515,QB,PIT,3,50,18.0,0,25,2,3,10.0,32.0,78.0,8.0,0,7,9,5,16,50,39,4,9,7,7,0,18.0,14.0,2,14.0,0.0
Daniel Jones,39395,QB,NYG,3,48,10.4,0,21,2,5,16.7,16.7,85.4,0.0,0,8,5,8,8,48,41,0,15,12,8,2,31.3,25.0,1,16.7,4.2
Matthew Stafford,4924,QB,LA,3,45,22.2,0,26,0,1,20.0,33.3,97.8,0.0,0,1,10,9,15,45,44,0,11,6,1,0,24.4,13.3,0,2.2,0.0
Justin Fields,82118,QB,CHI,3,45,15.6,0,6,0,6,20.0,11.1,77.8,2.2,0,10,7,9,5,45,35,1,12,10,10,0,26.7,22.2,4,22.2,0.0
Mac Jones,60323,QB,NE,3,43,9.3,0,19,0,2,32.6,11.6,93.0,2.3,0,2,4,14,5,43,40,1,8,17,2,0,18.6,39.5,0,4.7,0.0
Zach Wilson,82096,QB,NYJ,3,42,23.8,0,22,0,2,19.0,28.6,83.3,7.1,0,5,10,8,12,42,35,3,8,7,5,1,19.0,16.7,3,11.9,2.4
Russell Wilson,7077,QB,DEN,3,42,2.4,0,10,8,1,19.0,14.3,81.0,0.0,0,12,1,8,6,42,34,0,5,13,12,3,11.9,31.0,3,28.6,7.1
Sam Howell,97599,QB,WAS,3,42,21.4,0,32,1,2,14.3,14.3,66.7,9.5,0,10,9,6,6,42,28,4,2,8,10,0,4.8,19.0,7,23.8,0.0
Kirk Cousins,7102,QB,MIN,3,40,17.5,0,18,0,0,15.0,32.5,87.5,10.0,0,2,7,6,13,40,35,4,13,5,2,0,32.5,12.5,2,5.0,0.0
C.J. Stroud,129759,QB,HST,3,39,7.7,0,13,0,1,10.3,15.4,84.6,2.6,0,5,3,4,6,39,33,1,10,13,5,3,25.6,33.3,4,12.8,7.7
Deshaun Watson,11767,QB,CLV,3,37,13.5,0,8,2,3,13.5,32.4,78.4,2.7,0,7,5,5,12,37,29,1,4,5,7,1,10.8,13.5,2,18.9,2.7
Desmond Ridder,55086,QB,ATL,3,35,22.9,0,2,0,1,22.9,17.1,85.7,5.7,0,3,8,8,6,35,30,2,7,5,3,0,20.0,14.3,2,8.6,0.0
Ryan Tannehill,7014,QB,TEN,3,34,17.6,0,31,2,1,23.5,47.1,85.3,0.0,0,5,6,8,16,34,29,0,2,4,5,1,5.9,11.8,2,14.7,2.9
Bryce Young,123943,QB,CAR,2,34,11.8,0,5,0,2,17.6,11.8,85.3,2.9,0,5,4,6,4,34,29,1,11,6,5,1,32.4,17.6,3,14.7,2.9
Josh Allen,46601,QB,BUF,3,33,21.2,0,4,0,3,18.2,15.2,81.8,0.0,0,6,7,6,5,33,27,0,5,9,6,0,15.2,27.3,3,18.2,0.0
Patrick Mahomes,11765,QB,KC,3,33,0.0,0,16,2,2,24.2,36.4,84.8,3.0,0,4,0,8,12,33,28,1,4,4,4,2,12.1,12.1,0,12.1,6.1
Jalen Hurts,40291,QB,PHI,3,33,6.1,0,24,2,3,21.2,18.2,66.7,12.1,0,9,2,7,6,33,22,4,5,6,9,1,15.2,18.2,4,27.3,3.0
Geno Smith,7820,QB,SEA,3,32,6.3,0,29,1,1,18.8,31.3,84.4,3.1,0,3,2,6,10,32,27,1,1,14,4,1,3.1,43.8,1,12.5,3.1
Trevor Lawrence,77632,QB,JAX,3,31,22.6,0,15,0,1,29.0,9.7,93.5,3.2,0,1,7,9,3,31,29,1,7,8,1,1,22.6,25.8,0,3.2,3.2
Justin Herbert,28237,QB,LAC,3,31,19.4,0,27,0,2,12.9,9.7,74.2,19.4,0,2,6,4,3,31,23,6,5,6,2,0,16.1,19.4,0,6.5,0.0
Brock Purdy,77672,QB,SF,3,30,23.3,0,28,0,0,10.0,6.7,90.0,10.0,0,1,7,3,2,30,27,3,11,6,1,0,36.7,20.0,1,3.3,0.0
Derek Carr,8671,QB,NO,3,29,24.1,0,20,0,3,17.2,37.9,89.7,0.0,0,3,7,5,11,29,26,0,5,4,3,0,17.2,13.8,0,10.3,0.0
Joe Burrow,28022,QB,CIN,3,28,17.9,0,7,1,0,32.1,28.6,96.4,0.0,0,1,5,9,8,28,27,0,6,5,1,0,21.4,17.9,0,3.6,0.0
Jared Goff,10635,QB,DET,3,28,14.3,0,11,1,0,32.1,14.3,78.6,10.7,0,3,4,9,4,28,22,3,3,4,3,1,10.7,14.3,2,10.7,3.6
Andy Dalton,6187,QB,CAR,1,26,15.4,0,5,2,0,53.8,15.4,92.3,-3.8,0,2,4,14,4,26,24,-1,3,4,2,1,11.5,15.4,0,7.7,3.8
Joshua Dobbs,11890,QB,ARZ,3,25,16.0,0,1,1,1,28.0,12.0,84.0,0.0,0,4,4,7,3,25,21,0,6,4,4,1,24.0,16.0,2,16.0,4.0
Baker Mayfield,46518,QB,TB,3,24,37.5,0,30,1,1,20.8,8.3,83.3,4.2,0,3,9,5,2,24,20,1,5,3,3,1,20.8,12.5,1,12.5,4.2
Lamar Jackson,46416,QB,BLT,3,22,9.1,0,3,0,0,27.3,27.3,90.9,4.5,0,1,2,6,6,22,20,1,7,2,1,1,31.8,9.1,1,4.5,4.5
Jimmy Garoppolo,8697,QB,LV,3,21,19.0,0,23,1,3,19.0,23.8,76.2,4.8,0,4,4,4,5,21,16,1,1,4,4,0,4.8,19.0,0,19.0,0.0
Dak Prescott,10769,QB,DAL,3,21,9.5,0,9,2,1,19.0,19.0,76.2,4.8,0,4,2,4,4,21,16,1,4,4,4,0,19.0,19.0,1,19.0,0.0
Gardner Minshew,41401,QB,IND,3,21,19.0,0,14,0,2,4.8,14.3,61.9,19.0,0,4,4,1,3,21,13,4,3,4,4,1,14.3,19.0,2,19.0,4.8
Jordan Love,40306,QB,GB,3,18,11.1,0,12,0,4,27.8,5.6,66.7,5.6,0,5,2,5,1,18,12,1,2,2,5,2,11.1,11.1,1,27.8,11.1
Tua Tagovailoa,60326,QB,MIA,3,15,6.7,0,17,0,1,0.0,40.0,93.3,0.0,0,1,1,0,6,15,14,0,2,7,1,1,13.3,46.7,0,6.7,6.7
Anthony Richardson,124393,QB,IND,2,12,8.3,0,14,0,2,8.3,8.3,66.7,8.3,0,4,1,1,1,12,8,1,3,3,4,0,25.0,25.0,2,33.3,0.0
Jameis Winston,9434,QB,NO,1,3,33.3,0,20,0,0,0.0,0.0,100.0,0.0,0,0,1,0,0,3,3,0,0,1,0,1,0.0,33.3,0,0.0,33.3
Blaine Gabbert,6162,QB,KC,1,2,0.0,0,16,0,0,0.0,100.0,100.0,0.0,0,0,0,0,2,2,2,0,0,1,0,0,0.0,50.0,0,0.0,0.0
Tyrod Taylor,6332,QB,NYG,2,2,50.0,0,21,0,0,0.0,0.0,100.0,0.0,0,0,1,0,0,2,2,0,0,1,0,0,0.0,50.0,0,0.0,0.0
Aaron Rodgers,2241,QB,NYJ,1,2,0.0,0,22,1,0,0.0,0.0,0.0,0.0,0,2,0,0,0,2,0,0,0,0,2,0,0.0,0.0,1,100.0,0.0
