player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Marcus Maye,11794,S,NO,1,0,0,20,,,,,,,60.0,,,63.6,0,0,0,0,0,0,0,1,0
Justin Evans,11805,S,PHI,3,0,0,24,59.5,,,,,,85.2,,,66.2,0,0,0,6,14,5,4,0,1
Teez Tabor,11808,S,SEA,1,0,0,29,,,,,,,60.5,,,62.5,0,0,0,0,3,0,0,0,0
Dalvin Tomlinson,11810,DI,CLV,3,0,0,8,60.0,,,,,,66.0,,,71.9,0,0,0,1,0,0,0,9,0
Ethan Pocic,11813,C,CLV,3,0,0,8,,,60.0,,,,60.9,,,64.4,0,0,12,0,0,0,0,0,0
Tanoh Kpassagnon,11814,ED,NO,3,0,0,20,58.7,,,,,,59.4,,,70.8,0,0,0,10,0,0,0,0,0
Chidobe Awuzie,11815,CB,CIN,3,0,0,7,60.0,,,,,,61.4,,,68.0,0,0,0,11,0,0,0,0,0
JuJu Smith-Schuster,11817,WR,NE,1,0,0,19,,,,,,,60.0,,,60.0,0,0,0,0,0,1,0,0,0
Dion Dawkins,11818,T,BUF,3,0,0,4,,,62.2,,,,61.7,,,67.3,0,0,17,0,0,0,0,0,0
Taylor Moton,11819,T,CAR,3,0,0,5,,,61.0,,,,61.5,,,68.8,0,0,11,0,0,0,0,0,0
Larry Ogunjobi,11820,DI,PIT,3,0,0,25,59.3,,,,,,59.8,,,64.4,0,0,0,9,0,0,0,0,0
Ahkello Witherspoon,11821,CB,LA,1,0,0,26,,,,,,,60.0,,,61.6,0,0,0,0,1,0,0,0,0
Dan Feeney,11826,G,CHI,3,0,0,6,,,60.9,,,,61.5,,,68.7,0,0,7,0,0,0,0,0,0
Duke Riley,11830,LB,MIA,3,0,0,17,60.0,,,,,,62.0,,,72.0,0,0,0,13,23,16,5,12,0
Alex Anzalone,11831,LB,DET,1,0,0,11,,,,,,,60.0,,,65.7,0,0,0,0,0,0,0,1,0
Fabian Moreau,11836,S,DEN,3,0,0,10,,,,,,,57.9,,,71.3,0,0,0,0,6,0,9,1,0
Shaquill Griffin,11845,CB,HST,3,0,0,13,,,,,,,55.8,,,74.3,0,0,0,0,8,6,0,11,0
John Johnson III,11847,S,LA,3,1,0,26,,,,,,,54.2,,,64.9,0,0,0,0,6,15,0,0,0
Montravius Adams,11848,DI,PIT,3,0,0,25,58.8,,60.0,,,,59.8,,,66.9,0,0,10,12,0,0,0,0,0
Cameron Sutton,11850,CB,DET,1,0,0,11,,,,,,,60.0,,,67.2,0,0,0,0,0,0,0,1,0
Rasul Douglas,11854,CB,GB,3,0,0,12,60.5,,,,,,43.7,,,74.7,0,1,0,12,15,1,0,6,0
Trey Hendrickson,11858,ED,CIN,1,0,0,7,,,,,,,59.9,,,64.3,0,0,0,0,0,0,0,1,0
Jaleel Johnson,11864,DI,TEN,1,0,0,31,,,,,,,60.0,,,66.3,0,0,0,0,0,0,0,1,0
Rayshawn Jenkins,11868,S,JAX,3,0,0,15,59.5,,,,,,52.0,,,66.0,0,0,0,13,10,0,0,3,0
Samaje Perine,11869,HB,DEN,3,0,0,10,,,,,,,64.8,,,68.4,0,0,0,0,0,21,3,0,0
Mack Hollins,11873,WR,ATL,3,0,0,2,,,,,,,46.3,,,71.2,0,0,0,0,1,0,8,0,0
Jalen Reeves-Maybin,11879,LB,DET,3,0,0,11,57.3,,,,,,71.0,,,71.3,0,0,0,14,15,14,12,13,4
Deatrich Wise Jr.,11886,ED,NE,3,0,0,19,58.6,,60.3,,,,59.7,,,68.7,0,0,10,14,0,0,0,0,0
Sean Harlow,11891,C,DAL,1,0,0,9,,,60.0,,,,60.2,,,63.1,0,0,4,0,0,0,0,0,0
Carlos Watkins,11897,DI,ARZ,2,0,0,1,59.4,,,,,,60.2,,,64.7,0,0,0,4,0,0,0,1,0
Grover Stewart,11899,DI,IND,3,0,0,14,58.0,,63.0,,,,60.1,,,71.7,0,0,14,15,0,0,0,4,0
Damontae Kazee,11904,S,PIT,3,0,0,25,60.0,,,,,,62.1,,,72.3,0,0,0,2,11,0,0,13,0
Desmond King II,11906,CB,PIT,1,0,0,25,,,,58.8,,,60.7,,,63.6,0,0,0,0,3,4,0,0,0
Jake Elliott,11908,K,PHI,3,0,0,24,,76.9,,,63.6,,60.4,,,62.2,0,0,18,0,18,0,0,0,0
Jermaine Eluemunor,11914,T,LV,3,0,0,23,,,60.2,,,,61.2,,,67.9,0,0,8,0,0,0,0,0,0
Anthony Walker Jr.,11916,LB,CLV,3,0,0,8,59.0,,,,,,67.2,,,67.0,0,0,0,7,0,10,15,3,1
Jamal Agnew,11920,WR,JAX,3,0,0,15,,,,61.8,,,60.7,69.4,,63.3,0,0,0,0,0,15,0,13,0
Isaiah McKenzie,11927,WR,IND,3,0,0,14,,,,,,,60.6,65.2,,63.6,0,0,0,0,0,0,0,15,0
Trent Taylor,11932,WR,CHI,3,0,0,6,,,,,,,60.4,62.2,,63.3,0,0,0,0,0,0,0,10,0
Xavier Woods,11946,S,CAR,2,0,0,5,59.5,,,,,,60.4,,,64.9,0,0,0,8,0,0,0,2,0
Alex Armah,11948,FB,WAS,1,0,0,32,,,,,,,70.7,,,65.6,0,0,0,0,2,8,0,1,0
Jeremiah Ledbetter,11960,DI,JAX,3,0,0,15,58.6,,,,,,59.0,,,67.6,0,0,0,13,0,0,0,0,0
Rudy Ford,11963,S,GB,1,0,0,12,,,,,,,60.0,,,90.6,0,0,0,0,0,0,0,0,0
Corey Levin,11972,C,TEN,2,0,0,31,,,60.0,,,,60.4,,,63.5,0,0,6,0,0,0,0,0,0
Isaac Rochell,11980,ED,LV,2,0,0,23,59.0,,,,,,60.0,,,66.5,0,0,0,9,0,0,0,1,0
Harrison Butker,11988,K,KC,3,0,0,16,,71.0,,,73.4,,60.3,,,62.2,0,0,14,0,16,0,0,0,0
Noah Brown,11993,WR,HST,1,0,0,13,,,,,,,63.6,,,67.0,0,0,0,0,0,3,0,5,0
Patrick O'Connor,12005,DI,TB,2,0,0,30,58.9,,,,,,59.1,,,65.1,0,0,0,6,0,0,0,0,0
Michael Davis,12040,CB,LAC,3,0,0,27,59.9,,,,,,61.5,,,72.4,0,0,0,16,2,0,0,4,0
Younghoe Koo,12042,K,ATL,3,0,0,2,,52.7,,,,,60.0,,,61.3,0,0,13,0,0,0,0,0,0
Mo Alie-Cox,12078,TE,IND,3,0,0,14,,,61.6,,,,59.4,,,63.7,0,0,14,0,0,0,8,0,0
Josh Tupou,12093,DI,CIN,3,0,0,7,58.7,,60.5,,,,60.1,,,67.9,0,0,6,4,0,0,0,0,0
Taysom Hill,12112,TE,NO,3,0,0,20,,,,,,,65.3,,,69.5,0,0,0,0,0,2,17,11,1
Thomas Hennessy,12124,LS,NYJ,3,0,0,22,,,64.5,,,48.6,59.9,,,65.5,0,0,8,0,0,0,17,0,0
Rigoberto Sanchez,12130,P,IND,3,0,0,14,,,60.0,,60.0,,61.6,,66.0,68.0,1,0,14,0,1,0,17,0,0
Robert Tonyan,12193,TE,CHI,3,0,0,6,,,60.0,,,,64.6,,,65.2,0,0,5,0,0,12,13,0,1
Johnny Mundt,12206,TE,MIN,3,0,0,18,,,60.5,,,,63.8,,,66.8,0,0,11,0,0,16,11,0,0
Adam Butler,12214,DI,LV,3,0,0,23,,,60.2,,,,61.4,,,63.4,0,0,8,0,0,0,0,1,0
Arthur Maulet,12224,CB,BLT,1,0,0,3,,,,,,,69.9,,,70.0,0,0,0,0,5,3,0,7,0
Calvin Munson,12236,LB,NE,2,0,0,19,,,,,,,59.4,,,66.0,1,0,0,0,8,7,4,0,0
Pharaoh Brown,12247,TE,NE,2,0,0,19,,,,,,,58.3,,,66.8,0,0,0,0,0,8,10,0,0
Matt Breida,12271,HB,NYG,2,0,0,21,,,,,,,50.8,,,70.1,0,0,0,0,0,0,6,0,0
Zach Pascal,12303,WR,ARZ,3,1,0,1,,,,,,,72.1,,,68.4,0,0,0,0,17,15,10,10,1
Dan Skipper,12307,T,DET,1,0,0,11,,,60.0,,,,60.1,,,62.8,0,0,3,0,0,0,0,0,0
Dare Ogunbowale,12329,HB,HST,1,0,0,13,,,,,,,58.4,,,66.9,0,0,0,0,5,6,3,3,0
Andrew Wylie,12333,T,WAS,3,0,0,32,,,61.2,,,,61.6,,,69.0,0,0,12,0,0,0,0,0,0
Caleb Johnson,12488,LB,JAX,3,1,0,15,,,,,,,72.5,,,69.7,0,0,0,0,13,15,12,10,1
Sione Takitaki,12666,LB,CLV,3,0,0,8,59.7,,,,,,53.9,,,68.3,0,0,0,7,0,10,15,0,0
Quenton Nelson,12954,G,IND,1,0,0,14,,,60.0,,,,60.0,,,60.7,0,0,1,0,0,0,0,0,0
Austin Seibert,13701,K,NYJ,1,0,0,22,,62.4,,,60.0,,60.0,,,61.3,0,0,2,0,3,0,0,0,0
Joshua Kelley,13750,HB,LAC,1,0,0,27,,,,,,,57.7,,,65.7,0,0,0,0,0,7,3,0,0
Giovanni Ricci,13756,TE,CAR,3,0,0,5,,,,,,,49.3,,,72.4,2,0,0,0,12,19,15,12,0
Sam Eguavoen,15301,LB,NYJ,3,0,0,22,,,,,,,63.9,,,70.3,0,0,0,0,13,16,17,11,0
Justin Hardee,18348,CB,NYJ,3,0,0,22,60.3,,,,,,69.7,,,77.0,0,0,0,15,13,17,17,11,1
Jonathan Ledbetter,18645,DI,ARZ,3,0,0,1,58.8,,,,,,60.3,,,72.6,0,0,0,13,0,0,0,1,0
Scott Daly,18793,LS,DET,3,0,0,11,,,61.5,,,57.8,58.9,,,64.8,0,0,12,0,0,0,12,0,0
Christian Kuntz,20035,LS,PIT,3,0,0,25,,,42.7,,,0.0,40.7,,,26.1,0,1,10,0,0,0,19,0,2
Ross Dwelley,20994,TE,SF,3,0,0,28,,,61.9,,,,64.3,,,71.9,0,0,19,0,13,11,10,8,0
Greg Joseph,22842,K,MIN,3,0,0,18,,67.6,,,67.7,,60.2,,,62.1,0,0,11,0,14,0,0,0,0
Cole Strange,22976,G,NE,2,0,0,19,,,60.2,,,,61.2,,,67.9,0,0,8,0,0,0,0,0,0
K.J. Osborn,23503,WR,MIN,1,0,0,18,,,,,,,60.0,,,61.6,0,0,0,0,1,0,0,0,0
Dylan Cole,24304,LB,CHI,2,0,0,6,59.7,,,,,,65.6,,,68.5,0,0,0,13,7,12,10,5,0
Nathan Shepherd,24614,DI,NO,3,0,0,20,59.0,,,,,,59.9,,,66.4,0,0,0,10,0,0,0,1,0
Foyesade Oluokun,24904,LB,JAX,3,0,0,15,60.0,,,,,,61.8,,,65.4,0,0,0,13,0,0,0,3,0
Levi Wallace,25445,CB,PIT,3,0,0,25,60.6,,,,,,62.4,,,70.4,0,0,0,13,0,0,0,1,0
Darius Slayton,25578,WR,NYG,1,0,0,21,,,,,,,60.0,,,62.5,0,0,0,0,0,0,0,0,0
Sean Murphy-Bunting,25891,CB,TEN,1,0,0,31,60.0,,,,,,60.0,,,61.3,0,0,0,1,0,0,0,0,0
Clelin Ferrell,25955,ED,SF,3,0,0,28,59.2,,,,,,59.6,,,65.9,0,0,0,8,0,0,0,0,0
Dexter Lawrence,25991,DI,NYG,1,0,0,21,59.4,,,,,,60.6,,,67.7,0,0,0,2,0,0,0,1,0
KhaDarel Hodge,26104,WR,ATL,3,0,0,2,,,,,,,61.4,,,72.6,0,0,0,0,15,13,12,10,0
Tae Davis,26296,LB,ATL,3,2,0,2,59.9,,,,,,66.0,,,71.3,1,0,0,10,15,13,14,15,0
Maxx Crosby,26316,ED,LV,3,0,0,23,58.9,,,,,,59.8,,,68.6,0,0,0,15,0,0,0,1,0
Harrison Bryant,26394,TE,CLV,3,0,0,8,,,,,,,54.3,,,67.4,0,0,0,0,0,10,15,0,0
Jeremiah Moon,26453,ED,BLT,1,0,0,3,,,,,,,64.6,,,69.3,0,0,0,0,5,6,0,7,0
Josh Jones,26634,T,HST,3,0,0,13,,,25.8,,,,29.3,,,68.5,0,0,16,0,0,0,0,0,0
D.J. Reed,26940,CB,NYJ,2,0,0,22,,,,,,,60.0,,,68.7,0,0,0,0,0,0,0,3,0
Trent Sieg,27036,LS,DAL,3,0,0,9,,,73.0,,,54.5,62.0,,,64.2,0,0,17,0,0,0,8,0,0
Jack Driscoll,27064,T,PHI,3,0,0,24,,,62.3,,,,62.0,,,70.1,0,0,18,0,0,0,0,0,0
Bryce Huff,27128,ED,NYJ,3,0,0,22,,,,,,,61.6,,,71.2,0,0,0,0,3,12,0,12,0
Siran Neal,27130,CB,BUF,3,1,0,4,60.0,,,,,,65.1,,,73.7,0,0,0,7,19,11,5,10,1
Chris Evans,27303,HB,CIN,1,0,0,7,,,,62.3,,,49.0,,,68.3,0,0,0,0,2,6,10,7,0
Ben Bredeson,27305,G,NYG,2,0,0,21,,,60.0,,,,60.1,,,62.8,0,0,3,0,0,0,0,0,0
Mike Onwenu,27357,G,NE,2,0,0,19,,,60.0,,,,60.6,,,63.8,0,0,8,0,0,0,0,0,0
Tyrone Wheatley Jr.,27361,T,NE,2,0,0,19,,,60.0,,,,60.4,,,63.4,0,0,5,0,0,0,0,0,0
Devin Bush,27375,LB,SEA,2,0,0,29,,,,,,,49.7,,,65.6,0,0,0,0,9,0,4,0,0
David Long Jr.,27377,S,LV,3,0,0,23,60.0,,,,,,60.4,,,72.2,0,0,0,1,1,0,0,10,0
Josh Uche,27379,ED,NE,2,0,0,19,,,,,,,72.1,,,66.1,0,0,0,0,0,12,0,3,0
Nick Bawden,27413,FB,NYJ,3,0,0,22,,,,,,,57.2,,,29.7,0,1,0,0,13,17,17,11,0
Rashaad Penny,27414,HB,PHI,1,0,0,24,,,,59.6,,,60.0,,,60.9,0,0,0,0,0,2,0,0,0
Corey Bojorquez,27626,P,CLV,3,0,0,8,,,60.0,,,,61.5,,71.3,67.9,0,1,12,0,0,0,15,0,0
Khalil Dorsey,27819,CB,DET,1,1,0,11,59.9,,,57.8,,,90.0,,,72.4,0,0,0,4,4,5,5,5,2
Armon Watts,27844,DI,PIT,1,0,0,25,59.8,,,,,,60.0,,,63.1,0,0,0,1,0,0,0,0,0
Ben Skowronek,27948,WR,LA,3,0,0,26,,,,,,,58.1,,,29.3,0,1,0,0,17,15,9,12,1
Dre'Mont Jones,28075,DI,SEA,3,0,0,29,58.6,,,,,,58.8,,,67.0,0,0,0,17,0,0,0,0,0
Malik Harrison,28081,LB,BLT,3,1,0,3,60.0,,,,,,68.7,,,71.2,0,0,0,13,15,15,14,15,0
Neville Gallimore,28094,DI,DAL,1,0,0,9,59.4,,,,,,59.8,,,63.7,0,0,0,1,0,0,0,0,0
Daniel Carlson,28121,K,LV,3,0,0,23,,71.0,,,64.6,,60.2,,,61.9,0,0,8,0,11,0,0,0,1
Shane Lemieux,28149,G,NYG,2,0,0,21,,,60.0,,,,60.8,,,64.7,0,0,6,0,0,0,0,0,0
Tremon Smith,28196,CB,DEN,3,0,0,10,59.7,,,,,,59.7,,,28.1,0,2,0,17,15,21,11,5,1
Calvin Throckmorton,28238,G,CAR,3,0,0,5,,,61.2,,,,61.2,,,62.7,0,0,11,0,0,0,0,0,0
Troy Dye,28251,LB,MIN,3,0,0,18,60.0,,,,,,90.0,,,72.5,0,0,0,5,14,16,11,13,1
Brenden Schooler,28253,S,NE,3,0,0,19,90.8,,,,,,90.4,,,77.0,2,0,0,14,12,15,17,16,2
Ryan Bates,28300,C,BUF,3,0,0,4,,,60.3,,,,61.0,,,64.6,0,0,16,0,0,0,0,0,0
Juwan Johnson,28305,TE,NO,3,0,0,20,,,60.0,,,,54.3,,,65.6,0,0,4,0,0,7,0,0,0
Kevin Givens,28308,DI,SF,3,0,0,28,58.5,,,,,,58.7,,,66.5,0,0,0,8,0,0,0,0,0
Olisaemeka Udoh,28394,T,MIN,2,0,0,18,,,60.0,,,,61.2,,,67.8,0,0,5,0,0,0,0,0,0
Myles Adams,28430,DI,SEA,2,0,0,29,59.4,,,,,,59.8,,,64.5,0,0,0,8,0,0,0,0,0
Bilal Nichols,28451,DI,LV,3,0,0,23,58.5,,,,,,59.3,,,67.7,0,0,0,11,0,0,0,1,0
Nate Herbig,28844,G,PIT,3,0,0,25,,,62.0,,,,61.9,,,70.0,0,0,10,0,0,0,0,0,0
DeShon Elliott,28854,S,MIA,3,0,0,17,59.8,,,,,,61.5,,,63.1,0,0,0,13,0,9,0,0,0
Richie James,28991,WR,KC,2,0,0,16,,,,57.4,,,60.5,41.0,,63.1,0,0,0,0,0,7,0,10,0
Logan Cooke,29214,P,JAX,3,0,0,15,,,60.0,,,,61.5,,66.4,68.2,0,0,13,0,0,0,12,0,0
Phil Haynes,29244,G,SEA,2,0,0,29,,,60.0,,,,60.8,,,64.1,0,0,11,0,0,0,0,0,0
Andre Dillard,29250,T,TEN,3,0,0,31,,,61.1,,,,61.3,,,66.4,0,0,11,0,0,0,0,0,0
Colton McKivitz,29314,T,SF,3,0,0,28,,,62.4,,,,62.0,,,70.4,0,0,19,0,0,0,0,0,0
David Long Jr.,29367,LB,MIA,3,0,0,17,,,,,,,73.6,,,65.1,0,0,0,0,0,0,5,0,1
Germaine Pratt,29407,LB,CIN,3,0,0,7,60.0,,,,,,61.3,,,67.0,0,0,0,8,0,1,0,1,0
Chris Board,29456,LB,NE,3,1,0,19,59.1,,,,,,62.0,,,38.1,1,1,0,14,12,15,17,16,2
Jason Sanders,29578,K,MIA,3,0,0,17,,55.8,,,71.3,,60.4,,,62.3,0,0,23,0,18,0,0,0,0
Wesley French,29608,C,IND,2,0,0,14,,,60.0,,,,60.6,,,63.9,0,0,8,0,0,0,0,0,0
Logan Wilson,29623,LB,CIN,3,0,0,7,60.0,,,,,,60.9,,,63.5,0,0,0,14,0,1,0,1,0
Austin Schlottmann,30097,C,MIN,1,0,0,18,,,60.0,,,,60.0,,,62.4,0,0,2,0,0,0,0,0,0
Ty Summers,30242,LB,NO,2,0,0,20,,,,,,,55.8,,,70.7,0,0,0,0,9,8,12,8,0
Andrew Van Ginkel,30267,ED,MIA,3,0,0,17,60.0,,,,,,54.7,,,69.9,1,0,0,2,13,5,5,4,0
Jacob Bobenmoyer,30352,LS,LV,3,1,0,23,,,53.2,,,0.0,53.2,,,64.4,1,0,8,0,0,0,9,0,0
Dillon Radunz,30551,G,TEN,2,0,0,31,,,60.0,,,,60.5,,,63.6,0,0,6,0,0,0,0,0,0
Cordell Volson,30614,G,CIN,3,0,0,7,,,60.0,,,,60.8,,,64.3,0,0,12,0,0,0,0,0,0
T.J. Edwards,30737,LB,CHI,3,1,0,6,59.7,,,,,,68.1,,,65.9,0,0,0,6,0,0,11,1,0
Will Dissly,30762,TE,SEA,2,0,0,29,,,60.9,,,,60.8,,,67.2,0,0,11,0,0,13,1,0,0
Dee Delaney,31078,CB,TB,3,0,0,30,,,,,,,60.9,,,65.9,0,0,0,0,14,1,0,1,0
George Odum,31342,S,SF,3,0,0,28,59.8,,,,,,68.4,,,70.1,0,0,0,8,20,11,10,13,2
Khalen Saunders,31534,DI,NO,1,0,0,20,59.8,,,,,,60.0,,,63.1,0,0,0,1,0,0,0,0,0
Mike Boone,31615,HB,HST,2,0,0,13,,,,57.1,,,68.2,,,62.3,0,0,0,0,2,9,0,0,1
Jakob Johnson,32565,FB,LV,3,0,0,23,,,,,,,71.7,,,65.4,0,0,0,0,0,17,9,0,1
Abdullah Anderson,32708,DI,WAS,3,0,0,32,59.0,,,,,,59.9,,,67.0,0,0,0,16,0,0,0,1,0
Britain Covey,32933,WR,PHI,3,0,0,24,,,,62.9,,,60.4,59.5,,63.4,0,0,0,0,0,3,0,12,0
Dane Jackson,32989,CB,BUF,3,0,0,4,60.0,,,,,,65.3,,,72.2,0,0,0,1,20,11,0,9,2
Tommy Townsend,33007,P,KC,3,0,0,16,,,60.0,,,,61.5,,67.0,68.6,0,0,14,0,0,0,10,0,0
Tyler Bass,33010,K,BUF,3,0,0,4,,80.8,,,72.8,,60.4,,,62.3,0,0,17,0,20,0,0,0,0
Chase McLaughlin,33285,K,TB,3,0,0,30,,76.1,,,,,60.0,,,61.3,0,0,12,0,0,0,0,0,0
Cam Gill,33560,LB,TB,3,0,0,30,60.0,,,,,,69.3,,,70.6,1,0,0,11,14,13,14,10,1
Eric Johnson,33698,DI,IND,3,0,0,14,59.6,,,,,,60.5,,,67.1,0,0,0,15,0,0,0,0,0
Jake Bailey,33963,P,MIA,3,0,0,17,,,60.7,,60.0,,61.9,,67.8,70.5,0,0,23,0,5,0,5,0,0
Mike Hughes,34057,CB,ATL,2,0,0,2,,,,57.1,,,60.5,64.2,,63.1,0,0,0,0,0,10,0,10,0
Kris Boyd,34222,CB,ARZ,3,1,0,1,,,,,,,55.8,,,27.2,1,1,0,0,17,14,9,10,0
Darnell Savage,34247,S,GB,3,0,0,12,59.7,,,,,,60.6,,,66.2,0,0,0,12,15,1,0,4,1
Jacob Harris,34255,WR,JAX,1,0,0,15,,,,,,,51.8,,,71.6,0,0,0,0,4,7,2,4,0
Zack Baun,34632,LB,NO,3,0,0,20,60.0,,,,,,89.3,,,71.2,0,0,0,10,14,15,17,11,0
Johnathan Abram,34646,S,NO,1,0,0,20,,,,,,,51.7,,,67.4,0,0,0,0,4,4,7,4,0
Ross Matiscik,34710,LS,JAX,3,0,0,15,,,69.9,,,82.2,87.3,,,64.8,0,0,13,0,0,0,12,0,2
Jack Fox,34735,P,DET,3,0,0,11,,,60.0,,57.3,,61.5,,72.8,66.8,0,0,12,0,15,0,12,0,0
Akeem Davis-Gaither,34788,LB,CIN,3,1,0,7,59.9,,,,,,67.7,,,29.8,1,1,0,5,12,15,18,14,0
Daniel Brunskill,34807,G,TEN,3,0,0,31,,,60.5,,,,60.7,,,60.7,0,0,11,0,0,0,0,0,0
Lawrence Cager,34914,TE,NYG,2,0,0,21,,,,,,,59.5,,,66.4,0,0,0,0,5,11,3,3,0
Jamel Dean,34918,CB,TB,2,0,0,30,,,,,,,59.8,,,66.1,0,0,0,0,10,0,0,1,0
Alec Ingold,34934,FB,MIA,3,0,0,17,,,,,,,55.4,,,64.4,0,0,0,0,0,16,5,0,0
David Wells,34985,TE,TB,3,0,0,30,,,,,,,60.8,,,70.2,0,0,0,0,0,13,4,1,0
Kirk Merritt,35096,WR,NO,1,0,0,20,,,,,,,72.8,,,65.4,0,0,0,0,0,6,0,0,0
Damien Harris,35134,HB,BUF,3,0,0,4,,,,62.5,,,56.9,,,66.7,0,0,0,0,0,11,4,7,0
Liam McCullough,35213,LS,ATL,3,0,0,2,,,69.9,,,82.6,64.5,,,65.0,0,0,13,0,0,0,14,0,0
Michael Dickson,35381,P,SEA,3,0,0,29,,,60.3,,,,61.7,,78.3,69.7,0,0,18,0,0,0,9,0,0
Blake Cashman,35413,LB,HST,2,1,0,13,60.0,,,,,,59.7,,,69.6,0,0,0,5,9,10,7,4,0
Blake Ferguson,35517,LS,MIA,3,0,0,17,,,69.3,,,56.2,62.8,,,63.7,0,0,23,0,0,0,5,0,0
Adam Prentice,35639,FB,NO,3,1,1,20,,,,,,,67.6,,,68.8,0,1,0,0,0,15,17,2,0
David Edwards,35941,G,BUF,3,0,0,4,,,60.4,,,,61.1,,,64.8,0,0,17,0,0,0,0,0,0
Tanner Muse,35997,LB,LAC,3,0,0,27,60.0,,,,,,64.4,,,68.6,0,0,0,16,17,17,12,7,0
Darrell Taylor,36001,ED,SEA,3,0,0,29,59.6,,,,,,59.8,,,62.9,0,0,0,14,0,0,0,0,0
AJ Cole,36038,P,LV,3,0,0,23,,,60.0,,,,61.1,,69.2,67.0,0,0,8,0,0,0,9,0,0
Jon Runyan,36661,G,GB,3,0,0,12,,,62.0,,,,61.3,,,62.0,0,0,12,0,0,0,0,0,0
Albert Huggins,36862,DI,ATL,1,0,0,2,59.6,,,,,,60.0,,,67.2,0,0,0,1,0,0,0,0,0
Jonah Jackson,37070,G,DET,3,0,0,11,,,62.5,,,,62.1,,,70.3,0,0,12,0,0,0,0,0,0
Shy Tuttle,37279,DI,CAR,3,0,0,5,58.6,,,,,,59.6,,,68.4,0,0,0,15,0,0,0,2,0
Erik McCoy,37347,C,NO,3,0,0,20,,,61.1,,,,61.1,,,61.5,0,0,12,0,0,0,0,0,0
Troy Reeder,38268,LB,LA,3,0,0,26,,,,,,,75.7,,,69.9,0,0,0,0,16,15,9,8,1
Juwann Winfree,38275,WR,IND,3,0,0,14,,,,,,,73.5,,,70.8,0,0,0,0,0,0,0,11,0
Camryn Bynum,38408,S,MIN,3,0,0,18,59.5,,,,,,59.7,,,62.7,0,0,0,17,0,0,0,0,0
Cameron Goode,38410,ED,MIA,3,0,0,17,,,,,,,56.0,,,69.5,1,0,0,0,23,12,2,7,0
Casey Toohill,38472,ED,WAS,3,0,0,32,59.9,,,,,,72.3,,,68.0,0,0,0,12,6,13,12,1,2
Matthew Adams,38526,LB,CLV,3,0,0,8,59.7,,,,,,77.0,,,73.7,0,0,0,7,17,10,15,24,2
Jake Curhan,38549,T,SEA,3,0,0,29,,,60.4,,,,61.1,,,64.7,0,0,18,0,0,0,0,0,0
Michael Deiter,38554,C,HST,3,0,0,13,,,60.3,,,,61.0,,,64.6,0,0,16,0,0,0,0,0,0
Folorunso Fatukasi,38558,DI,JAX,2,0,0,15,,,,,,,60.2,,,67.0,0,0,0,0,0,0,0,2,0
Maurice Hurst,38563,DI,CLV,3,0,0,8,60.0,,,,,,61.0,,,64.8,0,0,0,5,0,0,0,1,0
Eric Wilson,38587,LB,GB,3,0,0,12,60.0,,,,,,60.9,,,72.4,0,0,0,1,15,15,13,12,1
Evan Brown,38709,C,SEA,2,0,0,29,,,60.2,,,,61.0,,,63.8,0,0,6,0,0,0,0,0,0
JK Scott,38809,P,LAC,3,0,0,27,,,60.0,,,,61.6,,62.9,68.7,0,0,15,0,0,0,12,0,0
Mitchell Fraboni,38930,LS,DEN,3,1,0,10,,,69.9,,,68.9,70.0,,,64.6,1,0,13,0,0,0,11,0,0
Justin Skule,38951,T,TB,3,0,0,30,,,60.0,,,,26.2,,,64.3,0,0,12,0,0,0,0,0,0
Curtis Bolton,39043,LB,LV,3,0,0,23,59.7,,,,,,67.0,,,66.8,0,0,0,10,8,11,5,4,0
Joey Slye,39235,K,WAS,3,0,0,32,,60.2,,,69.2,,60.2,,,62.0,0,0,12,0,12,0,0,0,0
Nick Allegretti,39268,G,KC,3,0,0,16,,,60.0,,,,60.9,,,64.4,0,0,14,0,0,0,0,0,0
Coleman Shelton,39316,C,LA,2,0,0,26,,,60.0,,,,60.7,,,64.0,0,0,10,0,0,0,0,0,0
Will Clapp,39386,C,LAC,3,0,0,27,,,60.2,,,,61.0,,,64.5,0,0,15,0,0,0,0,0,0
Daniel Jones,39395,QB,NYG,1,0,0,21,,,,,,,60.0,,,62.5,0,0,0,0,0,0,0,0,0
Terence Steele,39461,T,DAL,2,0,0,9,,,61.0,,,,61.5,,,68.8,0,0,11,0,0,0,0,0,0
Boston Scott,39462,HB,PHI,2,0,0,24,,,,57.8,,,63.8,,,67.8,0,0,0,0,8,6,0,5,0
Michael Dunn,39676,G,CLV,2,0,0,8,,,61.3,,,,61.7,,,69.4,0,0,8,0,0,0,0,0,0
Cody Ford,39805,G,CIN,3,0,0,7,,,62.0,,,,61.3,,,62.0,0,0,12,0,0,0,0,0,0
Devin Duvernay,40006,WR,BLT,3,0,0,3,,,,58.8,,,61.3,69.1,,64.4,0,0,0,0,4,15,0,15,0
