player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Deshaun Watson,11767,QB,CLV,3,2.77,0,121,8,72.6,84,92,10.9,3.19,2,4,4.1,60.9,56,41,8.2,110,90.9,5,32,,26.0,69.1,0.0,69.2,,64.0,3,2,118,26.8,86.3,10.0,11,7,0,3,4,3,2.5,619,6.7,73.8,65,70,8.7,2.89,2,3,4.1,62.9,44,28,8.3,81,66.9,4,23,,54.0,67.1,0.0,69.2,,59.0,2,1,86,21.4,81.7,7.4,6,5,0,1,2,1,1.2,397,5.7,75.9,29,32,11.1,3.65,0,1,2.9,65.6,21,16,4.5,40,33.1,1,13,,20.8,67.9,77.6,65.0,,68.5,1,1,43,31.3,101.2,12.5,5,3,0,2,2,2,4.7,281,8.8,0,90.0,10,10,-3.0,2.58,0,0,0.0,90.0,9,3,0.0,11,9.1,0,4,,71.9,59.8,72.6,61.9,,58.3,0,0,11,0.0,91.3,0.0,0,1,0,0,0,0,0.0,59,5.9,3.11
Daniel Jones,39395,QB,NYG,3,12.14,0,120,21,72.9,85,91,8.1,2.95,1,2,2.1,63.7,58,55,6.5,114,95.0,4,30,,63.4,67.6,82.8,62.1,,74.8,1,4,123,21.8,70.1,10.5,12,11,0,4,2,3,2.4,565,6.2,69.2,65,67,7.3,2.9,0,0,0.0,61.2,41,41,8.9,84,70.0,4,19,,56.8,54.5,82.0,48.2,,70.6,0,4,92,19.5,56.3,9.5,8,9,0,2,2,3,3.3,292,4.4,84.6,26,30,7.3,2.82,1,2,6.7,73.3,22,15,0.0,36,30.0,0,11,,78.6,91.4,76.9,88.6,,74.7,1,0,37,26.7,101.8,11.1,4,2,0,2,0,0,0.0,278,9.3,0,83.3,6,6,-3.7,1.57,0,0,0.0,83.3,5,1,0.0,6,5.0,0,0,,68.9,59.2,70.6,59.1,,,0,0,6,0.0,79.2,0.0,0,0,0,0,0,0,0.0,5,0.8,4.91
Russell Wilson,7077,QB,DEN,3,-4.36,0,118,10,75.9,83,93,10.5,3.11,2,7,6.8,65.6,61,46,3.2,107,90.7,2,34,,33.5,76.2,82.9,74.5,,64.9,2,2,118,21.7,103.8,9.3,10,4,2,4,6,4,3.4,771,8.3,77.0,74,83,8.6,2.9,1,4,4.5,66.3,55,39,3.5,93,78.8,2,27,,55.3,74.7,82.5,72.5,,67.1,2,2,99,17.9,89.4,7.5,7,3,2,4,3,3,3.0,599,7.2,76.5,17,21,12.0,3.48,1,3,11.5,61.9,13,9,0.0,25,21.2,0,8,,26.0,70.3,76.1,70.5,,58.3,0,0,30,33.3,131.3,12.0,3,1,0,3,3,1,3.3,192,9.1,0,87.5,8,11,-3.9,2.14,0,0,0.0,63.6,7,2,0.0,11,9.3,0,1,,71.9,60.9,72.6,60.7,,,0,0,11,0.0,67.6,0.0,0,0,0,3,0,0,0.0,20,1.8,1.92
Kenny Pickett,60515,QB,PIT,3,18.18,0,114,25,64.4,87,94,8.6,2.95,1,1,1.0,56.4,53,52,5.4,104,91.2,3,25,,86.0,52.3,82.6,50.7,,65.4,1,3,108,15.4,78.0,7.7,8,2,1,4,4,4,3.7,633,6.7,65.0,80,88,7.6,2.83,2,1,1.1,56.8,50,48,3.8,98,86.0,2,20,,85.6,47.5,82.5,45.8,,65.4,1,3,102,16.7,67.9,8.2,8,2,1,4,2,4,3.9,530,6.0,81.3,16,16,7.3,2.88,0,0,0.0,75.0,12,5,7.7,16,14.0,1,6,,73.9,79.8,73.9,78.1,,,0,0,16,0.0,145.6,0.0,0,0,0,0,2,0,0.0,159,9.9,0,100.0,9,10,-3.4,1.62,1,0,0.0,90.0,9,1,0.0,10,8.8,0,1,,71.4,65.1,72.3,64.6,,,0,0,10,0.0,90.0,0.0,0,0,0,0,0,0,0.0,56,5.6,3.92
Justin Fields,82118,QB,CHI,3,10.09,0,114,6,66.2,65,74,9.9,3.46,2,4,5.3,55.4,41,54,4.7,99,86.8,2,27,,31.3,62.1,29.9,53.1,,82.5,3,3,101,24.1,70.4,13.1,13,12,0,4,3,4,4.0,453,6.1,68.1,69,76,7.4,3.06,2,4,5.2,56.6,43,39,8.5,93,81.6,4,24,,29.8,53.7,28.1,48.1,,73.6,3,4,95,23.1,63.8,9.7,9,7,0,2,3,4,4.2,425,5.6,80.0,10,12,10.7,4.12,0,0,0.0,66.7,8,15,0.0,21,18.4,0,6,,75.9,86.8,75.2,77.2,,80.5,0,0,23,26.7,93.1,19.0,4,5,0,2,0,0,0.0,102,8.5,0,85.7,14,14,-1.9,1.91,0,0,0.0,71.4,10,0,16.7,15,13.2,2,3,,74.2,61.4,74.1,62.9,,58.3,0,1,17,,53.9,0.0,0,0,0,0,0,0,0.0,74,5.3,2.91
Dak Prescott,10769,QB,DAL,3,0.14,0,112,9,75.0,84,89,7.5,2.56,1,3,3.0,65.2,58,29,7.9,96,85.7,5,32,,58.2,63.6,39.8,58.5,,86.3,1,1,106,10.3,86.0,3.1,3,4,0,3,2,3,2.8,573,6.4,77.6,67,71,6.6,2.28,0,3,3.9,67.6,48,17,7.7,77,68.8,4,29,,51.7,66.4,34.9,60.0,,90.0,2,1,83,5.9,90.8,1.3,1,3,0,2,2,3,3.6,491,6.9,79.3,29,31,5.0,2.71,1,0,0.0,67.7,21,14,8.7,35,31.3,2,8,,78.9,56.5,77.1,57.3,,58.3,0,0,39,14.3,90.3,5.7,2,1,0,1,1,0,0.0,156,5.0,0,100.0,12,13,-3.0,1.53,0,0,0.0,84.6,11,2,8.3,16,14.3,1,5,,73.9,62.0,73.9,61.7,,,1,0,16,0.0,116.0,0.0,0,0,0,0,1,0,0.0,74,5.7,-1.89
Geno Smith,7820,QB,SEA,3,21.09,0,112,29,82.1,84,95,8.8,3.05,0,3,2.9,68.4,65,41,5.8,104,92.9,4,39,,86.3,75.8,83.1,74.4,,62.4,1,1,115,12.2,100.4,4.8,5,4,1,9,4,4,3.5,722,7.6,80.7,57,68,7.5,2.8,0,0,0.0,61.8,42,29,8.7,74,66.1,4,20,,84.1,61.1,82.4,58.6,,67.4,1,1,83,13.8,79.7,5.4,4,2,1,9,2,4,4.8,367,5.4,87.9,33,35,8.7,3.23,1,3,8.1,82.9,29,13,0.0,38,33.9,0,20,,79.0,91.4,77.2,91.3,,54.5,0,0,40,7.7,129.6,2.6,1,2,0,1,2,0,0.0,369,10.5,0,100.0,6,8,-4.2,1.7,1,0,0.0,75.0,6,1,0.0,8,7.1,0,1,,70.3,61.4,71.5,61.2,,,0,0,8,0.0,77.1,0.0,0,0,0,1,0,0,0.0,14,1.8,5.14
Jalen Hurts,40291,QB,PHI,3,-3.49,0,109,24,76.9,78,86,10.3,3.25,0,4,4.4,65.1,56,39,6.7,102,93.6,4,28,,40.6,66.0,83.6,69.1,,53.4,2,3,108,20.5,83.7,7.8,8,8,0,6,3,5,4.6,625,7.3,80.6,67,73,8.2,3.0,0,4,5.3,68.5,50,28,7.4,82,75.2,4,22,,33.6,66.1,83.2,69.2,,54.7,1,2,87,10.7,89.1,3.7,3,6,0,5,3,4,4.6,484,6.6,72.2,18,20,13.2,3.57,0,0,0.0,65.0,13,11,0.0,27,24.8,0,6,,77.2,64.3,76.0,65.9,,54.5,1,1,29,45.5,67.9,18.5,5,2,0,1,0,1,3.4,156,7.8,0,100.0,7,7,-2.4,1.54,0,0,0.0,100.0,7,0,0.0,7,6.4,0,0,,70.3,66.8,71.5,66.2,,,0,0,8,,79.2,0.0,0,0,0,0,0,0,0.0,15,2.1,1.17
Jordan Love,40306,QB,GB,3,6.26,0,107,12,57.1,84,87,12.2,2.88,1,4,4.3,51.7,45,23,6.3,97,90.7,3,32,,57.3,65.0,30.2,62.1,,73.6,1,1,102,13.0,90.6,3.1,3,7,0,1,6,4,3.9,569,6.5,56.7,67,70,11.0,2.52,2,3,4.1,51.4,36,17,5.3,80,74.8,2,25,,84.4,68.9,24.7,65.4,,75.9,1,1,83,17.6,87.1,3.8,3,6,0,0,5,2,2.4,408,5.8,68.0,25,26,10.7,3.55,0,1,3.3,57.7,15,6,11.8,27,25.2,2,10,,26.0,54.5,76.3,55.5,,58.3,0,0,31,0.0,115.4,0.0,0,1,0,1,2,2,6.5,247,9.5,0,87.5,8,9,-2.8,1.82,1,0,0.0,66.7,6,0,14.3,10,9.3,1,3,,72.4,64.2,72.9,63.7,,,0,0,12,,134.5,0.0,0,0,0,0,1,0,0.0,86,9.6,3.67
Lamar Jackson,46416,QB,BLT,3,12.77,0,107,3,76.1,67,69,9.5,3.03,0,3,4.0,69.6,48,26,5.9,89,83.2,3,30,,26.3,81.1,83.1,73.6,,81.0,1,1,98,26.9,95.6,7.9,7,13,0,1,2,4,4.1,528,7.7,75.4,61,63,7.6,2.66,0,2,3.0,69.8,44,22,4.3,76,71.0,2,23,,29.7,74.8,82.8,64.6,,83.9,1,1,82,27.3,92.2,7.9,6,7,0,1,2,3,3.7,423,6.7,90.9,22,23,5.7,3.21,0,1,4.0,82.6,19,8,5.0,31,29.0,1,10,,18.9,74.3,76.6,75.0,,61.2,0,0,34,25.0,100.2,6.5,2,6,0,1,0,2,5.9,185,8.0,0,93.8,16,17,-3.3,1.78,0,0,0.0,88.2,15,4,0.0,18,16.8,0,3,,20.5,44.7,74.3,45.5,,,0,0,18,25.0,86.3,5.6,1,0,0,1,0,1,5.6,80,4.7,1.33
Jared Goff,10635,QB,DET,3,5.16,0,107,11,78.8,85,93,9.0,2.69,2,5,5.2,68.8,64,36,4.5,97,90.7,3,36,,85.8,83.9,83.1,81.9,,65.7,1,2,102,8.3,103.9,3.1,3,1,1,4,5,2,2.0,793,8.5,80.6,72,80,6.6,2.4,3,5,6.0,68.8,55,28,5.2,82,76.6,3,28,,84.8,79.3,82.8,76.8,,68.7,1,2,87,7.1,89.8,2.4,2,0,1,3,3,2,2.3,544,6.8,81.8,22,23,12.2,3.11,0,0,0.0,73.9,17,8,5.6,25,23.4,1,11,,76.6,82.3,75.6,81.9,,58.3,0,0,26,12.5,142.3,4.0,1,1,0,1,2,0,0.0,274,11.9,0,100.0,9,10,-3.0,1.32,1,0,0.0,80.0,8,0,11.1,10,9.3,1,3,,71.9,65.3,72.6,64.8,,,0,0,11,,79.2,0.0,0,0,0,0,0,0,0.0,25,2.5,5.11
Desmond Ridder,55086,QB,ATL,3,-10.93,0,107,2,66.7,72,77,8.9,2.91,1,2,2.4,58.4,45,42,6.3,95,88.8,3,24,,30.5,38.2,36.5,38.8,,53.1,0,1,103,28.6,75.9,12.6,12,6,0,4,1,7,6.8,485,6.3,70.7,58,59,6.3,2.59,0,1,1.6,66.1,39,24,4.9,72,67.3,2,18,,27.6,39.2,30.0,38.9,,55.2,0,1,77,33.3,80.3,11.1,8,5,0,1,1,6,7.8,348,5.9,72.0,25,29,9.2,3.14,1,1,3.2,55.2,16,18,11.1,35,32.7,2,9,,78.7,50.8,77.0,52.4,,54.7,0,0,38,22.2,89.0,11.4,4,1,0,3,1,1,2.6,205,7.1,0,100.0,11,11,-4.0,1.68,0,0,0.0,90.9,10,0,9.1,12,11.2,1,3,,72.4,65.5,72.9,65.0,,,0,0,12,,122.7,0.0,0,0,0,0,1,0,0.0,68,6.2,1.17
Tua Tagovailoa,60326,QB,MIA,3,3.8,0,105,17,75.0,88,91,11.1,2.34,2,8,8.5,68.1,62,22,6.1,95,90.5,4,49,,55.4,92.3,82.8,92.6,,42.5,0,2,98,4.5,110.4,1.1,1,2,0,1,5,2,2.0,926,10.2,76.4,72,74,8.5,2.05,2,6,8.1,70.3,52,16,5.5,76,72.4,3,37,,48.2,91.3,82.3,92.0,,37.3,0,1,76,6.3,121.2,1.3,1,0,0,0,6,1,1.3,696,9.4,80.8,26,27,12.5,2.75,0,2,6.7,74.1,20,6,4.8,29,27.6,1,17,,77.7,85.1,76.4,83.3,,61.8,0,1,32,0.0,123.7,0.0,0,2,0,1,2,1,3.1,328,12.1,0,100.0,10,10,-3.9,1.33,0,0,0.0,100.0,10,0,0.0,10,9.5,0,5,,71.4,67.6,72.3,66.9,,,0,0,10,,147.1,0.0,0,0,0,0,3,0,0.0,98,9.8,2.74
