player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Ed Ingram,59819,G,MIN,3,1,18,49.0,6,4,148,100.0,100.0,94.6,1,13,3,155,155,35.1,6,2,68,100.0,100.0,91.2,10,2,74,74
Ikem Ekwonu,98286,T,CAR,3,1,5,48.9,3,4,145,100.0,100.0,96.9,1,8,1,155,155,42.0,2,3,90,100.0,100.0,96.1,6,1,97,97
Chandler Zavala,144009,G,CAR,3,0,5,6.2,7,14,145,100.0,100.0,90.7,0,24,3,155,155,7.7,6,11,90,100.0,100.0,88.3,19,2,97,97
Brian O'Neill,46854,T,MIN,3,0,18,75.8,1,3,148,100.0,100.0,98.0,1,5,1,155,155,70.4,1,2,68,100.0,100.0,96.3,4,1,74,74
Taylor Moton,11819,T,CAR,3,0,5,71.8,0,10,145,100.0,100.0,96.6,0,10,0,155,155,69.1,0,8,90,100.0,100.0,95.6,8,0,97,97
Ezra Cleveland,41973,G,MIN,3,0,18,76.6,2,4,148,100.0,100.0,98.0,0,6,0,155,155,62.1,2,4,68,100.0,100.0,95.6,6,0,74,74
Bradley Bozeman,27934,C,CAR,3,0,5,34.4,1,6,145,100.0,100.0,96.9,0,8,1,155,155,25.6,1,6,90,100.0,100.0,95.0,8,1,97,97
Austin Schlottmann,30097,C,MIN,3,0,18,70.0,1,5,143,100.0,100.0,97.2,0,7,1,150,150,67.2,1,4,66,100.0,100.0,96.2,5,0,72,72
Shaq Mason,9564,G,HST,3,0,13,55.5,0,9,137,100.0,100.0,96.0,0,10,1,147,147,37.3,0,8,63,100.0,100.0,93.7,8,0,67,67
Josh Jones,26634,T,HST,3,0,13,54.1,3,5,137,100.0,100.0,96.4,4,9,1,147,147,46.4,3,4,63,100.0,100.0,92.9,8,1,67,67
Jarrett Patterson,81775,C,HST,3,0,13,60.2,1,2,137,100.0,100.0,98.9,0,3,0,147,147,69.2,1,1,63,100.0,100.0,98.4,2,0,67,67
Steve Avila,77319,G,LA,3,0,26,54.7,1,8,138,100.0,100.0,96.7,0,9,0,145,145,43.2,0,7,69,100.0,100.0,94.9,7,0,73,73
Coleman Shelton,39316,C,LA,3,1,26,50.8,3,7,138,100.0,100.0,96.4,1,10,0,145,145,40.2,2,5,69,100.0,100.0,94.9,7,0,73,73
Rob Havenstein,9490,T,LA,3,0,26,51.0,1,5,138,100.0,100.0,97.8,0,6,0,145,145,52.2,1,4,69,100.0,100.0,96.4,5,0,73,73
Jamaree Salyer,81656,G,LAC,3,0,27,63.7,2,2,136,100.0,100.0,97.8,0,5,1,144,144,69.4,1,0,57,100.0,100.0,99.1,1,0,60,60
Zion Johnson,99681,G,LAC,3,0,27,66.7,0,2,136,100.0,100.0,97.8,0,4,2,144,144,55.8,0,2,57,100.0,100.0,94.7,4,2,60,60
Corey Linsley,8796,C,LAC,3,0,27,54.3,1,5,136,100.0,100.0,97.8,0,6,0,144,144,50.4,1,3,57,100.0,100.0,96.5,4,0,60,60
Rashawn Slater,59971,T,LAC,3,0,27,88.2,1,2,136,100.0,100.0,98.9,1,3,0,144,144,91.3,0,1,57,100.0,100.0,99.1,1,0,60,60
Trey Pipkins III,91462,T,LAC,3,1,27,70.6,1,3,136,100.0,99.3,97.1,1,6,2,143,144,63.0,1,3,57,100.0,100.0,93.0,6,2,60,60
David Andrews,9948,C,NE,3,0,19,67.5,2,2,135,100.0,100.0,98.5,0,4,0,141,141,69.3,1,2,76,100.0,100.0,98.0,3,0,77,77
Creed Humphrey,59996,C,KC,3,0,16,74.8,0,0,131,100.0,100.0,100.0,0,0,0,139,139,79.7,0,0,66,100.0,100.0,100.0,0,0,72,72
Joe Thuney,10712,G,KC,3,0,16,76.2,2,6,131,100.0,100.0,96.9,0,8,0,139,139,65.4,1,5,66,100.0,100.0,95.5,6,0,72,72
Trey Smith,62960,G,KC,3,0,16,73.2,1,3,131,100.0,100.0,98.5,1,4,0,139,139,66.6,1,3,66,100.0,100.0,97.0,4,0,72,72
Donovan Smith,9467,T,KC,3,1,16,58.1,3,10,130,100.0,100.0,95.0,3,13,0,138,138,46.2,2,8,65,100.0,100.0,92.3,10,0,71,71
Nick Gates,29476,C,WAS,3,0,32,57.0,3,2,124,100.0,100.0,94.8,1,9,4,138,138,45.4,2,2,69,100.0,100.0,92.8,7,3,77,77
Saahdiq Charles,59820,G,WAS,3,0,32,67.9,0,4,124,100.0,100.0,96.8,1,6,2,138,138,57.7,0,3,69,100.0,100.0,94.9,5,2,77,77
Charles Leno Jr.,8880,T,WAS,3,0,32,70.8,2,3,124,100.0,100.0,97.2,1,6,1,138,138,65.3,0,2,69,100.0,100.0,97.1,3,1,77,77
Andrew Wylie,12333,T,WAS,3,0,32,58.1,2,3,124,100.0,100.0,95.6,1,8,3,138,138,45.9,2,2,69,100.0,100.0,92.8,7,3,77,77
Ben Bartch,84236,G,JAX,3,0,15,45.7,2,5,131,100.0,100.0,95.8,0,9,2,137,137,44.6,1,1,55,100.0,100.0,94.5,4,2,57,57
Walker Little,52287,T,JAX,3,0,15,77.1,0,3,131,100.0,100.0,98.9,1,3,0,137,137,73.6,0,3,55,100.0,100.0,97.3,3,0,57,57
Luke Fortner,42028,C,JAX,3,0,15,43.0,1,5,131,100.0,100.0,96.9,0,7,1,137,137,21.1,1,3,55,100.0,100.0,94.5,5,1,57,57
Cordell Volson,30614,G,CIN,3,0,7,5.2,1,7,127,100.0,100.0,96.1,0,9,1,135,135,8.2,0,5,57,100.0,100.0,93.9,6,1,61,61
Ted Karras,10855,C,CIN,3,0,7,53.0,2,1,127,100.0,100.0,97.2,1,5,2,135,135,47.9,0,1,57,100.0,100.0,95.6,3,2,61,61
Alex Cappa,66578,G,CIN,3,0,7,66.3,1,5,127,100.0,100.0,97.6,0,6,0,135,135,69.5,0,4,57,100.0,100.0,96.5,4,0,61,61
Orlando Brown Jr.,46227,T,CIN,3,0,7,60.1,4,4,127,100.0,100.0,96.9,0,8,0,135,135,52.7,3,3,57,100.0,100.0,94.7,6,0,61,61
Sam Cosmi,60114,G,WAS,3,0,32,78.3,0,2,122,100.0,100.0,99.2,1,2,0,135,135,73.8,0,2,69,100.0,100.0,98.6,2,0,76,76
Jonah Williams,41651,T,CIN,3,0,7,58.8,2,1,127,100.0,100.0,97.2,0,5,2,135,135,54.1,0,0,57,100.0,100.0,96.5,2,2,61,61
Braden Smith,46794,T,IND,3,1,14,56.8,2,5,131,100.0,100.0,97.3,2,7,0,134,134,57.5,2,2,60,100.0,100.0,96.7,4,0,62,62
Bernhard Raimann,77948,T,IND,3,0,14,80.5,1,3,131,100.0,100.0,98.5,0,4,0,134,134,64.3,1,3,60,100.0,100.0,96.7,4,0,62,62
John Michael Schmitz Jr.,55238,C,NYG,3,0,21,39.0,1,4,124,100.0,100.0,97.2,0,6,1,134,134,24.7,1,3,58,100.0,100.0,96.6,4,0,66,66
Quenton Nelson,12954,G,IND,3,0,14,86.4,1,1,130,100.0,100.0,99.2,0,2,0,133,133,84.2,1,1,60,100.0,100.0,98.3,2,0,62,62
George Fant,11282,T,HST,3,0,13,74.4,1,6,122,100.0,100.0,96.3,1,8,1,132,132,77.4,1,3,54,100.0,100.0,96.3,4,0,58,58
Evan Neal,99063,T,NYG,3,1,21,36.9,3,9,122,100.0,100.0,94.3,2,13,1,132,132,29.5,2,6,56,100.0,100.0,92.9,8,0,64,64
Connor McGovern,41714,G,BUF,3,0,4,76.7,0,5,123,100.0,100.0,97.2,0,6,1,131,131,67.5,0,5,59,100.0,100.0,94.1,6,1,64,64
Dion Dawkins,11818,T,BUF,3,0,4,81.4,0,5,123,100.0,100.0,98.0,0,5,0,131,131,71.6,0,4,59,100.0,100.0,96.6,4,0,64,64
O'Cyrus Torrence,102821,G,BUF,3,1,4,75.2,1,4,123,100.0,100.0,98.0,1,5,0,131,131,63.4,1,4,59,100.0,100.0,95.8,5,0,64,64
Spencer Brown,42296,T,BUF,3,0,4,58.0,1,7,123,100.0,100.0,95.9,1,9,1,131,131,43.1,1,4,59,100.0,100.0,94.1,6,1,64,64
Jawaan Taylor,41665,T,KC,3,1,16,69.7,1,3,123,100.0,100.0,98.4,4,4,0,131,131,65.4,1,3,62,100.0,100.0,96.8,4,0,68,68
Ben Powers,41482,G,DEN,3,0,10,52.6,0,8,116,100.0,100.0,96.6,0,8,0,129,129,40.6,0,8,66,100.0,100.0,93.9,8,0,72,72
Lloyd Cushenberry III,41924,C,DEN,3,0,10,64.4,1,0,116,100.0,100.0,99.6,0,1,0,129,129,54.4,1,0,66,100.0,100.0,99.2,1,0,72,72
Wyatt Teller,46131,G,CLV,3,1,8,69.5,2,1,121,100.0,100.0,97.9,1,4,1,129,129,57.5,2,1,53,100.0,100.0,95.3,4,1,57,57
Ethan Pocic,11813,C,CLV,3,1,8,63.9,0,4,121,100.0,100.0,97.5,1,5,1,129,129,55.3,0,3,53,100.0,100.0,97.2,3,0,57,57
Mitch Morse,9482,C,BUF,3,0,4,74.4,1,6,121,100.0,100.0,97.1,0,7,0,129,129,66.4,1,5,59,100.0,100.0,94.9,6,0,64,64
Joel Bitonio,8670,G,CLV,3,0,8,76.2,0,5,121,100.0,100.0,97.9,0,5,0,129,129,62.0,0,5,53,100.0,100.0,95.3,5,0,57,57
Quinn Meinerz,112915,G,DEN,3,0,10,55.0,2,3,116,100.0,100.0,97.8,0,5,0,129,129,50.5,1,3,66,100.0,100.0,97.0,4,0,72,72
Garett Bolles,11775,T,DEN,3,0,10,76.2,0,5,116,100.0,100.0,97.0,0,6,1,129,129,69.3,0,4,66,100.0,100.0,95.5,5,1,72,72
Jedrick Wills Jr.,58467,T,CLV,3,0,8,55.2,2,8,121,100.0,100.0,94.2,1,12,2,129,129,42.0,1,6,53,100.0,100.0,91.5,8,1,57,57
Mike McGlinchey,46275,T,DEN,3,1,10,51.3,2,9,114,100.0,100.0,93.4,1,13,2,127,127,56.7,1,7,65,100.0,100.0,92.3,9,1,71,71
Will Fries,41530,G,IND,3,0,14,71.2,1,4,121,100.0,100.0,97.9,0,5,0,124,124,60.8,1,4,56,100.0,100.0,95.5,5,0,58,58
Terence Steele,39461,T,DAL,3,0,9,45.8,2,2,113,100.0,100.0,98.2,0,4,0,123,123,37.1,1,2,33,100.0,100.0,95.5,3,0,38,38
Brandon Scherff,9438,G,JAX,3,0,15,64.3,0,7,116,100.0,100.0,97.0,1,7,0,122,122,43.7,0,6,48,100.0,100.0,93.7,6,0,50,50
Trevor Penning,59963,T,NO,3,1,20,60.5,2,6,117,100.0,100.0,94.0,1,11,3,120,120,42.8,2,6,60,100.0,100.0,90.0,10,2,63,63
James Hurst,9001,G,NO,3,0,20,46.4,2,2,117,100.0,100.0,96.6,0,6,2,120,120,20.6,2,2,60,100.0,100.0,93.3,6,2,63,63
Ryan Ramczyk,11787,T,NO,3,0,20,75.8,0,3,117,100.0,100.0,97.0,0,5,2,120,120,73.0,0,3,60,100.0,100.0,94.2,5,2,63,63
Evan Brown,38709,C,SEA,3,0,29,63.5,0,2,108,100.0,100.0,99.1,0,2,0,120,120,55.9,0,1,40,100.0,100.0,98.7,1,0,47,47
Erik McCoy,37347,C,NO,3,0,20,40.9,1,5,117,100.0,100.0,95.7,0,8,2,120,120,42.9,1,4,60,100.0,100.0,94.2,6,1,63,63
Damien Lewis,81532,G,SEA,3,0,29,56.7,0,5,106,100.0,100.0,96.7,0,6,1,118,118,40.3,0,4,40,100.0,100.0,92.5,5,1,47,47
Darnell Wright,98480,T,CHI,3,0,6,62.6,0,8,114,100.0,100.0,94.7,0,10,2,118,118,71.0,0,4,56,100.0,100.0,96.4,4,0,57,57
Cody Whitehair,10690,G,CHI,3,0,6,50.4,3,4,114,100.0,100.0,95.2,0,9,2,118,118,40.4,2,3,56,100.0,100.0,92.0,7,2,57,57
Dan Moore Jr.,60120,T,PIT,3,0,25,19.9,5,12,113,100.0,100.0,91.6,0,18,1,118,118,23.2,3,11,68,100.0,100.0,88.2,15,1,72,72
Mason Cole,45547,C,PIT,3,0,25,26.8,2,6,113,100.0,100.0,95.6,0,9,1,118,118,24.4,1,5,68,100.0,100.0,94.1,7,1,72,72
James Daniels,45576,G,PIT,3,0,25,38.7,2,7,113,100.0,100.0,96.0,0,9,0,118,118,28.7,1,7,68,100.0,100.0,94.1,8,0,72,72
Isaac Seumalo,10713,G,PIT,3,0,25,65.0,1,4,113,100.0,100.0,97.8,0,5,0,118,118,61.9,0,3,68,100.0,100.0,97.8,3,0,72,72
Anton Harrison,122929,T,JAX,3,0,15,43.6,0,3,112,100.0,100.0,96.0,0,6,3,118,118,28.7,0,2,43,100.0,100.0,90.7,5,3,45,45
Lucas Patrick,11435,C,CHI,3,0,6,61.0,0,7,113,100.0,100.0,96.9,0,7,0,117,117,59.8,0,5,56,100.0,100.0,95.5,5,0,57,57
Kevin Zeitler,7032,G,BLT,3,0,3,52.2,1,4,107,100.0,100.0,95.8,1,7,2,116,116,31.1,1,2,39,100.0,100.0,91.0,5,2,44,44
Cam Jurgens,84014,G,PHI,3,0,24,52.1,0,5,109,100.0,100.0,97.7,0,5,0,116,116,57.9,0,2,41,100.0,100.0,97.6,2,0,45,45
Lane Johnson,7786,T,PHI,3,0,24,77.6,1,5,109,100.0,100.0,97.2,0,6,0,116,116,63.3,1,4,41,100.0,100.0,93.9,5,0,45,45
John Simpson,41715,G,BLT,3,0,3,49.9,2,4,107,100.0,100.0,97.2,1,6,0,116,116,61.2,1,3,39,100.0,100.0,94.9,4,0,44,44
Alaric Jackson,40972,T,LA,3,0,26,45.5,2,8,112,100.0,100.0,95.5,1,10,0,116,116,35.1,1,8,57,100.0,100.0,92.1,9,0,58,58
Morgan Moses,8701,T,BLT,3,1,3,76.7,0,1,107,100.0,100.0,98.6,1,2,1,116,116,75.5,0,0,39,100.0,100.0,97.4,1,1,44,44
Jordan Mailata,66916,T,PHI,3,0,24,76.5,0,6,109,100.0,100.0,97.2,1,6,0,116,116,64.9,0,5,41,100.0,100.0,93.9,5,0,45,45
Jason Kelce,6343,C,PHI,3,0,24,43.2,1,1,109,100.0,100.0,99.1,0,2,0,116,116,39.8,0,1,41,100.0,100.0,98.8,1,0,45,45
Drew Dalman,52270,C,ATL,3,0,2,50.2,2,5,107,100.0,100.0,95.8,0,8,1,115,115,56.7,1,2,41,100.0,100.0,96.3,3,0,44,44
Matthew Bergeron,99658,G,ATL,3,0,2,62.5,2,5,107,100.0,100.0,95.8,1,8,1,115,115,51.1,2,4,41,100.0,100.0,90.2,7,1,44,44
Jake Matthews,8641,T,ATL,3,0,2,71.5,0,4,107,100.0,100.0,96.3,1,6,2,115,115,68.9,0,2,41,100.0,100.0,95.1,3,1,44,44
Chris Lindstrom,46692,G,ATL,3,0,2,53.0,1,4,107,100.0,100.0,95.8,0,7,2,115,115,59.4,0,1,41,100.0,100.0,96.3,2,1,44,44
Kaleb McGary,46912,T,ATL,3,0,2,51.9,0,3,107,100.0,100.0,96.7,1,5,2,115,115,54.8,0,2,41,100.0,100.0,95.1,3,1,44,44
