player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Puka Nacua,100632,WR,LA,3,40,0,26,5.0,0,66.7,0.0,0,2,0.0,0,3,0,72.1,71.6,0,20,0.0,0,31,4,93.5,29,84.7,6,15.0,0,39,29,7.3,9.8,1.34,0,9.5,1,77.4,,0,0,7.7,2,13,0,62.3,84.9,1,37,1.1,1,87,24,94.3,82,91.5,31,77.5,0,285,90,3.8,11.9,3.48
Keenan Allen,7857,WR,LAC,3,39,0,27,6.4,1,83.3,75.0,3,4,0.0,0,7,0,81.1,81.7,0,21,1.8,1,57,15,89.5,51,137.0,18,46.2,2,144,73,4.9,9.6,2.82,0,11.8,0,83.3,0.0,0,1,0.0,0,9,1,81.7,81.8,0,42,1.7,1,59,15,93.2,55,118.8,18,46.2,0,241,68,4.5,16.1,4.38
Davante Adams,8688,WR,LV,3,37,0,23,12.0,1,57.1,50.0,2,4,11.1,1,7,0,76.5,89.1,0,32,0.0,0,38,8,86.8,33,123.2,14,37.8,3,114,22,2.8,14.3,3.45,0,11.7,1,88.9,0.0,0,2,0.0,0,10,0,82.2,88.5,0,26,0.0,0,56,16,96.4,54,112.0,18,48.6,0,196,36,2.3,12.3,3.63
Justin Jefferson,61398,WR,MIN,3,37,0,18,13.6,2,75.0,0.0,0,1,0.0,0,5,1,74.6,88.6,0,42,0.0,0,24,6,91.7,22,116.7,8,21.6,0,127,49,8.2,21.2,5.77,0,10.5,1,76.2,50.0,1,2,0.0,0,11,0,81.7,84.6,0,52,0.0,0,94,16,96.8,91,131.3,21,56.8,1,251,92,5.8,15.7,2.76
Tyreek Hill,10799,WR,MIA,3,35,0,17,19.1,0,75.0,100.0,1,1,0.0,0,5,0,74.6,90.4,0,47,0.0,0,32,6,100.0,32,156.3,8,22.9,1,116,25,4.2,19.3,3.63,0,12.1,2,73.3,33.3,1,3,0.0,0,9,0,79.4,90.7,1,28,0.0,0,39,11,94.9,37,71.0,15,42.9,0,128,39,3.5,11.6,3.46
Ja'Marr Chase,84270,WR,CIN,3,32,0,7,6.4,0,60.0,100.0,1,1,0.0,0,2,0,70.5,59.6,0,7,0.0,0,37,3,91.9,34,64.6,5,15.6,0,15,13,4.3,5.0,0.44,0,8.3,4,69.6,0.0,0,1,5.9,1,7,0,67.7,73.8,0,16,0.0,0,75,16,94.7,71,84.7,23,71.9,0,136,70,4.4,8.5,1.92
Chris Olave,84355,WR,NO,3,32,0,20,14.2,0,55.6,50.0,1,2,0.0,0,5,0,73.4,85.0,0,45,0.0,0,27,5,100.0,27,99.8,9,28.1,0,111,44,8.8,22.2,4.11,0,11.2,0,75.0,40.0,2,5,0.0,0,10,0,81.1,91.2,1,42,0.0,0,61,15,95.1,58,80.2,20,62.5,0,175,66,4.4,11.7,3.02
Michael Pittman Jr.,29049,WR,IND,3,32,0,14,7.6,0,75.0,50.0,2,4,0.0,0,4,1,77.3,73.0,0,34,0.0,0,39,9,100.0,39,95.8,12,37.5,0,90,36,4.0,10.0,2.31,0,4.6,0,77.8,50.0,2,4,6.7,1,6,0,65.6,63.2,0,39,0.0,0,88,14,96.6,85,113.7,18,56.3,1,123,67,4.8,8.8,1.45
Stefon Diggs,9579,WR,BUF,3,31,0,4,9.1,0,85.7,66.7,2,3,0.0,0,2,0,75.6,66.4,0,17,0.0,0,36,6,94.4,34,103.0,7,22.6,0,61,9,1.5,10.2,1.79,0,9.2,1,78.9,33.3,1,3,0.0,0,9,0,81.1,80.3,0,30,0.0,0,65,15,93.8,61,107.0,19,61.3,0,184,50,3.3,12.3,3.02
A.J. Brown,48327,WR,PHI,3,28,0,24,6.5,2,75.0,,0,0,10.0,1,5,0,60.2,82.8,0,28,0.0,0,32,9,87.5,28,99.3,12,42.9,0,100,44,4.9,11.1,3.57,0,16.2,2,64.3,0.0,0,4,0.0,0,7,0,78.0,74.6,0,26,0.0,0,68,9,97.1,66,92.3,14,50.0,0,123,54,6.0,13.7,1.86
