player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,ED,ATL,3,0,0,2,57.4,2,3,65,94.7,9.2,6,0,3.8,0,75,71,5,0,55.0,1,2,41,93.9,9.8,4,3.7,0,49,46,3
Brandon Graham,5538,ED,PHI,3,0,0,24,66.6,1,0,32,90.5,6.3,2,0,1.6,0,42,38,1,0,64.6,1,0,14,100.0,0.0,0,3.6,0,17,17,1
Jerry Hughes,5556,ED,HST,3,0,0,13,53.9,0,5,43,97.9,4.7,2,1,5.8,0,47,46,5,0,51.1,0,1,22,100.0,4.5,1,2.3,0,23,23,1
Al Woods,5646,DI,NYJ,3,0,0,22,54.4,0,0,37,100.0,0.0,0,0,2.7,1,38,38,1,0,52.0,0,0,13,100.0,0.0,0,0.0,0,13,13,0
Cameron Jordan,6176,ED,NO,3,2,0,20,66.8,1,12,108,98.3,12.0,13,0,6.9,1,119,117,14,0,74.2,1,6,51,100.0,19.6,10,8.8,1,55,55,8
Cameron Heyward,6183,DI,PIT,1,0,0,25,62.2,1,0,9,100.0,11.1,1,0,5.6,0,9,9,1,0,55.8,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Justin Houston,6222,ED,CAR,3,1,0,5,68.4,2,6,57,85.5,12.3,7,1,8.8,1,69,59,9,0,74.4,1,5,21,80.8,28.6,6,19.0,1,26,21,7
Lawrence Guy Sr.,6385,DI,NE,3,0,0,19,47.9,0,2,46,100.0,2.2,1,0,2.2,0,50,50,2,0,51.1,0,2,12,100.0,8.3,1,8.3,0,14,14,2
Fletcher Cox,7018,DI,PHI,3,0,0,24,67.4,5,2,91,100.0,14.3,13,1,4.9,1,94,94,8,0,71.5,5,1,44,100.0,20.5,9,9.1,1,46,46,7
Bobby Wagner,7050,LB,SEA,3,0,0,29,55.3,0,2,18,14.3,11.1,2,0,5.6,0,147,21,2,0,53.7,0,1,11,14.5,9.1,1,4.5,0,83,12,1
Lavonte David,7060,LB,TB,3,0,0,30,57.0,0,1,15,12.0,0.0,0,0,10.0,1,125,15,2,0,52.0,0,0,7,12.7,0.0,0,0.0,0,55,7,0
Demario Davis,7079,LB,NO,3,0,0,20,64.8,1,4,21,15.7,9.5,2,0,16.7,1,140,22,6,0,64.0,0,4,15,25.0,13.3,2,20.0,1,64,16,5
Tashaun Gipson Sr.,7288,S,SF,3,0,0,28,54.5,0,2,3,1.9,0.0,0,0,33.3,0,154,3,2,0,54.5,0,2,3,3.3,0.0,0,33.3,0,90,3,2
Harrison Smith,7641,S,MIN,3,0,0,18,48.8,0,0,22,18.8,0.0,0,0,0.0,0,117,22,0,0,54.0,0,0,3,9.4,0.0,0,0.0,0,32,3,0
Justin Bethel,7654,CB,MIA,3,0,0,17,91.6,0,1,3,7.7,0.0,0,0,50.0,1,52,4,2,0,91.8,0,1,2,8.6,0.0,0,75.0,1,35,3,2
Johnathan Hankins,7830,DI,DAL,3,0,0,9,63.3,0,0,26,100.0,7.7,2,1,0.0,0,29,29,0,0,61.3,0,0,8,100.0,0.0,0,0.0,0,9,9,0
Tyrann Mathieu,7850,S,NO,3,0,1,20,57.5,0,1,2,1.4,0.0,0,1,25.0,0,140,2,1,0,58.8,0,1,1,1.6,0.0,0,50.0,0,64,1,1
John Jenkins,7863,DI,LV,3,0,0,23,65.8,1,0,41,100.0,9.8,4,0,1.2,0,44,44,1,0,61.5,0,0,8,100.0,12.5,1,0.0,0,9,9,0
William Gholston,7908,DI,TB,3,0,0,30,68.5,0,2,25,100.0,16.0,4,0,4.0,0,26,26,2,0,69.4,0,1,8,100.0,25.0,2,6.3,0,8,8,1
Micah Hyde,7941,S,BUF,3,0,0,4,60.0,0,0,1,1.2,0.0,0,0,0.0,0,82,1,0,0,,0,0,0,0.0,,0,,0,45,0,0
Jordan Poyer,8000,S,BUF,3,0,0,4,55.1,0,0,3,4.7,0.0,0,0,0.0,0,85,4,0,0,56.5,0,0,1,4.3,0.0,0,0.0,0,47,2,0
Nick Williams,8006,DI,LAC,3,0,0,27,60.8,0,1,44,100.0,6.8,3,0,1.1,0,44,44,1,0,67.4,0,0,12,100.0,16.7,2,0.0,0,12,12,0
